# _root_ On hi ha varietat de flora , però , el Seneci_del_Cap és rebutjat tant pels animals de pastura com per les abelles .
#goldHeads=3,3,13,3,4,5,8,13,8,11,13,13,0,15,13,15,16,17,15,15,22,20,13,
#predictedHeads=3,3,0,3,4,5,8,3,8,11,13,13,0,15,13,15,16,17,15,15,22,20,13,
(6,11),(6,12),-0.0119525 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.00566314 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0671038 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.148298 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0263659 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0445662 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00217791 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0242644 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0100197 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0137868 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0163486 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0295864 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0252321 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0966032 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0205894 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0288647 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0392696 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0323619 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0534378 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.035558 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.957098 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.213562 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.148536 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.164856 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0775351 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.18247 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.146331 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0681172 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0147812 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00675063 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0614386 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00012882 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0514357 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0787054 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0767925 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0220364 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0161581 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0209482 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0307219 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.154929 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0881119 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.18586 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.15902 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0932058 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.188802 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0636137 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0478747 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0644364 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0629467 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0257002 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0622913 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.148606 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0622913 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0893764 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0504455 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0127992 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0331751 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0912687 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.130697 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0177033 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.130697 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.107436 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0517659 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0135797 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00666906 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00874489 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.197234 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00366431 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0324897 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0794411 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.108059 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0118306 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00954517 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0473415 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0953938 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0739624 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0401492 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0570389 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.113377 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0324897 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0794411 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.108059 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0118306 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00954517 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0755934 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00872159 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.142041 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0328445 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0657458 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0284702 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0699138 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0339889 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0772344 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0328827 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.134331 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.213479 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0535567 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.335818 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0078931 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.335818 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.140423 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0536032 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.11173 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.066127 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0440518 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0306734 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.060528 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0439845 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.100651 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.278762 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0939719 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.216805 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.443139 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.143743 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.443139 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.257858 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.216758 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.116671 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0233138 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0226663 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.012816 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0493213 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0342855 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0758868 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.0302379 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0759837 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.174114 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.088027 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.174114 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.126368 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.075929 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.035592 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0027278 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0376615 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0850053 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0617669 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.00330981 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.058053 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.224477 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.562938 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.169923 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.562938 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.279748 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.859966 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.00174233 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.107588 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0262364 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00789987 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0620856 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0249621 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0225183 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.0115633 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.272977 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.338032 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.113181 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00396073 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0300791 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0731261 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0687696 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0370494 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00610396 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.000161828 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.029687 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.503511 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.323476 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.152612 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.116067 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00855148 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.109684 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.07581 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0557399 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0965937 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0450156 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0677862 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.165658 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.113181 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00396073 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0300791 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0731261 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0687696 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0370494 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00610396 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.000161828 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.029687 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.503511 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.024509 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0650624 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.172722 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.000791859 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0432022 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0941374 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.124612 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.00850534 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0794389 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00198687 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.109364 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0219628 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00768757 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0561473 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0223395 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0182447 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0089506 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00133788 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0458546 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0480229 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0293553 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.041261 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.00966608 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0150602 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0175528 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.109115 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0405125 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.176053 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0246368 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.125905 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00156725 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.208703 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0580739 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0940031 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0177337 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.123684 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.123342 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0114202 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.00495012 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0353272 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.257861 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.000347931 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.140982 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.0259718 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0104624 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.354581 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.392392 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.189443 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.40753 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.18949 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.239963 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.139412 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.239963 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0247302 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.18949 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.249292 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.000838382 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0114325 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0417966 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0794371 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.00638481 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0318711 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.115542 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.00638481 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.23239 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0852895 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0785158 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.30633 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0784694 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.34739 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0124067 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.34739 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.141808 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0784694 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.00979407 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0752383 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0430425 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0576066 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0351409 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0221963 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0179931 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0576878 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0221963 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.124179 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0245805 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.462963 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.024526 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.141481 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0339782 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.141481 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0738675 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0245259 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0861416 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0836654 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0907312 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.115185 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0513248 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0706886 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0310557 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0222125 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0706886 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.276425 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0077095 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.731338 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.489145 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0585201 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.489145 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.174649 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.731338 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0478976 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0367394 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0198564 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.00244773 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0179695 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0201454 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.00173438 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0149802 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0201454 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0284202 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0195093 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.339168 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.143582 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.339168 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.156862 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0195075 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0794961 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0467655 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0429168 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0360988 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0335643 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.084906 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.058729 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0194401 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.084906 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.00473967 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.489142 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0585134 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.489142 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.174646 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.731335 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0459309 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.037005 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0195901 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.00414504 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0182358 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0184481 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00134965 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.014714 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0184481 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0281656 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.217981 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.363437 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0860868 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0369451 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0706039 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0433407 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0859899 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0250037 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0197244 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0058917 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0244344 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0417143 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0058917 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.473532 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.304373 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.123856 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0835955 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0252332 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.106195 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0781741 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.107001 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.136709 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.12624 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.000718843 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.108262 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.12624 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.148896 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0860868 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0369451 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0706039 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0433407 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0859899 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0250037 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0197244 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0058917 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0244344 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0417143 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0058917 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.473532 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.00746317 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0190015 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.127942 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0322181 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0182206 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0873982 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.00551055 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.123996 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0016977 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.00551055 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.105748 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0459309 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0377604 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0171706 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00340692 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0223201 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0191862 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00129385 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0122945 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0191862 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0268472 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0640597 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0616432 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0498646 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0864408 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0871403 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0325914 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0126018 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0871403 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0347847 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0449904 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0832987 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0117701 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0832884 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.125756 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.00362813 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0832884 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0818692 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00278177 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.164831 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.00290187 # DEPENDENCYPART_SIBL
