# _root_ ' Si fa falta un estudi , que no vingui a_canvi_de vendre l' aigua ' perquè ' aquest estudi arribarà tard ' , ha dit Castellà .
#goldHeads=10,3,10,3,6,3,3,10,10,25,10,11,14,12,10,20,20,19,20,10,20,20,10,25,0,25,25,
#predictedHeads=3,3,25,3,6,4,10,10,10,3,10,11,14,12,20,20,20,19,20,25,20,20,20,25,0,25,25,
(12,15),(12,19),0.0309371 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.00819696 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.00269822 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0878383 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0213337 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0261073 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.0357817 # DEPENDENCYPART_SIBL
(12,15),(12,26),0.0188841 # DEPENDENCYPART_SIBL
(12,15),(12,27),-0.0481272 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.133836 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0429543 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.00539304 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.079399 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.133836 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.185588 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.142782 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0686968 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.0438438 # DEPENDENCYPART_SIBL
(12,16),(12,27),-0.160781 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0309371 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00819696 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.00269822 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0878383 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0213337 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0261073 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.0357817 # DEPENDENCYPART_SIBL
(12,17),(12,26),0.0188841 # DEPENDENCYPART_SIBL
(12,17),(12,27),-0.0481272 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0321276 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.021147 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.00895098 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.00622403 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0027931 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.0134958 # DEPENDENCYPART_SIBL
(12,19),(12,26),-0.203567 # DEPENDENCYPART_SIBL
(12,19),(12,27),0.020078 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.00145927 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.00384523 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0099592 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0580128 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.0521556 # DEPENDENCYPART_SIBL
(12,20),(12,26),0.0301912 # DEPENDENCYPART_SIBL
(12,20),(12,27),-0.00926619 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0315147 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.0334877 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.0280362 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0148181 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.0107669 # DEPENDENCYPART_SIBL
(12,21),(12,27),0.0296188 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0213337 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0261073 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.0357817 # DEPENDENCYPART_SIBL
(12,22),(12,26),0.0188841 # DEPENDENCYPART_SIBL
(12,22),(12,27),-0.0481272 # DEPENDENCYPART_SIBL
(12,23),(12,24),-0.0275588 # DEPENDENCYPART_SIBL
(12,23),(12,25),-0.00758661 # DEPENDENCYPART_SIBL
(12,23),(12,26),-0.0301347 # DEPENDENCYPART_SIBL
(12,23),(12,27),-0.0822093 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0805519 # DEPENDENCYPART_SIBL
(12,24),(12,26),-0.00435553 # DEPENDENCYPART_SIBL
(12,24),(12,27),-0.0300323 # DEPENDENCYPART_SIBL
(12,25),(12,26),0.0450445 # DEPENDENCYPART_SIBL
(12,25),(12,27),0.0334064 # DEPENDENCYPART_SIBL
(12,26),(12,27),-0.00968606 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.350969 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.355409 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.304991 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.241222 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.305259 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.644731 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0141761 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.19306 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0141761 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0627737 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.190986 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0815897 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0141761 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.20683 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.190516 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.173278 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0685552 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.173074 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0624683 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0281189 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0718217 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0281189 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.00211161 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0135538 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0295259 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0281189 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0197791 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.168928 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.063791 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.168724 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.062726 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0368534 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0708679 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0368534 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0031645 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0166332 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.0308073 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0368534 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0228585 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0602054 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.169251 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.134898 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00981989 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.134398 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.00981989 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0381247 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.105931 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0207216 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.00981989 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.12173 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0100392 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.033752 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0462143 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0546842 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0462143 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.044379 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0134419 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.103532 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0462143 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.00283665 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.134033 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0140789 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.131306 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0140789 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.035589 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.101147 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.017765 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0140789 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.116945 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0548623 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.302988 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0548623 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.114889 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0097089 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.00548387 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0548623 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0398888 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.00131223 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.144428 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.127521 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0404319 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0221229 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.144428 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.0397628 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.101128 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.128944 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.125985 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0147691 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.101128 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.148773 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.127521 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0404319 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0221229 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.144428 # DEPENDENCYPART_SIBL
(14,17),(14,25),0.0397628 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0241485 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0170475 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00958814 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0427156 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0437903 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0480043 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0607184 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0225873 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.024633 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.0397628 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0136693 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00119423 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0223543 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0219041 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.00872846 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0234578 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.122932 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.194032 # DEPENDENCYPART_SIBL
(16,19),(16,27),0.0932801 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.100299 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.123013 # DEPENDENCYPART_SIBL
(16,20),(16,27),0.0655664 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0219041 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.00872846 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.0593526 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.345871 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.23547 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.299529 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.621703 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.436303 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.54328 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.436303 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.700831 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.179202 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0847823 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0107692 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.195047 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0678989 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.172436 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0777941 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.212757 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.212925 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.212757 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0554825 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.000586577 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0275222 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0327279 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.00681187 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.00565784 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0548951 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0290156 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.205222 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0290156 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0901358 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0241567 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0992813 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0485526 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.00787815 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.11474 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.255773 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.352121 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.255773 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.172601 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0887847 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0203792 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0180643 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.104584 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.319078 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.00417611 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.319078 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.671986 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0378477 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.00835363 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0746987 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.00766777 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.32494 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0740546 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.182727 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0358927 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0538563 # DEPENDENCYPART_SIBL
(19,15),(19,22),1.17255 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0210131 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.202893 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.00896636 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.035239 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0115591 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0287548 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0463595 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.182727 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0358927 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0538563 # DEPENDENCYPART_SIBL
(19,17),(19,22),1.17255 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0210131 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.012773 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00303593 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.118964 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0161289 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.03736 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0385078 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0600487 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.018329 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0207897 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0377821 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.222187 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0585259 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.00965107 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.0221323 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.403431 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.302538 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.0999895 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0350468 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.102846 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.000327241 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.172697 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.012993 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.172697 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0550081 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0221323 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.00501397 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.796336 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0179463 # DEPENDENCYPART_SIBL
(20,1),(20,24),0.057135 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.0442475 # DEPENDENCYPART_SIBL
(20,1),(20,26),-0.0219169 # DEPENDENCYPART_SIBL
(20,1),(20,27),-0.0242564 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.0928274 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.216471 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.220894 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.363232 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.659474 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.00442735 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0115175 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.00329431 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.223524 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0463928 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.140291 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0463928 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.108123 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.220894 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0688318 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.00878677 # DEPENDENCYPART_SIBL
(20,2),(20,23),0.52939 # DEPENDENCYPART_SIBL
(20,2),(20,24),0.0107022 # DEPENDENCYPART_SIBL
(20,2),(20,25),0.00801477 # DEPENDENCYPART_SIBL
(20,2),(20,26),0.0241881 # DEPENDENCYPART_SIBL
(20,2),(20,27),-0.164207 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0668183 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0574736 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.181388 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.340537 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.179226 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.104088 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.176488 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.0628897 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0294247 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0693894 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0294247 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0853779 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0574736 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0633357 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0216849 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0311156 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0577697 # DEPENDENCYPART_SIBL
(20,3),(20,25),-0.0381975 # DEPENDENCYPART_SIBL
(20,3),(20,26),-0.0976803 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.0107362 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.742779 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.493536 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.672284 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.000211914 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0735853 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.00200411 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.747506 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0224176 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.066572 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0224176 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.233987 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.742779 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0361264 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0196796 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.00203731 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0517352 # DEPENDENCYPART_SIBL
(20,4),(20,25),0.0777991 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.021608 # DEPENDENCYPART_SIBL
(20,4),(20,27),0.0524158 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.503672 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.683384 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.0177887 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.092567 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0159965 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.755817 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0294688 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0776706 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0294688 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.242812 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.751089 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0221741 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.0178623 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0111543 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.0291783 # DEPENDENCYPART_SIBL
(20,6),(20,25),0.0552058 # DEPENDENCYPART_SIBL
(20,6),(20,26),-0.0515944 # DEPENDENCYPART_SIBL
(20,6),(20,27),0.0642367 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.512302 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.104406 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.0876267 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.107288 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.0029419 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.173449 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.780557 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.173449 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0223319 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0282948 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0133379 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.0718531 # DEPENDENCYPART_SIBL
(20,7),(20,23),0.185462 # DEPENDENCYPART_SIBL
(20,7),(20,24),0.00844846 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.00578203 # DEPENDENCYPART_SIBL
(20,7),(20,26),-0.0602724 # DEPENDENCYPART_SIBL
(20,7),(20,27),-0.485057 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.157555 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0766311 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.17103 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.15997 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.143637 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.51822 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.143637 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0950563 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.155016 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.0215469 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0801544 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.0655812 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.0168968 # DEPENDENCYPART_SIBL
(20,8),(20,25),0.0536442 # DEPENDENCYPART_SIBL
(20,8),(20,26),0.0321434 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.451733 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0734413 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0776002 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0312892 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.00422034 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0396197 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.00422034 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0602469 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0258732 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0240812 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.00883927 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.046464 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0333896 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0137257 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.0642303 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.0346507 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0114702 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0255564 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0147567 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0642057 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0147567 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.120156 # DEPENDENCYPART_SIBL
