# _root_ ' El moviment denuncia l' especulació , els desallotjaments , les polítiques de criminalització i la violència policial exercida contra el moviment okupa .
#goldHeads=4,3,4,0,6,4,6,9,6,6,12,6,12,13,6,17,6,17,17,19,22,20,22,4,
#predictedHeads=4,3,4,0,6,4,6,9,6,6,12,6,12,13,6,17,6,17,17,19,22,20,22,4,
(6,7),(6,19),0.0010345 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.00228949 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.378425 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.377971 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.00670996 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0361916 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0156644 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0878749 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0219229 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0482631 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0220132 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0349329 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0316109 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0157477 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0213426 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0206441 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.000130307 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.379789 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0290456 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.379231 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.272061 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.379694 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.00976302 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0010345 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.00228949 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.378425 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.377971 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.00670996 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0182524 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.00399708 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00384072 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00390676 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0220194 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0186975 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0379752 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0045774 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0052759 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0389666 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.017208 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0189178 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0170241 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0695505 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0696937 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0323881 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.016026 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0159502 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.00666856 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0482457 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.022009 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0349302 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0316082 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.00490057 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0213383 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0206398 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.00494938 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.638192 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.264716 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.265383 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.150516 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.631717 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.631093 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0091079 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0343997 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0310779 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0143295 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0206332 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0199347 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.00401202 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0289743 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0915122 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0122742 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0116166 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.00746368 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0781322 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0110996 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.010442 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.0145623 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0545374 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0541425 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.154523 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.0167133 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.00719572 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.0114372 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0545094 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00626608 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.400785 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0719757 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.190941 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0607726 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0905764 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0079413 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0136541 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0204228 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00171993 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00566734 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.00300031 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0359891 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0363531 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0202941 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0027581 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.000189108 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0447214 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00556197 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0109338 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.859434 # DEPENDENCYPART_SIBL
(9,5),(9,10),8.37268e-05 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.133341 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.337724 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.175371 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0360625 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.174912 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0295822 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0289025 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.298232 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.174148 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.181478 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.053071 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0622914 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0905614 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0128768 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0117335 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.034832 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.000205345 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00938162 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00107972 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0366281 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0369921 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.00900473 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.000837509 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0021097 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.053732 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0264485 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.334721 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0612138 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0265777 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0596629 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0297329 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0469203 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00395524 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0073804 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0475837 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0423738 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0482854 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.316267 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0644793 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.113311 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.172513 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0699054 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0426998 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.070292 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.031815 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0324717 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.175648 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0709605 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0637997 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.070671 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.375989 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0372633 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.375431 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.272076 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.375894 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.00978016 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.00105164 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.005929 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.374624 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.37417 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.006744 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00181951 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0118809 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.000240349 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0117906 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.017941 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0146191 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.054409 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0124612 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0131597 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0430197 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0134163 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0189411 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0132324 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0695768 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0697201 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0405984 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0122344 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0121585 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.00671668 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0441647 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0141251 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0308518 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0275298 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0213344 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0134545 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.012756 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.00900246 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.610544 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.248694 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.249361 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.118019 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.604069 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.603445 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.00689045 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0303213 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0269995 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0307633 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.0127493 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.0120508 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0080651 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0314526 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0808001 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.00597059 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.005313 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.009925 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.06742 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.00479599 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0041384 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0170236 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.0507453 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0503504 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.15457 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.00882944 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.0112488 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.00738411 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.315775 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0584856 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0675431 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.469889 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0288252 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.234221 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.00284893 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0158088 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0191845 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0616127 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0331066 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.04887 # DEPENDENCYPART_SIBL
(12,7),(12,18),8.22026e-05 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.00350737 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0398688 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0443235 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0502351 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.318149 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0662283 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0419772 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.837658 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.154612 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0769352 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0353466 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0773218 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0408172 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0414739 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.157103 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0779902 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0708294 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.0641152 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0622913 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0925613 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0405254 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.000202556 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0102741 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00148762 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0382166 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0385807 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.00298992 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.00124541 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.00170179 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0524002 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0158088 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0191845 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0616127 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0331066 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.04887 # DEPENDENCYPART_SIBL
(12,10),(12,18),8.22026e-05 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.00350737 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0398688 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0443235 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0502351 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.318149 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.125747 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0804477 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00338384 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0808405 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0110951 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0104478 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.257119 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0818237 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.074342 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0218783 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00828741 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0142638 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00810352 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0595583 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0597015 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.043759 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.00710549 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0070296 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.00320136 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0426062 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0122049 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0269273 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0236054 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0190113 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0115343 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0108358 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.00966078 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.610312 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.248317 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.248984 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.122057 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.603837 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.603213 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.00575134 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0263969 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.023075 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0284402 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0108291 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.0101306 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.00872342 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0333992 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0926097 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.00729885 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.00664127 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.00705043 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0792297 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.00612425 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.00546667 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0141491 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0452953 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.0449005 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.150603 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.00690919 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0119071 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.00672579 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.526544 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.485541 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0423283 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0687177 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0579839 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0398392 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.297733 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.103988 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0855287 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0969145 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.308162 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0680126 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0378537 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0760353 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0143219 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0219473 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.940503 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.163963 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.243171 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.88001 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.172423 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0264494 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.235037 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00366271 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0181876 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.238313 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.299209 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0297467 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0469408 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.00394651 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00737168 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0475722 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0423944 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.048306 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.316277 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0662283 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0419789 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.836909 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.066237 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.188687 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0426877 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0703125 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0318224 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0324792 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.17564 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.070981 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0638202 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.0706618 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0622907 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0918115 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.188929 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0257007 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00938517 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00108037 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0366283 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0369923 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0091637 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.000838162 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.00210904 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0521895 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0181876 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.238313 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.299209 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0297467 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0469408 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00394651 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.00737168 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0475722 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0423944 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.048306 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.316277 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0341101 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.169891 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0107709 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0671507 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0283991 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0277519 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.28865 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0681339 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0606522 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.00869207 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0256789 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00945577 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00121106 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0362861 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0366502 # DEPENDENCYPART_SIBL
