# _root_ L' empresa Formigons_Montcau desmantellarà la_seva fàbrica de Sabadell , situada al barri d' Hostafrancs i envoltada de vivendes , en un termini de tres anys .
#goldHeads=2,4,2,0,6,4,6,7,10,6,10,11,12,13,10,10,16,17,10,4,22,20,22,25,23,4,
#predictedHeads=2,4,2,0,6,4,6,7,10,6,10,11,12,13,10,10,16,17,10,10,22,20,22,25,23,4,
(6,2),(6,11),-0.0769704 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.000645679 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0302933 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.00263432 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.015628 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0375042 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0220749 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.00111487 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0334628 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.00816118 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0220749 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.0576242 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0737404 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0190426 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0508381 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0674839 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.117775 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0169028 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.175445 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0113202 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00699647 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0234931 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0737404 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0141982 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0951584 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0244941 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0737404 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.00266357 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0266551 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0361026 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.13263 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0761982 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0153518 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0746534 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.00366422 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0301172 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0590034 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0303032 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.00506271 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0266624 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0252836 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0303032 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.00875181 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00480037 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0377193 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0195486 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.024864 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0311424 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0133938 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0478222 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0181717 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0496807 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0140696 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.00504605 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0254927 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0496807 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0258816 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00815508 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0102094 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.348079 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0296146 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.350882 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.262475 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0111992 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0496738 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.350341 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0196672 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.336727 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0496738 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.00983354 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.126131 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00186968 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0524141 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0107793 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0223972 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0104066 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.122145 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0103075 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0820874 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.011252 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.122145 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.0277769 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.013612 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0125526 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00234593 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0173048 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.011256 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0108304 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.00135581 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.103372 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0211255 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0108304 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.143942 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0349056 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00727039 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0631807 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0270186 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0517318 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.00659459 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.00853629 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.00482845 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0517318 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.0193243 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00641415 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0175578 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0332587 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0140658 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00740427 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.141501 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0342311 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0140658 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.0139358 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.044295 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0240549 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0515486 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.000221076 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0068773 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0116441 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0515486 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.0121575 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.244203 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.243482 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.590394 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0906073 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.559875 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.243482 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.0153116 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0513997 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0172001 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.00109144 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0387596 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0513997 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.0298875 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.00506271 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0266624 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0252836 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0303032 # DEPENDENCYPART_SIBL
(6,17),(6,26),-0.00875181 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0065345 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0117781 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0512096 # DEPENDENCYPART_SIBL
(6,18),(6,26),-0.00590636 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.032783 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.116615 # DEPENDENCYPART_SIBL
(6,20),(6,26),0.156798 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.0397727 # DEPENDENCYPART_SIBL
(6,22),(6,26),-0.0207193 # DEPENDENCYPART_SIBL
(6,23),(6,26),-0.00875181 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0336212 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.431747 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.229162 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.93979 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0110085 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0565548 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0336212 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.11616 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.339566 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00426778 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.682728 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.738547 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0352419 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.194228 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.443325 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0537095 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0081968 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0601945 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.171974 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0480337 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0252446 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.119647 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0287754 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0375085 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.00898565 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0172347 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.175347 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.192255 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0107473 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00436958 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.389442 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0349873 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.392245 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.272709 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00770326 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0374229 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.391705 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.00703649 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.118303 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0267018 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0441223 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0356114 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0295096 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.000953961 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.122614 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0351396 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0338982 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00772191 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.000985532 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0236798 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00888598 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0212836 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00921569 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0226897 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.151855 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0136763 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0217032 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0585347 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0260228 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0362999 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0210274 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.026882 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0139237 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0276333 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0425435 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0115356 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0129335 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.0204412 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.039649 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0230591 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0361167 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0142117 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.0197153 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.236993 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.224346 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.59304 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.0298125 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.051869 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.00763206 # DEPENDENCYPART_SIBL
(8,16),(8,26),-0.0237663 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0147273 # DEPENDENCYPART_SIBL
(8,17),(8,26),-3.95786e-05 # DEPENDENCYPART_SIBL
(8,18),(8,26),-0.0134641 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0102698 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00954676 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0111766 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0122497 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0101427 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00599266 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0396946 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0503523 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0101554 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0120357 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0490062 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.00166414 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0503523 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.0180891 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.143057 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.179918 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.166051 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.173034 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0710226 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0665008 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.250481 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.177743 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.711783 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.168282 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.16952 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.250481 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0873164 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.000946291 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0356607 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00614523 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.18201 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.196849 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0764222 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.00586779 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.142226 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0691961 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0045884 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0764222 # DEPENDENCYPART_SIBL
(10,11),(10,26),0.092576 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0206511 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.132436 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.12621 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.102324 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0397551 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.132548 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0786127 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.125097 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.136127 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0397551 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.0395496 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.000344257 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0695469 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.146793 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.150964 # DEPENDENCYPART_SIBL
(10,13),(10,18),6.6815e-05 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0808748 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0350514 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.013584 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.150964 # DEPENDENCYPART_SIBL
(10,13),(10,26),0.0158708 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.11572 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.102406 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0407494 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.13407 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0981082 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.125271 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.13765 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0407494 # DEPENDENCYPART_SIBL
(10,14),(10,26),0.0496189 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.933717 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.640838 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.342448 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0290286 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.402497 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.317931 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.640838 # DEPENDENCYPART_SIBL
(10,15),(10,26),0.0463545 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0150205 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0170152 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0744245 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.112099 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0271103 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0150205 # DEPENDENCYPART_SIBL
(10,16),(10,26),0.064801 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0136712 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0319945 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.111288 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.00598694 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.173786 # DEPENDENCYPART_SIBL
(10,17),(10,26),-0.0183556 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.112484 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.125003 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.137713 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.0404866 # DEPENDENCYPART_SIBL
(10,18),(10,26),0.0559357 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.020935 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.0593437 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0286579 # DEPENDENCYPART_SIBL
(10,19),(10,26),-0.00801969 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.0242401 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0463366 # DEPENDENCYPART_SIBL
(10,20),(10,26),0.106268 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.03353 # DEPENDENCYPART_SIBL
(10,22),(10,26),0.0470829 # DEPENDENCYPART_SIBL
(10,23),(10,26),-0.0183556 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.132139 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0177702 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0413063 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.050067 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0441445 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.105577 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0603302 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.152556 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0253946 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.162953 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0525781 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0349258 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0285891 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.172805 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0942035 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.545915 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0312831 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0353217 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0805731 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0316387 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0252712 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.028678 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00902796 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.138113 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0215835 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.86808 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.222421 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0350646 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0334157 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.00601558 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0898427 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.175637 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.147666 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0146809 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0826285 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.219999 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0222667 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0896409 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0180925 # DEPENDENCYPART_SIBL
(11,15),(11,17),1.06305 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.000131988 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.946147 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0168553 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.19738 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.249423 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.20114 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.042426 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0540995 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0392946 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00987361 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0560602 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0504045 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0242497 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0602739 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0560602 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.00693431 # DEPENDENCYPART_SIBL
(12,9),(12,26),-0.3153 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.041076 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00516595 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0052436 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00801796 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00821856 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.00415119 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.00857557 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.00056629 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.00821856 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.00293916 # DEPENDENCYPART_SIBL
(12,10),(12,26),0.0146799 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0105089 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0437481 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0310629 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.042627 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.011499 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.112136 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0383258 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.042627 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0738093 # DEPENDENCYPART_SIBL
(12,13),(12,26),0.0107837 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0352819 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0252781 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0676323 # DEPENDENCYPART_SIBL
