# _root_ La resolució , en_atenció_a aquestes falsedats i mala fe , imposa les costes del procediment als defensors per ' temeritat ' .
#goldHeads=2,11,4,11,6,4,6,9,6,4,0,13,11,13,14,11,16,11,20,18,20,11,
#predictedHeads=2,11,4,2,6,4,2,9,2,4,0,13,11,13,14,15,16,11,20,18,20,11,
(6,4),(6,7),0.0584852 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00474987 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0452864 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00233496 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0142646 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0499339 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.046458 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.00766399 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0247429 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0505739 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0560558 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.11166 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0853144 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.136918 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.087745 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0957407 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.137694 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0703724 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.314502 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.259638 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.13673 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.074078 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.249242 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.604455 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0418014 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.101892 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.600164 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.208129 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.105604 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.046186 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.604707 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.00689045 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00209972 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0226945 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0108544 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00683148 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.00996636 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0270773 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0656245 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.00208947 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0244644 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0563226 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0130764 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0074478 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00719116 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0563534 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0145715 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0156527 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.00126304 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0413973 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.365022 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0144416 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0524473 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0244349 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.375432 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.006744 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0271028 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0110051 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0418749 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.12583 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0316458 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0427752 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00518686 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0563341 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0124161 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.00885565 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.00787348 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.132718 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.119004 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0193217 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0196613 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0593515 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.000191295 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0706586 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0427148 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.133756 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.00418311 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.378255 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.256219 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.536652 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.127483 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.64333 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0633173 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0923158 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.6509 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0241219 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00768126 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00146193 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.463018 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0261177 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0738851 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0230601 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0243427 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0199578 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0403379 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.107037 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0285917 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00565109 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0622821 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0676216 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0387247 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.188936 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.401436 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0236699 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0190451 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0176266 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00126401 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.00175997 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0922332 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0439243 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0100923 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.000637208 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0100923 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0655888 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.376983 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.185861 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.229965 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.573739 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.128163 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.328492 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.100745 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0550742 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.11935 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0567885 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.00765939 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.154661 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0531627 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.154661 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.322496 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0330109 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0433549 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.461668 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0697336 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.000886985 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00851581 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0498357 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0394183 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00236309 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0317826 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0396439 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0504758 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0396439 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0528338 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0366242 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0763496 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0828943 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.103582 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.116235 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.148307 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0934228 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.342035 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.282688 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0534925 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.147343 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0534925 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0899154 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.401454 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0236891 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00389048 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0165203 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.000494331 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00715269 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0868287 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0357616 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0302822 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.000132468 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0302822 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0554087 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0106805 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00361416 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00511368 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0858205 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0691975 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0721153 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0567389 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0793592 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0851932 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0793592 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0976551 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00713664 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00560797 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00744736 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0352002 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.106321 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0712901 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.132658 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00642602 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.132658 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0063531 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0433091 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.364973 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.000178474 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0596417 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0172404 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0512743 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.375382 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0512743 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.00674251 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0270358 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00359629 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0490507 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.133006 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0498943 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0315788 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0498943 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0427552 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00942756 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0635229 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00522718 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.00751783 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.00880161 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.00751783 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.00788011 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.137518 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.123804 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0209609 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0170579 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0209609 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0174936 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0627827 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.00575446 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.00387089 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.00575446 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.067123 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0553995 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.040451 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.0553995 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.131589 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0701508 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.156529 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0302911 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0110857 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.00418974 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.0302911 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0408652 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.186523 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.00933141 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0314261 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.112437 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00613395 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0330852 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.186523 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.00961683 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0714627 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0114714 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0234881 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0130074 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0218081 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0220213 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0106515 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0220213 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0396356 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.491123 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.07263 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.733982 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0332649 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.176941 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.735636 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.491123 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0617887 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0890592 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0646065 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0665655 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0577632 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0379097 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0790546 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0609272 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0790546 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0294498 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.103193 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0454501 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.137202 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.015155 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0430878 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.354327 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.000861377 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00674825 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00599114 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0180634 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0108922 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.026375 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.034073 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0034999 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.034073 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.450538 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0230635 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.160609 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0246761 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0211695 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.281264 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0192995 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0965793 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0157181 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0131215 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0152664 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0530578 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.000694368 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0184136 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.000694368 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0166363 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0313055 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.174981 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.733681 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.489168 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0339011 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0519087 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.036719 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0293914 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0298757 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00478077 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0123223 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0330397 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0123223 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0172629 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0271806 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00681063 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.318731 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.167024 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.148675 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.165526 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0700033 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.160343 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0861839 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00800661 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.166161 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.00800661 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0100947 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.027188 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.187467 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0419084 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0836724 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.039638 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0611793 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0376798 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0628842 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0242541 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0408455 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0242541 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.00655506 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.491015 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0359619 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0546286 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0387798 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0321595 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0319364 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00206089 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0150587 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0351004 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0150587 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0139458 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.000861377 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00674825 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00599114 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0180634 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0108922 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.026375 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.034073 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0034999 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.034073 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.450538 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.077823 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.251698 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.178386 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.24782 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.00571074 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0139172 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.24742 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0139172 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0167668 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0894572 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.100628 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0875646 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.122055 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.000428054 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0865152 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.000428054 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0483874 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.171645 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.253209 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00103188 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0289554 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.252809 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0289554 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0278975 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0214497 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0525503 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0113051 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0204003 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0113051 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.01779 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0391479 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0141378 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.231939 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.0141378 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.000686117 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.00307884 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0194385 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.00307884 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0109415 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0147101 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0718329 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0365627 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0145098 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0172979 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0365627 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.295282 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0622822 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0676224 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.401436 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0238628 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.188936 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0622822 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0918242 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.00764775 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.00337287 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0833581 # DEPENDENCYPART_SIBL
