# _root_ Si l' objectiu és que el_nostre programa de quatre anys es pugui aconseguir , que el finançament de l' Estat arribi millor del que està arribant , ho hem de saber explicar .
#goldHeads=4,3,4,31,13,7,13,7,10,8,13,13,4,13,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,0,31,31,
#predictedHeads=4,3,4,0,13,7,13,7,10,8,13,13,4,21,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,26,31,4,
(21,22),(21,29),0.0229879 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.0780107 # DEPENDENCYPART_SIBL
(21,22),(21,31),0.0451845 # DEPENDENCYPART_SIBL
(21,22),(21,32),0.0266752 # DEPENDENCYPART_SIBL
(21,22),(21,33),0.0733619 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0101488 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0129678 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0196043 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0108643 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0220149 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.18981 # DEPENDENCYPART_SIBL
(21,23),(21,31),0.0120695 # DEPENDENCYPART_SIBL
(21,23),(21,32),0.00445078 # DEPENDENCYPART_SIBL
(21,23),(21,33),-0.0178333 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0481819 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0298851 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.0124975 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.0620092 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.0476374 # DEPENDENCYPART_SIBL
(21,25),(21,31),-0.0430944 # DEPENDENCYPART_SIBL
(21,25),(21,32),-0.0559026 # DEPENDENCYPART_SIBL
(21,25),(21,33),-0.0129189 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.0643839 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.011328 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0327196 # DEPENDENCYPART_SIBL
(21,26),(21,30),0.00182089 # DEPENDENCYPART_SIBL
(21,26),(21,31),-0.0138048 # DEPENDENCYPART_SIBL
(21,26),(21,32),-0.026613 # DEPENDENCYPART_SIBL
(21,26),(21,33),0.0451487 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.0109001 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.0152226 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.101855 # DEPENDENCYPART_SIBL
(21,27),(21,31),0.0633632 # DEPENDENCYPART_SIBL
(21,27),(21,32),-0.0149362 # DEPENDENCYPART_SIBL
(21,27),(21,33),-0.0660989 # DEPENDENCYPART_SIBL
(21,28),(21,29),-0.0333539 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.0156576 # DEPENDENCYPART_SIBL
(21,28),(21,31),-0.00895198 # DEPENDENCYPART_SIBL
(21,28),(21,32),-0.0104422 # DEPENDENCYPART_SIBL
(21,28),(21,33),-0.0145096 # DEPENDENCYPART_SIBL
(21,29),(21,30),-0.017622 # DEPENDENCYPART_SIBL
(21,29),(21,31),-0.0343472 # DEPENDENCYPART_SIBL
(21,29),(21,32),-0.0471553 # DEPENDENCYPART_SIBL
(21,29),(21,33),-0.00690808 # DEPENDENCYPART_SIBL
(21,30),(21,31),0.0110176 # DEPENDENCYPART_SIBL
(21,30),(21,32),-0.0073198 # DEPENDENCYPART_SIBL
(21,30),(21,33),0.00390592 # DEPENDENCYPART_SIBL
(21,31),(21,32),-0.0228399 # DEPENDENCYPART_SIBL
(21,31),(21,33),0.0496363 # DEPENDENCYPART_SIBL
(21,32),(21,33),0.0730598 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0271125 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0267356 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.038551 # DEPENDENCYPART_SIBL
(22,18),(22,30),0.0883351 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0114863 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.261675 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.0976188 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.215655 # DEPENDENCYPART_SIBL
(22,25),(22,30),0.0137643 # DEPENDENCYPART_SIBL
(22,27),(22,30),-0.0535652 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.210871 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.169487 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.144733 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.132198 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0210525 # DEPENDENCYPART_SIBL
(23,16),(23,26),0.0455916 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.123612 # DEPENDENCYPART_SIBL
(23,16),(23,29),0.0458727 # DEPENDENCYPART_SIBL
(23,16),(23,30),0.101535 # DEPENDENCYPART_SIBL
(23,16),(23,31),0.036138 # DEPENDENCYPART_SIBL
(23,16),(23,32),0.0356775 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.148903 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.156536 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.106124 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.00377623 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0278759 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.125564 # DEPENDENCYPART_SIBL
(23,19),(23,29),0.0284385 # DEPENDENCYPART_SIBL
(23,19),(23,30),0.127178 # DEPENDENCYPART_SIBL
(23,19),(23,31),0.0181584 # DEPENDENCYPART_SIBL
(23,19),(23,32),0.0169046 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.288417 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0604594 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.015614 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.00376257 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.00179883 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.00371324 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.0215161 # DEPENDENCYPART_SIBL
(23,21),(23,31),0.0171864 # DEPENDENCYPART_SIBL
(23,21),(23,32),0.00753951 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.13356 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0362752 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0455315 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0353829 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.04962 # DEPENDENCYPART_SIBL
(23,22),(23,30),-0.0176587 # DEPENDENCYPART_SIBL
(23,22),(23,31),-0.0403975 # DEPENDENCYPART_SIBL
(23,22),(23,32),-0.0510866 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.456346 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.459767 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.201766 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.459765 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.248227 # DEPENDENCYPART_SIBL
(23,24),(23,31),-0.460342 # DEPENDENCYPART_SIBL
(23,24),(23,32),-0.453655 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.308669 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.122477 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.307655 # DEPENDENCYPART_SIBL
(23,25),(23,30),0.0887238 # DEPENDENCYPART_SIBL
(23,25),(23,31),-0.310961 # DEPENDENCYPART_SIBL
(23,25),(23,32),-0.310163 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.120261 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.300254 # DEPENDENCYPART_SIBL
(23,26),(23,30),0.109676 # DEPENDENCYPART_SIBL
(23,26),(23,31),-0.30356 # DEPENDENCYPART_SIBL
(23,26),(23,32),-0.302762 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.102131 # DEPENDENCYPART_SIBL
(23,27),(23,30),0.834674 # DEPENDENCYPART_SIBL
(23,27),(23,31),0.113344 # DEPENDENCYPART_SIBL
(23,27),(23,32),0.0805078 # DEPENDENCYPART_SIBL
(23,29),(23,30),0.106693 # DEPENDENCYPART_SIBL
(23,29),(23,31),-0.305835 # DEPENDENCYPART_SIBL
(23,29),(23,32),-0.305037 # DEPENDENCYPART_SIBL
(23,30),(23,31),-0.0103004 # DEPENDENCYPART_SIBL
(23,30),(23,32),-0.00791155 # DEPENDENCYPART_SIBL
(23,31),(23,32),-0.30631 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0123403 # DEPENDENCYPART_SIBL
(25,5),(25,7),0.190961 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.463678 # DEPENDENCYPART_SIBL
(25,5),(25,15),-1.12827 # DEPENDENCYPART_SIBL
(25,5),(25,17),0.163607 # DEPENDENCYPART_SIBL
(25,5),(25,22),0.170392 # DEPENDENCYPART_SIBL
(25,5),(25,23),0.028161 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.698877 # DEPENDENCYPART_SIBL
(25,5),(25,26),0.000626134 # DEPENDENCYPART_SIBL
(25,5),(25,27),0.0827961 # DEPENDENCYPART_SIBL
(25,5),(25,28),0.0532739 # DEPENDENCYPART_SIBL
(25,5),(25,29),-0.0276585 # DEPENDENCYPART_SIBL
(25,5),(25,30),0.0939994 # DEPENDENCYPART_SIBL
(25,5),(25,31),0.0286517 # DEPENDENCYPART_SIBL
(25,5),(25,33),-0.443074 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.439686 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.463644 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.707705 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.0142098 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.139916 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.646012 # DEPENDENCYPART_SIBL
(25,7),(25,26),-0.029096 # DEPENDENCYPART_SIBL
(25,7),(25,27),-0.0570183 # DEPENDENCYPART_SIBL
(25,7),(25,28),-0.0177932 # DEPENDENCYPART_SIBL
(25,7),(25,29),-0.0437548 # DEPENDENCYPART_SIBL
(25,7),(25,30),-0.0168047 # DEPENDENCYPART_SIBL
(25,7),(25,31),0.0134674 # DEPENDENCYPART_SIBL
(25,7),(25,33),-0.0224664 # DEPENDENCYPART_SIBL
(25,14),(25,15),0.749304 # DEPENDENCYPART_SIBL
(25,14),(25,17),0.134096 # DEPENDENCYPART_SIBL
(25,14),(25,22),0.158914 # DEPENDENCYPART_SIBL
(25,14),(25,23),0.103358 # DEPENDENCYPART_SIBL
(25,14),(25,24),0.293874 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.0777427 # DEPENDENCYPART_SIBL
(25,14),(25,27),0.207322 # DEPENDENCYPART_SIBL
(25,14),(25,28),0.000881182 # DEPENDENCYPART_SIBL
(25,14),(25,29),-0.112467 # DEPENDENCYPART_SIBL
(25,14),(25,30),0.0196205 # DEPENDENCYPART_SIBL
(25,14),(25,31),-0.0495234 # DEPENDENCYPART_SIBL
(25,14),(25,33),-0.487602 # DEPENDENCYPART_SIBL
(25,15),(25,17),0.163607 # DEPENDENCYPART_SIBL
(25,15),(25,22),0.170392 # DEPENDENCYPART_SIBL
(25,15),(25,23),0.028161 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.698877 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.000626134 # DEPENDENCYPART_SIBL
(25,15),(25,27),0.0827961 # DEPENDENCYPART_SIBL
(25,15),(25,28),0.0532739 # DEPENDENCYPART_SIBL
(25,15),(25,29),-0.0276585 # DEPENDENCYPART_SIBL
(25,15),(25,30),0.0939994 # DEPENDENCYPART_SIBL
(25,15),(25,31),0.0286517 # DEPENDENCYPART_SIBL
(25,15),(25,33),-0.443074 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0331164 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.152777 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.652552 # DEPENDENCYPART_SIBL
(25,17),(25,26),0.00125109 # DEPENDENCYPART_SIBL
(25,17),(25,27),0.0117526 # DEPENDENCYPART_SIBL
(25,17),(25,28),0.00797054 # DEPENDENCYPART_SIBL
(25,17),(25,29),-0.0134077 # DEPENDENCYPART_SIBL
(25,17),(25,30),0.0107184 # DEPENDENCYPART_SIBL
(25,17),(25,31),0.0438144 # DEPENDENCYPART_SIBL
(25,17),(25,33),0.024607 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0612428 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.206017 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0387972 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.0852438 # DEPENDENCYPART_SIBL
(25,22),(25,28),0.0564099 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.060178 # DEPENDENCYPART_SIBL
(25,22),(25,30),0.0704692 # DEPENDENCYPART_SIBL
(25,22),(25,31),0.00625278 # DEPENDENCYPART_SIBL
(25,22),(25,33),0.0583813 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.430027 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0818345 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0451603 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.0197342 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0912278 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.00102686 # DEPENDENCYPART_SIBL
(25,23),(25,31),-0.0479056 # DEPENDENCYPART_SIBL
(25,23),(25,33),-0.0300331 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0272899 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0156506 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.0403821 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.0605687 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.0961786 # DEPENDENCYPART_SIBL
(25,24),(25,31),0.0155542 # DEPENDENCYPART_SIBL
(25,24),(25,33),-0.444311 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0615052 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.00642047 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.00884958 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.0390571 # DEPENDENCYPART_SIBL
(25,26),(25,31),0.0099392 # DEPENDENCYPART_SIBL
(25,26),(25,33),0.0609273 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.00643395 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.0734862 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.127531 # DEPENDENCYPART_SIBL
(25,27),(25,31),0.121501 # DEPENDENCYPART_SIBL
(25,27),(25,33),-0.0334067 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.00861103 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.00928425 # DEPENDENCYPART_SIBL
(25,28),(25,31),0.032887 # DEPENDENCYPART_SIBL
(25,28),(25,33),0.0109928 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.0585 # DEPENDENCYPART_SIBL
(25,29),(25,31),-0.0106032 # DEPENDENCYPART_SIBL
(25,29),(25,33),0.00887053 # DEPENDENCYPART_SIBL
(25,30),(25,31),0.0146623 # DEPENDENCYPART_SIBL
(25,30),(25,33),-0.0169233 # DEPENDENCYPART_SIBL
(25,31),(25,33),0.0654134 # DEPENDENCYPART_SIBL
(26,1),(26,3),0.257322 # DEPENDENCYPART_SIBL
(26,1),(26,4),-0.0425081 # DEPENDENCYPART_SIBL
(26,1),(26,5),-0.655962 # DEPENDENCYPART_SIBL
(26,1),(26,7),0.225397 # DEPENDENCYPART_SIBL
(26,1),(26,12),0.0788157 # DEPENDENCYPART_SIBL
(26,1),(26,13),-0.0316858 # DEPENDENCYPART_SIBL
(26,1),(26,14),-0.357803 # DEPENDENCYPART_SIBL
(26,1),(26,15),-0.655962 # DEPENDENCYPART_SIBL
(26,1),(26,16),-0.203916 # DEPENDENCYPART_SIBL
(26,1),(26,17),0.209776 # DEPENDENCYPART_SIBL
(26,1),(26,18),0.0119815 # DEPENDENCYPART_SIBL
(26,1),(26,19),-0.0891633 # DEPENDENCYPART_SIBL
(26,1),(26,20),0.242415 # DEPENDENCYPART_SIBL
(26,1),(26,21),0.017655 # DEPENDENCYPART_SIBL
(26,1),(26,22),0.0435262 # DEPENDENCYPART_SIBL
(26,1),(26,23),-0.0363385 # DEPENDENCYPART_SIBL
(26,1),(26,24),-0.242229 # DEPENDENCYPART_SIBL
(26,1),(26,25),0.0281034 # DEPENDENCYPART_SIBL
(26,1),(26,27),0.497616 # DEPENDENCYPART_SIBL
(26,1),(26,28),-0.0134977 # DEPENDENCYPART_SIBL
(26,1),(26,29),-0.0470065 # DEPENDENCYPART_SIBL
(26,1),(26,30),-0.0349526 # DEPENDENCYPART_SIBL
(26,1),(26,31),-0.00546786 # DEPENDENCYPART_SIBL
(26,1),(26,32),-6.86522e-05 # DEPENDENCYPART_SIBL
(26,1),(26,33),-0.203021 # DEPENDENCYPART_SIBL
(26,3),(26,4),-0.106625 # DEPENDENCYPART_SIBL
(26,3),(26,5),-0.693181 # DEPENDENCYPART_SIBL
(26,3),(26,7),-0.761101 # DEPENDENCYPART_SIBL
(26,3),(26,12),0.0228559 # DEPENDENCYPART_SIBL
(26,3),(26,13),-0.0720304 # DEPENDENCYPART_SIBL
(26,3),(26,14),-0.504552 # DEPENDENCYPART_SIBL
(26,3),(26,15),-0.693181 # DEPENDENCYPART_SIBL
(26,3),(26,16),-0.194841 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.757909 # DEPENDENCYPART_SIBL
(26,3),(26,18),-0.0311887 # DEPENDENCYPART_SIBL
(26,3),(26,19),-0.161352 # DEPENDENCYPART_SIBL
(26,3),(26,20),-0.711196 # DEPENDENCYPART_SIBL
(26,3),(26,21),-0.0211849 # DEPENDENCYPART_SIBL
(26,3),(26,22),-0.0716462 # DEPENDENCYPART_SIBL
(26,3),(26,23),-0.172108 # DEPENDENCYPART_SIBL
(26,3),(26,24),-0.724071 # DEPENDENCYPART_SIBL
(26,3),(26,25),0.0539131 # DEPENDENCYPART_SIBL
(26,3),(26,27),-0.0541794 # DEPENDENCYPART_SIBL
(26,3),(26,28),-0.0511058 # DEPENDENCYPART_SIBL
(26,3),(26,29),-0.00724203 # DEPENDENCYPART_SIBL
(26,3),(26,30),-0.0436557 # DEPENDENCYPART_SIBL
(26,3),(26,31),0.050107 # DEPENDENCYPART_SIBL
(26,3),(26,32),0.0289174 # DEPENDENCYPART_SIBL
(26,3),(26,33),0.00431611 # DEPENDENCYPART_SIBL
(26,4),(26,5),-0.354366 # DEPENDENCYPART_SIBL
(26,4),(26,7),-0.0450304 # DEPENDENCYPART_SIBL
(26,4),(26,12),-0.0611658 # DEPENDENCYPART_SIBL
(26,4),(26,13),-0.153962 # DEPENDENCYPART_SIBL
(26,4),(26,14),-0.146556 # DEPENDENCYPART_SIBL
(26,4),(26,15),-0.354366 # DEPENDENCYPART_SIBL
(26,4),(26,16),-0.114729 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.0365844 # DEPENDENCYPART_SIBL
(26,4),(26,18),0.110945 # DEPENDENCYPART_SIBL
(26,4),(26,19),-0.0872573 # DEPENDENCYPART_SIBL
(26,4),(26,20),0.0364409 # DEPENDENCYPART_SIBL
(26,4),(26,21),-0.0877757 # DEPENDENCYPART_SIBL
(26,4),(26,22),-0.0258591 # DEPENDENCYPART_SIBL
(26,4),(26,23),-0.205837 # DEPENDENCYPART_SIBL
(26,4),(26,24),-0.310643 # DEPENDENCYPART_SIBL
(26,4),(26,25),-0.0652162 # DEPENDENCYPART_SIBL
(26,4),(26,27),-0.0551978 # DEPENDENCYPART_SIBL
(26,4),(26,28),-0.0734008 # DEPENDENCYPART_SIBL
(26,4),(26,29),-0.0698789 # DEPENDENCYPART_SIBL
(26,4),(26,30),-0.074295 # DEPENDENCYPART_SIBL
(26,4),(26,31),0.00542247 # DEPENDENCYPART_SIBL
(26,4),(26,32),-0.014074 # DEPENDENCYPART_SIBL
(26,4),(26,33),0.0311394 # DEPENDENCYPART_SIBL
(26,5),(26,7),0.164705 # DEPENDENCYPART_SIBL
(26,5),(26,12),0.293741 # DEPENDENCYPART_SIBL
(26,5),(26,13),0.118604 # DEPENDENCYPART_SIBL
(26,5),(26,14),-0.550953 # DEPENDENCYPART_SIBL
(26,5),(26,15),-1.2881 # DEPENDENCYPART_SIBL
(26,5),(26,16),-0.131476 # DEPENDENCYPART_SIBL
(26,5),(26,17),0.137354 # DEPENDENCYPART_SIBL
(26,5),(26,18),0.0882703 # DEPENDENCYPART_SIBL
(26,5),(26,19),-0.0740401 # DEPENDENCYPART_SIBL
(26,5),(26,20),0.250328 # DEPENDENCYPART_SIBL
(26,5),(26,21),0.188641 # DEPENDENCYPART_SIBL
(26,5),(26,22),0.128444 # DEPENDENCYPART_SIBL
(26,5),(26,23),0.0158891 # DEPENDENCYPART_SIBL
(26,5),(26,24),-0.707375 # DEPENDENCYPART_SIBL
(26,5),(26,25),0.290281 # DEPENDENCYPART_SIBL
(26,5),(26,27),0.00613341 # DEPENDENCYPART_SIBL
(26,5),(26,28),-0.0157523 # DEPENDENCYPART_SIBL
(26,5),(26,29),-0.0133563 # DEPENDENCYPART_SIBL
(26,5),(26,30),0.00149949 # DEPENDENCYPART_SIBL
(26,5),(26,31),0.0430805 # DEPENDENCYPART_SIBL
(26,5),(26,32),0.037868 # DEPENDENCYPART_SIBL
(26,5),(26,33),-0.518221 # DEPENDENCYPART_SIBL
(26,7),(26,12),0.0691609 # DEPENDENCYPART_SIBL
(26,7),(26,13),-0.0257454 # DEPENDENCYPART_SIBL
(26,7),(26,14),-0.484063 # DEPENDENCYPART_SIBL
(26,7),(26,15),-0.663428 # DEPENDENCYPART_SIBL
(26,7),(26,16),-0.16797 # DEPENDENCYPART_SIBL
(26,7),(26,17),-0.731064 # DEPENDENCYPART_SIBL
(26,7),(26,18),-0.00136483 # DEPENDENCYPART_SIBL
(26,7),(26,19),-0.134481 # DEPENDENCYPART_SIBL
(26,7),(26,20),-0.684342 # DEPENDENCYPART_SIBL
(26,7),(26,21),0.0249884 # DEPENDENCYPART_SIBL
(26,7),(26,22),-0.0220061 # DEPENDENCYPART_SIBL
(26,7),(26,23),-0.142292 # DEPENDENCYPART_SIBL
(26,7),(26,24),-0.697041 # DEPENDENCYPART_SIBL
(26,7),(26,25),0.101055 # DEPENDENCYPART_SIBL
(26,7),(26,27),-0.0929406 # DEPENDENCYPART_SIBL
(26,7),(26,28),-0.0467545 # DEPENDENCYPART_SIBL
(26,7),(26,29),-0.0389164 # DEPENDENCYPART_SIBL
(26,7),(26,30),-0.0294847 # DEPENDENCYPART_SIBL
(26,7),(26,31),0.0184327 # DEPENDENCYPART_SIBL
(26,7),(26,32),-0.002757 # DEPENDENCYPART_SIBL
(26,7),(26,33),-0.0188668 # DEPENDENCYPART_SIBL
(26,12),(26,13),-0.103213 # DEPENDENCYPART_SIBL
(26,12),(26,14),-0.130118 # DEPENDENCYPART_SIBL
(26,12),(26,15),-0.286445 # DEPENDENCYPART_SIBL
(26,12),(26,16),-0.0597218 # DEPENDENCYPART_SIBL
(26,12),(26,17),-0.00738188 # DEPENDENCYPART_SIBL
(26,12),(26,18),0.238608 # DEPENDENCYPART_SIBL
(26,12),(26,19),-0.0327142 # DEPENDENCYPART_SIBL
(26,12),(26,20),0.0703237 # DEPENDENCYPART_SIBL
(26,12),(26,21),-0.0370264 # DEPENDENCYPART_SIBL
(26,12),(26,22),0.0227302 # DEPENDENCYPART_SIBL
(26,12),(26,23),-0.108164 # DEPENDENCYPART_SIBL
(26,12),(26,24),-0.228482 # DEPENDENCYPART_SIBL
(26,12),(26,25),-0.0113489 # DEPENDENCYPART_SIBL
(26,12),(26,27),0.0369037 # DEPENDENCYPART_SIBL
(26,12),(26,28),0.0323036 # DEPENDENCYPART_SIBL
(26,12),(26,29),-0.00589754 # DEPENDENCYPART_SIBL
(26,12),(26,30),0.033925 # DEPENDENCYPART_SIBL
(26,12),(26,31),0.0694038 # DEPENDENCYPART_SIBL
(26,12),(26,32),0.0502729 # DEPENDENCYPART_SIBL
(26,12),(26,33),0.0536414 # DEPENDENCYPART_SIBL
(26,13),(26,14),-0.156522 # DEPENDENCYPART_SIBL
(26,13),(26,15),-0.311471 # DEPENDENCYPART_SIBL
(26,13),(26,16),-0.0901513 # DEPENDENCYPART_SIBL
(26,13),(26,17),-0.0337991 # DEPENDENCYPART_SIBL
(26,13),(26,18),0.208309 # DEPENDENCYPART_SIBL
(26,13),(26,19),-0.0633063 # DEPENDENCYPART_SIBL
(26,13),(26,20),0.0437575 # DEPENDENCYPART_SIBL
(26,13),(26,21),-0.0907391 # DEPENDENCYPART_SIBL
(26,13),(26,22),-0.00338346 # DEPENDENCYPART_SIBL
(26,13),(26,23),-0.137702 # DEPENDENCYPART_SIBL
(26,13),(26,24),-0.267921 # DEPENDENCYPART_SIBL
(26,13),(26,25),-0.0650616 # DEPENDENCYPART_SIBL
(26,13),(26,27),-0.0697678 # DEPENDENCYPART_SIBL
(26,13),(26,28),-0.0488566 # DEPENDENCYPART_SIBL
(26,13),(26,29),-0.081673 # DEPENDENCYPART_SIBL
(26,13),(26,30),-0.105055 # DEPENDENCYPART_SIBL
(26,13),(26,31),-0.00637167 # DEPENDENCYPART_SIBL
(26,13),(26,32),-0.0255026 # DEPENDENCYPART_SIBL
(26,13),(26,33),-0.00686556 # DEPENDENCYPART_SIBL
(26,14),(26,15),0.515499 # DEPENDENCYPART_SIBL
(26,14),(26,16),-0.0836619 # DEPENDENCYPART_SIBL
(26,14),(26,17),0.0321959 # DEPENDENCYPART_SIBL
(26,14),(26,18),0.00648972 # DEPENDENCYPART_SIBL
(26,14),(26,19),-0.0516063 # DEPENDENCYPART_SIBL
(26,14),(26,20),0.0824502 # DEPENDENCYPART_SIBL
(26,14),(26,21),0.117773 # DEPENDENCYPART_SIBL
(26,14),(26,22),0.0989176 # DEPENDENCYPART_SIBL
(26,14),(26,23),0.0597501 # DEPENDENCYPART_SIBL
(26,14),(26,24),0.15412 # DEPENDENCYPART_SIBL
(26,14),(26,25),0.0377076 # DEPENDENCYPART_SIBL
(26,14),(26,27),0.211139 # DEPENDENCYPART_SIBL
(26,14),(26,28),0.0102994 # DEPENDENCYPART_SIBL
(26,14),(26,29),-0.036261 # DEPENDENCYPART_SIBL
(26,14),(26,30),0.00666802 # DEPENDENCYPART_SIBL
(26,14),(26,31),0.0268092 # DEPENDENCYPART_SIBL
(26,14),(26,32),-0.0152655 # DEPENDENCYPART_SIBL
(26,14),(26,33),-0.468523 # DEPENDENCYPART_SIBL
(26,15),(26,16),-0.131476 # DEPENDENCYPART_SIBL
(26,15),(26,17),0.137354 # DEPENDENCYPART_SIBL
(26,15),(26,18),0.0882703 # DEPENDENCYPART_SIBL
(26,15),(26,19),-0.0740401 # DEPENDENCYPART_SIBL
(26,15),(26,20),0.250328 # DEPENDENCYPART_SIBL
(26,15),(26,21),0.188641 # DEPENDENCYPART_SIBL
(26,15),(26,22),0.128444 # DEPENDENCYPART_SIBL
(26,15),(26,23),0.0158891 # DEPENDENCYPART_SIBL
(26,15),(26,24),-0.707375 # DEPENDENCYPART_SIBL
(26,15),(26,25),0.290281 # DEPENDENCYPART_SIBL
(26,15),(26,27),0.00613341 # DEPENDENCYPART_SIBL
