# _root_ Una altra de les marques de tabac negre , Gitanes , fixarà el_seu preu en 310 pessetes tant en la varietat amb filtre com sense filtre .
#goldHeads=2,12,2,5,3,5,6,7,10,2,10,0,14,12,12,17,15,19,12,21,19,21,22,19,19,25,12,
#predictedHeads=2,12,2,5,3,5,6,7,10,12,10,0,14,12,14,17,15,19,12,21,19,21,22,19,19,25,12,
(5,7),(5,12),-0.000929562 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0028707 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0151529 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0210964 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0232883 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.00862335 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.000710552 # DEPENDENCYPART_SIBL
(5,7),(5,27),-0.0184807 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0399048 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0117409 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0399048 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.00787642 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.01809 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0291538 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.00691074 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0139631 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0129204 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.00777344 # DEPENDENCYPART_SIBL
(5,8),(5,27),-0.0356048 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.374053 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0318928 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0392956 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.375409 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0142729 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.120892 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.196033 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0038305 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0291218 # DEPENDENCYPART_SIBL
(5,9),(5,27),0.00363225 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0273928 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.00742373 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.00664982 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.00289481 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0294476 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0316429 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.000275489 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0173381 # DEPENDENCYPART_SIBL
(5,10),(5,27),-0.00645276 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0392956 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.375409 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0142729 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.120892 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.196033 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0038305 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0291218 # DEPENDENCYPART_SIBL
(5,11),(5,27),0.00363225 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0277735 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0539849 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.00951528 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0205994 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0340122 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0711292 # DEPENDENCYPART_SIBL
(5,12),(5,27),0.0436286 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0158651 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0319588 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0329222 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.00630685 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.0331765 # DEPENDENCYPART_SIBL
(5,14),(5,27),0.00885515 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0692162 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0926513 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0439937 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.171748 # DEPENDENCYPART_SIBL
(5,15),(5,27),0.171681 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0102263 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.00591903 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0454213 # DEPENDENCYPART_SIBL
(5,16),(5,27),-0.0183749 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0241498 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0514377 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.0294256 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.0611766 # DEPENDENCYPART_SIBL
(5,18),(5,27),0.0456291 # DEPENDENCYPART_SIBL
(5,22),(5,27),0.144216 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.10877 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0529095 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00483308 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.108823 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00483308 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0962858 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.232265 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.439756 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0313908 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.93574 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0313908 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.448907 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.507542 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0928791 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.448519 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0928791 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.189302 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.269753 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00302999 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0352419 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.024928 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.107936 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0345918 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.448881 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.507516 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.024928 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.107936 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.230308 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.812299 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.159352 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.134657 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0126307 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0979349 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0126307 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.154425 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.100139 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.055674 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0588069 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.17145 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00448281 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0102342 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0764707 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0102342 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00759262 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0786743 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00462844 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00514424 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.102551 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0485336 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00369065 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0485336 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0136129 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00430689 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0219771 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0466917 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0507314 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0278734 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0507314 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00505239 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0342225 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.019842 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.00103159 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.376344 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0368848 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0380049 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.3777 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.12217 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.197311 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0319666 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00848449 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00925993 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0304753 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0326703 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0380049 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.3777 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.12217 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.197311 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0266849 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00950045 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0205843 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0329864 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0339496 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0102257 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.138416 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0538278 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0239125 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0538278 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.121265 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0212221 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.122181 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00443093 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00927498 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00443093 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0206437 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0121021 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0539799 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0717821 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0839824 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00133246 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.073861 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.00723847 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0755875 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0339051 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.134677 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.129343 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00133246 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.073861 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00723847 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0237596 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0683041 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.132892 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.121505 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0746804 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.130697 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0452653 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0135176 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00363761 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.00841734 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0219535 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0466681 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0651196 # DEPENDENCYPART_SIBL
(10,3),(10,27),-0.0147696 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0746804 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.130697 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0452653 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0135176 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00363761 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00841734 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0219535 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0466681 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0651196 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0147696 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0135331 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.000305067 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00395738 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.015971 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0136602 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0133658 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.00197963 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0532964 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0109344 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.334721 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.109457 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0856503 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00852841 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00230076 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.032959 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0587458 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.316267 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0384788 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.376788 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0235694 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.121676 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.196818 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0105277 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.006744 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0278296 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0438978 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00951548 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0205996 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.114386 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0459564 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.00396572 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0317399 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0327034 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.00679142 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.0111248 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0644806 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0879157 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.18075 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.171439 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0102263 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.021387 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.0160473 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.00669051 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.027098 # DEPENDENCYPART_SIBL
(10,24),(10,27),-0.0241233 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.310015 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0571742 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.310015 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0520735 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0082258 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.323019 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0525516 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.323019 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.108539 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0487395 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0182095 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0318856 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.00528184 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0487395 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0988691 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.152796 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0965482 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.00112808 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.151792 # DEPENDENCYPART_SIBL
(12,2),(12,27),-0.023878 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0219031 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0710232 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0167042 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0787188 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.339011 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0172502 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.339011 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0953727 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0281534 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0118147 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.00300807 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0467022 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0281534 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0933229 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.00102973 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.0869845 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.0653909 # DEPENDENCYPART_SIBL
(12,3),(12,25),0.00975316 # DEPENDENCYPART_SIBL
(12,3),(12,27),0.00562486 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.00529848 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.726247 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.182627 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.486827 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.726833 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.486827 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0383395 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0283189 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.040828 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0207987 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0428098 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0283189 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0378121 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0188355 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.0344935 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.0145569 # DEPENDENCYPART_SIBL
(12,5),(12,25),0.0164481 # DEPENDENCYPART_SIBL
(12,5),(12,27),0.0163526 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0167042 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0787188 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.339011 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0172502 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.339011 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0953727 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0281534 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0118147 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.00300807 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0467022 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0281534 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0933229 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.00102973 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0869845 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0653909 # DEPENDENCYPART_SIBL
(12,6),(12,25),0.00975316 # DEPENDENCYPART_SIBL
(12,6),(12,27),0.00562486 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.181534 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.485761 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.72574 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.485761 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.017725 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0432299 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0193629 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0101002 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0280992 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0432299 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0171976 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0337445 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.013879 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.00906143 # DEPENDENCYPART_SIBL
(12,7),(12,25),0.0313582 # DEPENDENCYPART_SIBL
(12,7),(12,27),0.045254 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.194721 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0301308 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.194721 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0505214 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0261752 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0242515 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00518282 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0522711 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0261752 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.043714 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.148104 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0473159 # DEPENDENCYPART_SIBL
(12,8),(12,24),-7.78e-05 # DEPENDENCYPART_SIBL
(12,8),(12,25),-0.0643448 # DEPENDENCYPART_SIBL
(12,8),(12,27),-0.0204825 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0414198 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.361013 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0526774 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0139358 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00370993 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0160891 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0426706 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0139358 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0066294 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0290283 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.00744531 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0304894 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.050836 # DEPENDENCYPART_SIBL
(12,9),(12,27),-0.472058 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.486648 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0242034 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0347254 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0347292 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.014694 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0367168 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0347254 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0236759 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0252411 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0203573 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.00844162 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.0228537 # DEPENDENCYPART_SIBL
(12,10),(12,27),0.0294869 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0526774 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0139358 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00370993 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0160891 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0426706 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0139358 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0066294 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0290283 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.00744531 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0304894 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.050836 # DEPENDENCYPART_SIBL
(12,11),(12,27),-0.472058 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0612356 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0587143 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.134089 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0255288 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0612356 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.250994 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00673415 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.243358 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.091918 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.134308 # DEPENDENCYPART_SIBL
(12,14),(12,27),-0.00337246 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0667724 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.114459 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0568177 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.19515 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0307513 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0250238 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0326553 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0555719 # DEPENDENCYPART_SIBL
