# _root_ En el cas del disc de Belén_Alonso , la fotografia de llibret és de Julia_Llona i el disseny de Juanjo_Melgar ; en el disc de Díaz , la fotografia i el disseny del llibret són de Carlos_Roche .
#goldHeads=13,3,1,3,4,3,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,29,33,13,35,36,13,
#predictedHeads=13,3,1,3,4,5,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,32,33,13,35,36,13,
(13,27),(13,30),0.182876 # DEPENDENCYPART_SIBL
(13,27),(13,32),-0.0292322 # DEPENDENCYPART_SIBL
(13,27),(13,35),0.00782121 # DEPENDENCYPART_SIBL
(13,27),(13,38),-0.0707313 # DEPENDENCYPART_SIBL
(13,29),(13,30),-0.0421716 # DEPENDENCYPART_SIBL
(13,29),(13,32),-0.219171 # DEPENDENCYPART_SIBL
(13,29),(13,35),-0.0757916 # DEPENDENCYPART_SIBL
(13,29),(13,38),-0.0309517 # DEPENDENCYPART_SIBL
(13,30),(13,32),0.270069 # DEPENDENCYPART_SIBL
(13,30),(13,35),0.564937 # DEPENDENCYPART_SIBL
(13,30),(13,38),0.00516027 # DEPENDENCYPART_SIBL
(13,32),(13,35),-0.0674818 # DEPENDENCYPART_SIBL
(13,32),(13,38),-0.0183602 # DEPENDENCYPART_SIBL
(13,35),(13,38),0.051998 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0267665 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.936311 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0416087 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.00541731 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.21333 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.0416087 # DEPENDENCYPART_SIBL
(14,15),(14,33),0.0147561 # DEPENDENCYPART_SIBL
(14,15),(14,36),0.0416087 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.237715 # DEPENDENCYPART_SIBL
(14,16),(14,19),1.23827 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0165867 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.74712 # DEPENDENCYPART_SIBL
(14,16),(14,25),1.23827 # DEPENDENCYPART_SIBL
(14,16),(14,33),1.16451 # DEPENDENCYPART_SIBL
(14,16),(14,36),1.23827 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0461251 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.00207298 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.202703 # DEPENDENCYPART_SIBL
(14,18),(14,25),0.0461251 # DEPENDENCYPART_SIBL
(14,18),(14,33),0.0193049 # DEPENDENCYPART_SIBL
(14,18),(14,36),0.0461251 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.156882 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.191014 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0224586 # DEPENDENCYPART_SIBL
(14,19),(14,33),0.0603401 # DEPENDENCYPART_SIBL
(14,19),(14,36),0.0224586 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.251173 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.55215 # DEPENDENCYPART_SIBL
(14,21),(14,33),0.519865 # DEPENDENCYPART_SIBL
(14,21),(14,36),0.55215 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.0565022 # DEPENDENCYPART_SIBL
(14,22),(14,33),0.12394 # DEPENDENCYPART_SIBL
(14,22),(14,36),0.0565022 # DEPENDENCYPART_SIBL
(14,25),(14,33),0.0603401 # DEPENDENCYPART_SIBL
(14,25),(14,36),0.0224586 # DEPENDENCYPART_SIBL
(14,33),(14,36),0.037419 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.121505 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0219261 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00453903 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0356901 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00302136 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0481742 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.00841734 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.00760315 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0356901 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.00302136 # DEPENDENCYPART_SIBL
(15,11),(15,29),-0.00572095 # DEPENDENCYPART_SIBL
(15,11),(15,30),-0.0219261 # DEPENDENCYPART_SIBL
(15,11),(15,32),-0.00453903 # DEPENDENCYPART_SIBL
(15,11),(15,34),-0.00312624 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0219261 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00453903 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0356901 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00302136 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0481742 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.00841734 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.00760315 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0356901 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.00302136 # DEPENDENCYPART_SIBL
(15,14),(15,29),-0.00572095 # DEPENDENCYPART_SIBL
(15,14),(15,30),-0.0219261 # DEPENDENCYPART_SIBL
(15,14),(15,32),-0.00453903 # DEPENDENCYPART_SIBL
(15,14),(15,34),-0.00312624 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.590226 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.246932 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.604707 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0215744 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0777333 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.611471 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.246932 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.604707 # DEPENDENCYPART_SIBL
(15,16),(15,29),0.614446 # DEPENDENCYPART_SIBL
(15,16),(15,30),-0.306037 # DEPENDENCYPART_SIBL
(15,16),(15,32),0.590226 # DEPENDENCYPART_SIBL
(15,16),(15,34),0.604703 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0558406 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0157359 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0190452 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.00216539 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0272759 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0558406 # DEPENDENCYPART_SIBL
(15,18),(15,26),0.0157359 # DEPENDENCYPART_SIBL
(15,18),(15,29),0.0425481 # DEPENDENCYPART_SIBL
(15,18),(15,30),0.0406134 # DEPENDENCYPART_SIBL
(15,18),(15,32),0.00541712 # DEPENDENCYPART_SIBL
(15,18),(15,34),0.0157309 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0134217 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0314387 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0106147 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0274962 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0364845 # DEPENDENCYPART_SIBL
(15,19),(15,26),0.0134217 # DEPENDENCYPART_SIBL
(15,19),(15,29),0.0587875 # DEPENDENCYPART_SIBL
(15,19),(15,30),0.0189411 # DEPENDENCYPART_SIBL
(15,19),(15,32),-0.00172793 # DEPENDENCYPART_SIBL
(15,19),(15,34),0.0134116 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0209892 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.00900462 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.0255792 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0508092 # DEPENDENCYPART_SIBL
(15,20),(15,26),0.0140391 # DEPENDENCYPART_SIBL
(15,20),(15,29),0.0408514 # DEPENDENCYPART_SIBL
(15,20),(15,30),0.044182 # DEPENDENCYPART_SIBL
(15,20),(15,32),0.00372037 # DEPENDENCYPART_SIBL
(15,20),(15,34),0.0140341 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0304786 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.284824 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.00900111 # DEPENDENCYPART_SIBL
(15,21),(15,26),0.264157 # DEPENDENCYPART_SIBL
(15,21),(15,29),0.291568 # DEPENDENCYPART_SIBL
(15,21),(15,30),0.14792 # DEPENDENCYPART_SIBL
(15,21),(15,32),0.250789 # DEPENDENCYPART_SIBL
(15,21),(15,34),0.264147 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0845741 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.125202 # DEPENDENCYPART_SIBL
(15,22),(15,26),0.074997 # DEPENDENCYPART_SIBL
(15,22),(15,29),0.106025 # DEPENDENCYPART_SIBL
(15,22),(15,30),0.0728696 # DEPENDENCYPART_SIBL
(15,22),(15,32),0.0632851 # DEPENDENCYPART_SIBL
(15,22),(15,34),0.0749869 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.074258 # DEPENDENCYPART_SIBL
(15,24),(15,26),0.011954 # DEPENDENCYPART_SIBL
(15,24),(15,29),0.0387663 # DEPENDENCYPART_SIBL
(15,24),(15,30),0.0547166 # DEPENDENCYPART_SIBL
(15,24),(15,32),0.00163527 # DEPENDENCYPART_SIBL
(15,24),(15,34),0.011949 # DEPENDENCYPART_SIBL
(15,25),(15,26),0.0134217 # DEPENDENCYPART_SIBL
(15,25),(15,29),0.0587875 # DEPENDENCYPART_SIBL
(15,25),(15,30),0.0189411 # DEPENDENCYPART_SIBL
(15,25),(15,32),-0.00172793 # DEPENDENCYPART_SIBL
(15,25),(15,34),0.0134116 # DEPENDENCYPART_SIBL
(15,26),(15,29),0.0408514 # DEPENDENCYPART_SIBL
(15,26),(15,30),0.044182 # DEPENDENCYPART_SIBL
(15,26),(15,32),0.00372037 # DEPENDENCYPART_SIBL
(15,26),(15,34),0.0140341 # DEPENDENCYPART_SIBL
(15,29),(15,30),0.0271019 # DEPENDENCYPART_SIBL
(15,29),(15,32),-0.00750661 # DEPENDENCYPART_SIBL
(15,29),(15,34),0.00280716 # DEPENDENCYPART_SIBL
(15,30),(15,32),0.590226 # DEPENDENCYPART_SIBL
(15,30),(15,34),0.604703 # DEPENDENCYPART_SIBL
(15,32),(15,34),0.0157309 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.157841 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0579097 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0634252 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.460707 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0337498 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.048738 # DEPENDENCYPART_SIBL
(18,1),(18,20),6.05629e-05 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0126567 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0539735 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.00408455 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.048738 # DEPENDENCYPART_SIBL
(18,1),(18,26),6.05629e-05 # DEPENDENCYPART_SIBL
(18,1),(18,27),0.0310233 # DEPENDENCYPART_SIBL
(18,1),(18,29),-0.00263139 # DEPENDENCYPART_SIBL
(18,1),(18,30),0.0198957 # DEPENDENCYPART_SIBL
(18,1),(18,32),-0.00145989 # DEPENDENCYPART_SIBL
(18,1),(18,33),-0.00853887 # DEPENDENCYPART_SIBL
(18,1),(18,34),-8.99029e-06 # DEPENDENCYPART_SIBL
(18,1),(18,35),0.0170474 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0823518 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.667328 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0837749 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0150188 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0247333 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0255421 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0482485 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0260439 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.0150188 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.0247333 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.00284717 # DEPENDENCYPART_SIBL
(18,13),(18,29),-0.028602 # DEPENDENCYPART_SIBL
(18,13),(18,30),-0.00866936 # DEPENDENCYPART_SIBL
(18,13),(18,32),-0.0248088 # DEPENDENCYPART_SIBL
(18,13),(18,33),-0.0232483 # DEPENDENCYPART_SIBL
(18,13),(18,34),-0.0247988 # DEPENDENCYPART_SIBL
(18,13),(18,35),-0.0897588 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.754776 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.104685 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00450166 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.00695718 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0481979 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00489207 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.011539 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.00450166 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.00695718 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.0452909 # DEPENDENCYPART_SIBL
(18,14),(18,29),-0.00965676 # DEPENDENCYPART_SIBL
(18,14),(18,30),-0.0284727 # DEPENDENCYPART_SIBL
(18,14),(18,32),-0.00847484 # DEPENDENCYPART_SIBL
(18,14),(18,33),0.0343666 # DEPENDENCYPART_SIBL
(18,14),(18,34),-0.00706206 # DEPENDENCYPART_SIBL
(18,14),(18,35),-0.0104602 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.125856 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.13784 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0889976 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00295245 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0125185 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0908164 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.13784 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0889976 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.000395215 # DEPENDENCYPART_SIBL
(18,16),(18,29),-0.0920775 # DEPENDENCYPART_SIBL
(18,16),(18,30),-0.0666608 # DEPENDENCYPART_SIBL
(18,16),(18,32),-0.0890683 # DEPENDENCYPART_SIBL
(18,16),(18,33),-0.0521714 # DEPENDENCYPART_SIBL
(18,16),(18,34),-0.088585 # DEPENDENCYPART_SIBL
(18,16),(18,35),0.0165403 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.452727 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.305914 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0473088 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0619257 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.30324 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.452727 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.305914 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.0148452 # DEPENDENCYPART_SIBL
(18,17),(18,29),0.300635 # DEPENDENCYPART_SIBL
(18,17),(18,30),0.0110732 # DEPENDENCYPART_SIBL
(18,17),(18,32),0.309216 # DEPENDENCYPART_SIBL
(18,17),(18,33),0.367422 # DEPENDENCYPART_SIBL
(18,17),(18,34),0.305914 # DEPENDENCYPART_SIBL
(18,17),(18,35),-0.0311967 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0133373 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0419164 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0683978 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0274119 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.105728 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0133373 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.00795557 # DEPENDENCYPART_SIBL
(18,19),(18,29),0.0587032 # DEPENDENCYPART_SIBL
(18,19),(18,30),0.0217104 # DEPENDENCYPART_SIBL
(18,19),(18,32),-0.00181224 # DEPENDENCYPART_SIBL
(18,19),(18,33),0.0783074 # DEPENDENCYPART_SIBL
(18,19),(18,34),0.0133273 # DEPENDENCYPART_SIBL
(18,19),(18,35),0.00175116 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.01879 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0043786 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0169222 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.06878 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.00538215 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0293443 # DEPENDENCYPART_SIBL
(18,20),(18,29),0.0321944 # DEPENDENCYPART_SIBL
(18,20),(18,30),0.0387095 # DEPENDENCYPART_SIBL
(18,20),(18,32),-0.00493658 # DEPENDENCYPART_SIBL
(18,20),(18,33),0.012516 # DEPENDENCYPART_SIBL
(18,20),(18,34),0.00537718 # DEPENDENCYPART_SIBL
(18,20),(18,35),0.0269569 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0150852 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.275611 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0295419 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.254944 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0662984 # DEPENDENCYPART_SIBL
(18,21),(18,29),0.282355 # DEPENDENCYPART_SIBL
(18,21),(18,30),0.142954 # DEPENDENCYPART_SIBL
(18,21),(18,32),0.241576 # DEPENDENCYPART_SIBL
(18,21),(18,33),0.0336687 # DEPENDENCYPART_SIBL
(18,21),(18,34),0.254934 # DEPENDENCYPART_SIBL
(18,21),(18,35),0.115424 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0829651 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.182029 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0733879 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.0651179 # DEPENDENCYPART_SIBL
(18,22),(18,29),0.104416 # DEPENDENCYPART_SIBL
(18,22),(18,30),0.0737063 # DEPENDENCYPART_SIBL
(18,22),(18,32),0.0616761 # DEPENDENCYPART_SIBL
(18,22),(18,33),0.132951 # DEPENDENCYPART_SIBL
(18,22),(18,34),0.0733779 # DEPENDENCYPART_SIBL
(18,22),(18,35),0.00144283 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0922287 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.00329704 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.0123365 # DEPENDENCYPART_SIBL
(18,24),(18,29),0.0301093 # DEPENDENCYPART_SIBL
(18,24),(18,30),0.049244 # DEPENDENCYPART_SIBL
(18,24),(18,32),-0.00702169 # DEPENDENCYPART_SIBL
(18,24),(18,33),0.0362403 # DEPENDENCYPART_SIBL
(18,24),(18,34),0.00329208 # DEPENDENCYPART_SIBL
(18,24),(18,35),0.0328776 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.0133373 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.00795557 # DEPENDENCYPART_SIBL
(18,25),(18,29),0.0587032 # DEPENDENCYPART_SIBL
(18,25),(18,30),0.0217104 # DEPENDENCYPART_SIBL
(18,25),(18,32),-0.00181224 # DEPENDENCYPART_SIBL
(18,25),(18,33),0.0783074 # DEPENDENCYPART_SIBL
(18,25),(18,34),0.0133273 # DEPENDENCYPART_SIBL
(18,25),(18,35),0.00175116 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.0293443 # DEPENDENCYPART_SIBL
(18,26),(18,29),0.0321944 # DEPENDENCYPART_SIBL
(18,26),(18,30),0.0387095 # DEPENDENCYPART_SIBL
(18,26),(18,32),-0.00493658 # DEPENDENCYPART_SIBL
(18,26),(18,33),0.012516 # DEPENDENCYPART_SIBL
(18,26),(18,34),0.00537718 # DEPENDENCYPART_SIBL
(18,26),(18,35),0.0269569 # DEPENDENCYPART_SIBL
(18,27),(18,29),0.402297 # DEPENDENCYPART_SIBL
(18,27),(18,30),0.266002 # DEPENDENCYPART_SIBL
(18,27),(18,32),0.345696 # DEPENDENCYPART_SIBL
(18,27),(18,33),0.00329975 # DEPENDENCYPART_SIBL
(18,27),(18,34),0.364019 # DEPENDENCYPART_SIBL
(18,27),(18,35),-0.0436066 # DEPENDENCYPART_SIBL
(18,29),(18,30),0.0216294 # DEPENDENCYPART_SIBL
(18,29),(18,32),-0.0161636 # DEPENDENCYPART_SIBL
(18,29),(18,33),0.00466118 # DEPENDENCYPART_SIBL
(18,29),(18,34),-0.0058498 # DEPENDENCYPART_SIBL
(18,29),(18,35),0.0215985 # DEPENDENCYPART_SIBL
(18,30),(18,32),0.571397 # DEPENDENCYPART_SIBL
(18,30),(18,33),0.214934 # DEPENDENCYPART_SIBL
(18,30),(18,34),0.585873 # DEPENDENCYPART_SIBL
(18,30),(18,35),0.109933 # DEPENDENCYPART_SIBL
(18,32),(18,33),0.0176076 # DEPENDENCYPART_SIBL
(18,32),(18,34),0.00707393 # DEPENDENCYPART_SIBL
(18,32),(18,35),0.027169 # DEPENDENCYPART_SIBL
(18,33),(18,34),0.0173113 # DEPENDENCYPART_SIBL
(18,33),(18,35),-0.0567509 # DEPENDENCYPART_SIBL
(18,34),(18,35),0.0269569 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.268103 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.171606 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.030304 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.155109 # DEPENDENCYPART_SIBL
(19,17),(19,36),0.137842 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.063084 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00464741 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0494633 # DEPENDENCYPART_SIBL
(19,18),(19,36),-0.0603813 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00541731 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.21333 # DEPENDENCYPART_SIBL
(19,20),(19,36),0.0416087 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.251173 # DEPENDENCYPART_SIBL
(19,21),(19,36),0.55215 # DEPENDENCYPART_SIBL
(19,22),(19,36),0.0565022 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.041368 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0360385 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.400362 # DEPENDENCYPART_SIBL
(20,17),(20,29),0.310186 # DEPENDENCYPART_SIBL
(20,17),(20,30),0.0245771 # DEPENDENCYPART_SIBL
(20,17),(20,32),0.318768 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0502415 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0333603 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.00716489 # DEPENDENCYPART_SIBL
(20,18),(20,30),-0.00939439 # DEPENDENCYPART_SIBL
(20,18),(20,32),7.79411e-05 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.125202 # DEPENDENCYPART_SIBL
(20,22),(20,29),0.106025 # DEPENDENCYPART_SIBL
(20,22),(20,30),0.0728696 # DEPENDENCYPART_SIBL
(20,22),(20,32),0.0632851 # DEPENDENCYPART_SIBL
(20,25),(20,29),0.0587875 # DEPENDENCYPART_SIBL
(20,25),(20,30),0.0189411 # DEPENDENCYPART_SIBL
(20,25),(20,32),-0.00172793 # DEPENDENCYPART_SIBL
(20,29),(20,30),0.0271019 # DEPENDENCYPART_SIBL
(20,29),(20,32),-0.00750661 # DEPENDENCYPART_SIBL
(20,30),(20,32),0.590226 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.112326 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0415929 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0236447 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.125072 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0248572 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.145244 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.073721 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.088699 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.118596 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0954111 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0887395 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.220738 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0817585 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.220671 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0987907 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.115594 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.990773 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.00796521 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.160628 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0138705 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.0261761 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.524231 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.0820408 # DEPENDENCYPART_SIBL
(24,13),(24,21),0.236477 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0890375 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.0224418 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.00770122 # DEPENDENCYPART_SIBL
(24,13),(24,27),-0.0295598 # DEPENDENCYPART_SIBL
(24,13),(24,29),-0.0115699 # DEPENDENCYPART_SIBL
(24,13),(24,30),-0.0192493 # DEPENDENCYPART_SIBL
(24,13),(24,32),-0.00777671 # DEPENDENCYPART_SIBL
(24,13),(24,33),-0.0328205 # DEPENDENCYPART_SIBL
(24,13),(24,34),-0.00776664 # DEPENDENCYPART_SIBL
(24,13),(24,35),-0.0872768 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0814425 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0993534 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0426981 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.00888858 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0728697 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.006189 # DEPENDENCYPART_SIBL
(24,19),(24,30),-0.0398859 # DEPENDENCYPART_SIBL
(24,19),(24,32),0.00737092 # DEPENDENCYPART_SIBL
(24,19),(24,33),0.024062 # DEPENDENCYPART_SIBL
(24,19),(24,34),0.0087837 # DEPENDENCYPART_SIBL
(24,19),(24,35),-0.00868374 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.000639791 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0927856 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0165608 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.153031 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.0243663 # DEPENDENCYPART_SIBL
(24,21),(24,30),0.00995933 # DEPENDENCYPART_SIBL
(24,21),(24,32),-0.0167434 # DEPENDENCYPART_SIBL
