# _root_ El diari també informa que l' executiu i la top , que fa poc va despatxar el_seu festeig amb el playboy Tim_Jeffries , van passar la nit de Cap_d'_Any al Palast-Hotel de Saint_Moritz .
#goldHeads=2,4,4,0,25,7,25,7,10,7,16,16,14,16,16,10,18,16,16,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
#predictedHeads=2,4,4,0,25,7,16,4,10,16,13,16,10,16,16,4,18,16,18,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
(13,18),(13,23),0.0959134 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0288536 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0590978 # DEPENDENCYPART_SIBL
(13,18),(13,30),0.125171 # DEPENDENCYPART_SIBL
(13,18),(13,34),0.0604271 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0243613 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0995903 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.0659634 # DEPENDENCYPART_SIBL
(13,19),(13,25),-0.0129054 # DEPENDENCYPART_SIBL
(13,19),(13,30),0.0390826 # DEPENDENCYPART_SIBL
(13,19),(13,34),0.0771885 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.103953 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.0347968 # DEPENDENCYPART_SIBL
(13,22),(13,25),0.0531546 # DEPENDENCYPART_SIBL
(13,22),(13,30),0.126382 # DEPENDENCYPART_SIBL
(13,22),(13,34),0.0580172 # DEPENDENCYPART_SIBL
(13,23),(13,24),0.0299342 # DEPENDENCYPART_SIBL
(13,23),(13,25),0.0908264 # DEPENDENCYPART_SIBL
(13,23),(13,30),-0.121216 # DEPENDENCYPART_SIBL
(13,23),(13,34),-0.00227396 # DEPENDENCYPART_SIBL
(13,24),(13,25),-0.0237441 # DEPENDENCYPART_SIBL
(13,24),(13,30),-0.00814264 # DEPENDENCYPART_SIBL
(13,24),(13,34),0.0283625 # DEPENDENCYPART_SIBL
(13,25),(13,30),0.0289457 # DEPENDENCYPART_SIBL
(13,25),(13,34),0.0347794 # DEPENDENCYPART_SIBL
(13,30),(13,34),0.0373137 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.222815 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0376732 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0819408 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0420149 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0655804 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0397513 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.254593 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.236383 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.519311 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.649939 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.128372 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.138582 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0958837 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.129005 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.379745 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.695119 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.482144 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.648658 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0126311 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0313259 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0346252 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0200698 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.224365 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.482084 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.647327 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0156068 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0316055 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0600024 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0330754 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.243938 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.350948 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.188586 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.20241 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0947957 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0974776 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.34135 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.134897 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.133791 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0744748 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0633664 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.325755 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00593923 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0619999 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0804526 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0455404 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.02151 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0622095 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0784949 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00830137 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0376867 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0290409 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0441705 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.00456886 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.670091 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.141773 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.724649 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0318955 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.163061 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.732469 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.489759 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.698901 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0214231 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0500718 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.139389 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0332436 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.00369663 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0352354 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0352354 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0339058 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0350756 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.00457198 # DEPENDENCYPART_SIBL
(16,2),(16,27),-0.0227267 # DEPENDENCYPART_SIBL
(16,2),(16,28),-0.0226036 # DEPENDENCYPART_SIBL
(16,2),(16,30),-0.0254526 # DEPENDENCYPART_SIBL
(16,2),(16,34),0.00345394 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.058895 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.295732 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.00900865 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0241921 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.0561929 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0473225 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.00360967 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.274736 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.174562 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0802318 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0587685 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0858485 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0395398 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.19084 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0370357 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0370357 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.151836 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.000102941 # DEPENDENCYPART_SIBL
(16,3),(16,25),0.0254866 # DEPENDENCYPART_SIBL
(16,3),(16,27),-0.0471267 # DEPENDENCYPART_SIBL
(16,3),(16,28),-0.135631 # DEPENDENCYPART_SIBL
(16,3),(16,30),-0.216657 # DEPENDENCYPART_SIBL
(16,3),(16,34),0.0613906 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.301952 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0484835 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0041843 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0551411 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0304009 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0146801 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.145732 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.256353 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.118659 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.00390108 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0370564 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0432731 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0909652 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0397762 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0397762 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0535722 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0622138 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0467928 # DEPENDENCYPART_SIBL
(16,4),(16,27),-0.0392759 # DEPENDENCYPART_SIBL
(16,4),(16,28),-0.061047 # DEPENDENCYPART_SIBL
(16,4),(16,30),-0.0209815 # DEPENDENCYPART_SIBL
(16,4),(16,34),0.00966221 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0740378 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.185784 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.564451 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0682656 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.167571 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.55095 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.707372 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.107277 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0998649 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.280206 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0498088 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0790644 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0512925 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0512925 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.00472882 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0287187 # DEPENDENCYPART_SIBL
(16,5),(16,25),0.0655992 # DEPENDENCYPART_SIBL
(16,5),(16,27),0.0476951 # DEPENDENCYPART_SIBL
(16,5),(16,28),0.00338646 # DEPENDENCYPART_SIBL
(16,5),(16,30),0.0424784 # DEPENDENCYPART_SIBL
(16,5),(16,34),-0.529745 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0582311 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.106109 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.426809 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0661902 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.180461 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.249361 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0757959 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0137417 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.00742664 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0816198 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.117518 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0804963 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0804963 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0723717 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.140541 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0883936 # DEPENDENCYPART_SIBL
(16,6),(16,27),-0.0881866 # DEPENDENCYPART_SIBL
(16,6),(16,28),0.075441 # DEPENDENCYPART_SIBL
(16,6),(16,30),-0.00935807 # DEPENDENCYPART_SIBL
(16,6),(16,34),-0.0892347 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0297009 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.161207 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.729631 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.487812 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.698215 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0133842 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.047777 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.147458 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0321409 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.000104829 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0341327 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0341327 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0607896 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0396856 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.00918203 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.0216239 # DEPENDENCYPART_SIBL
(16,7),(16,28),-0.0211196 # DEPENDENCYPART_SIBL
(16,7),(16,30),-0.0207205 # DEPENDENCYPART_SIBL
(16,7),(16,34),-0.0142495 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0883683 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0109171 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.318731 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.115226 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0886266 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0416238 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0757823 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.167585 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0546074 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.166101 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.166101 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0311369 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.0807041 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0483425 # DEPENDENCYPART_SIBL
(16,8),(16,27),-0.169378 # DEPENDENCYPART_SIBL
(16,8),(16,28),-0.0361487 # DEPENDENCYPART_SIBL
(16,8),(16,30),-0.110797 # DEPENDENCYPART_SIBL
(16,8),(16,34),-0.00632548 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0331546 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.188975 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.354471 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0308343 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.00878756 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.072499 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0110894 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.00998313 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0109383 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0109383 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0389236 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.070423 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0162572 # DEPENDENCYPART_SIBL
(16,9),(16,27),0.00367145 # DEPENDENCYPART_SIBL
(16,9),(16,28),0.0267177 # DEPENDENCYPART_SIBL
(16,9),(16,30),0.0735548 # DEPENDENCYPART_SIBL
(16,9),(16,34),-0.0558362 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.487752 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.696883 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0163599 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0480566 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.143972 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.01914 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0196723 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0211318 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0211318 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0220314 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0143147 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.0161889 # DEPENDENCYPART_SIBL
(16,10),(16,27),-0.00862308 # DEPENDENCYPART_SIBL
(16,10),(16,28),-0.000889803 # DEPENDENCYPART_SIBL
(16,10),(16,30),-0.00371358 # DEPENDENCYPART_SIBL
(16,10),(16,34),0.0128746 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.160316 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.104588 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0744725 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.16311 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.00209935 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0377587 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.00388356 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.00388356 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.215423 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0297239 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.00341927 # DEPENDENCYPART_SIBL
(16,11),(16,27),-0.0232254 # DEPENDENCYPART_SIBL
(16,11),(16,28),0.00526764 # DEPENDENCYPART_SIBL
(16,11),(16,30),0.00642425 # DEPENDENCYPART_SIBL
(16,11),(16,34),-0.475564 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.158447 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.140401 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.587416 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00387763 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.00344859 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.00239396 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00239396 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0388466 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0410443 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.112786 # DEPENDENCYPART_SIBL
(16,12),(16,27),-0.00134108 # DEPENDENCYPART_SIBL
(16,12),(16,28),-0.00485843 # DEPENDENCYPART_SIBL
(16,12),(16,30),0.114567 # DEPENDENCYPART_SIBL
(16,12),(16,34),-0.478045 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0176095 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.160579 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0864286 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.199947 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0829316 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0829316 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0521897 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0988226 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0834017 # DEPENDENCYPART_SIBL
(16,13),(16,27),-0.0865167 # DEPENDENCYPART_SIBL
(16,13),(16,28),-0.17407 # DEPENDENCYPART_SIBL
(16,13),(16,30),-0.124125 # DEPENDENCYPART_SIBL
(16,13),(16,34),-0.0319648 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0169271 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0732147 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0800741 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0707106 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0707106 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0496325 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0638408 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0350077 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.0808006 # DEPENDENCYPART_SIBL
(16,14),(16,28),-0.0240649 # DEPENDENCYPART_SIBL
(16,14),(16,30),-0.0863439 # DEPENDENCYPART_SIBL
(16,14),(16,34),-0.0282419 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0446206 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.004146 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0411237 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0411237 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0454571 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0161836 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.00264191 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.0419399 # DEPENDENCYPART_SIBL
(16,15),(16,28),-0.0744842 # DEPENDENCYPART_SIBL
(16,15),(16,30),0.0782293 # DEPENDENCYPART_SIBL
(16,15),(16,34),0.27144 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0369055 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.259312 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.259312 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0262508 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.104063 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.016463 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.259975 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.109399 # DEPENDENCYPART_SIBL
(16,18),(16,30),0.0401045 # DEPENDENCYPART_SIBL
(16,18),(16,34),-0.0311464 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.00299819 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.00299819 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0162744 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0759633 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0232561 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.00757682 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.200299 # DEPENDENCYPART_SIBL
(16,19),(16,30),0.0191572 # DEPENDENCYPART_SIBL
(16,19),(16,34),-0.0024228 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.260446 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0182113 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.110006 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0224062 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.261109 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.105753 # DEPENDENCYPART_SIBL
(16,21),(16,30),0.0413157 # DEPENDENCYPART_SIBL
(16,21),(16,34),-0.0335563 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0182113 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.110006 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0224062 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.261109 # DEPENDENCYPART_SIBL
(16,22),(16,28),-0.105753 # DEPENDENCYPART_SIBL
(16,22),(16,30),0.0413157 # DEPENDENCYPART_SIBL
(16,22),(16,34),-0.0335563 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.020734 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0397752 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.040457 # DEPENDENCYPART_SIBL
(16,23),(16,28),-0.106429 # DEPENDENCYPART_SIBL
(16,23),(16,30),-0.17014 # DEPENDENCYPART_SIBL
(16,23),(16,34),-0.0664597 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0634557 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.00110135 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.0508931 # DEPENDENCYPART_SIBL
(16,24),(16,30),-0.048241 # DEPENDENCYPART_SIBL
(16,24),(16,34),-0.0282299 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0182103 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.0147458 # DEPENDENCYPART_SIBL
(16,25),(16,30),-0.0115626 # DEPENDENCYPART_SIBL
(16,25),(16,34),-0.0224922 # DEPENDENCYPART_SIBL
(16,27),(16,28),-0.0656987 # DEPENDENCYPART_SIBL
(16,27),(16,30),0.0694323 # DEPENDENCYPART_SIBL
(16,27),(16,34),-0.0200938 # DEPENDENCYPART_SIBL
(16,28),(16,30),-0.127586 # DEPENDENCYPART_SIBL
(16,28),(16,34),-0.0217091 # DEPENDENCYPART_SIBL
(16,30),(16,34),-0.00453373 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.232023 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.171369 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.171779 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.169855 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.191994 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.107939 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0333086 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0333086 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0432897 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.151026 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.140949 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.041467 # DEPENDENCYPART_SIBL
(18,4),(18,28),-0.033195 # DEPENDENCYPART_SIBL
(18,4),(18,30),-0.116144 # DEPENDENCYPART_SIBL
(18,4),(18,32),-0.033195 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.355321 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.299107 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.305296 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.719957 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.272248 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0594385 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0594385 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0122902 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.238824 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.228746 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.0696396 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.215639 # DEPENDENCYPART_SIBL
(18,13),(18,30),-0.280296 # DEPENDENCYPART_SIBL
(18,13),(18,32),-0.215639 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.137986 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.166866 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0484851 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00789762 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0390619 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0390619 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0262588 # DEPENDENCYPART_SIBL
