# _root_ Aquell dia es va presentar un llibre d' un rigor científic lluny_de tot folklorisme , realitzat per l' historiador i arqueòleg Marc_Sureda_i_Jubany , també gran especialista en temes religiosos .
#goldHeads=2,5,5,5,0,7,5,7,10,8,10,10,14,12,16,7,16,19,17,19,19,19,26,26,26,19,26,27,28,5,
#predictedHeads=2,5,5,5,0,7,5,7,10,8,10,5,14,12,16,7,16,19,17,19,19,19,16,25,26,19,16,27,28,5,
(5,17),(5,21),0.0184708 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.018578 # DEPENDENCYPART_SIBL
(5,17),(5,23),0.00328024 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.094023 # DEPENDENCYPART_SIBL
(5,17),(5,26),0.0161369 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.189134 # DEPENDENCYPART_SIBL
(5,17),(5,30),0.0607872 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0101969 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.208568 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.210859 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.00906093 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.0567937 # DEPENDENCYPART_SIBL
(5,19),(5,26),-0.209347 # DEPENDENCYPART_SIBL
(5,19),(5,27),0.045657 # DEPENDENCYPART_SIBL
(5,19),(5,30),0.0648716 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.224186 # DEPENDENCYPART_SIBL
(5,20),(5,22),0.219318 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0669906 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.0694673 # DEPENDENCYPART_SIBL
(5,20),(5,26),0.218767 # DEPENDENCYPART_SIBL
(5,20),(5,27),-0.00887917 # DEPENDENCYPART_SIBL
(5,20),(5,30),0.04735 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.212167 # DEPENDENCYPART_SIBL
(5,21),(5,23),0.00908441 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0567868 # DEPENDENCYPART_SIBL
(5,21),(5,26),-0.210654 # DEPENDENCYPART_SIBL
(5,21),(5,27),0.0464106 # DEPENDENCYPART_SIBL
(5,21),(5,30),0.0648966 # DEPENDENCYPART_SIBL
(5,22),(5,23),0.00908441 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.0567868 # DEPENDENCYPART_SIBL
(5,22),(5,26),-0.210368 # DEPENDENCYPART_SIBL
(5,22),(5,27),0.0464106 # DEPENDENCYPART_SIBL
(5,22),(5,30),0.0648966 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.1675 # DEPENDENCYPART_SIBL
(5,23),(5,26),0.00173777 # DEPENDENCYPART_SIBL
(5,23),(5,27),-0.145868 # DEPENDENCYPART_SIBL
(5,23),(5,30),-0.0207777 # DEPENDENCYPART_SIBL
(5,24),(5,26),0.159844 # DEPENDENCYPART_SIBL
(5,24),(5,27),0.0557475 # DEPENDENCYPART_SIBL
(5,24),(5,30),0.0838515 # DEPENDENCYPART_SIBL
(5,26),(5,27),0.0435991 # DEPENDENCYPART_SIBL
(5,26),(5,30),0.0593748 # DEPENDENCYPART_SIBL
(5,27),(5,30),0.0482911 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.485149 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.496585 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.418516 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.216746 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0022162 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0302387 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0581866 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0104921 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0384228 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0217718 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0395365 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0063771 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.00406377 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0318972 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0128322 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.00639277 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.00795081 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.00608647 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0063771 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.00406377 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0225179 # DEPENDENCYPART_SIBL
(7,2),(7,25),-0.0424384 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.00362858 # DEPENDENCYPART_SIBL
(7,2),(7,27),-0.027904 # DEPENDENCYPART_SIBL
(7,2),(7,28),0.014022 # DEPENDENCYPART_SIBL
(7,2),(7,29),-0.0388134 # DEPENDENCYPART_SIBL
(7,2),(7,30),-0.0634871 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.313455 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0728204 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0395612 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0449889 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.147843 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0682151 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0386693 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0489784 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.020211 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.152114 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0633959 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0490216 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.010845 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0492222 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0489784 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.020211 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0715007 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.157275 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0516927 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.081465 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0460016 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.14799 # DEPENDENCYPART_SIBL
(7,4),(7,30),0.126153 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.216777 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0839089 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0676761 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.148197 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0425928 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0334962 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0551996 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0316337 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.177626 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0474042 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0568416 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0594616 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0548382 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0551996 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0316337 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0612071 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.160382 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0487936 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.0385731 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0646586 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.147411 # DEPENDENCYPART_SIBL
(7,6),(7,30),0.181773 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00981211 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0150946 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0202141 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0847103 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0344395 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0219349 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.00990377 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0431624 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.118272 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.012545 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0704733 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0187441 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0219349 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.00990377 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.080749 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.0234556 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0257844 # DEPENDENCYPART_SIBL
(7,8),(7,27),0.103444 # DEPENDENCYPART_SIBL
(7,8),(7,28),0.0123509 # DEPENDENCYPART_SIBL
(7,8),(7,29),0.018825 # DEPENDENCYPART_SIBL
(7,8),(7,30),0.0131498 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00121554 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0751988 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0629852 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0614705 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00573391 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0911122 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0729707 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.042153 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.00396048 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0847639 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0022218 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.00573391 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0911122 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.088066 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.0883088 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.00579606 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0865668 # DEPENDENCYPART_SIBL
(7,9),(7,28),0.00726633 # DEPENDENCYPART_SIBL
(7,9),(7,29),-0.0765871 # DEPENDENCYPART_SIBL
(7,9),(7,30),-0.0812131 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.023425 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0228672 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0606938 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0105986 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0331173 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0114297 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.00311446 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.00605269 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0102867 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.00250311 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0105986 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0331173 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.019943 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.00227156 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.00492956 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.00642745 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.00110155 # DEPENDENCYPART_SIBL
(7,10),(7,29),0.0217112 # DEPENDENCYPART_SIBL
(7,10),(7,30),-0.00518992 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0507017 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0402257 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0103385 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0237492 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0263702 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.117476 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0121119 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.00761109 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0138506 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0103385 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0237492 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.00382705 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.0585655 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0102764 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.00351852 # DEPENDENCYPART_SIBL
(7,11),(7,28),0.0229178 # DEPENDENCYPART_SIBL
(7,11),(7,29),-0.0331151 # DEPENDENCYPART_SIBL
(7,11),(7,30),0.00885111 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0136148 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0499319 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0801723 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0703301 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.138028 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0593217 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0110384 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0532295 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0499319 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0801723 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.00326537 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.0467828 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0461413 # DEPENDENCYPART_SIBL
(7,12),(7,27),0.0566991 # DEPENDENCYPART_SIBL
(7,12),(7,28),0.0850707 # DEPENDENCYPART_SIBL
(7,12),(7,29),0.0507206 # DEPENDENCYPART_SIBL
(7,12),(7,30),0.123179 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0188387 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0648597 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0519992 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0241642 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0170653 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0919928 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0153266 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0188387 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0648597 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0610147 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0673367 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0189009 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.0744755 # DEPENDENCYPART_SIBL
(7,13),(7,28),-0.00583697 # DEPENDENCYPART_SIBL
(7,13),(7,29),-0.0556157 # DEPENDENCYPART_SIBL
(7,13),(7,30),-0.0614123 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0335507 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0114721 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00152084 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.00588771 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.00400407 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.00233812 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0104336 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0335507 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0199006 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.00222912 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.00476457 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.00967505 # DEPENDENCYPART_SIBL
(7,14),(7,28),-0.000936565 # DEPENDENCYPART_SIBL
(7,14),(7,29),0.0217537 # DEPENDENCYPART_SIBL
(7,14),(7,30),-0.00416967 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0461143 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0582868 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.274051 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.17809 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.278901 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.279816 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.00832478 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.100488 # DEPENDENCYPART_SIBL
(7,15),(7,25),-0.0533673 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.274701 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.0705408 # DEPENDENCYPART_SIBL
(7,15),(7,28),0.31264 # DEPENDENCYPART_SIBL
(7,15),(7,29),-0.0358327 # DEPENDENCYPART_SIBL
(7,15),(7,30),-0.0421525 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.142682 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0193649 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.00176282 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0211036 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0175914 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0382891 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.0131738 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.0397742 # DEPENDENCYPART_SIBL
(7,16),(7,26),0.0175293 # DEPENDENCYPART_SIBL
(7,16),(7,27),0.0182409 # DEPENDENCYPART_SIBL
(7,16),(7,28),0.0301708 # DEPENDENCYPART_SIBL
(7,16),(7,29),-0.0143238 # DEPENDENCYPART_SIBL
(7,16),(7,30),0.0251662 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0390323 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0248721 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0329402 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0296425 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.0930658 # DEPENDENCYPART_SIBL
(7,17),(7,24),0.0462899 # DEPENDENCYPART_SIBL
(7,17),(7,25),0.0852051 # DEPENDENCYPART_SIBL
(7,17),(7,26),0.0258519 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.0204355 # DEPENDENCYPART_SIBL
(7,17),(7,28),0.064666 # DEPENDENCYPART_SIBL
(7,17),(7,29),0.0898869 # DEPENDENCYPART_SIBL
(7,17),(7,30),0.139439 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.00458242 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.00471555 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.00337996 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.0385405 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.0149024 # DEPENDENCYPART_SIBL
(7,19),(7,25),0.00276903 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.0022891 # DEPENDENCYPART_SIBL
(7,19),(7,27),-0.00616884 # DEPENDENCYPART_SIBL
(7,19),(7,28),0.0061171 # DEPENDENCYPART_SIBL
(7,19),(7,29),0.0267518 # DEPENDENCYPART_SIBL
(7,19),(7,30),0.000819397 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.595865 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.582616 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0341872 # DEPENDENCYPART_SIBL
(7,20),(7,24),0.0377385 # DEPENDENCYPART_SIBL
(7,20),(7,25),0.2159 # DEPENDENCYPART_SIBL
(7,20),(7,26),0.582536 # DEPENDENCYPART_SIBL
(7,20),(7,27),0.074401 # DEPENDENCYPART_SIBL
(7,20),(7,28),0.607937 # DEPENDENCYPART_SIBL
(7,20),(7,29),0.243016 # DEPENDENCYPART_SIBL
(7,20),(7,30),-0.00534085 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.0112983 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0332596 # DEPENDENCYPART_SIBL
(7,21),(7,24),-0.0201917 # DEPENDENCYPART_SIBL
(7,21),(7,25),-0.0025226 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.00562928 # DEPENDENCYPART_SIBL
(7,21),(7,27),-0.00996613 # DEPENDENCYPART_SIBL
(7,21),(7,28),-0.00180127 # DEPENDENCYPART_SIBL
(7,21),(7,29),0.0214602 # DEPENDENCYPART_SIBL
(7,21),(7,30),-0.00446075 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0335507 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.0199006 # DEPENDENCYPART_SIBL
(7,22),(7,25),-0.00222912 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.00476457 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.00967505 # DEPENDENCYPART_SIBL
(7,22),(7,28),-0.000936565 # DEPENDENCYPART_SIBL
(7,22),(7,29),0.0217537 # DEPENDENCYPART_SIBL
(7,22),(7,30),-0.00416967 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.100488 # DEPENDENCYPART_SIBL
(7,23),(7,25),-0.0533673 # DEPENDENCYPART_SIBL
(7,23),(7,26),0.274701 # DEPENDENCYPART_SIBL
(7,23),(7,27),-0.0705408 # DEPENDENCYPART_SIBL
(7,23),(7,28),0.31264 # DEPENDENCYPART_SIBL
(7,23),(7,29),-0.0358327 # DEPENDENCYPART_SIBL
(7,23),(7,30),-0.0421525 # DEPENDENCYPART_SIBL
(7,24),(7,25),-0.0803148 # DEPENDENCYPART_SIBL
(7,24),(7,26),0.00994952 # DEPENDENCYPART_SIBL
(7,24),(7,27),0.00390445 # DEPENDENCYPART_SIBL
(7,24),(7,28),0.0232276 # DEPENDENCYPART_SIBL
(7,24),(7,29),-0.0680883 # DEPENDENCYPART_SIBL
(7,24),(7,30),0.0508451 # DEPENDENCYPART_SIBL
(7,25),(7,26),-0.00857764 # DEPENDENCYPART_SIBL
(7,25),(7,27),-0.00863573 # DEPENDENCYPART_SIBL
(7,25),(7,28),0.00406383 # DEPENDENCYPART_SIBL
(7,25),(7,29),-0.0462583 # DEPENDENCYPART_SIBL
(7,25),(7,30),-0.0412199 # DEPENDENCYPART_SIBL
(7,26),(7,27),-0.0169334 # DEPENDENCYPART_SIBL
(7,26),(7,28),-0.00474499 # DEPENDENCYPART_SIBL
(7,26),(7,29),0.0181525 # DEPENDENCYPART_SIBL
(7,26),(7,30),-0.0116061 # DEPENDENCYPART_SIBL
(7,27),(7,28),0.0978226 # DEPENDENCYPART_SIBL
(7,27),(7,29),0.0660262 # DEPENDENCYPART_SIBL
(7,27),(7,30),0.178755 # DEPENDENCYPART_SIBL
(7,28),(7,29),0.016919 # DEPENDENCYPART_SIBL
(7,28),(7,30),-0.0259393 # DEPENDENCYPART_SIBL
(7,29),(7,30),0.0142882 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.114729 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0492408 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.136339 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.110578 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.150867 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0585978 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.378321 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0411941 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.84328 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0807836 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.387288 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0867859 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.421162 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.125697 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.24084 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0888997 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0581017 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0177332 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.080978 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.387321 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.11405 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0247339 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0878225 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.409188 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.00693867 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0533196 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.00693867 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0403945 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0294588 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0395361 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00272632 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.000703441 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0338689 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0223704 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.00271064 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.00991321 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.00301695 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.00272632 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.000703441 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0444101 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.00547484 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.0387526 # DEPENDENCYPART_SIBL
(10,2),(10,28),0.00491855 # DEPENDENCYPART_SIBL
(10,2),(10,29),-0.040785 # DEPENDENCYPART_SIBL
(10,2),(10,30),-0.0599137 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.106146 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.60271 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.111349 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0200438 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0723588 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00905262 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0124164 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.140778 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0189355 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00741069 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0101911 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.00941406 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.00905262 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0124164 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.123534 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0154587 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0288015 # DEPENDENCYPART_SIBL
(10,6),(10,28),0.000406395 # DEPENDENCYPART_SIBL
(10,6),(10,29),0.110563 # DEPENDENCYPART_SIBL
(10,6),(10,30),0.140416 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0756515 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0131275 # DEPENDENCYPART_SIBL
