# _root_ Heather_Mills , l' exmodel de 34 anys que dijous que ve es casarà amb Paul_McCartney , ha muntat un comiat de soltera amb tota mena de luxes .
#goldHeads=18,4,4,1,4,7,5,13,13,11,9,13,4,13,14,4,18,0,20,18,20,21,20,27,24,24,23,18,
#predictedHeads=18,4,4,1,4,7,5,13,13,11,4,13,4,13,14,4,18,0,20,18,20,21,18,25,23,25,26,18,
(6,5),(6,9),0.0536703 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.047417 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0647254 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.24594 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.23096 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.093239 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.100658 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0267764 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.105057 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0990003 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0695615 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.349142 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.05075 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0989948 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.318507 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0210406 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.180942 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0855045 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0272442 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.126991 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.123547 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.066609 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.116165 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0268198 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0883131 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0665991 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.0570332 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.029367 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.011947 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0654973 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00606814 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0251578 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0225669 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0749436 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00536287 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0753076 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0225725 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0616106 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0896308 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0371046 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00211434 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.03502 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.03346 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.00515411 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0566098 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0789016 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0334765 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.0383098 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0475099 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00167075 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0327437 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0389095 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.173067 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0135432 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0705815 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0389149 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.000294757 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0185877 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0525014 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0294871 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.113832 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0175623 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0144274 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0294871 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.060658 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0331764 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00706039 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0936277 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0559132 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00428817 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.00706039 # DEPENDENCYPART_SIBL
(7,9),(7,28),0.0784829 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0172495 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0833246 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0687712 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0107256 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0172495 # DEPENDENCYPART_SIBL
(7,11),(7,28),0.0380453 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0935756 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0757635 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0049448 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0230304 # DEPENDENCYPART_SIBL
(7,13),(7,28),0.036547 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.12407 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0594211 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0601479 # DEPENDENCYPART_SIBL
(7,14),(7,28),0.161938 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0354147 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0614397 # DEPENDENCYPART_SIBL
(7,16),(7,28),-0.0498214 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0512399 # DEPENDENCYPART_SIBL
(7,17),(7,28),0.00761002 # DEPENDENCYPART_SIBL
(7,18),(7,28),0.035582 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0464436 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.039076 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0368607 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0628785 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0627896 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0368686 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0412809 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.00240562 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0030981 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0142801 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00286008 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0269432 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0142823 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0343497 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0242813 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0658378 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0517827 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.157 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0658378 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0542969 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.083745 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0512665 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.145501 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0867257 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0396369 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0812164 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.240715 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0182207 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0680606 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0256412 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.019252 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0292721 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0824502 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0396368 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.0802514 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0710108 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.484087 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.751614 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0459771 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.220862 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.743305 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.751531 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.195677 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.751531 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0269793 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0136123 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.036832 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0198403 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0136116 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.054631 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.036832 # DEPENDENCYPART_SIBL
(11,1),(11,28),0.0200606 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0210329 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0214053 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0729221 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0267942 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0835561 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0298506 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0835561 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0229357 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.00654023 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0806075 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.257821 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0065398 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0101922 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.0806075 # DEPENDENCYPART_SIBL
(11,2),(11,28),-0.44069 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0459771 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.220862 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.743305 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.751531 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.195677 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.751531 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0269793 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0136123 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.036832 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0198403 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0136116 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.054631 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.036832 # DEPENDENCYPART_SIBL
(11,4),(11,28),0.0200606 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0733401 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0578562 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.44995 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0558226 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.44995 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0251615 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0297491 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0152152 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0314037 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0297555 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.126024 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0152152 # DEPENDENCYPART_SIBL
(11,5),(11,28),-0.0169333 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.131687 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.291025 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0210658 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.291025 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0241557 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0119056 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0650437 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0361887 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0119052 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0872647 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0650437 # DEPENDENCYPART_SIBL
(11,6),(11,28),-0.0338027 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.585399 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.13341 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.585399 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0696655 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0590435 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00357392 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0707841 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0590443 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.115571 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.00357392 # DEPENDENCYPART_SIBL
(11,7),(11,28),-0.0207394 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.106344 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.800183 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.200262 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.15436 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.246026 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.226025 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.15436 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.283554 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.246026 # DEPENDENCYPART_SIBL
(11,8),(11,28),-0.66339 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.256372 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0251134 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.018454 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0472803 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0106857 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0184544 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0302088 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0472803 # DEPENDENCYPART_SIBL
(11,9),(11,28),-0.0352022 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.200262 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.15436 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.246026 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.226025 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.15436 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.283554 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.246026 # DEPENDENCYPART_SIBL
(11,10),(11,28),-0.66339 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00728419 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0635008 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0166843 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.00728419 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0143588 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0635008 # DEPENDENCYPART_SIBL
(11,12),(11,28),0.0122958 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0398157 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0632343 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0172872 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0271333 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0398157 # DEPENDENCYPART_SIBL
(11,13),(11,28),0.0396856 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0882464 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0142381 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0245716 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0654528 # DEPENDENCYPART_SIBL
(11,14),(11,28),0.076116 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0350824 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0535283 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.130489 # DEPENDENCYPART_SIBL
(11,16),(11,28),-0.0528724 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0271333 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0388507 # DEPENDENCYPART_SIBL
(11,18),(11,28),0.0396856 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.00794032 # DEPENDENCYPART_SIBL
(11,20),(11,28),0.0186452 # DEPENDENCYPART_SIBL
(11,23),(11,28),0.076116 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.488437 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.140453 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.730753 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.00699957 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.210935 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.722443 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.697568 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.180116 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.697568 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0472264 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.196882 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0153596 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0225026 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0208751 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.00198091 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0176359 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0224284 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0052024 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0153596 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.0191302 # DEPENDENCYPART_SIBL
(13,1),(13,28),0.0270967 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0516063 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0392475 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.00649614 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0735339 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0450088 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.15412 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0378402 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.15412 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0351528 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0989224 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0239635 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0126934 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.2075 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0188424 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0137294 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.00710449 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.00852754 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.0239635 # DEPENDENCYPART_SIBL
(13,2),(13,25),-0.000215074 # DEPENDENCYPART_SIBL
(13,2),(13,28),-0.472047 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0664312 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0125589 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0319744 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0707697 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.249361 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0444257 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.249361 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0707736 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.199817 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.120052 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0802913 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0700208 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.151218 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.087039 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0802572 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0729071 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.120052 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0792319 # DEPENDENCYPART_SIBL
(13,3),(13,28),-0.0765681 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.00699957 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.210935 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.722443 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.697568 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.180116 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.697568 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0472264 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.196882 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0153596 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0225026 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0208751 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00198091 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0176359 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0224284 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0052024 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0153596 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.0191302 # DEPENDENCYPART_SIBL
(13,4),(13,28),0.0270967 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0682316 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0396505 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.401139 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0440317 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.401139 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0758165 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.113792 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00403515 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0870704 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0203838 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0142162 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.00549487 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0867834 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0229745 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.00403515 # DEPENDENCYPART_SIBL
(13,5),(13,25),-0.0838024 # DEPENDENCYPART_SIBL
(13,5),(13,28),0.00563564 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.122629 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.250343 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0171256 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.250343 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0944304 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.17989 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0664642 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0516682 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0257653 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0194107 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0175206 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0516749 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.00181236 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0664642 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.0511697 # DEPENDENCYPART_SIBL
(13,6),(13,28),-0.0249379 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.531436 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.117848 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.531436 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0160375 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.299257 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0250462 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0834422 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.071819 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0713641 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0550199 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0833681 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0503052 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0250462 # DEPENDENCYPART_SIBL
(13,7),(13,25),-0.0801085 # DEPENDENCYPART_SIBL
(13,7),(13,28),-0.0137033 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.131504 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.733192 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.153439 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.265061 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.00091467 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0021491 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0364958 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0720616 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0167501 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.00215492 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.00739235 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.00091467 # DEPENDENCYPART_SIBL
(13,8),(13,25),-0.017257 # DEPENDENCYPART_SIBL
(13,8),(13,28),-0.465378 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.194246 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0199561 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.182154 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0312287 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0267027 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00656153 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0030247 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00404133 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.026696 # DEPENDENCYPART_SIBL
