# _root_ Empúries ha editat en català els tres números anteriors , que portaven per títol ' Harry_Potter_i_la_pedra_filosofal ' , ' Harry_Potter_i_la_cambra_secreta ' i ' Harry_Potter_i_el_presoner_d'_Azkaban ' .
#goldHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,16,24,16,24,3,
#predictedHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,20,24,20,24,3,
(3,18),(3,19),-0.0723393 # DEPENDENCYPART_SIBL
(3,18),(3,20),-0.0607644 # DEPENDENCYPART_SIBL
(3,18),(3,21),-0.0723393 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.196324 # DEPENDENCYPART_SIBL
(3,18),(3,24),-0.0607644 # DEPENDENCYPART_SIBL
(3,18),(3,25),-0.0723393 # DEPENDENCYPART_SIBL
(3,18),(3,26),-0.0876313 # DEPENDENCYPART_SIBL
(3,19),(3,20),-0.00205884 # DEPENDENCYPART_SIBL
(3,19),(3,21),-0.0838535 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.00760092 # DEPENDENCYPART_SIBL
(3,19),(3,24),-0.00205884 # DEPENDENCYPART_SIBL
(3,19),(3,25),-0.0838535 # DEPENDENCYPART_SIBL
(3,19),(3,26),-0.0477506 # DEPENDENCYPART_SIBL
(3,20),(3,21),-0.0099964 # DEPENDENCYPART_SIBL
(3,20),(3,22),0.00365844 # DEPENDENCYPART_SIBL
(3,20),(3,24),-0.250266 # DEPENDENCYPART_SIBL
(3,20),(3,25),-0.0099964 # DEPENDENCYPART_SIBL
(3,20),(3,26),-0.00923384 # DEPENDENCYPART_SIBL
(3,21),(3,22),-0.00760092 # DEPENDENCYPART_SIBL
(3,21),(3,24),-0.00205884 # DEPENDENCYPART_SIBL
(3,21),(3,25),-0.0838535 # DEPENDENCYPART_SIBL
(3,21),(3,26),-0.0477506 # DEPENDENCYPART_SIBL
(3,22),(3,24),0.199504 # DEPENDENCYPART_SIBL
(3,22),(3,25),-0.0154627 # DEPENDENCYPART_SIBL
(3,22),(3,26),0.0271944 # DEPENDENCYPART_SIBL
(3,24),(3,25),-0.0099964 # DEPENDENCYPART_SIBL
(3,24),(3,26),-0.00923384 # DEPENDENCYPART_SIBL
(3,25),(3,26),-0.0477506 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0269248 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0200133 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.03109 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.00826429 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.955562 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0371984 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.438541 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.051589 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.455548 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0916191 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0321456 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0787944 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0190385 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0413301 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0532568 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0413301 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0787944 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.0413301 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0532568 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.076633 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0532568 # DEPENDENCYPART_SIBL
(5,8),(5,26),0.0283642 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0116594 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.00797819 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0345142 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0075608 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0345142 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0116594 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0345142 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0075608 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.000191042 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.0075608 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.0199534 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00870139 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0077852 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.471086 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0077852 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0880171 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0077852 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.471086 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.332792 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.471086 # DEPENDENCYPART_SIBL
(5,10),(5,26),0.0501923 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0553643 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0532736 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0553643 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0800055 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0553643 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0532736 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0803264 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.0532736 # DEPENDENCYPART_SIBL
(5,12),(5,26),0.0468523 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.129007 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.131201 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0103757 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.131201 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.129007 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.101175 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.129007 # DEPENDENCYPART_SIBL
(5,15),(5,26),-0.00500235 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0359587 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0672191 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0359587 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.0547283 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0790384 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0547283 # DEPENDENCYPART_SIBL
(5,16),(5,26),0.0206369 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.0103757 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.131201 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.129007 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.101175 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.129007 # DEPENDENCYPART_SIBL
(5,17),(5,26),-0.00500235 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0077852 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.471086 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.332792 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.471086 # DEPENDENCYPART_SIBL
(5,18),(5,26),0.0501923 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.129007 # DEPENDENCYPART_SIBL
(5,19),(5,22),0.101175 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.129007 # DEPENDENCYPART_SIBL
(5,19),(5,26),-0.00500235 # DEPENDENCYPART_SIBL
(5,20),(5,22),0.0790384 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.0547283 # DEPENDENCYPART_SIBL
(5,20),(5,26),0.0206369 # DEPENDENCYPART_SIBL
(5,22),(5,24),0.640732 # DEPENDENCYPART_SIBL
(5,22),(5,26),0.00630034 # DEPENDENCYPART_SIBL
(5,24),(5,26),0.0206369 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0197877 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0982648 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0186208 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0464698 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.292046 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.12035 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.04572 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.105415 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0716524 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0103553 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0368473 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0103553 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.04572 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0103553 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0368456 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0103553 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0338016 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0103553 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.0368456 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.0199312 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0476924 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0458364 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0174786 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.029135 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00487325 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0529509 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0446265 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00177777 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0446265 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.029135 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0446265 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.00178083 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0446265 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.0256328 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0446265 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.00178083 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.0728445 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.659297 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0311814 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0673221 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00173876 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.138802 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0719055 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0693431 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0719055 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0673221 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0719055 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0693403 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0719055 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0460699 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0719055 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0693403 # DEPENDENCYPART_SIBL
(8,6),(8,26),0.080072 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0182705 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0494573 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00474616 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.111134 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0548288 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0117527 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0548288 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0494573 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0548288 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0117555 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0548288 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0425278 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0548288 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0117555 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0335809 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0307918 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0334601 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0792223 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00800749 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.042806 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00800749 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0307918 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.00800749 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.042806 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.00800749 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0371675 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.00800749 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.042806 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0279918 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0346653 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0440744 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0274167 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.429387 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0274167 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0639058 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0274167 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.429387 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0274167 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.309892 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0274167 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.429387 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0343355 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.110061 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0581966 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0504967 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0581966 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0773113 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0581966 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0504967 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0581966 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0835803 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0581966 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0504967 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.0515996 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0612613 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0568754 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0612613 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0844256 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0612613 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0568754 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0612613 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0628622 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0612613 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.0568754 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.135758 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.108331 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.134973 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00212438 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.134973 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.108331 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.134973 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0932776 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.134973 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.108331 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.00499922 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0346687 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0606509 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0346687 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0512042 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0346687 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0781983 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0346687 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.0512042 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.0212458 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.00212438 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.134973 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.108331 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.134973 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.0932776 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.134973 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.108331 # DEPENDENCYPART_SIBL
(8,17),(8,26),-0.00499922 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0274167 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.429387 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0274167 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.309892 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0274167 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.429387 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.0343355 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.108331 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.134973 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.0932776 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.134973 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.108331 # DEPENDENCYPART_SIBL
(8,19),(8,26),-0.00499922 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.0346687 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.0781983 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0346687 # DEPENDENCYPART_SIBL
(8,20),(8,24),0.0512042 # DEPENDENCYPART_SIBL
(8,20),(8,26),0.0212458 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.0932776 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.134973 # DEPENDENCYPART_SIBL
(8,21),(8,24),0.108331 # DEPENDENCYPART_SIBL
(8,21),(8,26),-0.00499922 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.00596078 # DEPENDENCYPART_SIBL
(8,22),(8,24),0.6098 # DEPENDENCYPART_SIBL
(8,22),(8,26),-0.00888266 # DEPENDENCYPART_SIBL
(8,23),(8,24),0.108331 # DEPENDENCYPART_SIBL
(8,23),(8,26),-0.00499922 # DEPENDENCYPART_SIBL
(8,24),(8,26),0.0212458 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0129647 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00613537 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0855726 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0710751 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0126826 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0599615 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.04374 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.00470243 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.00470243 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.218751 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0739861 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0700324 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.182201 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0144208 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.118482 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0388363 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0388363 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0743502 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.000972509 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0961394 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.048947 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.07907 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00347131 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.00347131 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0817503 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0228162 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.066854 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0202634 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0350996 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0350996 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00566941 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0557798 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0723295 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0239867 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0239867 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0968619 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0228585 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0781194 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0781194 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.032313 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.165214 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.165214 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0551909 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0551909 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0893495 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.151797 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.129846 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.00110209 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0795345 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.741061 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.135265 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.730063 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.174274 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.488414 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.700326 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0466323 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0302063 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.00111274 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0166547 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.00111274 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.000794816 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.00111274 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0166547 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.00111274 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.023115 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.0166547 # DEPENDENCYPART_SIBL
(12,1),(12,25),-0.00111274 # DEPENDENCYPART_SIBL
(12,1),(12,26),0.0243591 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0204669 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0480543 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0375629 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0766104 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0239024 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0369804 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.141402 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.313145 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00170627 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0445777 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0786324 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0609082 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0786324 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0600799 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0786324 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0609082 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0786324 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0704533 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.0609082 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.0786324 # DEPENDENCYPART_SIBL
(12,2),(12,26),0.261462 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.171421 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0283077 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0823808 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0146493 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0479486 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.145219 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.258617 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.00972794 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0560491 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0259746 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0397191 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0259746 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0555895 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0259746 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0397191 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0259746 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.027788 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.0397191 # DEPENDENCYPART_SIBL
(12,3),(12,25),-0.0259746 # DEPENDENCYPART_SIBL
(12,3),(12,26),0.00882955 # DEPENDENCYPART_SIBL
(12,4),(12,5),3.91664e-05 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0854284 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0113419 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0557417 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.341439 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.521543 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.00679513 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0339269 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0402866 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00429146 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0402866 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0266981 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0402866 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0042908 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0402866 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.0259636 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0042908 # DEPENDENCYPART_SIBL
