# _root_ Els antecedents dels Pastorets de l' Ametlla_de_Merola es remunten a l' any_1878 , quan a iniciativa de les Germanes_Dominiques , van començar les representacions durant la Missa_del_Gall .
#goldHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
#predictedHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
(9,1),(9,25),-0.010599 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.0190872 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.0984872 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.10691 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.729635 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00431924 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.137682 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.728441 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.212461 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0163458 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00644726 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0554216 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0163458 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0401698 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0161571 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0336604 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0554216 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0202886 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0295912 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0399594 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0504325 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.0336604 # DEPENDENCYPART_SIBL
(9,2),(9,28),0.0268655 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.052369 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.056249 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0668729 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0528897 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.213553 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0655704 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.051259 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0734619 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0655704 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0714773 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0919968 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0760984 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0734619 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0295269 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0452205 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.082231 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0327866 # DEPENDENCYPART_SIBL
(9,3),(9,27),-0.0760984 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.00856693 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00407359 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.137527 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.728285 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.209603 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0176314 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00978574 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0561907 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0176314 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0384426 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0122375 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0319332 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0561907 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0171128 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0264155 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0382322 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.054349 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0319332 # DEPENDENCYPART_SIBL
(9,4),(9,28),0.0238715 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.084528 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0207607 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.117724 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0145759 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0547439 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0400754 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0145759 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0835413 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0249793 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0892516 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0400754 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00525938 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.03237 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0953842 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.0536911 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0892516 # DEPENDENCYPART_SIBL
(9,5),(9,28),0.00829563 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0670072 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.203397 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0580894 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.000565891 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0898826 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0580894 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0865868 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0707279 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.08289 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0898826 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.138003 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.122611 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0893907 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0153785 # DEPENDENCYPART_SIBL
(9,6),(9,27),-0.08289 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.0740754 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.205773 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0156719 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0108957 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0572971 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0156719 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0402568 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.014197 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0337474 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0572971 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0185839 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0278865 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0400464 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.0523881 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.0337474 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.0227685 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0651276 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.054232 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0157623 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0651276 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.267754 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.048599 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.253948 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0157623 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0420689 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0555219 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.260078 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.159 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.253948 # DEPENDENCYPART_SIBL
(9,8),(9,28),0.0916678 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00654776 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0639148 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0926321 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0378238 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.105557 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0202513 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0639148 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0751984 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.000267229 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0203285 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0238252 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.0202513 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.0315145 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0377528 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0171766 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0373034 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0241928 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.024863 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0377528 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0723204 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0284297 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0250439 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0127905 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.024863 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.0209829 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.226048 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0719155 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.114583 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0542118 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.150201 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0466573 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0175156 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0631227 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0950239 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.0542118 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.113225 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0378238 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.105557 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0202513 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0639148 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0751984 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.000267229 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0203285 # DEPENDENCYPART_SIBL
(9,15),(9,25),-0.0238252 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.0202513 # DEPENDENCYPART_SIBL
(9,15),(9,28),-0.0315145 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.104191 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.259078 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0217282 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0865949 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0718211 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.259908 # DEPENDENCYPART_SIBL
(9,16),(9,25),0.00536777 # DEPENDENCYPART_SIBL
(9,16),(9,27),-0.259078 # DEPENDENCYPART_SIBL
(9,16),(9,28),-0.0261651 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.076292 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.110677 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0741035 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0417528 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0763693 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.169066 # DEPENDENCYPART_SIBL
(9,17),(9,27),-0.076292 # DEPENDENCYPART_SIBL
(9,17),(9,28),-0.0520407 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0448848 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.101935 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0871612 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.25199 # DEPENDENCYPART_SIBL
(9,19),(9,25),0.0330616 # DEPENDENCYPART_SIBL
(9,19),(9,27),-0.251159 # DEPENDENCYPART_SIBL
(9,19),(9,28),-0.037754 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0466573 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.0175156 # DEPENDENCYPART_SIBL
(9,20),(9,24),-0.0631227 # DEPENDENCYPART_SIBL
(9,20),(9,25),-0.0950239 # DEPENDENCYPART_SIBL
(9,20),(9,27),-0.0542118 # DEPENDENCYPART_SIBL
(9,20),(9,28),-0.113225 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.045339 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.00275382 # DEPENDENCYPART_SIBL
(9,21),(9,25),-0.00324604 # DEPENDENCYPART_SIBL
(9,21),(9,27),-0.00272706 # DEPENDENCYPART_SIBL
(9,21),(9,28),-0.0448 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.00444558 # DEPENDENCYPART_SIBL
(9,22),(9,25),-0.000333419 # DEPENDENCYPART_SIBL
(9,22),(9,27),-0.00441881 # DEPENDENCYPART_SIBL
(9,22),(9,28),-0.0547528 # DEPENDENCYPART_SIBL
(9,24),(9,25),0.0203011 # DEPENDENCYPART_SIBL
(9,24),(9,27),-0.25564 # DEPENDENCYPART_SIBL
(9,24),(9,28),-0.0419147 # DEPENDENCYPART_SIBL
(9,25),(9,27),0.0207413 # DEPENDENCYPART_SIBL
(9,25),(9,28),0.0022518 # DEPENDENCYPART_SIBL
(9,27),(9,28),-0.037754 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0123624 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.182864 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.122286 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0408113 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.000154123 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.141579 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.122286 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.110924 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0442108 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.115228 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.123598 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.171692 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0442108 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0446494 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00670597 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.480795 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.24363 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0446494 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.565091 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.087785 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.312292 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.222554 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0701074 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.208607 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0535277 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.361592 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0700753 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.00663995 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.101162 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.101619 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0549973 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00158703 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00734735 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00910296 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0549973 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0255166 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.01408 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.0188825 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0122311 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0232295 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0127583 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.13592 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0122311 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0883509 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0156805 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.0269069 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00453747 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0260483 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0848767 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0133824 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0190374 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0219041 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.0861565 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0346831 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0170525 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.157301 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0149019 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0365247 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0133869 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0500089 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.124707 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0836725 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.171067 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.0120148 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.114771 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0112802 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0416133 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.0629156 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0190374 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.0219041 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.0861565 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.0328542 # DEPENDENCYPART_SIBL
(12,22),(12,25),0.0518497 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.0248069 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0523856 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.000989851 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0116274 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.177569 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.13304 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.202648 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0667914 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0176993 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0668108 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0444364 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.012155 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.109184 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0479365 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0148126 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0514228 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0658478 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.371797 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.116636 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00722395 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0933433 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.494911 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.138341 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0691643 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.139912 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0855586 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.361592 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.966007 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0700753 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0835276 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00663995 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0601912 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0255472 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.170214 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0723068 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0760697 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0611695 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0654113 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0723068 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0283392 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.00889208 # DEPENDENCYPART_SIBL
(16,2),(16,20),6.7281e-05 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0537813 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0209076 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0103045 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.0568423 # DEPENDENCYPART_SIBL
(16,2),(16,28),-0.0480991 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0147691 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0587231 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0500474 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.132545 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0235925 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0587231 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0287508 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0122407 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0454044 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0401688 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0149227 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0133973 # DEPENDENCYPART_SIBL
(16,5),(16,25),0.00736555 # DEPENDENCYPART_SIBL
(16,5),(16,28),-0.0122006 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.11529 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.119414 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.286038 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.133218 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.11529 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0358257 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0440167 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0454535 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.154581 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.110053 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0451705 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.053487 # DEPENDENCYPART_SIBL
(16,9),(16,28),0.0183121 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.114153 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.00507896 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0487804 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0506377 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0887343 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.017926 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0327368 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0534444 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.022098 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0167685 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0700845 # DEPENDENCYPART_SIBL
(16,10),(16,28),0.0582247 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.00938704 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0337604 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0680964 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.352554 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.155866 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0109991 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0539661 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0227184 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.153974 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.00039415 # DEPENDENCYPART_SIBL
(16,11),(16,28),0.0479287 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.267077 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.315031 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0404266 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.054579 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.343611 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0676375 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.111707 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0679454 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.0438885 # DEPENDENCYPART_SIBL
(16,13),(16,28),-0.305212 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00350458 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.124403 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0923183 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0369105 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.137315 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.102917 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0934714 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0964186 # DEPENDENCYPART_SIBL
(16,14),(16,28),-0.165372 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0887343 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.017926 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0327368 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0534444 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.022098 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0167685 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0700845 # DEPENDENCYPART_SIBL
(16,15),(16,28),0.0582247 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0218402 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0446269 # DEPENDENCYPART_SIBL
