# _root_ L' Ajuntament_de_Girona està preparant la redacció d' un nou Pla_General que , segons ha explicat l' alcalde , podria estar llest a finals del 2001 .
#goldHeads=2,4,4,0,6,4,6,10,10,7,20,15,15,15,20,17,15,15,20,10,20,20,22,23,24,4,
#predictedHeads=2,4,4,0,6,4,6,10,10,7,15,15,15,15,10,17,15,15,20,15,20,20,22,23,24,4,
(4,13),(4,22),0.00623977 # DEPENDENCYPART_SIBL
(4,13),(4,25),0.0534516 # DEPENDENCYPART_SIBL
(4,13),(4,26),0.075504 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0531268 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.00377288 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.0324562 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0642102 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0481228 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.0284843 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0270147 # DEPENDENCYPART_SIBL
(4,14),(4,25),-0.00399117 # DEPENDENCYPART_SIBL
(4,14),(4,26),-0.000539792 # DEPENDENCYPART_SIBL
(4,15),(4,17),0.0334233 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.0132582 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0581954 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.0420857 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.00705121 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.014139 # DEPENDENCYPART_SIBL
(4,15),(4,25),0.00630981 # DEPENDENCYPART_SIBL
(4,15),(4,26),0.0421732 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0441176 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0421807 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.00734317 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.0439049 # DEPENDENCYPART_SIBL
(4,17),(4,22),0.00552574 # DEPENDENCYPART_SIBL
(4,17),(4,25),-0.0263733 # DEPENDENCYPART_SIBL
(4,17),(4,26),-0.0111987 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.0134451 # DEPENDENCYPART_SIBL
(4,18),(4,20),0.0348141 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.013302 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.223152 # DEPENDENCYPART_SIBL
(4,18),(4,25),-0.0707663 # DEPENDENCYPART_SIBL
(4,18),(4,26),-0.0641941 # DEPENDENCYPART_SIBL
(4,19),(4,20),-0.0376933 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.0207426 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.018948 # DEPENDENCYPART_SIBL
(4,19),(4,25),0.000716732 # DEPENDENCYPART_SIBL
(4,19),(4,26),0.00386009 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.019903 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.0107669 # DEPENDENCYPART_SIBL
(4,20),(4,25),0.00425551 # DEPENDENCYPART_SIBL
(4,20),(4,26),0.0313496 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.166712 # DEPENDENCYPART_SIBL
(4,21),(4,25),-0.0682971 # DEPENDENCYPART_SIBL
(4,21),(4,26),-0.0126676 # DEPENDENCYPART_SIBL
(4,22),(4,25),0.0203843 # DEPENDENCYPART_SIBL
(4,22),(4,26),0.0246365 # DEPENDENCYPART_SIBL
(4,25),(4,26),0.0142722 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.572682 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.53307 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.376915 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0183243 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0156432 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.766188 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.237141 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.081172 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0267416 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.169927 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.00442605 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.1198 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0111843 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.126942 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.00442605 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.00370162 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0294688 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0169313 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.146218 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.292294 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.0486062 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.143098 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.231734 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0733752 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0363821 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.126242 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0149462 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0395069 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.16554 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.13983 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0383495 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0395069 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.13268 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.102825 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.130171 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.10892 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0590092 # DEPENDENCYPART_SIBL
(6,3),(6,26),0.0401359 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.238861 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0750969 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0342763 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.125425 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0344185 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0426874 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.16316 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.134034 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0578218 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0426874 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.126885 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0970294 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.129355 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0859533 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.0544363 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.0201409 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.166844 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.135768 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0572858 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0613393 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0641875 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.144283 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00241423 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0154818 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0641875 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00567153 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0490862 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0699556 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0667201 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.229592 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.0335191 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00954252 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0426064 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00993711 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00097616 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.00987321 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0542474 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0163527 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.00097616 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0438188 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0216794 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0190523 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.152106 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0526057 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.00968544 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.087931 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.00760351 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.103646 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0255173 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.057303 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0115691 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.103646 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0495114 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0239247 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0774851 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0558643 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0632718 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0875101 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00116944 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0307216 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0370567 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0232157 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00442679 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0307216 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0112229 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0252313 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0567038 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.00562269 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.063401 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.0383247 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0391855 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0306359 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00974338 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0300275 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0391855 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00424643 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0376024 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0313086 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.00506969 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0429934 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.00319206 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0191767 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0751164 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.349756 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0371698 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0631668 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0278821 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.00819297 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0589083 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0179244 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.0066106 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0970331 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.00152017 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0617089 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0959073 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0768333 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0104145 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0653446 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.00251118 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.0143016 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0344548 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0683355 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.077687 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0586019 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0113812 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0831266 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0192565 # DEPENDENCYPART_SIBL
(6,15),(6,26),0.0526888 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.023509 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.016658 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0166978 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0123321 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0212784 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0329196 # DEPENDENCYPART_SIBL
(6,17),(6,26),-0.0293508 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0631668 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0278821 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.00819297 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0589083 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0179244 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0066106 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0547225 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.00544713 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0813468 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0180304 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.0313915 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.00729933 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.087022 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.0228347 # DEPENDENCYPART_SIBL
(6,20),(6,26),0.0581374 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.00670201 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.064033 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.0230418 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.0979019 # DEPENDENCYPART_SIBL
(6,22),(6,26),0.213646 # DEPENDENCYPART_SIBL
(6,24),(6,26),0.0130271 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.131053 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00801191 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.135274 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.182115 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0151584 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0423546 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.122895 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0595804 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0562426 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0867065 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00516762 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0825797 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0571975 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.425942 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.140939 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.122863 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.212659 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.426083 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0812809 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.180989 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.451707 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.841407 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0466155 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0125584 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0568464 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0570491 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0128989 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.335211 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0500579 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0684995 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.257463 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.144044 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00434123 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0554938 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0750298 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.140948 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.131479 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.139647 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.158174 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0687139 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00842164 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0134679 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0285257 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0236523 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0163516 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0120853 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.018276 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0100966 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.00960391 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0256317 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0704249 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0198059 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0828882 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0683119 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.111896 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0600289 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.110019 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.137804 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0642028 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0807576 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0417801 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0325651 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0387713 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.12583 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0329257 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0273869 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.09467 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0523869 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0164513 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0190951 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0586656 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0138156 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0135851 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.700401 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0477362 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0671934 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.119636 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0902135 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.107158 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.523132 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0991255 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0287233 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.106235 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.112505 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.128702 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0104346 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.101032 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.107291 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.14412 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0362305 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0306919 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0917976 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.101009 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.140091 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.137758 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.108206 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.327911 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0821234 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0423067 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.116789 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.157983 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.128605 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0576497 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0423067 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.122291 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0916003 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.125245 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0538487 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.0079074 # DEPENDENCYPART_SIBL
(10,4),(10,26),0.0204986 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0738551 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0880003 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0061382 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0750159 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0576783 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0337111 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00771462 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0061382 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.027169 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0116998 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0131237 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0211029 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.0705434 # DEPENDENCYPART_SIBL
(10,7),(10,26),0.0636788 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.224835 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00884398 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.194209 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0411332 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0577227 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0472807 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.00884398 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0648543 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.126604 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.114917 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.122475 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0752609 # DEPENDENCYPART_SIBL
(10,8),(10,26),0.143986 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00957095 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0573862 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00915293 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0387184 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0200834 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00957095 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0382802 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0546386 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0160712 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0449746 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0295853 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.0292721 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0420113 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0156682 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0716078 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.352205 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0373288 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0596582 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0243735 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0113328 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.00033755 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0303988 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.006744 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.096049 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.113948 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.222221 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0581488 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0825273 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0352354 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0625737 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0112441 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0410973 # DEPENDENCYPART_SIBL
(10,13),(10,26),0.00964984 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0935299 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00370809 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0618677 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0924041 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0733301 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.00730229 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.0147957 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.0342518 # DEPENDENCYPART_SIBL
(10,14),(10,26),0.0144335 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0367372 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0685411 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0741367 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0550515 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.0145406 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.00199672 # DEPENDENCYPART_SIBL
(10,15),(10,25),0.0490421 # DEPENDENCYPART_SIBL
(10,15),(10,26),0.0528674 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0166835 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0201443 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0132115 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.00846025 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.000541821 # DEPENDENCYPART_SIBL
(10,17),(10,25),-0.00581394 # DEPENDENCYPART_SIBL
