# _root_ Les coses han canviat molt des_d' aleshores : en_vigílies dels comicis del 1977 , el PSUC podia mirar de_tu_a_tu un partit socialista constituït recentment ; avui , Iniciativa lluita per la_seva supervivència i el PSC ocupa una posició hegemònica .
#goldHeads=2,4,4,0,4,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,18,29,32,30,29,35,36,29,38,36,38,4,
#predictedHeads=2,4,4,29,6,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,0,29,32,30,32,35,36,29,38,36,38,29,
(17,6),(17,13),0.042045 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.248474 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0549432 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0824704 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0219608 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0583641 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.059847 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.00374691 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.0480347 # DEPENDENCYPART_SIBL
(17,6),(17,25),0.0866605 # DEPENDENCYPART_SIBL
(17,6),(17,26),0.0898924 # DEPENDENCYPART_SIBL
(17,6),(17,27),0.0155853 # DEPENDENCYPART_SIBL
(17,6),(17,28),0.0842178 # DEPENDENCYPART_SIBL
(17,6),(17,29),0.0198787 # DEPENDENCYPART_SIBL
(17,6),(17,30),0.0195228 # DEPENDENCYPART_SIBL
(17,6),(17,33),0.0548115 # DEPENDENCYPART_SIBL
(17,6),(17,36),0.0226536 # DEPENDENCYPART_SIBL
(17,6),(17,40),0.0614238 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.130744 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0421313 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0413644 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0132478 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0644454 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0024398 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.285636 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0355254 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0135292 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0396478 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0553293 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0932252 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0188707 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.0645862 # DEPENDENCYPART_SIBL
(17,7),(17,25),-0.000658189 # DEPENDENCYPART_SIBL
(17,7),(17,26),-0.0109857 # DEPENDENCYPART_SIBL
(17,7),(17,27),-0.0427629 # DEPENDENCYPART_SIBL
(17,7),(17,28),-0.0951606 # DEPENDENCYPART_SIBL
(17,7),(17,29),-0.0356178 # DEPENDENCYPART_SIBL
(17,7),(17,30),-0.0525805 # DEPENDENCYPART_SIBL
(17,7),(17,33),-0.0335888 # DEPENDENCYPART_SIBL
(17,7),(17,36),-0.038001 # DEPENDENCYPART_SIBL
(17,7),(17,40),-0.018846 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.100906 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0948362 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.15986 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0838268 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0906094 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.149294 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0334768 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.16029 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.117036 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0735666 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.333193 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.0918286 # DEPENDENCYPART_SIBL
(17,8),(17,24),0.0674599 # DEPENDENCYPART_SIBL
(17,8),(17,25),0.212803 # DEPENDENCYPART_SIBL
(17,8),(17,26),0.144797 # DEPENDENCYPART_SIBL
(17,8),(17,27),0.052777 # DEPENDENCYPART_SIBL
(17,8),(17,28),0.321852 # DEPENDENCYPART_SIBL
(17,8),(17,29),0.0972039 # DEPENDENCYPART_SIBL
(17,8),(17,30),0.0865553 # DEPENDENCYPART_SIBL
(17,8),(17,33),0.173215 # DEPENDENCYPART_SIBL
(17,8),(17,36),0.109208 # DEPENDENCYPART_SIBL
(17,8),(17,40),-0.214409 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0411277 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.00593225 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0642088 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.00312261 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.290728 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.032474 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.00621372 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0324264 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0356716 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0533065 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.00216239 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0449284 # DEPENDENCYPART_SIBL
(17,9),(17,25),0.0318088 # DEPENDENCYPART_SIBL
(17,9),(17,26),0.00867204 # DEPENDENCYPART_SIBL
(17,9),(17,27),0.00451936 # DEPENDENCYPART_SIBL
(17,9),(17,28),-0.0552419 # DEPENDENCYPART_SIBL
(17,9),(17,29),-0.0283964 # DEPENDENCYPART_SIBL
(17,9),(17,30),-0.0299695 # DEPENDENCYPART_SIBL
(17,9),(17,33),-0.00393274 # DEPENDENCYPART_SIBL
(17,9),(17,36),-0.0307796 # DEPENDENCYPART_SIBL
(17,9),(17,40),0.0130048 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0536495 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.127425 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0469972 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.336209 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.129587 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0529538 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0471797 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0294056 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0807822 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0682363 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0397355 # DEPENDENCYPART_SIBL
(17,10),(17,25),0.0250074 # DEPENDENCYPART_SIBL
(17,10),(17,26),0.00269461 # DEPENDENCYPART_SIBL
(17,10),(17,27),-0.0318477 # DEPENDENCYPART_SIBL
(17,10),(17,28),-0.0598478 # DEPENDENCYPART_SIBL
(17,10),(17,29),-0.0492617 # DEPENDENCYPART_SIBL
(17,10),(17,30),-0.109028 # DEPENDENCYPART_SIBL
(17,10),(17,33),-0.0230308 # DEPENDENCYPART_SIBL
(17,10),(17,36),-0.046487 # DEPENDENCYPART_SIBL
(17,10),(17,40),-0.00714883 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.151298 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.189469 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.491747 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.177252 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.735751 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0275212 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.00770747 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.000982749 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0177746 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.000234572 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.0740342 # DEPENDENCYPART_SIBL
(17,11),(17,26),0.0736954 # DEPENDENCYPART_SIBL
(17,11),(17,27),-0.0105419 # DEPENDENCYPART_SIBL
(17,11),(17,28),-0.0276882 # DEPENDENCYPART_SIBL
(17,11),(17,29),-0.0179086 # DEPENDENCYPART_SIBL
(17,11),(17,30),0.0201813 # DEPENDENCYPART_SIBL
(17,11),(17,33),0.0206952 # DEPENDENCYPART_SIBL
(17,11),(17,36),-0.0144373 # DEPENDENCYPART_SIBL
(17,11),(17,40),0.0164753 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.076201 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.346232 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.169524 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.067015 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0700355 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0396032 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.15418 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0686255 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0499326 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0104943 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.0080538 # DEPENDENCYPART_SIBL
(17,12),(17,27),-0.0668102 # DEPENDENCYPART_SIBL
(17,12),(17,28),-0.133238 # DEPENDENCYPART_SIBL
(17,12),(17,29),-0.0721176 # DEPENDENCYPART_SIBL
(17,12),(17,30),-0.0684233 # DEPENDENCYPART_SIBL
(17,12),(17,33),-0.0661267 # DEPENDENCYPART_SIBL
(17,12),(17,36),-0.0693428 # DEPENDENCYPART_SIBL
(17,12),(17,40),-0.0490958 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.200557 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0753404 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.014524 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.00180824 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0117592 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0345589 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0258034 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0189744 # DEPENDENCYPART_SIBL
(17,13),(17,25),0.0941231 # DEPENDENCYPART_SIBL
(17,13),(17,26),0.0474532 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.0326204 # DEPENDENCYPART_SIBL
(17,13),(17,28),0.0266944 # DEPENDENCYPART_SIBL
(17,13),(17,29),0.000498293 # DEPENDENCYPART_SIBL
(17,13),(17,30),0.02299 # DEPENDENCYPART_SIBL
(17,13),(17,33),0.0693971 # DEPENDENCYPART_SIBL
(17,13),(17,36),0.000510381 # DEPENDENCYPART_SIBL
(17,13),(17,40),-0.00184757 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0830837 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.038131 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00723647 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0295536 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.065191 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0148559 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0245915 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0821762 # DEPENDENCYPART_SIBL
(17,14),(17,26),0.108424 # DEPENDENCYPART_SIBL
(17,14),(17,27),0.249521 # DEPENDENCYPART_SIBL
(17,14),(17,28),0.0326761 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.0264321 # DEPENDENCYPART_SIBL
(17,14),(17,30),-0.0137754 # DEPENDENCYPART_SIBL
(17,14),(17,33),-0.00766454 # DEPENDENCYPART_SIBL
(17,14),(17,36),-0.0239809 # DEPENDENCYPART_SIBL
(17,14),(17,40),-0.447641 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.013176 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0760264 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0922103 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00552315 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0220277 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.101319 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.0107044 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0441652 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.011448 # DEPENDENCYPART_SIBL
(17,15),(17,28),-0.00383835 # DEPENDENCYPART_SIBL
(17,15),(17,29),-0.0698609 # DEPENDENCYPART_SIBL
(17,15),(17,30),0.00758939 # DEPENDENCYPART_SIBL
(17,15),(17,33),-0.00827402 # DEPENDENCYPART_SIBL
(17,15),(17,36),-0.0813698 # DEPENDENCYPART_SIBL
(17,15),(17,40),-0.102082 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0241465 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00949643 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.00318072 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0158958 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.00202352 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0766375 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.0754843 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.00766489 # DEPENDENCYPART_SIBL
(17,16),(17,28),-0.0254902 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.0145339 # DEPENDENCYPART_SIBL
(17,16),(17,30),0.0225079 # DEPENDENCYPART_SIBL
(17,16),(17,33),0.0228256 # DEPENDENCYPART_SIBL
(17,16),(17,36),-0.0110625 # DEPENDENCYPART_SIBL
(17,16),(17,40),0.0194739 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00267708 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0566311 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0130833 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.00414842 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0363741 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.00805032 # DEPENDENCYPART_SIBL
(17,18),(17,27),0.0348705 # DEPENDENCYPART_SIBL
(17,18),(17,28),0.0172022 # DEPENDENCYPART_SIBL
(17,18),(17,29),-0.00588848 # DEPENDENCYPART_SIBL
(17,18),(17,30),0.02459 # DEPENDENCYPART_SIBL
(17,18),(17,33),0.0127483 # DEPENDENCYPART_SIBL
(17,18),(17,36),-0.0257806 # DEPENDENCYPART_SIBL
(17,18),(17,40),0.0197081 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0406915 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0167567 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0108289 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0361008 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.00415926 # DEPENDENCYPART_SIBL
(17,19),(17,27),0.0234106 # DEPENDENCYPART_SIBL
(17,19),(17,28),0.00925323 # DEPENDENCYPART_SIBL
(17,19),(17,29),0.0642604 # DEPENDENCYPART_SIBL
(17,19),(17,30),0.0772455 # DEPENDENCYPART_SIBL
(17,19),(17,33),0.00563624 # DEPENDENCYPART_SIBL
(17,19),(17,36),0.0288983 # DEPENDENCYPART_SIBL
(17,19),(17,40),0.0336828 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0447866 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0240294 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.0236182 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.0382669 # DEPENDENCYPART_SIBL
(17,21),(17,27),0.0420033 # DEPENDENCYPART_SIBL
(17,21),(17,28),-0.273969 # DEPENDENCYPART_SIBL
(17,21),(17,29),0.0136155 # DEPENDENCYPART_SIBL
(17,21),(17,30),-0.0134819 # DEPENDENCYPART_SIBL
(17,21),(17,33),-0.0300958 # DEPENDENCYPART_SIBL
(17,21),(17,36),-0.0118843 # DEPENDENCYPART_SIBL
(17,21),(17,40),-0.00908405 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0595262 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.00948855 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.0302035 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.0064559 # DEPENDENCYPART_SIBL
(17,23),(17,28),-0.0550122 # DEPENDENCYPART_SIBL
(17,23),(17,29),0.0367368 # DEPENDENCYPART_SIBL
(17,23),(17,30),0.0589418 # DEPENDENCYPART_SIBL
(17,23),(17,33),-0.0123065 # DEPENDENCYPART_SIBL
(17,23),(17,36),0.0139282 # DEPENDENCYPART_SIBL
(17,23),(17,40),0.0176328 # DEPENDENCYPART_SIBL
(17,24),(17,25),0.0468475 # DEPENDENCYPART_SIBL
(17,24),(17,26),0.00293686 # DEPENDENCYPART_SIBL
(17,24),(17,27),0.0397305 # DEPENDENCYPART_SIBL
(17,24),(17,28),0.0168284 # DEPENDENCYPART_SIBL
(17,24),(17,29),0.0735903 # DEPENDENCYPART_SIBL
(17,24),(17,30),0.0931492 # DEPENDENCYPART_SIBL
(17,24),(17,33),0.0119942 # DEPENDENCYPART_SIBL
(17,24),(17,36),0.0382283 # DEPENDENCYPART_SIBL
(17,24),(17,40),0.0425459 # DEPENDENCYPART_SIBL
(17,25),(17,26),0.0690457 # DEPENDENCYPART_SIBL
(17,25),(17,27),0.00711794 # DEPENDENCYPART_SIBL
(17,25),(17,28),0.270541 # DEPENDENCYPART_SIBL
(17,25),(17,29),0.381899 # DEPENDENCYPART_SIBL
(17,25),(17,30),-0.0152051 # DEPENDENCYPART_SIBL
(17,25),(17,33),0.26607 # DEPENDENCYPART_SIBL
(17,25),(17,36),0.358842 # DEPENDENCYPART_SIBL
(17,25),(17,40),0.0697682 # DEPENDENCYPART_SIBL
(17,26),(17,27),-0.016794 # DEPENDENCYPART_SIBL
(17,26),(17,28),0.0665917 # DEPENDENCYPART_SIBL
(17,26),(17,29),0.107385 # DEPENDENCYPART_SIBL
(17,26),(17,30),0.118446 # DEPENDENCYPART_SIBL
(17,26),(17,33),-0.0105723 # DEPENDENCYPART_SIBL
(17,26),(17,36),0.0720225 # DEPENDENCYPART_SIBL
(17,26),(17,40),0.0705282 # DEPENDENCYPART_SIBL
(17,27),(17,28),-0.0460496 # DEPENDENCYPART_SIBL
(17,27),(17,29),0.0803376 # DEPENDENCYPART_SIBL
(17,27),(17,30),-0.239466 # DEPENDENCYPART_SIBL
(17,27),(17,33),0.220367 # DEPENDENCYPART_SIBL
(17,27),(17,36),0.0519376 # DEPENDENCYPART_SIBL
(17,27),(17,40),-0.054143 # DEPENDENCYPART_SIBL
(17,28),(17,29),0.0385372 # DEPENDENCYPART_SIBL
(17,28),(17,30),-0.0386539 # DEPENDENCYPART_SIBL
(17,28),(17,33),0.00410563 # DEPENDENCYPART_SIBL
(17,28),(17,36),0.0130374 # DEPENDENCYPART_SIBL
(17,28),(17,40),0.0237437 # DEPENDENCYPART_SIBL
(17,29),(17,30),-0.0214095 # DEPENDENCYPART_SIBL
(17,29),(17,33),-0.0106334 # DEPENDENCYPART_SIBL
(17,29),(17,36),-0.0454769 # DEPENDENCYPART_SIBL
(17,29),(17,40),-0.0236933 # DEPENDENCYPART_SIBL
(17,30),(17,33),0.0125475 # DEPENDENCYPART_SIBL
(17,30),(17,36),-0.0308315 # DEPENDENCYPART_SIBL
(17,30),(17,40),0.0108283 # DEPENDENCYPART_SIBL
(17,33),(17,36),0.65147 # DEPENDENCYPART_SIBL
(17,33),(17,40),0.0291671 # DEPENDENCYPART_SIBL
(17,36),(17,40),0.0158845 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0278893 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0008139 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.00448137 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0292932 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0482783 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.307988 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0363231 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.109244 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.733535 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.147635 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.186733 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.490158 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.174514 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.733253 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0358644 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0573384 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0821729 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0702654 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0703262 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0648113 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.025411 # DEPENDENCYPART_SIBL
(18,2),(18,26),0.00864955 # DEPENDENCYPART_SIBL
(18,2),(18,27),-0.122391 # DEPENDENCYPART_SIBL
(18,2),(18,28),-0.110844 # DEPENDENCYPART_SIBL
(18,2),(18,29),-0.0470268 # DEPENDENCYPART_SIBL
(18,2),(18,30),-0.0357648 # DEPENDENCYPART_SIBL
(18,2),(18,32),-0.105384 # DEPENDENCYPART_SIBL
(18,2),(18,33),-0.0613703 # DEPENDENCYPART_SIBL
(18,2),(18,35),-0.120403 # DEPENDENCYPART_SIBL
(18,2),(18,36),-0.0435555 # DEPENDENCYPART_SIBL
(18,2),(18,38),-0.124297 # DEPENDENCYPART_SIBL
(18,2),(18,40),-0.106969 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0426423 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.124058 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0890337 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.06296 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0141564 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0580932 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0154073 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0183203 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.00790146 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0212244 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0904237 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0221846 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0186026 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0685445 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0119885 # DEPENDENCYPART_SIBL
(18,3),(18,21),0.11771 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.0879727 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.0881607 # DEPENDENCYPART_SIBL
(18,3),(18,24),0.00785944 # DEPENDENCYPART_SIBL
(18,3),(18,25),0.0980224 # DEPENDENCYPART_SIBL
(18,3),(18,26),0.0920738 # DEPENDENCYPART_SIBL
(18,3),(18,27),0.077763 # DEPENDENCYPART_SIBL
(18,3),(18,28),0.126264 # DEPENDENCYPART_SIBL
(18,3),(18,29),0.0577085 # DEPENDENCYPART_SIBL
(18,3),(18,30),0.0958259 # DEPENDENCYPART_SIBL
(18,3),(18,32),0.136443 # DEPENDENCYPART_SIBL
(18,3),(18,33),0.0417735 # DEPENDENCYPART_SIBL
(18,3),(18,35),0.121981 # DEPENDENCYPART_SIBL
(18,3),(18,36),0.0465191 # DEPENDENCYPART_SIBL
(18,3),(18,38),0.119245 # DEPENDENCYPART_SIBL
(18,3),(18,40),0.122309 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0839758 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0501082 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0228758 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0649434 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.018009 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.122874 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.012096 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.130997 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.029032 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.141786 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0698309 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0118136 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0438122 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0196453 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0217853 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.00199036 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.00217818 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0263509 # DEPENDENCYPART_SIBL
(18,4),(18,25),0.0458996 # DEPENDENCYPART_SIBL
(18,4),(18,26),0.0522104 # DEPENDENCYPART_SIBL
(18,4),(18,27),0.000935292 # DEPENDENCYPART_SIBL
(18,4),(18,28),-0.0157773 # DEPENDENCYPART_SIBL
(18,4),(18,29),0.0142851 # DEPENDENCYPART_SIBL
(18,4),(18,30),0.0173389 # DEPENDENCYPART_SIBL
(18,4),(18,32),-0.0042011 # DEPENDENCYPART_SIBL
(18,4),(18,33),0.0170547 # DEPENDENCYPART_SIBL
(18,4),(18,35),-0.0184276 # DEPENDENCYPART_SIBL
(18,4),(18,36),0.00309577 # DEPENDENCYPART_SIBL
(18,4),(18,38),-0.0221935 # DEPENDENCYPART_SIBL
(18,4),(18,40),0.0817162 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0036434 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0859342 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.157647 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0811214 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0748689 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0188598 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0989147 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0230691 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.312543 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0761758 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0185783 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0707424 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0668609 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.117535 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0399624 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0427296 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.0761178 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.0175729 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.0176758 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.00554451 # DEPENDENCYPART_SIBL
(18,5),(18,28),-0.119345 # DEPENDENCYPART_SIBL
(18,5),(18,29),-0.0175655 # DEPENDENCYPART_SIBL
(18,5),(18,30),-0.0457791 # DEPENDENCYPART_SIBL
(18,5),(18,32),-0.10634 # DEPENDENCYPART_SIBL
