# _root_ En_funció_d' aquesta Diagnosi s' elaborarà el Pla_d'_Acció_Local_per_a_la_Sostenibilitat , configurat per un conjunt d' accions a emprendre , consensuades amb la ciutadania i els agents socials i econòmics locals .
#goldHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,18,15,18,14,18,21,19,21,24,21,24,25,25,24,5,
#predictedHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,9,15,18,16,18,21,19,21,24,21,24,25,25,25,5,
(5,16),(5,18),-0.0147728 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.01378 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.0201766 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.00826419 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0192167 # DEPENDENCYPART_SIBL
(5,16),(5,26),0.00826419 # DEPENDENCYPART_SIBL
(5,16),(5,27),-0.0147783 # DEPENDENCYPART_SIBL
(5,16),(5,28),-0.0146174 # DEPENDENCYPART_SIBL
(5,16),(5,29),0.00282396 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0102696 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.124133 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0321678 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.220973 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.0197209 # DEPENDENCYPART_SIBL
(5,17),(5,26),0.220973 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.00247463 # DEPENDENCYPART_SIBL
(5,17),(5,28),0.0127993 # DEPENDENCYPART_SIBL
(5,17),(5,29),-0.0607749 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0609321 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.0489943 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0194509 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.0514494 # DEPENDENCYPART_SIBL
(5,18),(5,26),-0.0194509 # DEPENDENCYPART_SIBL
(5,18),(5,27),-0.186938 # DEPENDENCYPART_SIBL
(5,18),(5,28),-0.179086 # DEPENDENCYPART_SIBL
(5,18),(5,29),0.00597349 # DEPENDENCYPART_SIBL
(5,19),(5,21),0.000112882 # DEPENDENCYPART_SIBL
(5,19),(5,22),0.0342035 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.00777081 # DEPENDENCYPART_SIBL
(5,19),(5,26),0.0342035 # DEPENDENCYPART_SIBL
(5,19),(5,27),0.0130342 # DEPENDENCYPART_SIBL
(5,19),(5,28),0.015378 # DEPENDENCYPART_SIBL
(5,19),(5,29),0.00273706 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.00369728 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.249121 # DEPENDENCYPART_SIBL
(5,21),(5,26),-0.00369728 # DEPENDENCYPART_SIBL
(5,21),(5,27),-0.0444723 # DEPENDENCYPART_SIBL
(5,21),(5,28),-0.0386225 # DEPENDENCYPART_SIBL
(5,21),(5,29),-0.017349 # DEPENDENCYPART_SIBL
(5,22),(5,24),0.2013 # DEPENDENCYPART_SIBL
(5,22),(5,26),-0.406173 # DEPENDENCYPART_SIBL
(5,22),(5,27),0.121929 # DEPENDENCYPART_SIBL
(5,22),(5,28),0.13034 # DEPENDENCYPART_SIBL
(5,22),(5,29),0.022537 # DEPENDENCYPART_SIBL
(5,24),(5,26),0.0132619 # DEPENDENCYPART_SIBL
(5,24),(5,27),-0.0384931 # DEPENDENCYPART_SIBL
(5,24),(5,28),-0.0326551 # DEPENDENCYPART_SIBL
(5,24),(5,29),-0.0189087 # DEPENDENCYPART_SIBL
(5,26),(5,27),0.121929 # DEPENDENCYPART_SIBL
(5,26),(5,28),0.13034 # DEPENDENCYPART_SIBL
(5,26),(5,29),0.022537 # DEPENDENCYPART_SIBL
(5,27),(5,28),-0.17944 # DEPENDENCYPART_SIBL
(5,27),(5,29),0.00197081 # DEPENDENCYPART_SIBL
(5,28),(5,29),0.00427067 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0946018 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00233496 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00476445 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0247443 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0739799 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0414144 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0447379 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.072299 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.010729 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.00476445 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0143229 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0584852 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.0542642 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0149051 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0674822 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0784498 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.352255 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.314083 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.314833 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0991012 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00550461 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0674822 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0510318 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0245768 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.300365 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00105029 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0170101 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.374191 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0351476 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.392311 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0412347 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0402472 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.00105029 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.038419 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.272075 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.405353 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0879219 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0138944 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0238468 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00978922 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0103748 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.018674 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0475102 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.00207727 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.00513315 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.00475606 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0518914 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0759242 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0500937 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0144811 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0124188 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0938201 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0280834 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.051859 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0474572 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0204794 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0318655 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.036808 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.00249725 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0335302 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.00410911 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0461568 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0269337 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0169528 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.160673 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.00412225 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0425509 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0745247 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0242303 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.0162248 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0388103 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00611174 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0205375 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.000460243 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0225306 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.00901583 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.000892029 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0545937 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0812292 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0362574 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.0799282 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0120484 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0584068 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0656954 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.0326595 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00207727 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.00513315 # DEPENDENCYPART_SIBL
(7,18),(7,24),0.00475606 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.038236 # DEPENDENCYPART_SIBL
(7,19),(7,24),0.0342389 # DEPENDENCYPART_SIBL
(7,22),(7,24),0.612516 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0306103 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0224421 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0869356 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0354958 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0137615 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0243596 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0760379 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.00303972 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.00770235 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0037741 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0412541 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0310302 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.039224 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.0310302 # DEPENDENCYPART_SIBL
(9,1),(9,29),0.00600975 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.120033 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0493288 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.170505 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.22464 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.152489 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.153549 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.108001 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0424554 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0821546 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.123584 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0282182 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.148511 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.0282182 # DEPENDENCYPART_SIBL
(9,6),(9,29),-0.0351997 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.10907 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.156854 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.103495 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.139017 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0878347 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0591269 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.643893 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00101474 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.144697 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.00768002 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.13751 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.00768002 # DEPENDENCYPART_SIBL
(9,8),(9,29),-0.144899 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0286105 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0881439 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0371944 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0526161 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0678268 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.224296 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.230143 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0703448 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.154141 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0347517 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.154141 # DEPENDENCYPART_SIBL
(9,10),(9,29),0.110765 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0197564 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.122007 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.114952 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0417246 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0910329 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0962196 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.080039 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.105175 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.124154 # DEPENDENCYPART_SIBL
(9,12),(9,26),0.105175 # DEPENDENCYPART_SIBL
(9,12),(9,29),0.039543 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0119954 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00803936 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0117121 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0236802 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.110515 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0344454 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0277427 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0131184 # DEPENDENCYPART_SIBL
(9,13),(9,26),0.0277427 # DEPENDENCYPART_SIBL
(9,13),(9,29),-0.0206162 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.1267 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0380503 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0769893 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0913085 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0901287 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0910155 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.133312 # DEPENDENCYPART_SIBL
(9,14),(9,26),0.0910155 # DEPENDENCYPART_SIBL
(9,14),(9,29),0.0452778 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0173303 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.104894 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.200883 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0539537 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.151908 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0336331 # DEPENDENCYPART_SIBL
(9,15),(9,26),0.151908 # DEPENDENCYPART_SIBL
(9,15),(9,29),0.0789912 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0895386 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.13133 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0630849 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0906375 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0250008 # DEPENDENCYPART_SIBL
(9,16),(9,26),0.0906375 # DEPENDENCYPART_SIBL
(9,16),(9,29),0.0401216 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.674247 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0858417 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.331727 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0854341 # DEPENDENCYPART_SIBL
(9,17),(9,26),0.331727 # DEPENDENCYPART_SIBL
(9,17),(9,29),-0.00834108 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.09239 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.137128 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0179193 # DEPENDENCYPART_SIBL
(9,18),(9,26),0.137128 # DEPENDENCYPART_SIBL
(9,18),(9,29),0.0565867 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.124233 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.0107127 # DEPENDENCYPART_SIBL
(9,19),(9,26),0.124233 # DEPENDENCYPART_SIBL
(9,19),(9,29),0.0952639 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.331904 # DEPENDENCYPART_SIBL
(9,22),(9,26),-0.242227 # DEPENDENCYPART_SIBL
(9,22),(9,29),0.0248872 # DEPENDENCYPART_SIBL
(9,24),(9,26),0.113432 # DEPENDENCYPART_SIBL
(9,24),(9,29),0.0361954 # DEPENDENCYPART_SIBL
(9,26),(9,29),0.0248872 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0778218 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0909247 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0239818 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0469829 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0357476 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0414509 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0299149 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.000909471 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.00837706 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.126905 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.00721837 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0382914 # DEPENDENCYPART_SIBL
(10,1),(10,29),0.055591 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0320253 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.13016 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0189289 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.172459 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.161326 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.159498 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00867498 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0622788 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.127004 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0244337 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0861348 # DEPENDENCYPART_SIBL
(10,6),(10,29),0.0765343 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.173188 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0260934 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.292229 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0235789 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.28292 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.131894 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.102961 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.57557 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.00210495 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0230633 # DEPENDENCYPART_SIBL
(10,8),(10,29),-0.0826487 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.117014 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0938204 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0656469 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0943375 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00524704 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0751455 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0126899 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0614783 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.054777 # DEPENDENCYPART_SIBL
(10,9),(10,29),0.204788 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.147478 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0858766 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.147764 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.204764 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.162678 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.087532 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0923725 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0630186 # DEPENDENCYPART_SIBL
(10,11),(10,29),0.0126342 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.142167 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.84687 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.25697 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.508811 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0616862 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.352141 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0717369 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.0476438 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.167388 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.348958 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.209209 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0134339 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.100835 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.189257 # DEPENDENCYPART_SIBL
(10,13),(10,29),0.083937 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.280232 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.533866 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0141046 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.385796 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.09669 # DEPENDENCYPART_SIBL
(10,14),(10,29),0.00818468 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.295019 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00183944 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.127955 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.20579 # DEPENDENCYPART_SIBL
(10,15),(10,29),0.113156 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0331415 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.195225 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.200353 # DEPENDENCYPART_SIBL
(10,16),(10,29),0.0245566 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0247013 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.226467 # DEPENDENCYPART_SIBL
(10,17),(10,29),-0.0999409 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.177896 # DEPENDENCYPART_SIBL
(10,18),(10,29),0.00689152 # DEPENDENCYPART_SIBL
(10,19),(10,29),0.138107 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.460167 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.355848 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.125573 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0850883 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0567519 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.058994 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.000705269 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.063747 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0419304 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0887184 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.00883852 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.000208138 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.00582057 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0587867 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0514567 # DEPENDENCYPART_SIBL
(12,1),(12,25),-0.00338149 # DEPENDENCYPART_SIBL
(12,1),(12,27),0.0110305 # DEPENDENCYPART_SIBL
(12,1),(12,28),0.00554525 # DEPENDENCYPART_SIBL
(12,1),(12,29),0.0488035 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0249671 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0669713 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.670556 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.310865 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.285862 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.089345 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0259178 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0284068 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0487229 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.00638727 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.271395 # DEPENDENCYPART_SIBL
(12,6),(12,25),0.016351 # DEPENDENCYPART_SIBL
(12,6),(12,27),0.0305073 # DEPENDENCYPART_SIBL
(12,6),(12,28),0.0558615 # DEPENDENCYPART_SIBL
(12,6),(12,29),-0.0441326 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.178832 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.490955 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.085165 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0309199 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0701357 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.10939 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0149806 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0115735 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0171152 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0413422 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.00802136 # DEPENDENCYPART_SIBL
(12,8),(12,27),0.00579099 # DEPENDENCYPART_SIBL
(12,8),(12,28),0.00989306 # DEPENDENCYPART_SIBL
(12,8),(12,29),-0.312999 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.292249 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0231403 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.00302549 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0222659 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0107831 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0011973 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0765284 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.00148336 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0016466 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.00169598 # DEPENDENCYPART_SIBL
(12,9),(12,27),0.00388566 # DEPENDENCYPART_SIBL
(12,9),(12,28),0.00766419 # DEPENDENCYPART_SIBL
(12,9),(12,29),0.00594381 # DEPENDENCYPART_SIBL
