# _root_ En la fase final del premi , que es desenvoluparà entre el 7_de_juny i el 2_de_juliol , els equips disposaran de tres milions de pessetes reals cadascun que podran invertir .
#goldHeads=20,3,1,3,3,5,10,10,10,3,13,13,10,13,16,13,10,19,20,0,20,23,21,23,24,23,20,30,30,23,20,
#predictedHeads=20,3,1,3,3,5,10,10,10,6,13,13,10,13,16,13,1,19,20,0,20,23,21,23,24,23,23,30,30,27,20,
(5,7),(5,13),0.0759592 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.141075 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.111937 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.089334 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0792739 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0334364 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.193034 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0470981 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0564646 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.040995 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0792739 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0560859 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.0329906 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.00732048 # DEPENDENCYPART_SIBL
(6,2),(6,31),-0.0416921 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.100961 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.001486 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0150353 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0920372 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0362755 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.00907793 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0331783 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.001486 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0118561 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0150771 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.00748695 # DEPENDENCYPART_SIBL
(6,4),(6,31),0.0208593 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0478676 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0354343 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0293185 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.114437 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0291953 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.112424 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0478676 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0369258 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.035474 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0239988 # DEPENDENCYPART_SIBL
(6,5),(6,31),-0.00163813 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0166819 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.211625 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0717379 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.311168 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0682108 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0923356 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.379827 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0167266 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.228301 # DEPENDENCYPART_SIBL
(6,7),(6,31),0.0492327 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.116534 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0503353 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0622133 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0465244 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0696636 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00923239 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0598014 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.0156072 # DEPENDENCYPART_SIBL
(6,10),(6,31),0.0381852 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0417687 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.141691 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0345066 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0334333 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0342465 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0137914 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.0344025 # DEPENDENCYPART_SIBL
(6,11),(6,31),0.0738687 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0221402 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.014535 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.057054 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0201143 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0250072 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0298676 # DEPENDENCYPART_SIBL
(6,13),(6,31),0.0829266 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.135491 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0513049 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.568775 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.077906 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.328918 # DEPENDENCYPART_SIBL
(6,14),(6,31),-0.0230281 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0562307 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0199273 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0238172 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.0298463 # DEPENDENCYPART_SIBL
(6,16),(6,31),0.0812816 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.379827 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0167266 # DEPENDENCYPART_SIBL
(6,17),(6,25),0.228301 # DEPENDENCYPART_SIBL
(6,17),(6,31),0.0492327 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0215944 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.0499623 # DEPENDENCYPART_SIBL
(6,19),(6,31),0.0147975 # DEPENDENCYPART_SIBL
(6,20),(6,25),0.0156298 # DEPENDENCYPART_SIBL
(6,20),(6,31),0.0424517 # DEPENDENCYPART_SIBL
(6,25),(6,31),-0.0269379 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.010398 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0654073 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.125275 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00312812 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.341464 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.519181 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.363452 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.113084 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0521318 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0367267 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0428913 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.00695525 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.000661975 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0250783 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.00529135 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.0783299 # DEPENDENCYPART_SIBL
(10,1),(10,26),-0.021107 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.00228142 # DEPENDENCYPART_SIBL
(10,1),(10,29),0.0132326 # DEPENDENCYPART_SIBL
(10,1),(10,30),0.0296303 # DEPENDENCYPART_SIBL
(10,1),(10,31),0.0167789 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.180827 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.151549 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.739846 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.491987 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.704567 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.187534 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0364907 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.000509461 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0340184 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00982982 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00164743 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0175939 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0246909 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.052082 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.014864 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0142466 # DEPENDENCYPART_SIBL
(10,3),(10,27),-0.0150317 # DEPENDENCYPART_SIBL
(10,3),(10,29),0.00592342 # DEPENDENCYPART_SIBL
(10,3),(10,30),0.0253944 # DEPENDENCYPART_SIBL
(10,3),(10,31),0.036209 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0971264 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0366692 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.192249 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.25757 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0978073 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.11581 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0296875 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00908987 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0228747 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.00361562 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.033204 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.00429026 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0422864 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.0043826 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.0553005 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0304628 # DEPENDENCYPART_SIBL
(10,4),(10,29),-0.00747324 # DEPENDENCYPART_SIBL
(10,4),(10,30),0.00353532 # DEPENDENCYPART_SIBL
(10,4),(10,31),0.00943 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.072713 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.346122 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.488291 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.138078 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.111621 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00353457 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0595621 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.00570589 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0711543 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.141568 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.033655 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.157224 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0218718 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.0684844 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0352745 # DEPENDENCYPART_SIBL
(10,5),(10,29),-0.0454529 # DEPENDENCYPART_SIBL
(10,5),(10,30),-0.0321358 # DEPENDENCYPART_SIBL
(10,5),(10,31),-0.0440218 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.499479 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.70677 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.188003 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0249799 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00265951 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0105901 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00666085 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0285587 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0303902 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0188538 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0648666 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0243296 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0169151 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0203965 # DEPENDENCYPART_SIBL
(10,6),(10,29),9.02313e-05 # DEPENDENCYPART_SIBL
(10,6),(10,30),0.0195573 # DEPENDENCYPART_SIBL
(10,6),(10,31),0.0243559 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.153949 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0991847 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0269961 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.02784 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0176991 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0470973 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.22513 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.015901 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.00620263 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0323842 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0126982 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.0289105 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.0225848 # DEPENDENCYPART_SIBL
(10,7),(10,29),-0.018062 # DEPENDENCYPART_SIBL
(10,7),(10,30),-0.00721172 # DEPENDENCYPART_SIBL
(10,7),(10,31),-0.462832 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.264923 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0627595 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.13866 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0175068 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.165076 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.000927546 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0283933 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.033803 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0276445 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0901827 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.000998781 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0408245 # DEPENDENCYPART_SIBL
(10,8),(10,29),0.0200238 # DEPENDENCYPART_SIBL
(10,8),(10,30),0.0342319 # DEPENDENCYPART_SIBL
(10,8),(10,31),-0.442683 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.136931 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0100512 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0844868 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00916937 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.113864 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.200562 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0401464 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.218921 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.00292029 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0451618 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.014283 # DEPENDENCYPART_SIBL
(10,9),(10,29),0.0258457 # DEPENDENCYPART_SIBL
(10,9),(10,30),0.0400935 # DEPENDENCYPART_SIBL
(10,9),(10,31),0.142867 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0924102 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.214377 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0919537 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0406319 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0630376 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0935183 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.105553 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.17688 # DEPENDENCYPART_SIBL
(10,11),(10,26),-0.0764569 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0950263 # DEPENDENCYPART_SIBL
(10,11),(10,29),-0.120033 # DEPENDENCYPART_SIBL
(10,11),(10,30),-0.0916747 # DEPENDENCYPART_SIBL
(10,11),(10,31),-0.0640798 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0382476 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0429621 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0266525 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.000830782 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.00463846 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.024223 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.0570903 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.0608986 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.00664496 # DEPENDENCYPART_SIBL
(10,13),(10,29),-0.0189906 # DEPENDENCYPART_SIBL
(10,13),(10,30),-0.00498893 # DEPENDENCYPART_SIBL
(10,13),(10,31),0.0315027 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.104203 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0234206 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.241857 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.67234 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0965729 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.220315 # DEPENDENCYPART_SIBL
(10,14),(10,26),0.122829 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.258687 # DEPENDENCYPART_SIBL
(10,14),(10,29),0.652509 # DEPENDENCYPART_SIBL
(10,14),(10,30),0.672814 # DEPENDENCYPART_SIBL
(10,14),(10,31),0.0490057 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0302944 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.00485086 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0030392 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0185413 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0518444 # DEPENDENCYPART_SIBL
(10,16),(10,26),-0.0556531 # DEPENDENCYPART_SIBL
(10,16),(10,27),0.0111881 # DEPENDENCYPART_SIBL
(10,16),(10,29),-0.0113129 # DEPENDENCYPART_SIBL
(10,16),(10,30),0.00268872 # DEPENDENCYPART_SIBL
(10,16),(10,31),0.0335013 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.00575541 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0927693 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0213145 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.166943 # DEPENDENCYPART_SIBL
(10,17),(10,26),0.0103112 # DEPENDENCYPART_SIBL
(10,17),(10,27),0.0286217 # DEPENDENCYPART_SIBL
(10,17),(10,29),0.0743809 # DEPENDENCYPART_SIBL
(10,17),(10,30),0.0847407 # DEPENDENCYPART_SIBL
(10,17),(10,31),-0.00457306 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0246845 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.288879 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.128111 # DEPENDENCYPART_SIBL
(10,19),(10,26),-0.0394944 # DEPENDENCYPART_SIBL
(10,19),(10,27),-0.138103 # DEPENDENCYPART_SIBL
(10,19),(10,29),-0.0444108 # DEPENDENCYPART_SIBL
(10,19),(10,30),-0.0252411 # DEPENDENCYPART_SIBL
(10,19),(10,31),0.00408717 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.00357557 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.0686406 # DEPENDENCYPART_SIBL
(10,20),(10,26),-0.00887522 # DEPENDENCYPART_SIBL
(10,20),(10,27),0.00285889 # DEPENDENCYPART_SIBL
(10,20),(10,29),-0.0308332 # DEPENDENCYPART_SIBL
(10,20),(10,30),-0.0170448 # DEPENDENCYPART_SIBL
(10,20),(10,31),0.0440543 # DEPENDENCYPART_SIBL
(10,23),(10,25),-0.104334 # DEPENDENCYPART_SIBL
(10,23),(10,26),-0.00907845 # DEPENDENCYPART_SIBL
(10,23),(10,27),-0.100195 # DEPENDENCYPART_SIBL
(10,23),(10,29),-0.00942415 # DEPENDENCYPART_SIBL
(10,23),(10,30),0.0103172 # DEPENDENCYPART_SIBL
(10,23),(10,31),0.0138818 # DEPENDENCYPART_SIBL
(10,25),(10,26),-0.0226856 # DEPENDENCYPART_SIBL
(10,25),(10,27),0.0559505 # DEPENDENCYPART_SIBL
(10,25),(10,29),-0.0210289 # DEPENDENCYPART_SIBL
(10,25),(10,30),-0.00752644 # DEPENDENCYPART_SIBL
(10,25),(10,31),0.0222284 # DEPENDENCYPART_SIBL
(10,26),(10,27),-0.0553304 # DEPENDENCYPART_SIBL
(10,26),(10,29),-0.00791095 # DEPENDENCYPART_SIBL
(10,26),(10,30),0.00658608 # DEPENDENCYPART_SIBL
(10,26),(10,31),0.0111704 # DEPENDENCYPART_SIBL
(10,27),(10,29),-0.0294724 # DEPENDENCYPART_SIBL
(10,27),(10,30),-0.0166609 # DEPENDENCYPART_SIBL
(10,27),(10,31),-0.0129157 # DEPENDENCYPART_SIBL
(10,29),(10,30),-0.0253213 # DEPENDENCYPART_SIBL
(10,29),(10,31),0.0160999 # DEPENDENCYPART_SIBL
(10,30),(10,31),0.0516425 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.119965 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0913145 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0242324 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0862398 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0215886 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.086173 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.035079 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0377642 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.00632331 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0152233 # DEPENDENCYPART_SIBL
(11,1),(11,25),0.0330326 # DEPENDENCYPART_SIBL
(11,1),(11,26),0.00222011 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.276229 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0904582 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.236037 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0954107 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.240925 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.862933 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.222285 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.184369 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.227312 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0983001 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.115114 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.165673 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0858589 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0183113 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0876005 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0196146 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0505915 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.00693557 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0283158 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0587142 # DEPENDENCYPART_SIBL
(11,10),(11,26),0.0315514 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.121528 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0507695 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.121529 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0106924 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.056357 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.104193 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0630961 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.138082 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.0775789 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0740733 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.242296 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0936367 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.318289 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.200469 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0724029 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.230196 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.164331 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.187681 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0330253 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.496618 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.317822 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.948763 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.226486 # DEPENDENCYPART_SIBL
(11,14),(11,26),0.340112 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0928347 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.318074 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.199257 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0689524 # DEPENDENCYPART_SIBL
(11,16),(11,25),-0.230197 # DEPENDENCYPART_SIBL
(11,16),(11,26),-0.164332 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0610359 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0758195 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.352503 # DEPENDENCYPART_SIBL
(11,17),(11,25),0.0175579 # DEPENDENCYPART_SIBL
(11,17),(11,26),0.0323628 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.365416 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0407688 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.381118 # DEPENDENCYPART_SIBL
(11,19),(11,26),-0.289539 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0564278 # DEPENDENCYPART_SIBL
(11,20),(11,25),-0.223968 # DEPENDENCYPART_SIBL
(11,20),(11,26),-0.110306 # DEPENDENCYPART_SIBL
(11,21),(11,25),-0.13283 # DEPENDENCYPART_SIBL
(11,21),(11,26),-0.0265957 # DEPENDENCYPART_SIBL
(11,25),(11,26),-0.142415 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.371501 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0384102 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.292238 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.359084 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.570883 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.491055 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0787018 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.162134 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.141818 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.194423 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.194423 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0619571 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.217939 # DEPENDENCYPART_SIBL
