# _root_ El ministre va assenyalar la informació , la lluita contra la guerra bacteriològica , la nuclear i la química com_a camps per a la cooperació intereuropea .
#goldHeads=2,4,4,0,6,4,6,9,6,9,12,10,12,12,16,12,12,19,12,4,20,21,22,25,23,25,4,
#predictedHeads=2,4,4,0,6,4,9,9,6,9,12,10,12,9,16,12,16,19,16,19,20,21,22,25,23,25,4,
(6,2),(6,27),-0.0574929 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.233096 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.029331 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0547459 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0462986 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0637977 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.146605 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.029331 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.148522 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0065776 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.140995 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0780832 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0645492 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0896187 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.127144 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0628071 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.146605 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.124371 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0940125 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0686302 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.264288 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0468665 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0687824 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0940125 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0726205 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0372846 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0593308 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0626925 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0495236 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.126657 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0047051 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.048231 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.0687824 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.0524446 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.4008 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0454524 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.397928 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0105426 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0151854 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.01151 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.232373 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0092189 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0462668 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.381273 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0635585 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.00576444 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.356216 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0105426 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0428618 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.032469 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0407498 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0679067 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.010162 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0669375 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0488175 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0693044 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0233374 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0414104 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0178251 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0508039 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0286548 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0679067 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.0241247 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0477217 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.149351 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.103246 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.146451 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.00710135 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.15085 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0794265 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0453596 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.183686 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0798575 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.0365222 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.149351 # DEPENDENCYPART_SIBL
(6,10),(6,27),0.130164 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.078327 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0285624 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0773577 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0754009 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0797246 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0514669 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0606971 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0127024 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0170883 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.0479415 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.078327 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.00688636 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0117138 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.00143966 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0099722 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0045092 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0559895 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0240132 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.106225 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.00479663 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0158727 # DEPENDENCYPART_SIBL
(6,13),(6,26),-0.000472251 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.0121132 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.01151 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.232373 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0092189 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0462668 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.381273 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0635585 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.00576444 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.356216 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.0105426 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0428618 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.033222 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.00754824 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0275193 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.00985387 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0777528 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0236735 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.0017134 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.0125297 # DEPENDENCYPART_SIBL
(6,16),(6,27),-0.0241706 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.30221 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0865596 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.638417 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0628956 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0191889 # DEPENDENCYPART_SIBL
(6,17),(6,25),0.630358 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.300659 # DEPENDENCYPART_SIBL
(6,17),(6,27),0.00132076 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0494621 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0270841 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0996976 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.00173075 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.0189436 # DEPENDENCYPART_SIBL
(6,19),(6,26),-0.005183 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.0139225 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0186441 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0209014 # DEPENDENCYPART_SIBL
(6,20),(6,23),-0.0187912 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.0274844 # DEPENDENCYPART_SIBL
(6,20),(6,26),-0.0175892 # DEPENDENCYPART_SIBL
(6,20),(6,27),0.0265468 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.00737834 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.0280474 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.0315677 # DEPENDENCYPART_SIBL
(6,21),(6,26),0.0699652 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0119199 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.0410652 # DEPENDENCYPART_SIBL
(6,22),(6,25),0.0274935 # DEPENDENCYPART_SIBL
(6,22),(6,26),0.0961285 # DEPENDENCYPART_SIBL
(6,22),(6,27),0.109258 # DEPENDENCYPART_SIBL
(6,23),(6,25),0.053148 # DEPENDENCYPART_SIBL
(6,23),(6,26),0.0493458 # DEPENDENCYPART_SIBL
(6,23),(6,27),0.185969 # DEPENDENCYPART_SIBL
(6,25),(6,26),0.0571492 # DEPENDENCYPART_SIBL
(6,25),(6,27),-0.0353965 # DEPENDENCYPART_SIBL
(6,26),(6,27),-0.0121132 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.106674 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.116277 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00529103 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.522147 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.557997 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.371012 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0167766 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0455841 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.788059 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.442751 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0914417 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0123384 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0101785 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0161766 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0138075 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.00288686 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0922909 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0940987 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0432551 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.14831 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.0928062 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.0123384 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.0462828 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0644431 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.010823 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0375286 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00939336 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0360715 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00698242 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0379881 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0143689 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0304609 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0425097 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0117751 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.00750477 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0258616 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0118339 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.0360715 # DEPENDENCYPART_SIBL
(9,6),(9,27),-0.0431544 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.04247 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0815924 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0563832 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00733009 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.345517 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00350608 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0258095 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0206307 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0122624 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0575945 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0469442 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.039942 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0404944 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.00733009 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.302823 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.442751 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0914417 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0123384 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0101785 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0161766 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0138075 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00288686 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0922909 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0940987 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0432551 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.14831 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.0928062 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.0123384 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.0462828 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0490932 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.144339 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.136427 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.141439 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0340189 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.145838 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.100999 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0467311 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.218675 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0988115 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0378937 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.144339 # DEPENDENCYPART_SIBL
(9,10),(9,27),0.160488 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0320582 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.034053 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0310889 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0631038 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0334558 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.043 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0307639 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0128361 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0256986 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0180083 # DEPENDENCYPART_SIBL
(9,12),(9,26),0.0320582 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.00875761 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.011406 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0491842 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00681617 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0432354 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0371767 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.00442347 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0959095 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0133597 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.003717 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.0482168 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.0159866 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00505533 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.268737 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00276427 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.00869512 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.375442 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0140744 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0331923 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.350386 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.00408792 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.00133481 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0164336 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0552928 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.00870656 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.00973582 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0674373 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0418298 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.0178763 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.0602742 # DEPENDENCYPART_SIBL
(9,16),(9,27),-0.0280441 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.248316 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.073766 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.599369 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.0586339 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.00625001 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.59131 # DEPENDENCYPART_SIBL
(9,17),(9,26),0.246765 # DEPENDENCYPART_SIBL
(9,17),(9,27),-0.0126217 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0306493 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.0074944 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0893821 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.019887 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.00064607 # DEPENDENCYPART_SIBL
(9,19),(9,26),-0.0529276 # DEPENDENCYPART_SIBL
(9,19),(9,27),-0.017796 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0163486 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.054632 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.00109584 # DEPENDENCYPART_SIBL
(9,20),(9,25),-0.0251888 # DEPENDENCYPART_SIBL
(9,20),(9,26),-0.0217298 # DEPENDENCYPART_SIBL
(9,20),(9,27),0.0584268 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.00751205 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.0366577 # DEPENDENCYPART_SIBL
(9,21),(9,25),0.00163452 # DEPENDENCYPART_SIBL
(9,21),(9,26),0.0236964 # DEPENDENCYPART_SIBL
(9,21),(9,27),-0.0137911 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.0247601 # DEPENDENCYPART_SIBL
(9,22),(9,25),0.0285935 # DEPENDENCYPART_SIBL
(9,22),(9,26),0.0911335 # DEPENDENCYPART_SIBL
(9,22),(9,27),0.140282 # DEPENDENCYPART_SIBL
(9,23),(9,25),0.048047 # DEPENDENCYPART_SIBL
(9,23),(9,26),0.03939 # DEPENDENCYPART_SIBL
(9,23),(9,27),0.20534 # DEPENDENCYPART_SIBL
(9,25),(9,26),0.0108804 # DEPENDENCYPART_SIBL
(9,25),(9,27),-0.0372678 # DEPENDENCYPART_SIBL
(9,26),(9,27),-0.0159866 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.365826 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.397827 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.130127 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0206724 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.554456 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0216261 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0315498 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0168291 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0413143 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0336283 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0429547 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.260021 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0574343 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0148824 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.19515 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0158431 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0282638 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.012963 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0778295 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0376074 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.101963 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0601827 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00151018 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0555735 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00151018 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0296367 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0015095 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0125856 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0249228 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.015816 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.352257 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0122415 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.352258 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.100817 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.352334 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0111714 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0979689 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0785418 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.132978 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.228589 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0674841 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.226875 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0877081 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0514546 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.179033 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0373808 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0968431 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0372664 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.243583 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.20791 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.254414 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0730803 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.226875 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0959146 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0596621 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.18724 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.351051 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.876832 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.902848 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.875092 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0904578 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0542042 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.181783 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.00569122 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.106663 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.225617 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.326445 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0430099 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.232931 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.380418 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0430099 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00331049 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.29114 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0071345 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.035036 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.00999011 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0413043 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0519405 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0119583 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.0348404 # DEPENDENCYPART_SIBL
(12,7),(12,26),-0.00331049 # DEPENDENCYPART_SIBL
(12,7),(12,27),-0.338912 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0159972 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0787152 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.795821 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0516695 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0768585 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0555076 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0146696 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0422179 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0206874 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0905781 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.040236 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.0892856 # DEPENDENCYPART_SIBL
(12,8),(12,26),-0.0516695 # DEPENDENCYPART_SIBL
(12,8),(12,27),-0.0295116 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0666623 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0159697 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0383701 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0104753 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0402867 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00386626 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0327595 # DEPENDENCYPART_SIBL
