# _root_ " Si parla així , és només per intentar fer_front a les enormes pressions internacionals de què és objecte " , va assegurar el ministre palestí Hassan_Asfur .
#goldHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,19,16,14,18,6,6,23,0,25,23,25,25,23,
#predictedHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,18,16,6,18,6,6,23,0,25,23,25,25,23,
(11,10),(11,20),0.055446 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0424098 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0675708 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.110533 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0675708 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.151918 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0118808 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.030131 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.454774 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.254157 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.268977 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0743402 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.103237 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.43976 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.317934 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0514669 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0590159 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.261915 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0756551 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.107019 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0178667 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.00663995 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0283932 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.027252 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.155243 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.226985 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.128922 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.012514 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.189863 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.222801 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.063299 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.00998938 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0105379 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0237952 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0517497 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.313673 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.099606 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0493289 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0291556 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0679958 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0415639 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0393091 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.144796 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0151513 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0728653 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.00755687 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0826057 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0404177 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0883583 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0135818 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0128904 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0624835 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.146617 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0698762 # DEPENDENCYPART_SIBL
(14,4),(14,25),0.00409476 # DEPENDENCYPART_SIBL
(14,4),(14,26),-0.0767546 # DEPENDENCYPART_SIBL
(14,4),(14,27),0.0114108 # DEPENDENCYPART_SIBL
(14,4),(14,28),0.0084946 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.235364 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.43193 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.365955 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.3119 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0181589 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.162769 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.00843197 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0281655 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0763973 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.041437 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0277255 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.334709 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0208734 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.0890078 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.0202447 # DEPENDENCYPART_SIBL
(14,5),(14,26),0.00792682 # DEPENDENCYPART_SIBL
(14,5),(14,27),-0.0500469 # DEPENDENCYPART_SIBL
(14,5),(14,28),-0.316276 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.103531 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.252274 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0662656 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.195933 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0950865 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0625888 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0296026 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0868117 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0393366 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0274237 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0359115 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.130801 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0521017 # DEPENDENCYPART_SIBL
(14,7),(14,25),0.0298496 # DEPENDENCYPART_SIBL
(14,7),(14,26),-0.0567377 # DEPENDENCYPART_SIBL
(14,7),(14,27),0.0371656 # DEPENDENCYPART_SIBL
(14,7),(14,28),0.0304274 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.00297095 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0482409 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0756318 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0750227 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00101993 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00445148 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0378424 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0634464 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0304988 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.00545541 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0734962 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.00978746 # DEPENDENCYPART_SIBL
(14,8),(14,25),0.0610667 # DEPENDENCYPART_SIBL
(14,8),(14,26),0.00412571 # DEPENDENCYPART_SIBL
(14,8),(14,27),0.0657225 # DEPENDENCYPART_SIBL
(14,8),(14,28),0.0541599 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.11511 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.115832 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0869318 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.129893 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0508945 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.163266 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0478276 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.00230419 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.043651 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.211837 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.129514 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.0520448 # DEPENDENCYPART_SIBL
(14,9),(14,26),-0.124733 # DEPENDENCYPART_SIBL
(14,9),(14,27),-0.0473419 # DEPENDENCYPART_SIBL
(14,9),(14,28),0.0175913 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.121087 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0644752 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0131832 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0941475 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0461626 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0238033 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0021683 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0326837 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.100466 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0368643 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.0215745 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.00805438 # DEPENDENCYPART_SIBL
(14,11),(14,27),0.0270343 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.0555733 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.080736 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0214018 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.156232 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0812952 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0717247 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.130399 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0213688 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.163237 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.00950686 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0812026 # DEPENDENCYPART_SIBL
(14,12),(14,26),0.0351823 # DEPENDENCYPART_SIBL
(14,12),(14,27),-0.0713378 # DEPENDENCYPART_SIBL
(14,12),(14,28),-0.0132037 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00885151 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0081557 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0556429 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0110899 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0833536 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.00486231 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0861954 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.011915 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.00759108 # DEPENDENCYPART_SIBL
(14,13),(14,26),0.013972 # DEPENDENCYPART_SIBL
(14,13),(14,27),0.0112376 # DEPENDENCYPART_SIBL
(14,13),(14,28),0.0158954 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0889859 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0550075 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0113342 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0133054 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0125124 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.00805293 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0300769 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.00362697 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.0343961 # DEPENDENCYPART_SIBL
(14,15),(14,27),0.0121322 # DEPENDENCYPART_SIBL
(14,15),(14,28),-0.00988047 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0571088 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00857248 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0208672 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0214521 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0251048 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0214946 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0200044 # DEPENDENCYPART_SIBL
(14,16),(14,26),0.0531901 # DEPENDENCYPART_SIBL
(14,16),(14,27),0.00915567 # DEPENDENCYPART_SIBL
(14,16),(14,28),0.00250279 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0237145 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0856721 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0956485 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0808692 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0659238 # DEPENDENCYPART_SIBL
(14,18),(14,25),0.00701365 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.0139112 # DEPENDENCYPART_SIBL
(14,18),(14,27),0.0245271 # DEPENDENCYPART_SIBL
(14,18),(14,28),0.05326 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0383868 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0243141 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.040005 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0140424 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.0163118 # DEPENDENCYPART_SIBL
(14,19),(14,26),0.0121771 # DEPENDENCYPART_SIBL
(14,19),(14,27),0.00252404 # DEPENDENCYPART_SIBL
(14,19),(14,28),-0.00801403 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0420037 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.00708752 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.0087115 # DEPENDENCYPART_SIBL
(14,20),(14,25),0.0330645 # DEPENDENCYPART_SIBL
(14,20),(14,26),0.0131145 # DEPENDENCYPART_SIBL
(14,20),(14,27),0.0697387 # DEPENDENCYPART_SIBL
(14,20),(14,28),-0.0313636 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.077271 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0435288 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.321772 # DEPENDENCYPART_SIBL
(14,21),(14,26),-0.00243777 # DEPENDENCYPART_SIBL
(14,21),(14,27),0.375277 # DEPENDENCYPART_SIBL
(14,21),(14,28),0.00667778 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0917062 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.0330733 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.027554 # DEPENDENCYPART_SIBL
(14,22),(14,27),-0.0155616 # DEPENDENCYPART_SIBL
(14,22),(14,28),-0.0401042 # DEPENDENCYPART_SIBL
(14,23),(14,25),0.00818577 # DEPENDENCYPART_SIBL
(14,23),(14,26),0.00726672 # DEPENDENCYPART_SIBL
(14,23),(14,27),0.0256961 # DEPENDENCYPART_SIBL
(14,23),(14,28),0.0419143 # DEPENDENCYPART_SIBL
(14,25),(14,26),0.0178391 # DEPENDENCYPART_SIBL
(14,25),(14,27),0.0028452 # DEPENDENCYPART_SIBL
(14,25),(14,28),-0.0154842 # DEPENDENCYPART_SIBL
(14,26),(14,27),0.00163709 # DEPENDENCYPART_SIBL
(14,26),(14,28),-0.0210639 # DEPENDENCYPART_SIBL
(14,27),(14,28),-0.00421377 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.150374 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.313649 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0818963 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0236394 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0666841 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00412079 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0545822 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0143159 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.000618928 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0329926 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0906627 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.00890616 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0142419 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.00431945 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.372133 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.691736 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.376578 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.282547 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.27205 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.45552 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0257244 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0201586 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0072186 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.25531 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.144929 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0365462 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.51707 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0544797 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0608406 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0554702 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0909504 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.121337 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0366531 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.106785 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0137142 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0389979 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0133413 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0559381 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.159512 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0438906 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.785046 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0778639 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.113964 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0278194 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.0675706 # DEPENDENCYPART_SIBL
(18,1),(18,27),0.0292313 # DEPENDENCYPART_SIBL
(18,1),(18,28),-0.01797 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.028575 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.086549 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.39351 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0450891 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0213432 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0905309 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0591311 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0246585 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0235322 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.148593 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0191981 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.1533 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0189453 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0869752 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.028337 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0344307 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.125023 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.431111 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.162379 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0799415 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.029195 # DEPENDENCYPART_SIBL
(18,2),(18,27),0.0270835 # DEPENDENCYPART_SIBL
(18,2),(18,28),-0.271765 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.103306 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.156387 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.128827 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0216255 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.205581 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.136559 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0800643 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0361335 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.071386 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0434935 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0458626 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0436385 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.107886 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.173186 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0011942 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.081718 # DEPENDENCYPART_SIBL
(18,3),(18,21),0.022867 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.105059 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.00715075 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.0037284 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.00309428 # DEPENDENCYPART_SIBL
(18,3),(18,28),0.0539399 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.301428 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.00914525 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0271344 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.069688 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.00384697 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0394462 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.029015 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0453167 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0140451 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0258568 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0142011 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0264124 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.156548 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0552767 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.014862 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.000931352 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0694602 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.00800186 # DEPENDENCYPART_SIBL
(18,4),(18,25),0.0428044 # DEPENDENCYPART_SIBL
(18,4),(18,27),0.0456585 # DEPENDENCYPART_SIBL
(18,4),(18,28),0.00498191 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.109562 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0303887 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0933464 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.103132 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.134259 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.00670111 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.031077 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0439918 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.00681916 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0437222 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.118814 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.203773 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0155939 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.159743 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.164416 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.164503 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0733292 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.0660247 # DEPENDENCYPART_SIBL
(18,5),(18,27),0.00615398 # DEPENDENCYPART_SIBL
(18,5),(18,28),-0.503511 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0594312 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.276211 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.165272 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.106796 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0659262 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.103124 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0780691 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0575001 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0782258 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.00496139 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.228366 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0656501 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0274825 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0011162 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.10879 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0108914 # DEPENDENCYPART_SIBL
(18,6),(18,25),-0.0654502 # DEPENDENCYPART_SIBL
(18,6),(18,27),-0.0696349 # DEPENDENCYPART_SIBL
(18,6),(18,28),0.0523737 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.131083 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0112681 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0468673 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0589728 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0355646 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0251667 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0162775 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0253227 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0751905 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.130181 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0370878 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0727889 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0493428 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.082173 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.000859313 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.0246155 # DEPENDENCYPART_SIBL
(18,7),(18,27),0.0274696 # DEPENDENCYPART_SIBL
(18,7),(18,28),0.0337779 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.00392548 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0351992 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0456869 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0568718 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0215254 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.00396505 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0213852 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.033314 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.202964 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.00436338 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0482345 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.00241993 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0663444 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.00532475 # DEPENDENCYPART_SIBL
(18,8),(18,25),0.00324846 # DEPENDENCYPART_SIBL
(18,8),(18,27),0.00364717 # DEPENDENCYPART_SIBL
