# _root_ El tribunal es torna a remetre als fonaments jurídics de la sentència que , en cap cas , es refereix als empleats públics autonòmics o locals .
#goldHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
#predictedHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
(6,3),(6,25),0.0978633 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.0515514 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.107485 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.205252 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.064356 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0115608 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0260286 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00664513 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0138983 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.00774996 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0711421 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0580812 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.00774996 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0146255 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.064356 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0211684 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0231782 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.0190547 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.0977046 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00218891 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0316943 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0372698 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00154533 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0304756 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0385545 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0848325 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00149038 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0385545 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.00507797 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.00218891 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0507055 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.00239841 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.0528604 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.00764674 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0116542 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0225536 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.15731 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0168785 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.00207524 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0786448 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0207143 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.00207524 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0743889 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0761697 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0224981 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.0317763 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0202119 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0140319 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0386491 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0386092 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.250903 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.00588462 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.083684 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.241738 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.00588462 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0115362 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.198327 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0386467 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0343573 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0327887 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0204975 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0763554 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0535925 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0289035 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0218574 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0474979 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0289035 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.019717 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0355859 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.182799 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.0187392 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.178916 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.00844993 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0613313 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0583226 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.173803 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0665583 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0583226 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.00632539 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.108772 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.107567 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0121336 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.101624 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0234155 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0346041 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0799757 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.243219 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0346041 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0245851 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.176076 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0420315 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.0280125 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.0361735 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.035087 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.135741 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0371084 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.101446 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0862402 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0800938 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0136464 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.217367 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.0094746 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0789842 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0282414 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0168635 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0158835 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.055253 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0303794 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.00130058 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.0281891 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.00703745 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0626152 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0703737 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.142014 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.0804775 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0257853 # DEPENDENCYPART_SIBL
(6,17),(6,26),-0.0746194 # DEPENDENCYPART_SIBL
(6,17),(6,27),-0.0861107 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0862402 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0800938 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.0136464 # DEPENDENCYPART_SIBL
(6,18),(6,25),0.217367 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0094746 # DEPENDENCYPART_SIBL
(6,18),(6,27),-0.0789842 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0154769 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.00368496 # DEPENDENCYPART_SIBL
(6,20),(6,25),0.0192514 # DEPENDENCYPART_SIBL
(6,20),(6,26),-0.00352177 # DEPENDENCYPART_SIBL
(6,20),(6,27),0.0189392 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0224981 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.0317763 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.0202119 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0140319 # DEPENDENCYPART_SIBL
(6,24),(6,25),-0.0182544 # DEPENDENCYPART_SIBL
(6,24),(6,26),-0.182604 # DEPENDENCYPART_SIBL
(6,24),(6,27),0.00148559 # DEPENDENCYPART_SIBL
(6,25),(6,26),0.075692 # DEPENDENCYPART_SIBL
(6,25),(6,27),-0.0467737 # DEPENDENCYPART_SIBL
(6,26),(6,27),-0.00765793 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0738552 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0251977 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0327067 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.071602 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00664065 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.148188 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00945913 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.105987 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.022271 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00207232 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.124849 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0338619 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0861268 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.32953 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0319614 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.832917 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0575404 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0408468 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0950894 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.439791 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.154765 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.080311 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0865213 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00218801 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.117395 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0225553 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.003434 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.423312 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0553391 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.123404 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0380392 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0329659 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0420237 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0769419 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0377467 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0420237 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.105772 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.134858 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.127047 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.119941 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.0213179 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00544245 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0520074 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0296996 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00973307 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0341441 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0177075 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00973307 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00317219 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.024284 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0104766 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.0021909 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.034805 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0580754 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.000668804 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0113444 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.017887 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00222135 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0113444 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0343638 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0506768 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0410027 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.0188913 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0132214 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00500591 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0215167 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.000716617 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0139981 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0215167 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.00994439 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0351245 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.065694 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0956282 # DEPENDENCYPART_SIBL
(8,10),(8,27),0.00258757 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0148783 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0132754 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0127361 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0148783 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.00155091 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0130916 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.025662 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.0552784 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.014181 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0260315 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.370152 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0365352 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0298743 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0107747 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.000430299 # DEPENDENCYPART_SIBL
(8,14),(8,26),0.0549267 # DEPENDENCYPART_SIBL
(8,14),(8,27),0.00610692 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0511812 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0567489 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.00465349 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0412696 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0665568 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.0890554 # DEPENDENCYPART_SIBL
(8,15),(8,27),0.169282 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0500001 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.00374304 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0105019 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.0230723 # DEPENDENCYPART_SIBL
(8,17),(8,26),0.0526887 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.00355304 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0298743 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0107747 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.000430299 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.0549267 # DEPENDENCYPART_SIBL
(8,18),(8,27),0.00610692 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.000854572 # DEPENDENCYPART_SIBL
(8,20),(8,24),0.0100087 # DEPENDENCYPART_SIBL
(8,20),(8,26),0.0281713 # DEPENDENCYPART_SIBL
(8,20),(8,27),0.0456045 # DEPENDENCYPART_SIBL
(8,23),(8,24),-0.0471969 # DEPENDENCYPART_SIBL
(8,23),(8,26),-0.0250856 # DEPENDENCYPART_SIBL
(8,23),(8,27),0.009121 # DEPENDENCYPART_SIBL
(8,24),(8,26),-0.010887 # DEPENDENCYPART_SIBL
(8,24),(8,27),0.0167204 # DEPENDENCYPART_SIBL
(8,26),(8,27),-0.00994268 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00429073 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00161223 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0175202 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.103067 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0175202 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0248417 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0111632 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0287348 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.0265601 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00554847 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0235362 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.121376 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0235362 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.00148539 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.129754 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.103953 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.046604 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0676448 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.131252 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0676448 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0376246 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0994767 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0911718 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0818785 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00699155 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0786781 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.00747565 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.00722767 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.674194 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.323927 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.133823 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.000257654 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0123578 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.134244 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0508031 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.00747565 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.00722767 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.674194 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.323927 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.00238184 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.13132 # DEPENDENCYPART_SIBL
(9,20),(9,25),0.0347413 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.161284 # DEPENDENCYPART_SIBL
(9,21),(9,25),0.0351571 # DEPENDENCYPART_SIBL
(9,24),(9,25),0.0757061 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0231489 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00258879 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.136798 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00258879 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.00331844 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00578786 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.223501 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.00578786 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.463933 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.406128 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0352419 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.033443 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.283311 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0029906 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.033443 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0354127 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0278133 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0190337 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0991529 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0165321 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0682898 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.041751 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.000384176 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0165321 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0125163 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.094256 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0435785 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0394107 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.0114717 # DEPENDENCYPART_SIBL
(12,2),(12,26),-0.0304192 # DEPENDENCYPART_SIBL
(12,2),(12,27),-0.0560141 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.139887 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.404032 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0925117 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00391507 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.031748 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0161386 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00702044 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.00391507 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.000949574 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0868215 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.00423145 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.00576567 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.0298355 # DEPENDENCYPART_SIBL
(12,9),(12,26),0.0147808 # DEPENDENCYPART_SIBL
(12,9),(12,27),0.0120006 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0266612 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0571761 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.053602 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0278821 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0362096 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0200408 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.053602 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.00969396 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.00766293 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.1001 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.085221 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.0633084 # DEPENDENCYPART_SIBL
(12,10),(12,26),-0.0769237 # DEPENDENCYPART_SIBL
(12,10),(12,27),-0.0198499 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.24604 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.121754 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.100004 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.115454 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0127953 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.121754 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0270468 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.151521 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.11517 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.102211 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.0589549 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.0652273 # DEPENDENCYPART_SIBL
(12,11),(12,27),-0.0847497 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0255399 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.242868 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0820423 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.208084 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0255399 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.133173 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.18043 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0814144 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0723466 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0693977 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.0541452 # DEPENDENCYPART_SIBL
(12,13),(12,27),-0.0895494 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0441878 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.00737036 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.368055 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0304307 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0472878 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0392544 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0189973 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.00779233 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.369093 # DEPENDENCYPART_SIBL
(12,14),(12,26),0.046704 # DEPENDENCYPART_SIBL
(12,14),(12,27),-0.000502777 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0210353 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0382166 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0391739 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0277204 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.127556 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0194551 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0447423 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0673049 # DEPENDENCYPART_SIBL
(12,15),(12,26),0.0672409 # DEPENDENCYPART_SIBL
(12,15),(12,27),0.151238 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0379847 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0553874 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.041479 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0306619 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0586792 # DEPENDENCYPART_SIBL
