# _root_ El pelatge d' aquesta espècie , format en cada exemplar per taques diferents , actua com un carnet d' identitat .
#goldHeads=2,15,2,5,3,7,2,7,10,8,7,11,12,7,0,15,18,16,18,19,15,
#predictedHeads=2,15,2,5,3,7,2,7,10,8,7,11,12,7,0,15,18,16,18,19,15,
(7,11),(7,12),0.0206861 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.205059 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.234576 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0633019 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0213318 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.133329 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.108726 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0868019 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0936364 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0300004 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.130715 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0107439 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0433646 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0538985 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0488261 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0268062 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0339357 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0396298 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0222066 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0576841 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.041799 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0359244 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.021323 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0129774 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.039635 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00728689 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0568575 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.0260913 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.155034 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0325333 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.128674 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0284753 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.129448 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0428015 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.664737 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0925064 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.136985 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0794282 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.157417 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0779194 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0975512 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.104576 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.301473 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.145163 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.022675 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.145163 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0385253 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0567317 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0375826 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.145823 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.986764 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.379784 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0307439 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0437584 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.239953 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0486051 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0298191 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0568212 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.3792 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0244928 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0436664 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.219584 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0952579 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.106107 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.261466 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.124348 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0750614 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0122501 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0492483 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0637776 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0213203 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00830496 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00690274 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0232659 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0343259 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0322495 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.01667 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0629142 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.161871 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.423312 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.234692 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0171371 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0489744 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00409545 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.332594 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.11265 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0596669 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0509722 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0251206 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.318395 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0958754 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.320085 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0239227 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00461804 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00360019 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00692987 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0190577 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0520505 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.00458591 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0509779 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.01432 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0577803 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0522506 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00398216 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0162452 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.030282 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00537442 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.043219 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0165186 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0165894 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0706979 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.118626 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00424706 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0419021 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.080337 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0562212 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.151477 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0060103 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0752893 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0605085 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0426493 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0579164 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0797203 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.000746691 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.152089 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0434978 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0759368 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.132626 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00185744 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0282109 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.000626337 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00908196 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0135214 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0263413 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.00616778 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0255342 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.020206 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0967695 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.000259463 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0356538 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0284972 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.058681 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0137289 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.373598 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0337966 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.00427772 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.126666 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0461647 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0354079 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.0484573 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0448076 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.00778545 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0264691 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0289566 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0103657 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0260696 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0637406 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00646281 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0766097 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.027816 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0864625 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.37118 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0221126 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.509076 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0620001 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0976661 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.243958 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0937189 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.147719 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.125108 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0592521 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0338011 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0969411 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0441711 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.13957 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.130108 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00709156 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0837847 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0732453 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0209393 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0301283 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.103311 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0892771 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00855805 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0345502 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0255826 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0289296 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0126808 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0935289 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.405802 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0505247 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0222946 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.131805 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0754826 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0539197 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0354482 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0497474 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0286423 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0587602 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0120594 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0203223 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0177404 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0636512 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0874145 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0363546 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0190623 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0269749 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0578639 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.133302 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0743753 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00655045 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.00407689 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0423595 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0203789 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.480192 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.409324 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.641764 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0700066 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.122276 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.117788 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.023204 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0701253 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0124059 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0217475 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0454379 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00601 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0167402 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0336379 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0508796 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00966216 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0433372 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0712505 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0198939 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0194852 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00457939 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0100693 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0750278 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.00887385 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0833831 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0233273 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0511229 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0100693 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0464957 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0100702 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.03337 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0833831 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.12917 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00158034 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0524063 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.103086 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.000871902 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.734031 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.489824 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.176095 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0808267 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.735229 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0714872 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.73523 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.179242 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.489824 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0136169 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.021099 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0137122 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0242512 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.011606 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.377958 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0763312 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0753733 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0153051 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0723519 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0152977 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0798512 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.377958 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.056701 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0217516 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0111775 # DEPENDENCYPART_SIBL
(15,3),(15,21),0.013314 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.487804 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.174076 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.078825 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.733205 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0694854 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.733206 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.177223 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.487804 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.00544868 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0256628 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.012845 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0367029 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0182354 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.123754 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0337286 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.178644 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0337276 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.00846461 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.361648 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0204428 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.00845568 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0371162 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.453943 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0759716 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0295898 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0687043 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0295907 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0234853 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.191574 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0114718 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0347477 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0795221 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0019222 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.00824955 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0872299 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.00825702 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0602355 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.341393 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0588842 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0289483 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.00217325 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.00949225 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0714872 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.73523 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.179242 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.489824 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0136194 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.021099 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0137122 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0240508 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0126432 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.018852 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.264874 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0550761 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0594699 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00687031 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.00887987 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.179243 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.489825 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0136176 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0210997 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0137143 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0242505 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.189998 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0613396 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0271763 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.060792 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00432595 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0204428 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00845568 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0371162 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.453943 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00867201 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.135222 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.00641556 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0281841 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0405054 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0109316 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00268889 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0433933 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00269458 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0241339 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0621747 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.230926 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.047052 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.030158 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.045951 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0436991 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.494255 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0373288 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0753194 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0833823 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0485527 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0671169 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.172887 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.209329 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.00463198 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.033968 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0177693 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0457445 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.092953 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0870051 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.063476 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.00465483 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0259762 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0293178 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.314617 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.00422464 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.00339121 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0372896 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0110345 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0269429 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0091294 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0611789 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.205618 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0287168 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0410576 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.017234 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0758778 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0652363 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.049186 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.00618389 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.196869 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0427594 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0807476 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0445303 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0585809 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00600806 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0275764 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0243681 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.316223 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.064771 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0522013 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0682292 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.366419 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.506064 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.428587 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0718389 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0371111 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.296844 # DEPENDENCYPART_SIBL
