# _root_ El Consell_Regulador_de_la_Denominació_d'_Origen_Empordà-Costa_Brava ha concedit el Premi_Tòria_d'_Or , creat per premiar la promoció dels vins d' aquesta denominació d' origen , al Restaurant Ca_la_Maria de Mollet_de_Peralada .
#goldHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,8,4,21,22,22,24,4,
#predictedHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,21,10,21,22,22,24,4,
(8,9),(8,21),-0.0119146 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0152058 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00972496 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00956483 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00943526 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0152555 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.00943526 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0920898 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0247909 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0447227 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.131272 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0479351 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.132032 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0479351 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0921062 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0987581 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0298509 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0901717 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0253782 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0901717 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0387391 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0126957 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0349744 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.12896 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0349744 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0868163 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.083887 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0201172 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.174954 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0141271 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0572725 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0362871 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.076932 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0851892 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0141271 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0572725 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0353304 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0320253 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.130156 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0634158 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.156145 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.132109 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.161326 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.127004 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.0765343 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.173148 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.117946 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.273119 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0363644 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0235789 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.57557 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.0826487 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0777032 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0935246 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0328503 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0655058 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0124597 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.204466 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.411931 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.102653 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.215271 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0475536 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.0364774 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0256575 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.13783 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0416852 # DEPENDENCYPART_SIBL
(9,12),(9,26),0.0395275 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.244403 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0255837 # DEPENDENCYPART_SIBL
(9,13),(9,26),0.0777435 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0134339 # DEPENDENCYPART_SIBL
(9,15),(9,26),0.083937 # DEPENDENCYPART_SIBL
(9,20),(9,26),-0.0999409 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.122169 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.731784 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.489468 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.1753 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0710859 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0266425 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.00995137 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00456313 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0159139 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0269918 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0159139 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0295312 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.014423 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0263644 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0260102 # DEPENDENCYPART_SIBL
(10,2),(10,26),0.0170118 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0245432 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.141402 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0369559 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.012382 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0477738 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.135969 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0655305 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0762343 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0466765 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0762343 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0458391 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0575749 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.0517155 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.0473917 # DEPENDENCYPART_SIBL
(10,3),(10,26),0.250872 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.489355 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.175187 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0709732 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.025382 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00708652 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00307728 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0128333 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0257313 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0128333 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0282708 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0115582 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0251039 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0247498 # DEPENDENCYPART_SIBL
(10,6),(10,26),0.0180636 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0173086 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.179327 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00530105 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0174135 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0118093 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0510946 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00876659 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0510946 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0161232 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.00946265 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0163237 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.00799558 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.477814 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0658118 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0370379 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0830363 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0256151 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0758164 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0388638 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0758164 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0411273 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0597469 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0380818 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0382596 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.00478702 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0179335 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0836184 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0352672 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00390502 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0184516 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00390502 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0172588 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.00570035 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.025805 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0195345 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.00129634 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.116127 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.231561 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0449955 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.246176 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0449955 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.247722 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0950832 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.24723 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.246686 # DEPENDENCYPART_SIBL
(10,12),(10,26),-0.00971191 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0347451 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.22244 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0577369 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.22244 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0586362 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0866685 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0586366 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0582467 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.0830497 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0667953 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.246481 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0667953 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.248027 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0698319 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.247535 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.246991 # DEPENDENCYPART_SIBL
(10,14),(10,26),0.000343939 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0394956 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.276118 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0406808 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.126785 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0403954 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0400055 # DEPENDENCYPART_SIBL
(10,15),(10,26),-0.0214563 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0684404 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.255097 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.06818 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.254606 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.254062 # DEPENDENCYPART_SIBL
(10,17),(10,26),-0.0264141 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0406808 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.126785 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0403954 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0400055 # DEPENDENCYPART_SIBL
(10,18),(10,26),-0.0214563 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0882691 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.246668 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.246124 # DEPENDENCYPART_SIBL
(10,19),(10,26),-0.0234885 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0427954 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0424055 # DEPENDENCYPART_SIBL
(10,21),(10,26),-0.00556735 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.256291 # DEPENDENCYPART_SIBL
(10,22),(10,26),-0.0123288 # DEPENDENCYPART_SIBL
(10,23),(10,26),-0.0216615 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.71537 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.160934 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0467579 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.00786566 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.057193 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00217571 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0596162 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00217571 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0636678 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.317067 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0800254 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0601669 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0594094 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.00874883 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.0595266 # DEPENDENCYPART_SIBL
(12,7),(12,26),-0.329512 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.399863 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0127482 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00653291 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0579183 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00686052 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0579183 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0058571 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0020202 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.138975 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0125824 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.00698128 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.028382 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.00686404 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.0135008 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.188453 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0596157 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.130333 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0600315 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.130333 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0570631 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.070737 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.124046 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0800007 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0603923 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.101622 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0600406 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.0356545 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0067732 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0761087 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0131262 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0761087 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0157089 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0468664 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0989817 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0117819 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0131158 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.108154 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0131158 # DEPENDENCYPART_SIBL
(12,13),(12,26),0.00782393 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0111617 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00845296 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0111617 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00456126 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0264444 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0367158 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00934485 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.00846337 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.0253688 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.00846337 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.00103288 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0159888 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0606021 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0191353 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.013923 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.136654 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0146445 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0159784 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.025261 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.0159784 # DEPENDENCYPART_SIBL
(12,15),(12,26),0.00476167 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.00736538 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.00632307 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.00814475 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0405367 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.00153949 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.00242096 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0215522 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.00242096 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.0199128 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0191353 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.013923 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.136654 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0146445 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0159784 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.025261 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.0159784 # DEPENDENCYPART_SIBL
(12,18),(12,26),0.00476167 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0159237 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0367042 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.00522649 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.00610797 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0249075 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.00610797 # DEPENDENCYPART_SIBL
(12,19),(12,26),-0.0284486 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.033085 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.327333 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.335654 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0783371 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.335654 # DEPENDENCYPART_SIBL
(12,20),(12,26),-0.0229586 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.00290549 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.0015716 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.0304085 # DEPENDENCYPART_SIBL
(12,21),(12,25),0.0015716 # DEPENDENCYPART_SIBL
(12,21),(12,26),0.144527 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.00462109 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.0243799 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.00462109 # DEPENDENCYPART_SIBL
(12,22),(12,26),-0.0143922 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0326607 # DEPENDENCYPART_SIBL
(12,23),(12,25),-0.000211674 # DEPENDENCYPART_SIBL
(12,23),(12,26),-0.0161163 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0227194 # DEPENDENCYPART_SIBL
(12,24),(12,26),-0.0189615 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.0183212 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.139768 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.312681 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.139835 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.312681 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.116322 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.275142 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.225339 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.105039 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.867819 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.105039 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0661377 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0949801 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.071986 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.110387 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.162017 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0189255 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.108954 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.0554388 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.103726 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0562532 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.093678 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.0732871 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0189255 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.108954 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0554388 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.314034 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.602356 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.0676198 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0873636 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.158858 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.068364 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.158858 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0653956 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.14711 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0883332 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0687248 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.150398 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.0683731 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.0276853 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0139162 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00350649 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0139162 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00303767 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0568215 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0124636 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.00387108 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0927196 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.00375384 # DEPENDENCYPART_SIBL
(14,13),(14,26),0.0200535 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.00409334 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0529421 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.000946908 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.146954 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.00543765 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.00410375 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.00511782 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.00410375 # DEPENDENCYPART_SIBL
(14,15),(14,26),0.0241365 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0160692 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.000937826 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0340393 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.00572141 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.00483994 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.037845 # DEPENDENCYPART_SIBL
(14,17),(14,25),0.00483994 # DEPENDENCYPART_SIBL
(14,17),(14,26),-0.0108852 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.000946908 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.146954 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.00543765 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.00410375 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.00511782 # DEPENDENCYPART_SIBL
(14,18),(14,25),0.00410375 # DEPENDENCYPART_SIBL
(14,18),(14,26),0.0241365 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0302068 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00203441 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.00115293 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0412004 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.00115293 # DEPENDENCYPART_SIBL
(14,19),(14,26),-0.019421 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.01518 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.0138461 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0156378 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.0138461 # DEPENDENCYPART_SIBL
