# _root_ Volent potser calmar les ansietats dels diputats , Putin va subratllar que Moscou pretén augmentar " l' eficàcia del seu poder de dissuasió " , encara_que no incrementant " quantitativament " el nombre de caps nuclears .
#goldHeads=11,1,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
#predictedHeads=11,3,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
(11,4),(11,12),-0.198329 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0930444 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0405237 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.044216 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0712165 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0881615 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.110154 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0354261 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.0712165 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.0479036 # DEPENDENCYPART_SIBL
(11,4),(11,26),-0.122262 # DEPENDENCYPART_SIBL
(11,4),(11,28),-0.0616915 # DEPENDENCYPART_SIBL
(11,4),(11,29),-0.0712165 # DEPENDENCYPART_SIBL
(11,4),(11,30),-0.0185261 # DEPENDENCYPART_SIBL
(11,4),(11,31),-0.0712165 # DEPENDENCYPART_SIBL
(11,4),(11,36),-0.0125825 # DEPENDENCYPART_SIBL
(11,4),(11,37),-0.0871393 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.125494 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.760045 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.503565 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.750858 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.083688 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.120615 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0475094 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0150925 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0238825 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0251865 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0531006 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0496358 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0246551 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.0251865 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.0213103 # DEPENDENCYPART_SIBL
(11,5),(11,26),-0.105729 # DEPENDENCYPART_SIBL
(11,5),(11,28),-0.00621242 # DEPENDENCYPART_SIBL
(11,5),(11,29),-0.0251865 # DEPENDENCYPART_SIBL
(11,5),(11,30),-0.00586368 # DEPENDENCYPART_SIBL
(11,5),(11,31),-0.0251865 # DEPENDENCYPART_SIBL
(11,5),(11,36),-0.0208834 # DEPENDENCYPART_SIBL
(11,5),(11,37),-0.00610745 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0758667 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.34191 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0619453 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0901214 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.151497 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0875509 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.026847 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.012836 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00194887 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0889672 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.157623 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0979229 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.00194887 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.0415949 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.124642 # DEPENDENCYPART_SIBL
(11,6),(11,28),-0.0266966 # DEPENDENCYPART_SIBL
(11,6),(11,29),0.00194887 # DEPENDENCYPART_SIBL
(11,6),(11,30),-0.0397305 # DEPENDENCYPART_SIBL
(11,6),(11,31),0.00194887 # DEPENDENCYPART_SIBL
(11,6),(11,36),-0.0680359 # DEPENDENCYPART_SIBL
(11,6),(11,37),-0.0214109 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.52941 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.775721 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0230351 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.133158 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0531803 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0129794 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00418935 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0492529 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0587714 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.00468079 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0168094 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0492529 # DEPENDENCYPART_SIBL
(11,7),(11,25),-0.0422812 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.118272 # DEPENDENCYPART_SIBL
(11,7),(11,28),-0.0342843 # DEPENDENCYPART_SIBL
(11,7),(11,29),-0.0492529 # DEPENDENCYPART_SIBL
(11,7),(11,30),-0.0235688 # DEPENDENCYPART_SIBL
(11,7),(11,31),-0.0492529 # DEPENDENCYPART_SIBL
(11,7),(11,36),-0.028042 # DEPENDENCYPART_SIBL
(11,7),(11,37),-0.0490664 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0131118 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0993272 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.100988 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.033758 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0387282 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0245122 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.148608 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0286905 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0170389 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.030103 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.148608 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.202939 # DEPENDENCYPART_SIBL
(11,8),(11,26),-0.138416 # DEPENDENCYPART_SIBL
(11,8),(11,28),-0.0217472 # DEPENDENCYPART_SIBL
(11,8),(11,29),-0.148608 # DEPENDENCYPART_SIBL
(11,8),(11,30),-0.00709511 # DEPENDENCYPART_SIBL
(11,8),(11,31),-0.148608 # DEPENDENCYPART_SIBL
(11,8),(11,36),-0.0406425 # DEPENDENCYPART_SIBL
(11,8),(11,37),-0.490973 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0831368 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.123076 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0511506 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0125706 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0213607 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0276996 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0567417 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0521265 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0271458 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0276996 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.0238483 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.10819 # DEPENDENCYPART_SIBL
(11,9),(11,28),-0.00873427 # DEPENDENCYPART_SIBL
(11,9),(11,29),-0.0276996 # DEPENDENCYPART_SIBL
(11,9),(11,30),-0.0083244 # DEPENDENCYPART_SIBL
(11,9),(11,31),-0.0276996 # DEPENDENCYPART_SIBL
(11,9),(11,36),-0.0233441 # DEPENDENCYPART_SIBL
(11,9),(11,37),-0.00864803 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0982306 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0341239 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0333203 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0264628 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0366587 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.02632 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0756062 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0752916 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0366587 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.089066 # DEPENDENCYPART_SIBL
(11,10),(11,26),-0.0414627 # DEPENDENCYPART_SIBL
(11,10),(11,28),0.0270765 # DEPENDENCYPART_SIBL
(11,10),(11,29),-0.0366587 # DEPENDENCYPART_SIBL
(11,10),(11,30),0.00305885 # DEPENDENCYPART_SIBL
(11,10),(11,31),-0.0366587 # DEPENDENCYPART_SIBL
(11,10),(11,36),-0.0133959 # DEPENDENCYPART_SIBL
(11,10),(11,37),0.312369 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.102068 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0359042 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.000355736 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0983403 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0988601 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.155105 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.103556 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0983403 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.117039 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.273496 # DEPENDENCYPART_SIBL
(11,12),(11,28),-0.0339641 # DEPENDENCYPART_SIBL
(11,12),(11,29),-0.0983403 # DEPENDENCYPART_SIBL
(11,12),(11,30),-0.104438 # DEPENDENCYPART_SIBL
(11,12),(11,31),-0.0983403 # DEPENDENCYPART_SIBL
(11,12),(11,36),-0.0569956 # DEPENDENCYPART_SIBL
(11,12),(11,37),-0.139867 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0485783 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0171238 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00718119 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.252862 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0899397 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0795215 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.00718119 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.0243792 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.150166 # DEPENDENCYPART_SIBL
(11,13),(11,28),-0.0375262 # DEPENDENCYPART_SIBL
(11,13),(11,29),-0.00718119 # DEPENDENCYPART_SIBL
(11,13),(11,30),-0.0087276 # DEPENDENCYPART_SIBL
(11,13),(11,31),-0.00718119 # DEPENDENCYPART_SIBL
(11,13),(11,36),-0.0489358 # DEPENDENCYPART_SIBL
(11,13),(11,37),-0.0309351 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0310014 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0141731 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0273947 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.050265 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0122592 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.0141731 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.0127446 # DEPENDENCYPART_SIBL
(11,14),(11,26),-0.0896984 # DEPENDENCYPART_SIBL
(11,14),(11,28),-0.0289615 # DEPENDENCYPART_SIBL
(11,14),(11,29),0.0141731 # DEPENDENCYPART_SIBL
(11,14),(11,30),0.0145965 # DEPENDENCYPART_SIBL
(11,14),(11,31),0.0141731 # DEPENDENCYPART_SIBL
(11,14),(11,36),-0.0119179 # DEPENDENCYPART_SIBL
(11,14),(11,37),0.00456697 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0259629 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0307706 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0491223 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0113314 # DEPENDENCYPART_SIBL
(11,15),(11,24),0.0259629 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.0393242 # DEPENDENCYPART_SIBL
(11,15),(11,26),-0.0739577 # DEPENDENCYPART_SIBL
(11,15),(11,28),-0.00653967 # DEPENDENCYPART_SIBL
(11,15),(11,29),0.0259629 # DEPENDENCYPART_SIBL
(11,15),(11,30),0.0215456 # DEPENDENCYPART_SIBL
(11,15),(11,31),0.0259629 # DEPENDENCYPART_SIBL
(11,15),(11,36),-0.00486188 # DEPENDENCYPART_SIBL
(11,15),(11,37),0.0142108 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0549296 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0833761 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.0977481 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.0743372 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.035191 # DEPENDENCYPART_SIBL
(11,16),(11,26),-0.170078 # DEPENDENCYPART_SIBL
(11,16),(11,28),-0.0315946 # DEPENDENCYPART_SIBL
(11,16),(11,29),-0.0743372 # DEPENDENCYPART_SIBL
(11,16),(11,30),-0.00972627 # DEPENDENCYPART_SIBL
(11,16),(11,31),-0.0743372 # DEPENDENCYPART_SIBL
(11,16),(11,36),0.0259227 # DEPENDENCYPART_SIBL
(11,16),(11,37),-0.0533262 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.115046 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.10319 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.0151767 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.0422289 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.172194 # DEPENDENCYPART_SIBL
(11,18),(11,28),-0.0602993 # DEPENDENCYPART_SIBL
(11,18),(11,29),-0.0151767 # DEPENDENCYPART_SIBL
(11,18),(11,30),-0.0220276 # DEPENDENCYPART_SIBL
(11,18),(11,31),-0.0151767 # DEPENDENCYPART_SIBL
(11,18),(11,36),-0.0644253 # DEPENDENCYPART_SIBL
(11,18),(11,37),-0.0526362 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.197822 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0160887 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.0157989 # DEPENDENCYPART_SIBL
(11,19),(11,26),-0.0710896 # DEPENDENCYPART_SIBL
(11,19),(11,28),-0.0216894 # DEPENDENCYPART_SIBL
(11,19),(11,29),-0.0160887 # DEPENDENCYPART_SIBL
(11,19),(11,30),-0.0350646 # DEPENDENCYPART_SIBL
(11,19),(11,31),-0.0160887 # DEPENDENCYPART_SIBL
(11,19),(11,36),-0.0668776 # DEPENDENCYPART_SIBL
(11,19),(11,37),-0.0494121 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.0801799 # DEPENDENCYPART_SIBL
(11,22),(11,25),-0.0605518 # DEPENDENCYPART_SIBL
(11,22),(11,26),-0.129257 # DEPENDENCYPART_SIBL
(11,22),(11,28),-0.0370617 # DEPENDENCYPART_SIBL
(11,22),(11,29),-0.0801799 # DEPENDENCYPART_SIBL
(11,22),(11,30),-0.112456 # DEPENDENCYPART_SIBL
(11,22),(11,31),-0.0801799 # DEPENDENCYPART_SIBL
(11,22),(11,36),-0.117651 # DEPENDENCYPART_SIBL
(11,22),(11,37),-0.0304958 # DEPENDENCYPART_SIBL
(11,24),(11,25),0.035191 # DEPENDENCYPART_SIBL
(11,24),(11,26),-0.170078 # DEPENDENCYPART_SIBL
(11,24),(11,28),-0.0315946 # DEPENDENCYPART_SIBL
(11,24),(11,29),-0.0743372 # DEPENDENCYPART_SIBL
(11,24),(11,30),-0.00972627 # DEPENDENCYPART_SIBL
(11,24),(11,31),-0.0743372 # DEPENDENCYPART_SIBL
(11,24),(11,36),0.0259227 # DEPENDENCYPART_SIBL
(11,24),(11,37),-0.0533262 # DEPENDENCYPART_SIBL
(11,25),(11,26),-0.0429872 # DEPENDENCYPART_SIBL
(11,25),(11,28),0.0430306 # DEPENDENCYPART_SIBL
(11,25),(11,29),-0.0388427 # DEPENDENCYPART_SIBL
(11,25),(11,30),-0.0930672 # DEPENDENCYPART_SIBL
(11,25),(11,31),-0.0388427 # DEPENDENCYPART_SIBL
(11,25),(11,36),-0.0233488 # DEPENDENCYPART_SIBL
(11,25),(11,37),-0.0825232 # DEPENDENCYPART_SIBL
(11,26),(11,28),0.0677391 # DEPENDENCYPART_SIBL
(11,26),(11,29),-0.0766807 # DEPENDENCYPART_SIBL
(11,26),(11,30),-0.0362888 # DEPENDENCYPART_SIBL
(11,26),(11,31),-0.0766807 # DEPENDENCYPART_SIBL
(11,26),(11,36),-0.0065756 # DEPENDENCYPART_SIBL
(11,26),(11,37),-0.107853 # DEPENDENCYPART_SIBL
(11,28),(11,29),0.012373 # DEPENDENCYPART_SIBL
(11,28),(11,30),0.0154297 # DEPENDENCYPART_SIBL
(11,28),(11,31),0.012373 # DEPENDENCYPART_SIBL
(11,28),(11,36),-0.0110724 # DEPENDENCYPART_SIBL
(11,28),(11,37),-0.00558175 # DEPENDENCYPART_SIBL
(11,29),(11,30),-0.00972627 # DEPENDENCYPART_SIBL
(11,29),(11,31),-0.0743372 # DEPENDENCYPART_SIBL
(11,29),(11,36),0.0259227 # DEPENDENCYPART_SIBL
(11,29),(11,37),-0.0533262 # DEPENDENCYPART_SIBL
(11,30),(11,31),-0.00728414 # DEPENDENCYPART_SIBL
(11,30),(11,36),-0.0230725 # DEPENDENCYPART_SIBL
(11,30),(11,37),0.019609 # DEPENDENCYPART_SIBL
(11,31),(11,36),0.0259227 # DEPENDENCYPART_SIBL
(11,31),(11,37),-0.0533262 # DEPENDENCYPART_SIBL
(11,36),(11,37),-0.00740107 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.288186 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0823547 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.108759 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0258362 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00752678 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00117544 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.01328 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0685465 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0292467 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0286641 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0291754 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0716166 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0114421 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0120305 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0290128 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.072164 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.297469 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0114396 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0103222 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0105269 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.00364103 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.100968 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0465332 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0373709 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0105269 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.0138243 # DEPENDENCYPART_SIBL
(14,1),(14,26),-0.123529 # DEPENDENCYPART_SIBL
(14,1),(14,28),0.00707393 # DEPENDENCYPART_SIBL
(14,1),(14,29),0.0105269 # DEPENDENCYPART_SIBL
(14,1),(14,30),-0.0122903 # DEPENDENCYPART_SIBL
(14,1),(14,31),0.0105269 # DEPENDENCYPART_SIBL
(14,1),(14,33),-0.0147559 # DEPENDENCYPART_SIBL
(14,1),(14,36),-0.0122377 # DEPENDENCYPART_SIBL
(14,1),(14,37),0.0601876 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0722011 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0191129 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0184956 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0444231 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0735111 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.318245 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0191154 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0860155 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0715386 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.00689413 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0434595 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0405936 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0129855 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.0715386 # DEPENDENCYPART_SIBL
(14,2),(14,25),0.0742871 # DEPENDENCYPART_SIBL
(14,2),(14,26),-0.00342147 # DEPENDENCYPART_SIBL
(14,2),(14,28),0.060441 # DEPENDENCYPART_SIBL
(14,2),(14,29),0.0715386 # DEPENDENCYPART_SIBL
(14,2),(14,30),-0.000683737 # DEPENDENCYPART_SIBL
(14,2),(14,31),0.0715386 # DEPENDENCYPART_SIBL
(14,2),(14,33),0.00256546 # DEPENDENCYPART_SIBL
(14,2),(14,36),0.0559157 # DEPENDENCYPART_SIBL
(14,2),(14,37),0.0706255 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0133249 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0139133 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.030912 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0740482 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.299338 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0133224 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0057946 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00863774 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00553303 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.102863 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0484252 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0392685 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.00863774 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.0157134 # DEPENDENCYPART_SIBL
(14,3),(14,26),-0.125406 # DEPENDENCYPART_SIBL
(14,3),(14,28),0.00254634 # DEPENDENCYPART_SIBL
(14,3),(14,29),0.00863774 # DEPENDENCYPART_SIBL
(14,3),(14,30),-0.014167 # DEPENDENCYPART_SIBL
(14,3),(14,31),0.00863774 # DEPENDENCYPART_SIBL
(14,3),(14,33),-0.0166479 # DEPENDENCYPART_SIBL
(14,3),(14,36),-0.0141145 # DEPENDENCYPART_SIBL
(14,3),(14,37),0.0582861 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.730753 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.147852 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0202602 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.664311 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.730162 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0693328 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.000454909 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0092517 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0157504 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0281354 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0125032 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.000454909 # DEPENDENCYPART_SIBL
(14,5),(14,25),0.0135237 # DEPENDENCYPART_SIBL
(14,5),(14,26),-0.0850582 # DEPENDENCYPART_SIBL
(14,5),(14,28),0.0392379 # DEPENDENCYPART_SIBL
(14,5),(14,29),-0.000454909 # DEPENDENCYPART_SIBL
(14,5),(14,30),0.0202108 # DEPENDENCYPART_SIBL
(14,5),(14,31),-0.000454909 # DEPENDENCYPART_SIBL
(14,5),(14,33),0.0145697 # DEPENDENCYPART_SIBL
(14,5),(14,36),-0.00457944 # DEPENDENCYPART_SIBL
(14,5),(14,37),0.0630372 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.1473 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0197091 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.664862 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.730713 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.066811 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00296801 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0128929 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.018241 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0317766 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0100125 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.00296801 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.0109857 # DEPENDENCYPART_SIBL
(14,9),(14,26),-0.087519 # DEPENDENCYPART_SIBL
(14,9),(14,28),0.0367161 # DEPENDENCYPART_SIBL
(14,9),(14,29),-0.00296801 # DEPENDENCYPART_SIBL
(14,9),(14,30),0.0177501 # DEPENDENCYPART_SIBL
(14,9),(14,31),-0.00296801 # DEPENDENCYPART_SIBL
(14,9),(14,33),0.0109285 # DEPENDENCYPART_SIBL
(14,9),(14,36),-0.00704016 # DEPENDENCYPART_SIBL
(14,9),(14,37),0.0604966 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0156999 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.273877 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00397449 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0640095 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0456286 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.000671671 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.055519 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0413834 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0512288 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0456286 # DEPENDENCYPART_SIBL
(14,10),(14,25),0.0912291 # DEPENDENCYPART_SIBL
(14,10),(14,26),-0.0253906 # DEPENDENCYPART_SIBL
(14,10),(14,28),0.0646231 # DEPENDENCYPART_SIBL
(14,10),(14,29),-0.0456286 # DEPENDENCYPART_SIBL
(14,10),(14,30),0.0170939 # DEPENDENCYPART_SIBL
(14,10),(14,31),-0.0456286 # DEPENDENCYPART_SIBL
(14,10),(14,33),-0.0126546 # DEPENDENCYPART_SIBL
(14,10),(14,36),-0.00812844 # DEPENDENCYPART_SIBL
(14,10),(14,37),0.331737 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.285017 # DEPENDENCYPART_SIBL
