# _root_ Una altra de les novetats d' aquest any ha estat l' excés d' oferta per a Roma , Londres i París , destins per als quals ha estat possible trobar bitllet fins a última hora .
#goldHeads=3,1,10,5,3,3,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,28,24,25,28,23,28,28,30,30,32,35,33,10,
#predictedHeads=2,10,2,5,3,5,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,23,24,25,28,23,28,28,30,30,32,35,33,10,
(14,6),(14,17),0.0201155 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0255157 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0139412 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.028308 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.0204843 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0255157 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.0216947 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.052364 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0761812 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0871121 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.129699 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.114954 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0135497 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.10182 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0809631 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.108605 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0135497 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.116466 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0871121 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.052364 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.062946 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0201155 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0255157 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0139412 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.028308 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0204843 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0255157 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0216947 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.052364 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.00610257 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0839126 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.120732 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0949604 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0874832 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0781765 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.120732 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0847158 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0482484 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.120612 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0704948 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.131697 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0770363 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.117653 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0704948 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.122478 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.193882 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0418806 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0108543 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.00925027 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.016346 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0418806 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.00960413 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.00750943 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.378031 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.247495 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.382655 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0325377 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.362262 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0208397 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.00943522 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0304328 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0687263 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.025268 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.011406 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.605007 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.035744 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.594788 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.0533103 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0170396 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.00693942 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.0165511 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.362262 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0208397 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.00421361 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.22595 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0275919 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0287736 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.111508 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0243039 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0081299 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.00168925 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0372267 # DEPENDENCYPART_SIBL
(15,13),(15,33),-0.0275919 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.10276 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0410646 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0984558 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0423562 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0271288 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.00107454 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0339527 # DEPENDENCYPART_SIBL
(15,14),(15,33),-0.10276 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.270132 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00183944 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.260253 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.00108323 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0114095 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.265177 # DEPENDENCYPART_SIBL
(15,16),(15,33),-0.416773 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0261579 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.870446 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0772089 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0868362 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0484921 # DEPENDENCYPART_SIBL
(15,17),(15,33),-0.264243 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.161257 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0944387 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.434861 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.292195 # DEPENDENCYPART_SIBL
(15,18),(15,33),0.127365 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0324794 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0546571 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0806712 # DEPENDENCYPART_SIBL
(15,19),(15,33),-0.317301 # DEPENDENCYPART_SIBL
(15,20),(15,24),1.12606 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.841585 # DEPENDENCYPART_SIBL
(15,20),(15,33),0.686596 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.268366 # DEPENDENCYPART_SIBL
(15,24),(15,33),-0.447966 # DEPENDENCYPART_SIBL
(15,25),(15,33),-0.426287 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0603408 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.952621 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0221534 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0603408 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.015419 # DEPENDENCYPART_SIBL
(16,17),(16,33),0.00393417 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0721515 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.183281 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.222554 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.458691 # DEPENDENCYPART_SIBL
(16,18),(16,33),0.565091 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0886325 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0623022 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0707096 # DEPENDENCYPART_SIBL
(16,19),(16,33),-0.0722351 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0667578 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.988923 # DEPENDENCYPART_SIBL
(16,20),(16,33),1.16502 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.458691 # DEPENDENCYPART_SIBL
(16,22),(16,33),0.565091 # DEPENDENCYPART_SIBL
(16,25),(16,33),0.0808979 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0344384 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0192317 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0589739 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0257333 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0344384 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0269909 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0822202 # DEPENDENCYPART_SIBL
(17,16),(17,31),0.0220796 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.360312 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.245334 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.367394 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.00991566 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.347001 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0424276 # DEPENDENCYPART_SIBL
(17,18),(17,31),0.342073 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0345909 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0396969 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0466688 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0345321 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.00416838 # DEPENDENCYPART_SIBL
(17,19),(17,31),0.0296028 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.639178 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0485166 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.628958 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.060801 # DEPENDENCYPART_SIBL
(17,20),(17,31),0.614601 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.00487309 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0163482 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.00112142 # DEPENDENCYPART_SIBL
(17,21),(17,31),0.011419 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.347001 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0424276 # DEPENDENCYPART_SIBL
(17,22),(17,31),0.342073 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0112161 # DEPENDENCYPART_SIBL
(17,23),(17,31),0.00546477 # DEPENDENCYPART_SIBL
(17,24),(17,31),0.0414372 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0065735 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0631474 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0282947 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0292927 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0247474 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0838885 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0576207 # DEPENDENCYPART_SIBL
(19,16),(19,28),-0.0576835 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.00681464 # DEPENDENCYPART_SIBL
(19,16),(19,30),-0.0263458 # DEPENDENCYPART_SIBL
(19,16),(19,36),0.0564235 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.000815383 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00901946 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.366409 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0332969 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0337549 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0765226 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.131985 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.0126376 # DEPENDENCYPART_SIBL
(19,18),(19,30),0.118221 # DEPENDENCYPART_SIBL
(19,18),(19,36),-0.291321 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.695344 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0262428 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.652831 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0801226 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0609139 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.0938361 # DEPENDENCYPART_SIBL
(19,20),(19,29),0.277358 # DEPENDENCYPART_SIBL
(19,20),(19,30),0.152195 # DEPENDENCYPART_SIBL
(19,20),(19,36),0.0402939 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0798935 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0490365 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0273238 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.0403782 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.00744182 # DEPENDENCYPART_SIBL
(19,21),(19,29),0.0678807 # DEPENDENCYPART_SIBL
(19,21),(19,30),0.0620407 # DEPENDENCYPART_SIBL
(19,21),(19,36),0.0282207 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.386934 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0116469 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0165776 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.0782523 # DEPENDENCYPART_SIBL
(19,22),(19,29),0.0173106 # DEPENDENCYPART_SIBL
(19,22),(19,30),-0.0127466 # DEPENDENCYPART_SIBL
(19,22),(19,36),0.0205382 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.00145945 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.025727 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.00720941 # DEPENDENCYPART_SIBL
(19,23),(19,29),0.0501727 # DEPENDENCYPART_SIBL
(19,23),(19,30),0.0473895 # DEPENDENCYPART_SIBL
(19,23),(19,36),0.0209288 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0117674 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.0175957 # DEPENDENCYPART_SIBL
(19,24),(19,29),0.122098 # DEPENDENCYPART_SIBL
(19,24),(19,30),0.0600458 # DEPENDENCYPART_SIBL
(19,24),(19,36),0.144262 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.120057 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.00252542 # DEPENDENCYPART_SIBL
(19,27),(19,30),-0.0702146 # DEPENDENCYPART_SIBL
(19,27),(19,36),0.0254046 # DEPENDENCYPART_SIBL
(19,28),(19,29),0.0141255 # DEPENDENCYPART_SIBL
(19,28),(19,30),-0.0403611 # DEPENDENCYPART_SIBL
(19,28),(19,36),0.0375594 # DEPENDENCYPART_SIBL
(19,29),(19,30),0.00709644 # DEPENDENCYPART_SIBL
(19,29),(19,36),-0.0303873 # DEPENDENCYPART_SIBL
(19,30),(19,36),0.0311261 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0101548 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.00433052 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.028757 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0639202 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0378809 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.0231589 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.472883 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0483302 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0452848 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.0163899 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.0491158 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.00368968 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0227696 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0101668 # DEPENDENCYPART_SIBL
(21,23),(21,30),0.0444321 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.00774053 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0216225 # DEPENDENCYPART_SIBL
(21,24),(21,30),0.0560189 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.120262 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.0704193 # DEPENDENCYPART_SIBL
(21,28),(21,30),-0.0405658 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.0230512 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.287006 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.287006 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.0513875 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.0200618 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.171194 # DEPENDENCYPART_SIBL
(23,10),(23,28),-0.130886 # DEPENDENCYPART_SIBL
(23,10),(23,29),-0.107399 # DEPENDENCYPART_SIBL
(23,10),(23,30),-0.131975 # DEPENDENCYPART_SIBL
(23,10),(23,32),-0.0410655 # DEPENDENCYPART_SIBL
(23,10),(23,36),0.0105976 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0527968 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0527968 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.00105216 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.0199336 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.0281965 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.0254425 # DEPENDENCYPART_SIBL
(23,15),(23,29),0.00683151 # DEPENDENCYPART_SIBL
(23,15),(23,30),0.00577566 # DEPENDENCYPART_SIBL
(23,15),(23,32),0.0265857 # DEPENDENCYPART_SIBL
(23,15),(23,36),0.0605472 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.00366431 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0283461 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0316218 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0664029 # DEPENDENCYPART_SIBL
(23,18),(23,28),0.121694 # DEPENDENCYPART_SIBL
(23,18),(23,29),-0.00207571 # DEPENDENCYPART_SIBL
(23,18),(23,30),0.108102 # DEPENDENCYPART_SIBL
(23,18),(23,32),0.0262452 # DEPENDENCYPART_SIBL
(23,18),(23,36),-0.309298 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0283461 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0316218 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0664029 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.121694 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.00207571 # DEPENDENCYPART_SIBL
(23,22),(23,30),0.108102 # DEPENDENCYPART_SIBL
(23,22),(23,32),0.0262452 # DEPENDENCYPART_SIBL
(23,22),(23,36),-0.309298 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0421437 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0470054 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0172337 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.128762 # DEPENDENCYPART_SIBL
(23,24),(23,30),0.0952839 # DEPENDENCYPART_SIBL
(23,24),(23,32),0.0523289 # DEPENDENCYPART_SIBL
(23,24),(23,36),0.145858 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0187537 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.00161483 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0535598 # DEPENDENCYPART_SIBL
(23,25),(23,30),0.0632286 # DEPENDENCYPART_SIBL
(23,25),(23,32),0.032332 # DEPENDENCYPART_SIBL
(23,25),(23,36),0.0827598 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0987558 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.00245024 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.0486454 # DEPENDENCYPART_SIBL
(23,27),(23,32),0.0402242 # DEPENDENCYPART_SIBL
(23,27),(23,36),0.0202501 # DEPENDENCYPART_SIBL
(23,28),(23,29),0.0139487 # DEPENDENCYPART_SIBL
(23,28),(23,30),-0.0189276 # DEPENDENCYPART_SIBL
(23,28),(23,32),0.0527395 # DEPENDENCYPART_SIBL
(23,28),(23,36),0.0323032 # DEPENDENCYPART_SIBL
(23,29),(23,30),0.0497406 # DEPENDENCYPART_SIBL
(23,29),(23,32),0.000581731 # DEPENDENCYPART_SIBL
(23,29),(23,36),-0.0123644 # DEPENDENCYPART_SIBL
(23,30),(23,32),0.0546922 # DEPENDENCYPART_SIBL
(23,30),(23,36),0.0259716 # DEPENDENCYPART_SIBL
(23,32),(23,36),0.145147 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.383106 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0143761 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.490053 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.118002 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.225266 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0079415 # DEPENDENCYPART_SIBL
(24,22),(24,30),0.114222 # DEPENDENCYPART_SIBL
(24,22),(24,33),-0.131894 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0296817 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.167912 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.030728 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.00610787 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0222341 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.0292559 # DEPENDENCYPART_SIBL
(24,23),(24,33),-0.101837 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.31429 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.271141 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.261991 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.163776 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.246092 # DEPENDENCYPART_SIBL
(24,25),(24,33),-0.426287 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.423023 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.422155 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.235963 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.420864 # DEPENDENCYPART_SIBL
(24,26),(24,33),-0.380647 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.497885 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.201028 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.484603 # DEPENDENCYPART_SIBL
(24,27),(24,33),-0.277322 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.168234 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.440271 # DEPENDENCYPART_SIBL
(24,28),(24,33),-0.224164 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.261585 # DEPENDENCYPART_SIBL
(24,29),(24,33),-0.326853 # DEPENDENCYPART_SIBL
(24,30),(24,33),-0.278561 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.35879 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.357773 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.214108 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.356641 # DEPENDENCYPART_SIBL
(25,26),(25,31),-0.605726 # DEPENDENCYPART_SIBL
(25,26),(25,33),-0.122369 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.329161 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.113013 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.316196 # DEPENDENCYPART_SIBL
(25,27),(25,31),-0.32514 # DEPENDENCYPART_SIBL
(25,27),(25,33),0.0842072 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.0865196 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.2778 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.280484 # DEPENDENCYPART_SIBL
(25,28),(25,33),0.131241 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.199427 # DEPENDENCYPART_SIBL
(25,29),(25,31),-0.432796 # DEPENDENCYPART_SIBL
(25,29),(25,33),-0.085653 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.323634 # DEPENDENCYPART_SIBL
(25,30),(25,33),0.084522 # DEPENDENCYPART_SIBL
(25,31),(25,33),0.0421103 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0135746 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.0338515 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.000656019 # DEPENDENCYPART_SIBL
(27,21),(27,29),-0.021534 # DEPENDENCYPART_SIBL
(27,21),(27,32),0.00159082 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.236595 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.016641 # DEPENDENCYPART_SIBL
(27,25),(27,32),-0.0409364 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.058588 # DEPENDENCYPART_SIBL
(27,26),(27,32),0.114409 # DEPENDENCYPART_SIBL
(27,29),(27,32),0.0395029 # DEPENDENCYPART_SIBL
(28,5),(28,8),-0.65532 # DEPENDENCYPART_SIBL
(28,5),(28,9),0.19243 # DEPENDENCYPART_SIBL
(28,5),(28,10),0.08245 # DEPENDENCYPART_SIBL
(28,5),(28,12),-0.671169 # DEPENDENCYPART_SIBL
(28,5),(28,13),0.0158549 # DEPENDENCYPART_SIBL
(28,5),(28,14),-0.669425 # DEPENDENCYPART_SIBL
(28,5),(28,15),-0.0579977 # DEPENDENCYPART_SIBL
(28,5),(28,16),0.00499024 # DEPENDENCYPART_SIBL
(28,5),(28,19),-0.670771 # DEPENDENCYPART_SIBL
(28,5),(28,20),0.0083051 # DEPENDENCYPART_SIBL
(28,5),(28,21),-0.676969 # DEPENDENCYPART_SIBL
(28,5),(28,22),-0.451581 # DEPENDENCYPART_SIBL
(28,5),(28,23),-0.670956 # DEPENDENCYPART_SIBL
(28,5),(28,24),-0.0579977 # DEPENDENCYPART_SIBL
(28,5),(28,25),-0.0543356 # DEPENDENCYPART_SIBL
(28,5),(28,26),-0.098043 # DEPENDENCYPART_SIBL
(28,5),(28,27),0.19243 # DEPENDENCYPART_SIBL
(28,5),(28,29),0.0419053 # DEPENDENCYPART_SIBL
(28,5),(28,30),0.0216244 # DEPENDENCYPART_SIBL
