# _root_ La iniciativa , que dependrà de les condicions meteorològiques , forma_part dels actes de celebració del cinquantè aniversari de l' entitat .
#goldHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
#predictedHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
(8,6),(8,9),-0.076405 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.048062 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0202135 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00502891 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00232688 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0293528 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0764206 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0107104 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.00232688 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0153677 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0617226 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.042063 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0777236 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.210857 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.25671 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.341711 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0616288 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0641112 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.25671 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.011023 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00294567 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0362898 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.164683 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.161212 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.094852 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0182156 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00375666 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.161212 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.00479789 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0328464 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0595096 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0117851 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00831963 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.000747581 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.353185 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0117851 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.00457716 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0675232 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0972326 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0124264 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0166809 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0164892 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0972326 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0553989 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0194529 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0263815 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0413619 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0291841 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0194529 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.00717206 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0353872 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0531006 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0399525 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0943427 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0139956 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0560463 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0161736 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0801455 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.00269509 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.00742891 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.161705 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.00535515 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.108261 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0106291 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0139956 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.341066 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.226985 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.643893 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0641017 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.158659 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.189864 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0732903 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00315112 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0166086 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0172422 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0466531 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0672048 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.122918 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.21791 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.313668 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00402824 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.017031 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0436897 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00374267 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0262165 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0911622 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0364634 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.189026 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.360313 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.00643983 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.00272649 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.360938 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0340287 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.00350753 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.189026 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0572038 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0203972 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.00662263 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0138468 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0619474 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0206087 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0167698 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00662263 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.00737673 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.053455 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.495208 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.708518 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0110236 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00978275 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.179453 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.746324 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.185269 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.495208 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0525206 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0273956 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0548732 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0431341 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0881319 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0265756 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0280257 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0548732 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0583624 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.010442 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.200957 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.134526 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0619947 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0149346 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0683207 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0450042 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.333286 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0236859 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0190653 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0206808 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00115496 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00736128 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0196056 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0218233 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0206808 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0061389 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.474965 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.224081 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.480263 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0568029 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0259232 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.077251 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.498882 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0605621 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00902998 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0479117 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0185287 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.108517 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.022161 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.00941034 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0479117 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0268937 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.492461 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.231075 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0443393 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0169973 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0472041 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.14511 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.121331 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0199942 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0756736 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0425195 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.134847 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0194692 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0312596 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0756736 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0447305 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0210651 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.122145 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0147336 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0626178 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.333092 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0811686 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0672052 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0380134 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0789451 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.10608 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0796581 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0772382 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0380134 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.10164 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.00276072 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00168407 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0627387 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.110276 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0295664 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0733537 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0239516 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0817391 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.099006 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0130003 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0779847 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0239516 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0905574 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0915344 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.180799 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.495318 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0492569 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0242656 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.054461 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0400042 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0805284 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0172536 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0248957 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.054461 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0552325 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0013541 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.187536 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.094382 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0308163 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0859983 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0359517 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0844507 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0487103 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0339789 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0859983 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0479726 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00867383 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0236859 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0190653 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0206808 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00115496 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00736128 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0196056 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0218233 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0206808 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0061389 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.474965 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0620477 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.239667 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0820778 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.259913 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.115644 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0774839 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.239667 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0941814 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.126705 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0681867 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.25836 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0795582 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0349844 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.254293 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0681867 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.271477 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0236196 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0923035 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.256305 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.132965 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0896228 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.224908 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.109625 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0628177 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0663108 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0368129 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.235595 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0534862 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.252768 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0259878 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0877554 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.106324 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.226939 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.12035 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0909045 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0538948 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0891799 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0610296 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0221078 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0600701 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.263974 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0467449 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.109625 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0628177 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.115759 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.136323 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.192638 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0756442 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0538993 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0689825 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0623323 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0538993 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.160904 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.31817 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0133196 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.027934 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.013173 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0617515 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.027934 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.205972 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0755982 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0538521 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0689365 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0622833 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0538521 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.158806 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0741811 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.875616 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0197661 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0741811 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0388095 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.122239 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0529645 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0378537 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0922061 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0300261 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0865467 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0498242 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0376729 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0841669 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0922061 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.172284 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0542516 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0414779 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.00644839 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0175268 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0385192 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.00240667 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0414779 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0149362 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0411882 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0403506 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.036343 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0429306 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0401172 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.125578 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0360374 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.036343 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0449223 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0275386 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0905835 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00209404 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00677917 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0167628 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.000396392 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0905835 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0109945 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.02706 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00775463 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0809946 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0476313 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00356726 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0557413 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0447841 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.00887119 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0914553 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0376446 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0308638 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.119254 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.00597 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0174121 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0673603 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0110128 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0306582 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0247705 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.00266275 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00216994 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0938843 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0185623 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0179376 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0925388 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0151162 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0106502 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0447841 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.00887119 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0339846 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0407762 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0172315 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0706274 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0476881 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.026212 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.927196 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0542712 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0892324 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.037419 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0786903 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.086152 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.186179 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0245965 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.086152 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0543401 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0245965 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0258324 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0381008 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.00777274 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0159168 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0132627 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0485091 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.444624 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.345843 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0824643 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.395597 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.345843 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.186124 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0286099 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0208536 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0866764 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0344025 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.295485 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.140464 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.348122 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0631485 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.140464 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0159548 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.114181 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0195523 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.00506808 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0321297 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0333919 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.108774 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0699303 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.12187 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0439047 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0850491 # DEPENDENCYPART_SIBL
