# _root_ La majoria dels treballs presentats són de centres de la comarca d' Osona -Fpa- 39 -Fpt- , seguits dels 18 de La_Selva i La_Garrotxa , dels 15 del Bages i de 7 del Vallès_Oriental .
#goldHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,2,15,18,2,18,19,20,21,22,22,19,19,26,27,28,19,19,31,32,33,6,
#predictedHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,13,15,18,6,18,19,20,21,22,22,18,20,26,27,28,28,28,31,32,33,6,
(11,12),(11,20),0.0607256 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.00783631 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0452272 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0153003 # DEPENDENCYPART_SIBL
(11,12),(11,27),0.0275639 # DEPENDENCYPART_SIBL
(11,12),(11,32),0.0545138 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00114536 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00652172 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.117589 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.025008 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0154441 # DEPENDENCYPART_SIBL
(11,13),(11,19),-6.12518e-06 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0223379 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0328163 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.029927 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0242308 # DEPENDENCYPART_SIBL
(11,13),(11,27),-0.00624505 # DEPENDENCYPART_SIBL
(11,13),(11,32),0.00323242 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0990406 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.120799 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.219727 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.119275 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.102278 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0870757 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.163003 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.140612 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.0819134 # DEPENDENCYPART_SIBL
(11,14),(11,27),-0.138934 # DEPENDENCYPART_SIBL
(11,14),(11,32),-0.0901092 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.113047 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.00516657 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0206027 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0330859 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.00282278 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0449315 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.00603928 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.00840355 # DEPENDENCYPART_SIBL
(11,15),(11,27),-0.0329084 # DEPENDENCYPART_SIBL
(11,15),(11,32),-0.0044327 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.469628 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.244469 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.307381 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.205672 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.415462 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.343794 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.191559 # DEPENDENCYPART_SIBL
(11,16),(11,27),-0.25748 # DEPENDENCYPART_SIBL
(11,16),(11,32),-0.209685 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.00565335 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0285563 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.112795 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0562976 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.248169 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.357034 # DEPENDENCYPART_SIBL
(11,17),(11,27),0.0381466 # DEPENDENCYPART_SIBL
(11,17),(11,32),0.11561 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.125957 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0150496 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0773295 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0146756 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.00852535 # DEPENDENCYPART_SIBL
(11,18),(11,27),-0.00397491 # DEPENDENCYPART_SIBL
(11,18),(11,32),0.00534073 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.00472937 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.100382 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.00971669 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0162056 # DEPENDENCYPART_SIBL
(11,19),(11,27),-0.031233 # DEPENDENCYPART_SIBL
(11,19),(11,32),-0.00341041 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0511087 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.00669433 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.0117518 # DEPENDENCYPART_SIBL
(11,20),(11,27),-0.0347966 # DEPENDENCYPART_SIBL
(11,20),(11,32),-0.00632082 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.00508743 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0169112 # DEPENDENCYPART_SIBL
(11,21),(11,27),0.00877837 # DEPENDENCYPART_SIBL
(11,21),(11,32),0.0381289 # DEPENDENCYPART_SIBL
(11,23),(11,24),0.559346 # DEPENDENCYPART_SIBL
(11,23),(11,27),0.222921 # DEPENDENCYPART_SIBL
(11,23),(11,32),0.270584 # DEPENDENCYPART_SIBL
(11,24),(11,27),0.00911844 # DEPENDENCYPART_SIBL
(11,24),(11,32),0.0185987 # DEPENDENCYPART_SIBL
(11,27),(11,32),0.0240432 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.12072 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0597888 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.109925 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0224383 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.000915521 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0550063 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.389719 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.025073 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.352839 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0789243 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.139209 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0118788 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.132391 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.200265 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0276788 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.018957 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00262254 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0189739 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0557311 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0826724 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.216879 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.00135365 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.152544 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0639744 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0284956 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0635088 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0820437 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0878628 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.173146 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.108182 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0825825 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0700788 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.139999 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0343 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0977104 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0220466 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.124166 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0249642 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0235474 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.03071 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.00282064 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0392482 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0130838 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0239355 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.02091 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.426449 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.239612 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.290898 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.191888 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.395671 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.147158 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.304104 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.134905 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0378537 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0696128 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.150837 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0119327 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.433758 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.316458 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.449402 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.108552 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.00100459 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0658782 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.000349212 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.00943631 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.00747695 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.014255 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0768906 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0158811 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0194686 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.0235883 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0454254 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.00973564 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0245906 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.0175618 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0201261 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.0282039 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.0267101 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0971154 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.0915164 # DEPENDENCYPART_SIBL
(13,23),(13,24),0.62678 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0505874 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0505874 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0263989 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0763804 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0302485 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0188444 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0392579 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.129361 # DEPENDENCYPART_SIBL
(15,3),(15,21),0.0656135 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0341937 # DEPENDENCYPART_SIBL
(15,3),(15,23),0.074536 # DEPENDENCYPART_SIBL
(15,3),(15,24),0.0341942 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.0188444 # DEPENDENCYPART_SIBL
(15,3),(15,27),0.140409 # DEPENDENCYPART_SIBL
(15,3),(15,29),0.0341311 # DEPENDENCYPART_SIBL
(15,3),(15,30),0.074536 # DEPENDENCYPART_SIBL
(15,3),(15,32),0.110543 # DEPENDENCYPART_SIBL
(15,3),(15,34),0.0341223 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0405131 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0234436 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0927438 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0231688 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0564136 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0544561 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.13204 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0830348 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.0117175 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0119908 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.011718 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.0564136 # DEPENDENCYPART_SIBL
(15,7),(15,27),0.134718 # DEPENDENCYPART_SIBL
(15,7),(15,29),0.0116374 # DEPENDENCYPART_SIBL
(15,7),(15,30),-0.0119908 # DEPENDENCYPART_SIBL
(15,7),(15,32),0.119308 # DEPENDENCYPART_SIBL
(15,7),(15,34),0.011647 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0234436 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0927438 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0231688 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0564136 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0544561 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.13204 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0830348 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.0117175 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0119908 # DEPENDENCYPART_SIBL
(15,9),(15,24),0.011718 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0564136 # DEPENDENCYPART_SIBL
(15,9),(15,27),0.134718 # DEPENDENCYPART_SIBL
(15,9),(15,29),0.0116374 # DEPENDENCYPART_SIBL
(15,9),(15,30),-0.0119908 # DEPENDENCYPART_SIBL
(15,9),(15,32),0.119308 # DEPENDENCYPART_SIBL
(15,9),(15,34),0.011647 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.128951 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0234795 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0643989 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0363963 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0517112 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0155308 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.00730661 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0196063 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.00730711 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0643989 # DEPENDENCYPART_SIBL
(15,12),(15,27),0.0443699 # DEPENDENCYPART_SIBL
(15,12),(15,29),0.00724406 # DEPENDENCYPART_SIBL
(15,12),(15,30),0.0196063 # DEPENDENCYPART_SIBL
(15,12),(15,32),0.0324026 # DEPENDENCYPART_SIBL
(15,12),(15,34),0.00723603 # DEPENDENCYPART_SIBL
(15,14),(15,16),1.26128 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.227706 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0651021 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0302758 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.119512 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0622245 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0495082 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0608833 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.227706 # DEPENDENCYPART_SIBL
(15,14),(15,27),0.0303326 # DEPENDENCYPART_SIBL
(15,14),(15,29),0.0680059 # DEPENDENCYPART_SIBL
(15,14),(15,30),0.0495082 # DEPENDENCYPART_SIBL
(15,14),(15,32),-0.00172634 # DEPENDENCYPART_SIBL
(15,14),(15,34),0.0644627 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.16849 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.16808 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.144069 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.218799 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0673952 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0881007 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0656998 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.16849 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.122249 # DEPENDENCYPART_SIBL
(15,16),(15,29),-0.0663099 # DEPENDENCYPART_SIBL
(15,16),(15,30),-0.0881007 # DEPENDENCYPART_SIBL
(15,16),(15,32),0.12344 # DEPENDENCYPART_SIBL
(15,16),(15,34),-0.061365 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0204274 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.474149 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.016234 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0983622 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.317767 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.101753 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.0653108 # DEPENDENCYPART_SIBL
(15,17),(15,27),0.437635 # DEPENDENCYPART_SIBL
(15,17),(15,29),0.100533 # DEPENDENCYPART_SIBL
(15,17),(15,30),0.317767 # DEPENDENCYPART_SIBL
(15,17),(15,32),0.457053 # DEPENDENCYPART_SIBL
(15,17),(15,34),0.110486 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0935397 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0563977 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0727931 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0554835 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0727336 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0612556 # DEPENDENCYPART_SIBL
(15,19),(15,27),0.0947392 # DEPENDENCYPART_SIBL
(15,19),(15,29),0.0689978 # DEPENDENCYPART_SIBL
(15,19),(15,30),0.0554835 # DEPENDENCYPART_SIBL
(15,19),(15,32),0.0681141 # DEPENDENCYPART_SIBL
(15,19),(15,34),0.0556244 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0652907 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0305015 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0331262 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0305015 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0347828 # DEPENDENCYPART_SIBL
(15,20),(15,27),0.0473203 # DEPENDENCYPART_SIBL
(15,20),(15,29),-0.0305016 # DEPENDENCYPART_SIBL
(15,20),(15,30),0.0331262 # DEPENDENCYPART_SIBL
(15,20),(15,32),0.0476086 # DEPENDENCYPART_SIBL
(15,20),(15,34),-0.030505 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0901314 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.0614144 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.0895104 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0452124 # DEPENDENCYPART_SIBL
(15,21),(15,27),0.0738816 # DEPENDENCYPART_SIBL
(15,21),(15,29),0.0825688 # DEPENDENCYPART_SIBL
(15,21),(15,30),0.0614144 # DEPENDENCYPART_SIBL
(15,21),(15,32),0.0381156 # DEPENDENCYPART_SIBL
(15,21),(15,34),0.0639402 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0328942 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.122881 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.0429894 # DEPENDENCYPART_SIBL
(15,22),(15,27),0.0327791 # DEPENDENCYPART_SIBL
(15,22),(15,29),-0.126709 # DEPENDENCYPART_SIBL
(15,22),(15,30),0.0328942 # DEPENDENCYPART_SIBL
(15,22),(15,32),0.00495549 # DEPENDENCYPART_SIBL
(15,22),(15,34),-0.122274 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.360721 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.00481017 # DEPENDENCYPART_SIBL
(15,23),(15,27),0.51727 # DEPENDENCYPART_SIBL
(15,23),(15,29),0.360645 # DEPENDENCYPART_SIBL
(15,23),(15,30),-0.271066 # DEPENDENCYPART_SIBL
(15,23),(15,32),0.561081 # DEPENDENCYPART_SIBL
(15,23),(15,34),0.36188 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0372798 # DEPENDENCYPART_SIBL
(15,24),(15,27),0.0327791 # DEPENDENCYPART_SIBL
(15,24),(15,29),-0.130135 # DEPENDENCYPART_SIBL
(15,24),(15,30),0.0304038 # DEPENDENCYPART_SIBL
(15,24),(15,32),0.00495549 # DEPENDENCYPART_SIBL
(15,24),(15,34),-0.125701 # DEPENDENCYPART_SIBL
(15,25),(15,27),0.437635 # DEPENDENCYPART_SIBL
(15,25),(15,29),0.100533 # DEPENDENCYPART_SIBL
(15,25),(15,30),0.317767 # DEPENDENCYPART_SIBL
(15,25),(15,32),0.457053 # DEPENDENCYPART_SIBL
(15,25),(15,34),0.110486 # DEPENDENCYPART_SIBL
(15,27),(15,29),-0.0152232 # DEPENDENCYPART_SIBL
(15,27),(15,30),0.0317079 # DEPENDENCYPART_SIBL
(15,27),(15,32),0.0566365 # DEPENDENCYPART_SIBL
(15,27),(15,34),-0.0152266 # DEPENDENCYPART_SIBL
(15,29),(15,30),0.0340889 # DEPENDENCYPART_SIBL
(15,29),(15,32),0.00485501 # DEPENDENCYPART_SIBL
(15,29),(15,34),-0.125842 # DEPENDENCYPART_SIBL
(15,30),(15,32),0.561081 # DEPENDENCYPART_SIBL
(15,30),(15,34),0.36188 # DEPENDENCYPART_SIBL
(15,32),(15,34),-0.0455472 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0624421 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0164806 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.00410256 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0101723 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0133334 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0461512 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0439134 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0125071 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.00232255 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0125067 # DEPENDENCYPART_SIBL
(18,9),(18,25),0.0333326 # DEPENDENCYPART_SIBL
(18,9),(18,26),0.0133334 # DEPENDENCYPART_SIBL
(18,9),(18,28),-0.0074182 # DEPENDENCYPART_SIBL
(18,9),(18,33),-0.0074182 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0631165 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0425773 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0586255 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0146163 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0323633 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.036622 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0172942 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0149221 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0172947 # DEPENDENCYPART_SIBL
(18,12),(18,25),0.0378393 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.0146163 # DEPENDENCYPART_SIBL
(18,12),(18,28),-0.00538459 # DEPENDENCYPART_SIBL
(18,12),(18,33),-0.00538459 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0299425 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0773622 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.014692 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.00759165 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.00374691 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0478548 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0311136 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0465136 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0966014 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.014692 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.0622329 # DEPENDENCYPART_SIBL
(18,14),(18,33),-0.0622329 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0634563 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.102943 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.00774445 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.101892 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0143646 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0352893 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0130234 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.146183 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.102943 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.140009 # DEPENDENCYPART_SIBL
(18,16),(18,33),-0.140009 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.177969 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0685887 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.211271 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.14142 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0173338 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.138737 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.687627 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.177969 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.121998 # DEPENDENCYPART_SIBL
(18,17),(18,33),0.121998 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00882262 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.096641 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0238431 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.131454 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0237836 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0590146 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0501079 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.0811016 # DEPENDENCYPART_SIBL
(18,19),(18,33),-0.0811016 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0500583 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0615327 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0745501 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0615327 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0313177 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.0532716 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.0325181 # DEPENDENCYPART_SIBL
(18,20),(18,33),-0.0325181 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.00591337 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0990679 # DEPENDENCYPART_SIBL
