# _root_ Paul_L._Ravelo , doctor en ciències filosòfiques per la Universitat_de_l'_Havana , impartirà a la Casa_de_Cultura de Girona el curs ' Els_mites_de_la_globalització_neoliberal ' .
#goldHeads=11,3,1,3,4,5,3,9,7,3,0,11,14,12,14,15,18,11,20,18,20,11,
#predictedHeads=11,3,1,3,4,5,3,9,7,3,0,11,14,12,14,15,18,11,20,18,20,11,
(5,10),(5,19),-0.067818 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.360536 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.067818 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.00980118 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0496577 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0265882 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0463287 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0290209 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0463287 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.0392072 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.000420926 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0404289 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0102535 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0404289 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.00258161 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0208654 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.00842395 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0208654 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.00283216 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0612313 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.166824 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0405854 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.00153771 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.0137378 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.0405854 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.257827 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.480654 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.10907 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.129275 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.643893 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.062759 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0878347 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.169809 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.198455 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0613638 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0169386 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0791204 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0244002 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.00376771 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0350936 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0543145 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0437688 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0711259 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0133195 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.101506 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.00473475 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0324285 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.224296 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0683054 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0526161 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.165438 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0828569 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0371135 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.11686 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0553179 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0119138 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0409724 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0239094 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0821821 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0791201 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0470844 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00518068 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0288057 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0666917 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.083609 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0242507 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0228842 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.00816883 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0891003 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0927933 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0126899 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0777531 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00524704 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.12277 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.14123 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.047615 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.165312 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.208712 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0293392 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0237959 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.511696 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.262497 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0495724 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.149135 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.127365 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.280935 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.269133 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.00491209 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0458479 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0367153 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0121118 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.132275 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.031049 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.003545 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0325759 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0799264 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.000411855 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.00399638 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0714649 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.08894 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.398039 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00436364 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00388921 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00722519 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00458225 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00680158 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.00913595 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0170269 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0213103 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00546767 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00637952 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0730116 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00603937 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0615881 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0657596 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0541686 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0556942 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0612105 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0657817 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.152939 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0662489 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0710491 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0250708 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0651037 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0412354 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0372633 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.371105 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.375432 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.006744 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0695565 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.050286 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0296391 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0320718 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0432587 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0028396 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0681845 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0754031 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.217506 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.00274725 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0134217 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.00671668 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0162538 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0123868 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.00418311 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.488437 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.729548 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0793938 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.730768 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.174227 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0700551 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.16174 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.730753 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.488437 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0101566 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0232619 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0359891 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0280013 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0022107 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0091803 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0232583 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0091803 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0247718 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0550388 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.135651 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0504446 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0286265 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.190539 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0999598 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0504597 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.3498 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0187825 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0074232 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.026507 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00772407 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0144415 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0538685 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.00127293 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0538685 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.467706 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0819265 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.7333 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.17676 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0725878 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.164273 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.733285 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.49097 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0151026 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0356813 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0426174 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0404206 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0102086 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.00688891 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0356776 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.00688891 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0309042 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.00945082 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0568842 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0884573 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0863412 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.00952629 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.342666 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.035862 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00438778 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0692201 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00989138 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.00296144 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0365282 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.00438456 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0365282 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.00574418 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.174227 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0700552 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.161741 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.730753 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.488437 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0101998 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0233589 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0360323 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0280983 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.00211369 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.00922281 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0233553 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.00922281 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0247291 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0654931 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.200001 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0250468 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.187463 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0600743 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0368351 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0917079 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0409152 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0247395 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0155566 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0368335 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0155566 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.000493445 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0917725 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0145267 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.265532 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0437103 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0203151 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0390365 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0148277 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0281318 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0595517 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0203183 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0595517 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.00546359 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0333956 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.188975 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0391423 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0113851 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.000855792 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00260667 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0226688 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.029453 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0113955 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.029453 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0444397 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.488437 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0101566 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0232619 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0359891 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0280013 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0022107 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0091803 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0232583 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0091803 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0247718 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0187825 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0074232 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.026507 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00772407 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0144415 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0538685 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.00127293 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0538685 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.467706 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00943936 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.105659 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0123264 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0190335 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0432784 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00940962 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0432784 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.017752 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0817495 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.236327 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.247421 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0201192 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.24292 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0201192 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0203214 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0807116 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0910863 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0495975 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0774825 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0495975 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0522393 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.251691 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0329434 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.24719 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0329434 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0342838 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.031252 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.218411 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.031252 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.0329125 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0184295 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0725798 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0347454 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0146654 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0148656 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0347454 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.104214 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0718346 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00722395 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0869043 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.119121 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0114263 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0114263 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.176798 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0553973 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.15351 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0555156 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0554029 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0123824 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0123824 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.021439 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.391981 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.983489 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.990775 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0727748 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0727748 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.108712 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0864129 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0895263 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0145814 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0145814 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0390045 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.993223 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0876373 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0876373 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.124142 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0203735 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0203735 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0256803 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.107119 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.00563551 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.00563551 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.262106 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.289944 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.801365 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0525943 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0213103 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00119858 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0594483 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0615152 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0656866 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0541526 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0421251 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0313945 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0578034 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0445727 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0500872 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.316298 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.164361 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.065503 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0671932 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0719934 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0239818 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.024156 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00244547 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0131199 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.00648423 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.00715432 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0106766 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.021487 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.016089 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0122672 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.00430269 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.145363 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.157243 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0389574 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.968231 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.100605 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00206739 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0646818 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.084735 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0694819 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0292584 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0844768 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.114744 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0664264 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.162715 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0211156 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0498565 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.130564 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0486689 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0231988 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0751759 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0987843 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0370858 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0582076 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0370858 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0727427 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0731393 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.111375 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.158726 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0261384 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.019537 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0261384 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0741747 # DEPENDENCYPART_SIBL
