# _root_ La construcció d' un edifici de Presidència a les cases Moxó i Morell , de les quals només es conservaran les façanes , haurà de respectar in_situ les restes .
#goldHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,22,17,15,20,20,10,22,20,20,26,26,0,26,29,26,26,
#predictedHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,20,17,15,20,20,5,22,20,20,26,26,0,26,29,26,26,
(3,1),(3,8),0.149046 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.0610721 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.182115 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.103266 # DEPENDENCYPART_SIBL
(3,1),(3,25),0.103266 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.141023 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.00444729 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.00995485 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.00178107 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0136174 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.00630383 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.0475584 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.00995485 # DEPENDENCYPART_SIBL
(3,2),(3,25),-0.00995485 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0591226 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0636002 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0562585 # DEPENDENCYPART_SIBL
(3,4),(3,8),-0.0266779 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0447987 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.0867065 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0636002 # DEPENDENCYPART_SIBL
(3,4),(3,25),0.0636002 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0854308 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.818849 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0730327 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.105473 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.118377 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0854308 # DEPENDENCYPART_SIBL
(3,5),(3,25),0.0854308 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0432058 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0928435 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.157098 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0246657 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0048355 # DEPENDENCYPART_SIBL
(3,6),(3,25),-0.0048355 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.113281 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0158537 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0209177 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0523311 # DEPENDENCYPART_SIBL
(3,7),(3,25),0.0523311 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.116496 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.00724571 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.041187 # DEPENDENCYPART_SIBL
(3,8),(3,25),-0.041187 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0699215 # DEPENDENCYPART_SIBL
(3,12),(3,15),1.08171 # DEPENDENCYPART_SIBL
(3,12),(3,25),1.08171 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.592981 # DEPENDENCYPART_SIBL
(3,14),(3,25),0.592981 # DEPENDENCYPART_SIBL
(3,15),(3,25),-0.0048355 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0219023 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0722816 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.090582 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.657941 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.368022 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0765952 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0160362 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.113473 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.620381 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.152726 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0367998 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0383841 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0323463 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0376184 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0832199 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0376184 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0868903 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.152726 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.163243 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0294687 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0372686 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0868903 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.00283648 # DEPENDENCYPART_SIBL
(5,1),(5,26),0.01988 # DEPENDENCYPART_SIBL
(5,1),(5,29),0.0376834 # DEPENDENCYPART_SIBL
(5,1),(5,30),-0.0515959 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0448932 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00237171 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.020796 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00506896 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0355932 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00768828 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.00460344 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0171006 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.00460344 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.00497201 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.020796 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0206958 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.0283983 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.00353101 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.00497201 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.0488528 # DEPENDENCYPART_SIBL
(5,2),(5,26),-0.0323046 # DEPENDENCYPART_SIBL
(5,2),(5,29),-0.0105769 # DEPENDENCYPART_SIBL
(5,2),(5,30),-0.0546589 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0811461 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0224012 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.016494 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0288713 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0101333 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0170362 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00669242 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0170362 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0088721 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0224012 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0568502 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.021656 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.0162316 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0088721 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.0307082 # DEPENDENCYPART_SIBL
(5,3),(5,26),-0.0197596 # DEPENDENCYPART_SIBL
(5,3),(5,29),0.0147328 # DEPENDENCYPART_SIBL
(5,3),(5,30),0.0632809 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0864277 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0602459 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.200096 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0646538 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.059435 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0655383 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.059435 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0603193 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0864277 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0168664 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0392225 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0596992 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0603193 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.0111093 # DEPENDENCYPART_SIBL
(5,4),(5,26),0.0354034 # DEPENDENCYPART_SIBL
(5,4),(5,29),-0.0593704 # DEPENDENCYPART_SIBL
(5,4),(5,30),0.0971822 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.013808 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.168779 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.016648 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0129888 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0166598 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0130144 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0162841 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.169153 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0261855 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0192802 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0132593 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0162841 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0317429 # DEPENDENCYPART_SIBL
(5,6),(5,26),-0.0143957 # DEPENDENCYPART_SIBL
(5,6),(5,29),-0.00149172 # DEPENDENCYPART_SIBL
(5,6),(5,30),0.0136511 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0145751 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00130993 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00308576 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0271978 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.00307722 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0174075 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.104813 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0330308 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.011001 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.00296421 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.0174075 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0205422 # DEPENDENCYPART_SIBL
(5,7),(5,26),0.00341497 # DEPENDENCYPART_SIBL
(5,7),(5,29),0.0128196 # DEPENDENCYPART_SIBL
(5,7),(5,30),-0.00604332 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0515984 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0546572 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.00410103 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0546315 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0206061 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.105171 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0650275 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0180576 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0544667 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.0206061 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0190711 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.00800433 # DEPENDENCYPART_SIBL
(5,8),(5,29),0.0656755 # DEPENDENCYPART_SIBL
(5,8),(5,30),0.222396 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.000664129 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0220787 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.000655591 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0329151 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0988236 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0352797 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0140209 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.000542579 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0329151 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0175223 # DEPENDENCYPART_SIBL
(5,10),(5,26),0.00643485 # DEPENDENCYPART_SIBL
(5,10),(5,29),0.0103979 # DEPENDENCYPART_SIBL
(5,10),(5,30),0.00129869 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0286587 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.00344524 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0333448 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.105584 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0365968 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0158332 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.00333223 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0333448 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.01571 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.00824714 # DEPENDENCYPART_SIBL
(5,11),(5,29),0.0131876 # DEPENDENCYPART_SIBL
(5,11),(5,30),0.00216903 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.549145 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0653192 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.263794 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0932979 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0773366 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.549059 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0653192 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.0359348 # DEPENDENCYPART_SIBL
(5,12),(5,26),0.0693722 # DEPENDENCYPART_SIBL
(5,12),(5,29),0.551165 # DEPENDENCYPART_SIBL
(5,12),(5,30),-0.0255888 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0333278 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.105533 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0365797 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.0158161 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.00331515 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0333278 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.0157271 # DEPENDENCYPART_SIBL
(5,13),(5,26),0.00823007 # DEPENDENCYPART_SIBL
(5,13),(5,29),0.0131705 # DEPENDENCYPART_SIBL
(5,13),(5,30),0.00215195 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0094245 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0303242 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0420148 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.362578 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0355725 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0619052 # DEPENDENCYPART_SIBL
(5,14),(5,26),-0.050178 # DEPENDENCYPART_SIBL
(5,14),(5,29),0.392197 # DEPENDENCYPART_SIBL
(5,14),(5,30),0.00989201 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0261855 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0192802 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0132593 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0162841 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0317429 # DEPENDENCYPART_SIBL
(5,15),(5,26),-0.0143957 # DEPENDENCYPART_SIBL
(5,15),(5,29),-0.00149172 # DEPENDENCYPART_SIBL
(5,15),(5,30),0.0136511 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0469202 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0287663 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.0108895 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.0734932 # DEPENDENCYPART_SIBL
(5,18),(5,26),-0.0556629 # DEPENDENCYPART_SIBL
(5,18),(5,29),-0.0288623 # DEPENDENCYPART_SIBL
(5,18),(5,30),0.078859 # DEPENDENCYPART_SIBL
(5,20),(5,22),0.00890707 # DEPENDENCYPART_SIBL
(5,20),(5,23),0.0574281 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.0841943 # DEPENDENCYPART_SIBL
(5,20),(5,26),-0.0687854 # DEPENDENCYPART_SIBL
(5,20),(5,29),0.0145706 # DEPENDENCYPART_SIBL
(5,20),(5,30),0.0377698 # DEPENDENCYPART_SIBL
(5,22),(5,23),0.0310439 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.015969 # DEPENDENCYPART_SIBL
(5,22),(5,26),0.00798817 # DEPENDENCYPART_SIBL
(5,22),(5,29),0.00915 # DEPENDENCYPART_SIBL
(5,22),(5,30),-3.94808e-05 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.0619052 # DEPENDENCYPART_SIBL
(5,23),(5,26),-0.050178 # DEPENDENCYPART_SIBL
(5,23),(5,29),0.392197 # DEPENDENCYPART_SIBL
(5,23),(5,30),0.00989201 # DEPENDENCYPART_SIBL
(5,24),(5,26),-0.0729684 # DEPENDENCYPART_SIBL
(5,24),(5,29),0.0109463 # DEPENDENCYPART_SIBL
(5,24),(5,30),0.0160264 # DEPENDENCYPART_SIBL
(5,26),(5,29),0.0164965 # DEPENDENCYPART_SIBL
(5,26),(5,30),0.0333962 # DEPENDENCYPART_SIBL
(5,29),(5,30),-0.000226668 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.100883 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0661647 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0353979 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0948296 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.0948296 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.30308 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00619147 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0204201 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0204201 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0956986 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.052507 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.052507 # DEPENDENCYPART_SIBL
(6,12),(6,15),1.23827 # DEPENDENCYPART_SIBL
(6,12),(6,25),1.23827 # DEPENDENCYPART_SIBL
(6,15),(6,25),0.0224586 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0683317 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0713905 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0317049 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0713649 # DEPENDENCYPART_SIBL
(7,8),(7,30),0.214789 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00998753 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0361292 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00997899 # DEPENDENCYPART_SIBL
(7,10),(7,30),-0.00547253 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0427093 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0127686 # DEPENDENCYPART_SIBL
(7,11),(7,30),-0.00460219 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.601803 # DEPENDENCYPART_SIBL
(7,12),(7,30),-0.00800993 # DEPENDENCYPART_SIBL
(7,13),(7,30),-0.00461927 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0317328 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0524726 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0489471 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0373211 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0489471 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.126916 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00188707 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.110534 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.110533 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0324594 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.110533 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.030131 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.151918 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.952329 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0200634 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.952329 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0594886 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.324788 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00875891 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.948713 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0601912 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.319943 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.239308 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0667578 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.868955 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0601912 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.31996 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.312292 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.205566 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0768112 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.108358 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.00736775 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0248291 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0953396 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0172712 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0367487 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0172712 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00347751 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0831335 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0209727 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0217888 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0183436 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.00347751 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0422433 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.0256951 # DEPENDENCYPART_SIBL
(10,2),(10,29),0.0112977 # DEPENDENCYPART_SIBL
(10,2),(10,30),-0.0554798 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.147438 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.776585 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0223032 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0696802 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0223032 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00948248 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0442578 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0317626 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.107845 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.022039 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.00948248 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0797315 # DEPENDENCYPART_SIBL
(10,4),(10,26),0.104026 # DEPENDENCYPART_SIBL
(10,4),(10,29),0.0223678 # DEPENDENCYPART_SIBL
(10,4),(10,30),0.143389 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0944998 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0158846 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0161258 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0158846 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0453076 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0802747 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0114415 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0123467 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0150376 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0453076 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0208973 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0122396 # DEPENDENCYPART_SIBL
(10,6),(10,29),0.012979 # DEPENDENCYPART_SIBL
(10,6),(10,30),-0.0147912 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0289151 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0766603 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0289151 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0258667 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0612048 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0915716 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0181454 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0291793 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0258667 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0156612 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.0144221 # DEPENDENCYPART_SIBL
(10,9),(10,29),-0.0288444 # DEPENDENCYPART_SIBL
(10,9),(10,30),-0.00867156 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0578589 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0277037 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0316871 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0371667 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0321079 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0141564 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0275907 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0316871 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0173869 # DEPENDENCYPART_SIBL
(10,11),(10,26),0.0065703 # DEPENDENCYPART_SIBL
(10,11),(10,29),0.0374461 # DEPENDENCYPART_SIBL
(10,11),(10,30),-0.00461825 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.646496 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0285049 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.246716 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.129113 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.119697 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.64641 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0285049 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0782947 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.111732 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.648516 # DEPENDENCYPART_SIBL
(10,12),(10,30),0.00642737 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.03167 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0371155 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0320909 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0141393 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0275736 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.03167 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0174039 # DEPENDENCYPART_SIBL
