# _root_ A_més_a_més_de presó , reclama la clausura de l' empresa durant dos anys , la inhabilitació durant cinc anys per exercir com_a industrial i una multa .
#goldHeads=4,1,1,0,6,4,6,9,7,6,12,10,6,15,6,15,18,16,15,19,20,21,6,25,6,4,
#predictedHeads=4,1,1,0,6,4,6,9,7,4,12,10,6,15,6,15,18,16,4,19,20,21,6,25,6,4,
(6,9),(6,20),0.0262009 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.121784 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0793658 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0563334 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0588219 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00706715 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0997254 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0511899 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0882887 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.00706715 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.141894 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0225387 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0724432 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0148318 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.114417 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.136172 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0308982 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0415947 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.00886084 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.00148767 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0184536 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.00628914 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.00347959 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0330724 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.0611044 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.0425171 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.374981 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.158844 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.22586 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0171402 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0518406 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.00687415 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.271986 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.41223 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.00667508 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0374148 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0311675 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.00807114 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.00861229 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0289264 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0436421 # DEPENDENCYPART_SIBL
(6,15),(6,25),0.0276423 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.00512161 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.00706715 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.141894 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0225387 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0724432 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0148318 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.114417 # DEPENDENCYPART_SIBL
(6,16),(6,26),0.136172 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0184536 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.00628914 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.00347959 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0330724 # DEPENDENCYPART_SIBL
(6,18),(6,25),0.0611044 # DEPENDENCYPART_SIBL
(6,18),(6,26),-0.0425171 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.00199343 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0127425 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0506461 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.116065 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.132549 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0519163 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0736105 # DEPENDENCYPART_SIBL
(6,20),(6,25),0.0504456 # DEPENDENCYPART_SIBL
(6,20),(6,26),0.0453143 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.00746416 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.0490201 # DEPENDENCYPART_SIBL
(6,21),(6,26),0.0497458 # DEPENDENCYPART_SIBL
(6,23),(6,25),0.62044 # DEPENDENCYPART_SIBL
(6,23),(6,26),-0.00690336 # DEPENDENCYPART_SIBL
(6,25),(6,26),-0.00988329 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.103443 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.173403 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0277955 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0401983 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.123497 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.115681 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.502829 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00383722 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00795849 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.325093 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.602533 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.118045 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0884043 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.339887 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.156214 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.159968 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.914742 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00528233 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.045029 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.263533 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.183753 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0883777 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.18687 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00684249 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.329906 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.349977 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.276479 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0581055 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0244971 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.103068 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0659277 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0308886 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0714051 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00684661 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0897951 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0308886 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0714051 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0532209 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0317341 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0428791 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0225997 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.1087 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.0577519 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0498518 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.30028 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00563317 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0238267 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0782261 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.430564 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0182202 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0238267 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0782261 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0117414 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.188168 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0364094 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.023185 # DEPENDENCYPART_SIBL
(9,3),(9,25),0.0270018 # DEPENDENCYPART_SIBL
(9,3),(9,26),-0.240652 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.168952 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.8465 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.168067 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.147205 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0675698 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.135533 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.168067 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.147205 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.147463 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0921348 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0781284 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.070479 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.171466 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.0390835 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0663457 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0398974 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.000215016 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0354782 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0259092 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0398974 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.000215016 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0722806 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00183821 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0771399 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0507845 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.0446711 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.0123599 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0657535 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.336163 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0251209 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.336025 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0657535 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.336163 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.102173 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.133841 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.000555749 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0340859 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.37092 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.075971 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0572827 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.187078 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.115555 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.144116 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0572827 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.189348 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.00181623 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.127574 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.00544318 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.178782 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.189549 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0925927 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0474637 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0140697 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00437298 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0249153 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.00433241 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.00774089 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0117144 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0669734 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.017046 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.296458 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.122751 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.147329 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0616292 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.111015 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0436845 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.168521 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.333707 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.0318604 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0426383 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0252872 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0145182 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0105824 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0332024 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0223033 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0335309 # DEPENDENCYPART_SIBL
(9,15),(9,26),0.0203629 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0572827 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.189348 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.00181623 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.127574 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.00544318 # DEPENDENCYPART_SIBL
(9,16),(9,25),0.178782 # DEPENDENCYPART_SIBL
(9,16),(9,26),0.189549 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0249153 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.00433241 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.00774089 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.0117144 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.0669734 # DEPENDENCYPART_SIBL
(9,18),(9,26),-0.017046 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0234448 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.0684633 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0310323 # DEPENDENCYPART_SIBL
(9,19),(9,25),0.182602 # DEPENDENCYPART_SIBL
(9,19),(9,26),0.185981 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0757737 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0510274 # DEPENDENCYPART_SIBL
(9,20),(9,25),0.0764315 # DEPENDENCYPART_SIBL
(9,20),(9,26),0.0665054 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.0261119 # DEPENDENCYPART_SIBL
(9,21),(9,25),0.116579 # DEPENDENCYPART_SIBL
(9,21),(9,26),0.10475 # DEPENDENCYPART_SIBL
(9,23),(9,25),0.618535 # DEPENDENCYPART_SIBL
(9,23),(9,26),0.018066 # DEPENDENCYPART_SIBL
(9,25),(9,26),0.0156012 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0577573 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.139166 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.13556 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0505899 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0568154 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0293184 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0396472 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.033393 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.097938 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.030824 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.031613 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.167495 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.724888 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00344368 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0253073 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.195856 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.294131 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.170179 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0518376 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0990392 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0211252 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0927183 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0664225 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.181111 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0465383 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0310539 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0181296 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.000353551 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0190387 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.00177518 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0527131 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.00572188 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.0241809 # DEPENDENCYPART_SIBL
(12,1),(12,25),0.0285414 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.23096 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0647254 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.373858 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.349142 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0893688 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.00285244 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.00841939 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0213636 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.10633 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.0358367 # DEPENDENCYPART_SIBL
(12,3),(12,25),-0.0713024 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0536885 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0598456 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0566098 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0621943 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.00947272 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0716271 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0531981 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0312945 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0464345 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.0341496 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.593237 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0268198 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.148307 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0395725 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.174748 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.083997 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0872032 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0204486 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.204664 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.189084 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0261194 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.256906 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0151451 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.206322 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0703937 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0350539 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0371157 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.336525 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.138589 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.238723 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0331482 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0686198 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.261672 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.403764 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0481867 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.00919446 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.00877726 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.00822737 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0557381 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0300666 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0929089 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.214648 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0190967 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.114565 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.193115 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.000392364 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00540213 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.0478678 # DEPENDENCYPART_SIBL
(12,18),(12,25),0.0649189 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0459215 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.156756 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.199985 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.108198 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.0784938 # DEPENDENCYPART_SIBL
(12,23),(12,25),0.702295 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.548604 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.527457 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.363614 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0582973 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.102235 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0476356 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.022274 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0582973 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0121881 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.00894897 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0422729 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0103644 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.018814 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.00459414 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.0511536 # DEPENDENCYPART_SIBL
(15,1),(15,25),0.0795478 # DEPENDENCYPART_SIBL
(15,1),(15,26),0.0551152 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.299207 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.375602 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.33184 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.00366286 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0421255 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0276878 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0109777 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0191533 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.117387 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0341009 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0298027 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.0402668 # DEPENDENCYPART_SIBL
(15,3),(15,26),-0.316284 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0640552 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0443197 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.130706 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0206281 # DEPENDENCYPART_SIBL
(15,7),(15,16),2.34687e-05 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0288083 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0293409 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0109762 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0387717 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0221513 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.0156275 # DEPENDENCYPART_SIBL
(15,7),(15,26),-0.0149008 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0449431 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0648542 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0357504 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00668119 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0198062 # DEPENDENCYPART_SIBL
(15,10),(15,19),7.7518e-05 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.000137562 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0201136 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0413382 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.0573654 # DEPENDENCYPART_SIBL
(15,10),(15,26),0.0331909 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0284015 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.762954 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.229516 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0173591 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.165631 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0459371 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.173047 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0236969 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0397071 # DEPENDENCYPART_SIBL
(15,11),(15,26),0.106543 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0421255 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0276878 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0109777 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0191533 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.117387 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0341009 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0298027 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0402668 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.316284 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0903052 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0825871 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0644059 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.076464 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00347241 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0258145 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.106812 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0251731 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00290879 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.171344 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0158842 # DEPENDENCYPART_SIBL
