# _root_ ' La política ha de ser un projecte ètic i moral , un conjunt de principis i de normes presidida pel sentit comú ' , ha dit .
#goldHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,14,20,21,22,6,6,27,0,27,
#predictedHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,19,20,21,22,6,6,27,0,27,
(6,3),(6,25),-0.049087 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.0306934 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.0175502 # DEPENDENCYPART_SIBL
(6,3),(6,28),0.00555436 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.441854 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0971419 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0834114 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.147083 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0818104 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0811392 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.121259 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0219101 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.12824 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.147083 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0830051 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0163242 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.0503898 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.0811392 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.000738539 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.0172278 # DEPENDENCYPART_SIBL
(6,4),(6,28),0.292744 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0200943 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0396908 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0632852 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.036879 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0257067 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0274642 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0068556 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0293678 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0632852 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0379487 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0141676 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0701324 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.0257067 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.019113 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.00931121 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.0679847 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0240667 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0559661 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0258945 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0474364 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.231803 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.104887 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.241445 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0559661 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0186991 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0540279 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0632058 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0474364 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.00777457 # DEPENDENCYPART_SIBL
(6,8),(6,27),0.00235998 # DEPENDENCYPART_SIBL
(6,8),(6,28),0.0384221 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0225148 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.189222 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00271778 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0821258 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0736152 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0946557 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0225148 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.188117 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0423494 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0203501 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.00271778 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.00088775 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.00494607 # DEPENDENCYPART_SIBL
(6,9),(6,28),-0.0123458 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.161956 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.000334534 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.207998 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.140825 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.19248 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.344633 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.161859 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0303211 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0290838 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.000334534 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.514676 # DEPENDENCYPART_SIBL
(6,10),(6,27),0.645907 # DEPENDENCYPART_SIBL
(6,10),(6,28),0.0553998 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.013347 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0823184 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0702399 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0948483 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.025485 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.188222 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0429072 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0276318 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.013347 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.000586579 # DEPENDENCYPART_SIBL
(6,11),(6,27),-0.00347174 # DEPENDENCYPART_SIBL
(6,11),(6,28),-0.0040849 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0281195 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0500615 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0515972 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.225513 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.00405302 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.048588 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.00583552 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0414502 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.0435861 # DEPENDENCYPART_SIBL
(6,12),(6,27),0.0545538 # DEPENDENCYPART_SIBL
(6,12),(6,28),-0.0257671 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.104875 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.255939 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0052095 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.028504 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0716485 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.00198031 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.00309168 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.0398479 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.035554 # DEPENDENCYPART_SIBL
(6,14),(6,28),-0.0192596 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.115583 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.00997037 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.10957 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.130661 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.00302755 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.0301935 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.0627395 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0666385 # DEPENDENCYPART_SIBL
(6,15),(6,28),0.00207204 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0386941 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.00575342 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0481126 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.0512123 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.059532 # DEPENDENCYPART_SIBL
(6,16),(6,26),0.029157 # DEPENDENCYPART_SIBL
(6,16),(6,27),0.0334509 # DEPENDENCYPART_SIBL
(6,16),(6,28),0.030259 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.161859 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0303211 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0290838 # DEPENDENCYPART_SIBL
(6,17),(6,25),0.000334534 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.514676 # DEPENDENCYPART_SIBL
(6,17),(6,27),0.645907 # DEPENDENCYPART_SIBL
(6,17),(6,28),0.0553998 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0306523 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.011011 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.00997176 # DEPENDENCYPART_SIBL
(6,20),(6,26),-0.00428243 # DEPENDENCYPART_SIBL
(6,20),(6,27),-0.00834075 # DEPENDENCYPART_SIBL
(6,20),(6,28),-0.0195032 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0173287 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.0100151 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.0976323 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0987896 # DEPENDENCYPART_SIBL
(6,21),(6,28),-0.00469196 # DEPENDENCYPART_SIBL
(6,24),(6,25),0.0336094 # DEPENDENCYPART_SIBL
(6,24),(6,26),0.0193773 # DEPENDENCYPART_SIBL
(6,24),(6,27),0.000698351 # DEPENDENCYPART_SIBL
(6,24),(6,28),-0.00857238 # DEPENDENCYPART_SIBL
(6,25),(6,26),0.0435861 # DEPENDENCYPART_SIBL
(6,25),(6,27),0.0545538 # DEPENDENCYPART_SIBL
(6,25),(6,28),-0.0257671 # DEPENDENCYPART_SIBL
(6,26),(6,27),-0.0740991 # DEPENDENCYPART_SIBL
(6,26),(6,28),-0.0214808 # DEPENDENCYPART_SIBL
(6,27),(6,28),0.0411337 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0167692 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0321327 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.159571 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00866228 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.621613 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0194296 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0377631 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0337249 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0980877 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.12457 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.118448 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.139231 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0856672 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0377631 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.139231 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0687536 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.00204346 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0453576 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0959659 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0246811 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.0660071 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.0980877 # DEPENDENCYPART_SIBL
(8,2),(8,27),0.0345916 # DEPENDENCYPART_SIBL
(8,2),(8,28),-0.0485713 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.194752 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0241745 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.156342 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00317091 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0221497 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0217689 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0347461 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0342903 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0591062 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.00499663 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0349915 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.00302376 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0217689 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0349915 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00579309 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0177738 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0433272 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.00198758 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0290342 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.0199403 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.0342903 # DEPENDENCYPART_SIBL
(8,3),(8,27),-0.0227604 # DEPENDENCYPART_SIBL
(8,3),(8,28),-0.0703959 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.223076 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.211864 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.301608 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.140192 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0209594 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.152587 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0453076 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0447213 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00158795 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0494045 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0123634 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0209594 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0494045 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0188459 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.136242 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.098556 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.00609682 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.150127 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.0644039 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0453076 # DEPENDENCYPART_SIBL
(8,4),(8,27),-0.12113 # DEPENDENCYPART_SIBL
(8,4),(8,28),0.0961295 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.016697 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0686039 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0764601 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0432277 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.089465 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0855034 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.110146 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.000747271 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0462622 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0191341 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0432277 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0462622 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0277822 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0737161 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.00632638 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0183778 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0846629 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0495249 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0855034 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.040413 # DEPENDENCYPART_SIBL
(8,5),(8,28),-0.0424222 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.31897 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0997925 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00563432 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.112188 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0778081 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0277514 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0365139 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0226912 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0482834 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00563432 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0226912 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0547663 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.095843 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0108067 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.043 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.109728 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0136168 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0778081 # DEPENDENCYPART_SIBL
(8,6),(8,27),-0.110493 # DEPENDENCYPART_SIBL
(8,6),(8,28),-0.0203298 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.176511 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0281172 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.162216 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0188944 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0827307 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0683 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.174542 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0483737 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0281172 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.174542 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0298007 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.18876 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0179644 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0511061 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.178493 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0385333 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0188944 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.116356 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.152829 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0226908 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0697952 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0415426 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0817348 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00691854 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00792275 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0236844 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0226908 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00792275 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0153984 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0575067 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0558673 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0105687 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0715713 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0467946 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.0415426 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.000395523 # DEPENDENCYPART_SIBL
(8,9),(8,28),-0.0368324 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.235666 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0782272 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.201614 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.598535 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.184134 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.583881 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.332186 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.184134 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.57686 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.24468 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0449197 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.599785 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.211676 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0295852 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0782272 # DEPENDENCYPART_SIBL
(8,10),(8,27),0.0669968 # DEPENDENCYPART_SIBL
(8,10),(8,28),-0.035722 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0137149 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0933204 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00543312 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0267987 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0113327 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0046246 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0267987 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00304672 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0448308 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0426261 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0229204 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0588954 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0232311 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0137149 # DEPENDENCYPART_SIBL
(8,11),(8,27),0.0152902 # DEPENDENCYPART_SIBL
(8,11),(8,28),-0.0112624 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0642672 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.334194 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0990745 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.322718 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.243497 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0990745 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.334011 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0220532 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0339116 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.362766 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0274603 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0740447 # DEPENDENCYPART_SIBL
(8,12),(8,25),0.00801531 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.0699294 # DEPENDENCYPART_SIBL
(8,12),(8,28),-0.0173862 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00116996 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.135558 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0131016 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0698054 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.135558 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.00551062 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0684302 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.132258 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.00800349 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0844826 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.129699 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.125885 # DEPENDENCYPART_SIBL
(8,13),(8,27),-0.0364686 # DEPENDENCYPART_SIBL
(8,13),(8,28),-0.1028 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0144352 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0188073 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00782688 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0144352 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0174398 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0284084 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0992568 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0201102 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.00575015 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0233028 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.00104449 # DEPENDENCYPART_SIBL
(8,14),(8,27),0.00288398 # DEPENDENCYPART_SIBL
(8,14),(8,28),-0.0426459 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0484559 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00998086 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.11931 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0358307 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0810691 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0798059 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.00134177 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0508054 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0876674 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.0807912 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.0489672 # DEPENDENCYPART_SIBL
(8,15),(8,28),-0.0458748 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.00880054 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0217793 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0265062 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0389085 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.106091 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0291766 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.00475 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0205034 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.00263217 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.0272974 # DEPENDENCYPART_SIBL
(8,16),(8,28),-0.0397176 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.184134 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.57686 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.24468 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0449197 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.599785 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.211676 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0295852 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.0782272 # DEPENDENCYPART_SIBL
(8,17),(8,27),0.0669968 # DEPENDENCYPART_SIBL
(8,17),(8,28),-0.035722 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0358307 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0810691 # DEPENDENCYPART_SIBL
