# _root_ El principal índex espanyol va acabar en 8.154,40 punts , després d' haver caigut durant la sessió per_sota dels 8.100 punts .
#goldHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
#predictedHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
(6,7),(6,22),0.0783345 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0258363 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0123956 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00983296 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0240988 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.030946 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0145216 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0166794 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0087969 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.024241 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0885002 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0124225 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0258363 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0103988 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0177474 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00192034 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0865605 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0427361 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0267243 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00708667 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.256835 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0453507 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.158734 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0861745 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.282679 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0138205 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.151968 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.12491 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0697557 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0548385 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0436446 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.00662825 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0776899 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.137335 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.167932 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0264578 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.013744 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0159897 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0233073 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.00296718 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00379624 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0322857 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.032767 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0591875 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.00028557 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0011398 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0985375 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0342308 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0236634 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.086519 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00441424 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.122088 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.233079 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0745646 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0281806 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0431092 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0309374 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0636392 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0360814 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.00720404 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0159107 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0239419 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0148868 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.014594 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0815023 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0622037 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0214812 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.00195733 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.00313242 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0410091 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0656362 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0701281 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0204089 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0603883 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.00181225 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0440356 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0980785 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0508634 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.136878 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0830457 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.287223 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0335468 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0209931 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.00340043 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0274719 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0645948 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0859507 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.039708 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0165211 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0258363 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0103988 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0138205 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0744401 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00129266 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0337845 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0527558 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0510853 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00858588 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.522434 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.147358 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.126639 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0969053 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.222361 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0614241 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.291275 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.103341 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.438446 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.136144 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.337137 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0917042 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0767838 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.237777 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0437925 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0349244 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00885012 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0465188 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0241932 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.000807225 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0662774 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0461924 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0075874 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0218861 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0902294 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.00316162 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00206605 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0360253 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0165884 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.458597 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.112401 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.000818909 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.159618 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0165182 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.101 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0741404 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0497525 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0806155 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0464615 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0298447 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0998229 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.147132 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0147982 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.127423 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0426632 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0189864 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0107668 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0684989 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.00622898 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.00250295 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.031959 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.223545 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.168263 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0686787 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0135507 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0130363 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0813222 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0207914 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00952923 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00961274 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0491228 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0340443 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.024674 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0466047 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0300251 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0997687 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.147144 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0226043 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.129989 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0513508 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0116588 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00343922 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.071065 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0086089 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.00938033 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.162777 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.023946 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0568945 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0345646 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0165468 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0743854 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.121806 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0998433 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0163118 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0661978 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0500622 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0131193 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0640605 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0639209 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00633422 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0731278 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.119891 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.101072 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00933699 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0597221 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0283377 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0195827 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00992433 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0724502 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0147876 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0129568 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0132956 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0653741 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00901269 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0258522 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0209321 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.136663 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00113153 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0146437 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00512965 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.166029 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0447539 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0517403 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.057918 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.000752961 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0426632 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0600182 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0125903 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.102827 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.333507 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0236634 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0344668 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0275624 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00932269 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0180659 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.00140675 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0204969 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0115183 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0151932 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0466843 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0119833 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0556455 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0727747 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.00973488 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0304883 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.068741 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.011995 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0359764 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0131275 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.00471357 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.00784471 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.196932 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.020573 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.164145 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0749955 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0646368 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.107722 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.102975 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0952613 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.101618 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0326408 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0455312 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0846512 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0691912 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0198628 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0315848 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00360414 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.000783005 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0850588 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0092682 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00568692 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0580794 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0513885 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0742958 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.307714 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.016236 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0152065 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00753434 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.149441 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.086773 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.177718 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0725525 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0645255 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.159918 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0241312 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0850056 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0606741 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.154156 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0202856 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0965964 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.119704 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0720686 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.105836 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0156266 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.03188 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0353752 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.181388 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.335343 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0239458 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0422542 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.163266 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.204245 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.076656 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0665813 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.191996 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.345905 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0400708 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0193045 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0184251 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0886191 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0256925 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0410396 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0869196 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0890048 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0761213 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0582126 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0624134 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0456506 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.038547 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0885108 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.326637 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0473554 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.321058 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0255367 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.106002 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.327493 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.026264 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.334237 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0550555 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0849283 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.340672 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.081773 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0326089 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.132076 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0878347 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.285772 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0729141 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.853213 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0732805 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.393505 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0668101 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.000942304 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0550904 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.507884 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0986845 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0826456 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00938629 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0345961 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0977757 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0303602 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.116062 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0659228 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0758587 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.122975 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0024379 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.307033 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0528513 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.155985 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.200912 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0619809 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.193291 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.17265 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.275702 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0254347 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.139066 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.130194 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.182684 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.281071 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0503554 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.286307 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.235001 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.190058 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.216722 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0254404 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0688465 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.134833 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0381252 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.136277 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.41164 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.136364 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0898716 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.109236 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.200303 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0488026 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.179206 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.202632 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.13647 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.150642 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.298867 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0213109 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.301869 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.257238 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0293404 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0358993 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.050211 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0146923 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0976238 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0482953 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.110922 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0221904 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.101416 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0765652 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.214601 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.143361 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0615732 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0132073 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.162977 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0244043 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0208873 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.00607904 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0274279 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0743561 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0339809 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0280811 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.188089 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.000410066 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0099471 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0174597 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0199046 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.049603 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.00894747 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0902977 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0132335 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.055466 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.00469288 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.171125 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.152584 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0126502 # DEPENDENCYPART_SIBL
