# _root_ Com_a factor normalitzador hi ha el fet que el gruix d' atestats penals , que fan els Mossos_d'_Esquadra , entra als jutjats en llengua catalana .
#goldHeads=5,1,2,5,0,7,5,20,10,20,10,11,12,16,16,10,18,16,16,7,20,21,20,23,24,5,
#predictedHeads=5,1,2,5,0,7,5,20,10,20,10,11,12,16,16,10,18,16,16,7,20,21,22,23,24,5,
(7,1),(7,4),0.126719 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0914894 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0515308 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.111924 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0981801 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0496647 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0983861 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0429348 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.114389 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0275415 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.104397 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.114389 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.0201001 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.000660522 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0168602 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.0551576 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.14622 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0477491 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.032852 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.418317 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.124892 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0464244 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0494275 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.04667 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0198023 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0452054 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0316659 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0531817 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0452054 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0260408 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0910123 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.00119711 # DEPENDENCYPART_SIBL
(7,3),(7,25),0.0216802 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0475358 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.168885 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.170969 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.143081 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00793502 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.165719 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00372802 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0811862 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.03262 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.102844 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0034267 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.03262 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.101753 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.167404 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0885078 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0771053 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0453515 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0493991 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.236845 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0047882 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.143543 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00278104 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.155278 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.020013 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.199045 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.00393876 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.020013 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.185606 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.176785 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.116453 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.150483 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.116951 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.325458 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.357901 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.295111 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.360101 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0930744 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.073861 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0466529 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.379618 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.073861 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.058797 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0553302 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0407559 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.117432 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0545169 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00832524 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.118441 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00714471 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00744563 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.148546 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.201744 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.012229 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.148546 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.202658 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.171774 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.205432 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.00201967 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.108242 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0232552 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0083019 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0579531 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0287213 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0192399 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00808734 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0287213 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0286395 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.056909 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0237076 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.0503196 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.0191744 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00779408 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0761228 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00610733 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0496078 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0245433 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.00610733 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0596556 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.120254 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.174787 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.0681367 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0509727 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0570559 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.033273 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0200982 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00555205 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.033273 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0294974 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0498913 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0167077 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.0494222 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0196964 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.031608 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0518125 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0113622 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.031608 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0481137 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.00201028 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0173158 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0385424 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.00386236 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0380649 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.413162 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0395361 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0799231 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.100017 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0400042 # DEPENDENCYPART_SIBL
(7,14),(7,25),0.0299106 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.0342063 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0204154 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.00438379 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.108869 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0451674 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0618326 # DEPENDENCYPART_SIBL
(7,16),(7,25),0.0192358 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.00469868 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0709878 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.00494647 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0699856 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0368019 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.0738642 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0444857 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0799231 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.100017 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.0400042 # DEPENDENCYPART_SIBL
(7,19),(7,25),0.0299106 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.0342063 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.0637461 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.0793919 # DEPENDENCYPART_SIBL
(7,20),(7,25),0.0328665 # DEPENDENCYPART_SIBL
(7,20),(7,26),0.030395 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0592899 # DEPENDENCYPART_SIBL
(7,21),(7,25),0.0461171 # DEPENDENCYPART_SIBL
(7,21),(7,26),0.0955135 # DEPENDENCYPART_SIBL
(7,23),(7,25),0.108537 # DEPENDENCYPART_SIBL
(7,23),(7,26),0.218918 # DEPENDENCYPART_SIBL
(7,25),(7,26),-0.0122808 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.09194 # DEPENDENCYPART_SIBL
(8,10),(8,13),-9.94094e-05 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0217242 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0672221 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0827516 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.359276 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.122494 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0400052 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0771557 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0493053 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0552559 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0771557 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0199988 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0247862 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00651618 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.00250845 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0170294 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0308119 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.00250845 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.00858432 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0523554 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0725453 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.00570669 # DEPENDENCYPART_SIBL
(10,1),(10,26),0.067781 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0403107 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.223546 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.00521383 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0931633 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.223546 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.193612 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0532076 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.120419 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0627871 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0754498 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0460382 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0627871 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0759147 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.174567 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.13397 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.116338 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.0126565 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.048853 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.155069 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.271174 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.048853 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.128794 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0226727 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.184519 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0300502 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.128724 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0159382 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0300502 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.116499 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.141605 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.123894 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.179724 # DEPENDENCYPART_SIBL
(10,5),(10,26),0.100515 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0505059 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.150783 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.894942 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.223371 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.267435 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00934388 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0632446 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0563295 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.286981 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0632446 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0454257 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.112384 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0555252 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.0150138 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0579268 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.017735 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.10454 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0243648 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0111161 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0502236 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00914663 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0115485 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0155386 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00914663 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.00280871 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.106394 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.089832 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0455342 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.0376398 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.114755 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0564276 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0176286 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0176953 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0826965 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0294482 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.011469 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0826965 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0342228 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0542096 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0427835 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0177596 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.267393 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.223371 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.267435 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00934388 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0632446 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0563295 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.286981 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0632446 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0454257 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.112384 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0555252 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0150138 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0579268 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00524544 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0264263 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00488259 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00580142 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.011513 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.00488259 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0167388 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0639188 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0903468 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.0184404 # DEPENDENCYPART_SIBL
(10,11),(10,26),0.014337 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0249025 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.029774 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0190194 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.00981649 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.029774 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00876603 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0497164 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0248019 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0172691 # DEPENDENCYPART_SIBL
(10,12),(10,26),-0.00576039 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00706867 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00730665 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0138643 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00706867 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0103329 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0241939 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0389825 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.0576177 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.015023 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00916261 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.406163 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0326858 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0516935 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0424315 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0411958 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.00663597 # DEPENDENCYPART_SIBL
(10,14),(10,26),0.00297582 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0144206 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0335918 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0659598 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0161744 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.00937018 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.00841434 # DEPENDENCYPART_SIBL
(10,16),(10,26),0.0053868 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0674888 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.0432099 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0698107 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.00470759 # DEPENDENCYPART_SIBL
(10,18),(10,25),0.0417111 # DEPENDENCYPART_SIBL
(10,18),(10,26),0.0190289 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0516935 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0424315 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0411958 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.00663597 # DEPENDENCYPART_SIBL
(10,19),(10,26),0.00297582 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.034753 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.0269294 # DEPENDENCYPART_SIBL
(10,20),(10,25),0.0052162 # DEPENDENCYPART_SIBL
(10,20),(10,26),0.0404803 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0328193 # DEPENDENCYPART_SIBL
(10,21),(10,25),-0.00412007 # DEPENDENCYPART_SIBL
(10,21),(10,26),0.057808 # DEPENDENCYPART_SIBL
(10,23),(10,25),0.04566 # DEPENDENCYPART_SIBL
(10,23),(10,26),0.157691 # DEPENDENCYPART_SIBL
(10,25),(10,26),-0.031166 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.171271 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0599339 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.252566 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00263655 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.013217 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.113689 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0268677 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.206015 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.349387 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0579066 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0216014 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.101284 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0278581 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.289155 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.173315 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0221324 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.143798 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0329627 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00150199 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0129518 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0421277 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0287885 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.378698 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.080978 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.443611 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.119564 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.205028 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0216154 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0400078 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0650645 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0579677 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0650645 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0446504 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.00122795 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.00529006 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0197885 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0323208 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.00529006 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0115807 # DEPENDENCYPART_SIBL
(12,1),(12,25),0.0110063 # DEPENDENCYPART_SIBL
(12,1),(12,26),0.0692675 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0611992 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.274143 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0611992 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.145094 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.179155 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0271948 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.125892 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.014356 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0271948 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.113429 # DEPENDENCYPART_SIBL
(12,5),(12,25),-0.174349 # DEPENDENCYPART_SIBL
(12,5),(12,26),0.102075 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.165191 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.871201 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0413679 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0447796 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.014932 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.00721831 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.334895 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.014932 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.00415724 # DEPENDENCYPART_SIBL
(12,6),(12,25),0.06916 # DEPENDENCYPART_SIBL
(12,6),(12,26),-0.0115536 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.136299 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.259506 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00297716 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0730614 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0186274 # DEPENDENCYPART_SIBL
