# _root_ Sonaven molt bé , sens dubte , però el volum sonor no està de més en aquesta mena d' exhibicions de la música barroca .
#goldHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
#predictedHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
(5,13),(5,16),-0.0247024 # DEPENDENCYPART_SIBL
(5,13),(5,25),0.0819242 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.139118 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.111831 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.207012 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.158443 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.155596 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.287718 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0630567 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0516658 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.00311831 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0364808 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.124652 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.106734 # DEPENDENCYPART_SIBL
(6,1),(6,25),0.0110132 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0184145 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0721346 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.00121508 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0454491 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0621213 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0434529 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0849594 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0337069 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.014778 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0467255 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0247728 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.059572 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.098495 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0127703 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0329801 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0214574 # DEPENDENCYPART_SIBL
(6,3),(6,25),0.00833374 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.374486 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.315323 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0235434 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0383534 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.000943227 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.073765 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.336253 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00748069 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0450495 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0499649 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00475902 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00962015 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.0456531 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.274597 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.372432 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00102538 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0639535 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.00366686 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.287989 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.139029 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.210808 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0560162 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0285064 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0106762 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.00692454 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0241798 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0201013 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0428956 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0123435 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.158261 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.155414 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.287662 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0626267 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.287662 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.390973 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.101623 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.136923 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0673084 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.117207 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.00278374 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00617236 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.062651 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0319417 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0507436 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.00278374 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.133989 # DEPENDENCYPART_SIBL
(10,1),(10,25),3.47062e-05 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0214935 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0750873 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.00224892 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0750873 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0787739 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0876652 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.104376 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0514278 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0500038 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0315096 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00296686 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0406854 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0539948 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0198382 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0315096 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.101424 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.00480951 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0496782 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0213088 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0496782 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.125979 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0307307 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0523964 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0412444 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0377543 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00389144 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0131556 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0629982 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.00222839 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0156641 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.00389144 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0494447 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0112538 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.379934 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00230664 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.344453 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0452691 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00509579 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0397678 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0722488 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0822162 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0999997 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0304615 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0466848 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0596818 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0822162 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.00351739 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.339716 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0573495 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.220136 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0839488 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00982165 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0599578 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0227159 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0163994 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.10439 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.00160567 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0484963 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0630377 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0163994 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0068799 # DEPENDENCYPART_SIBL
(10,5),(10,25),0.0322006 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.344453 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0452691 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00509579 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0397678 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0722488 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0822162 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0999997 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0304615 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0466848 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0596818 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0822162 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.00351739 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.339716 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.119551 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0979562 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00128527 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0444662 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0277741 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0461851 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.108993 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0633845 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0733727 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0277741 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0950045 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0266694 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0312524 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.117437 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0883724 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.454241 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.076037 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0452945 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.303313 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.339484 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.454241 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0415149 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.0603953 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0354031 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0212325 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0851825 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0142643 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0120851 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.00756608 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0150513 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0851825 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0382097 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0361264 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0480252 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0112283 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0377924 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0359514 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0324151 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0663618 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0112283 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0372795 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0840848 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0388113 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0230452 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0166889 # DEPENDENCYPART_SIBL
(10,13),(10,18),4.95581e-05 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.00354435 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0388113 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.00295371 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0172994 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.014016 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0662851 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.033599 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0228613 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.12678 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.092735 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.0220205 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0583321 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.00305777 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.101306 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.0297176 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0746821 # DEPENDENCYPART_SIBL
(10,15),(10,25),0.00649191 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0708162 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.106692 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.186991 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.0787389 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.166338 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.00957265 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0440898 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.0165667 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.0350092 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0971352 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.0626935 # DEPENDENCYPART_SIBL
(10,19),(10,25),0.0278209 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.092735 # DEPENDENCYPART_SIBL
(10,21),(10,25),0.0220205 # DEPENDENCYPART_SIBL
(10,24),(10,25),-0.0364691 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0136608 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.149473 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0136608 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.320251 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.134033 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0961786 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0291522 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0219949 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0181119 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0167874 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0940741 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0441473 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0181119 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.378261 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0611545 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.391406 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.188287 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.249472 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0473483 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0467074 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.189864 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0566674 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.10573 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.103495 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.189864 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0224421 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.41593 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0306103 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0919506 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00315017 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0133445 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0564859 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00245028 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0419397 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0137629 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0564859 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.391406 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.188287 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.249472 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0473483 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0467074 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.189864 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0566674 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.10573 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.103495 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.189864 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0282109 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.123097 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0110917 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.028099 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0587534 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0045024 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.047268 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0336444 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0587534 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0677095 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0874925 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0742837 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.396828 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00539487 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.130386 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.22464 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.396828 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.000983265 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.017537 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.052874 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0130382 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0240611 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0159194 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.052874 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0515642 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0312371 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0316647 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.112726 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0485336 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0312371 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00984236 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0113172 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0493082 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0122051 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00984236 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.042447 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.121376 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.213047 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.181962 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0718041 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.00426062 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0301612 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0193352 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0559152 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.160545 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0641883 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0241748 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.119736 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0826123 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0170872 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.104888 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0793131 # DEPENDENCYPART_SIBL
(13,1),(13,6),3.36359e-05 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.104888 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0113607 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0880601 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0105814 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0601423 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.00901996 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0457048 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0767061 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0833129 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0391211 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0532687 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0435743 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0457048 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0245394 # DEPENDENCYPART_SIBL
(13,1),(13,24),0.0152182 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.00852669 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.103359 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.230493 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0282148 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.036359 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.230493 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0157527 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0682496 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0266662 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0549383 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0117027 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0772242 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0813029 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.152467 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0759738 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0434561 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0804958 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0772242 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0570073 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.0440528 # DEPENDENCYPART_SIBL
(13,2),(13,25),0.0433968 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.229562 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.031503 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0250006 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.229562 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0409589 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0516603 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0153078 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0466975 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.020831 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00595506 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.102843 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0949864 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0574196 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.00102592 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0619415 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.00595506 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0354143 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.0639769 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0108738 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.140289 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.152657 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.270456 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.262261 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0347066 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.121531 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.068263 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0485227 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0196205 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0951485 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0648322 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.00294875 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0133963 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00392726 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0196205 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.00157215 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.00559175 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.487602 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0854585 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.170535 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.118977 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0886886 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0749366 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.00234051 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0423676 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0139533 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0113607 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0353378 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0298654 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0252552 # DEPENDENCYPART_SIBL
