# _root_ " Per això és bo que tinguin totes les facilitats , com el sistema informàtic i els models que han de fer_servir en català " , ha dit .
#goldHeads=4,4,2,28,4,7,4,9,10,7,12,10,14,12,14,14,18,14,22,22,22,18,14,23,12,12,28,0,28,
#predictedHeads=4,4,2,28,4,7,4,9,10,7,12,7,14,12,14,14,18,14,22,22,22,18,22,23,4,4,28,0,28,
(14,21),(14,28),0.0332491 # DEPENDENCYPART_SIBL
(14,21),(14,29),0.0243467 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0171582 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.062525 # DEPENDENCYPART_SIBL
(14,22),(14,28),-0.0625783 # DEPENDENCYPART_SIBL
(14,22),(14,29),0.0325995 # DEPENDENCYPART_SIBL
(14,23),(14,25),0.108883 # DEPENDENCYPART_SIBL
(14,23),(14,28),0.00532238 # DEPENDENCYPART_SIBL
(14,23),(14,29),0.16387 # DEPENDENCYPART_SIBL
(14,25),(14,28),0.00486195 # DEPENDENCYPART_SIBL
(14,25),(14,29),-0.0557554 # DEPENDENCYPART_SIBL
(14,28),(14,29),0.0354535 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0175525 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.102781 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0137156 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0213548 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0132635 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0520552 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0249441 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.027705 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.188287 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00768053 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.130583 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0524481 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.189864 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0641998 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.10573 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0282187 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.152648 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0817326 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.396828 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.102335 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.130386 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.359216 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.378861 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.711045 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.406516 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.449068 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0351941 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0656059 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.029373 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.139453 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.040081 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.103613 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0708431 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.00495901 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.110102 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0748965 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.00354507 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.00680883 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.197849 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.095761 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.022985 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0751249 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.504271 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.114218 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0675979 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0302623 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.00402178 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.00438224 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.00814389 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.0301491 # DEPENDENCYPART_SIBL
(18,2),(18,26),0.00486189 # DEPENDENCYPART_SIBL
(18,2),(18,27),-0.031379 # DEPENDENCYPART_SIBL
(18,2),(18,28),-0.00765789 # DEPENDENCYPART_SIBL
(18,2),(18,29),0.0538103 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.179711 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.337533 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0808893 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.183285 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0916516 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.667311 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0435601 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.096448 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.123527 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.00587571 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0876696 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.056775 # DEPENDENCYPART_SIBL
(18,4),(18,25),0.0145512 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.00334259 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.139025 # DEPENDENCYPART_SIBL
(18,4),(18,28),-0.096017 # DEPENDENCYPART_SIBL
(18,4),(18,29),0.0786099 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.333334 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0887648 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.165552 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.085426 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.666267 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0448761 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.105195 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.146711 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0300122 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.110899 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0744295 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.00971156 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.0434322 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.161299 # DEPENDENCYPART_SIBL
(18,7),(18,28),-0.118645 # DEPENDENCYPART_SIBL
(18,7),(18,29),0.0197457 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0964006 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.128389 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0336238 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.194088 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0214021 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0834758 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.061736 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.025201 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0323662 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.064337 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0264368 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.0187781 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0713698 # DEPENDENCYPART_SIBL
(18,12),(18,28),-0.0399484 # DEPENDENCYPART_SIBL
(18,12),(18,29),-0.0570976 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0414781 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0687866 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0515604 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.940781 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0840228 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.055094 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.430295 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0149541 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0548715 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.0549202 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.00676055 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.138982 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.0247019 # DEPENDENCYPART_SIBL
(18,13),(18,29),-0.00288722 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0354094 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.401346 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.090678 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0965023 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0509355 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0265085 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00922754 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.049909 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0190492 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.0144787 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.0629948 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.0172039 # DEPENDENCYPART_SIBL
(18,14),(18,29),-0.0437536 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.237458 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.440015 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0931296 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0422442 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.00562211 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00411161 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.00764022 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0824803 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.00375013 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0679605 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.00711498 # DEPENDENCYPART_SIBL
(18,15),(18,29),0.0166608 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.066919 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.107684 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0335714 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.116945 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00487131 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.021045 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0597233 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.000890633 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.0439297 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0117635 # DEPENDENCYPART_SIBL
(18,16),(18,29),0.100626 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.124034 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0693494 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.211517 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0145926 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.115827 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.162653 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0767857 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.117983 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.0020032 # DEPENDENCYPART_SIBL
(18,17),(18,29),0.0834723 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.134633 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.184767 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.124073 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.22607 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0774752 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0240855 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.108328 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.126901 # DEPENDENCYPART_SIBL
(18,19),(18,29),-0.0875515 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0352014 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0739692 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.027496 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0468961 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.0324359 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.0431828 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.0775142 # DEPENDENCYPART_SIBL
(18,20),(18,29),-0.000228267 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.000486898 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0144904 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.011651 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.012488 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.00925113 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.0216771 # DEPENDENCYPART_SIBL
(18,21),(18,29),0.0117189 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0507749 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0834349 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0706764 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0249214 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0593132 # DEPENDENCYPART_SIBL
(18,22),(18,29),0.0527657 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.119596 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.0598258 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.000281271 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.0157352 # DEPENDENCYPART_SIBL
(18,23),(18,29),0.172461 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0424678 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.0736509 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.0127135 # DEPENDENCYPART_SIBL
(18,25),(18,29),-0.0315795 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.0176659 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.0599253 # DEPENDENCYPART_SIBL
(18,26),(18,29),0.00647021 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.0858696 # DEPENDENCYPART_SIBL
(18,27),(18,29),0.0192496 # DEPENDENCYPART_SIBL
(18,28),(18,29),0.0556197 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.14001 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.14635 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.749408 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.051392 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0133577 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.127142 # DEPENDENCYPART_SIBL
(20,6),(20,25),-0.0148389 # DEPENDENCYPART_SIBL
(20,6),(20,26),-0.0109873 # DEPENDENCYPART_SIBL
(20,6),(20,28),-0.00871542 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.732296 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.709962 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0369348 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0167121 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.000726809 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.00352307 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.00672027 # DEPENDENCYPART_SIBL
(20,14),(20,28),0.025291 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.718941 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0389605 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0111053 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00492217 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0153295 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0220066 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.0196842 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0763929 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00970406 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0849991 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.054955 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0618607 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.0225383 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.024053 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.193329 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0780295 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0595243 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.0711205 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.00862358 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.00253285 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0144409 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.0673352 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0608489 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.0167446 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0557184 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0416924 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.0466778 # DEPENDENCYPART_SIBL
(20,26),(20,28),0.0103849 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0533797 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0694455 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0675578 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.141095 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0399962 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0975813 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.287531 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.130411 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.272329 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0671501 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.283311 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0146752 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0275604 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.419421 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.0108114 # DEPENDENCYPART_SIBL
(22,1),(22,2),0.0430905 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.0277754 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0057598 # DEPENDENCYPART_SIBL
(22,1),(22,5),0.00925724 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.40055 # DEPENDENCYPART_SIBL
(22,1),(22,7),0.0668508 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.0745331 # DEPENDENCYPART_SIBL
(22,1),(22,10),0.0235929 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.500449 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.0110222 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.116344 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.0286619 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.00929313 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0991992 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.15894 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0219057 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.237723 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.108228 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0819305 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0576898 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0206495 # DEPENDENCYPART_SIBL
(22,1),(22,25),0.756632 # DEPENDENCYPART_SIBL
(22,1),(22,26),0.0827385 # DEPENDENCYPART_SIBL
(22,1),(22,27),0.075748 # DEPENDENCYPART_SIBL
(22,1),(22,28),0.0524144 # DEPENDENCYPART_SIBL
(22,1),(22,29),-0.040731 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.0593299 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0305017 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.0174547 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.405237 # DEPENDENCYPART_SIBL
(22,2),(22,7),0.0126579 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.0684015 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.00885232 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.268057 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.0422538 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.104195 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.00238726 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0174202 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.29405 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.0485053 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.00780724 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.490571 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0815098 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.0579719 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0486804 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.0291199 # DEPENDENCYPART_SIBL
(22,2),(22,25),0.0549175 # DEPENDENCYPART_SIBL
(22,2),(22,26),0.0171554 # DEPENDENCYPART_SIBL
(22,2),(22,27),0.0359278 # DEPENDENCYPART_SIBL
(22,2),(22,28),0.0425934 # DEPENDENCYPART_SIBL
(22,2),(22,29),0.0282818 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0269283 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.028687 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.532872 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0640058 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.083312 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0573104 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.341496 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.189898 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.102327 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0604044 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.0287733 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0896542 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0943061 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0583913 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.428363 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.218733 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.274425 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.00465779 # DEPENDENCYPART_SIBL
(22,3),(22,24),-0.0590683 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.115998 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.107453 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.00131469 # DEPENDENCYPART_SIBL
(22,3),(22,28),0.0829253 # DEPENDENCYPART_SIBL
(22,3),(22,29),0.0421 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.0810413 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.352918 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.107089 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.075988 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0314423 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.145334 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.123401 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.113884 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0370977 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0810085 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.00821026 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.116228 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0325662 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.30899 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.211518 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.108929 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.00530409 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0600318 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0173157 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.0175796 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0287395 # DEPENDENCYPART_SIBL
(22,4),(22,28),-0.008368 # DEPENDENCYPART_SIBL
(22,4),(22,29),0.0477172 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.271991 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.0205171 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.151332 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0281844 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.187472 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.00509053 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.196325 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0291261 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0179782 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.113781 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.168257 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0292147 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.246848 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0121766 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.00815891 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0169039 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.0393224 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.0164018 # DEPENDENCYPART_SIBL
(22,5),(22,26),0.00780926 # DEPENDENCYPART_SIBL
(22,5),(22,27),0.00357908 # DEPENDENCYPART_SIBL
(22,5),(22,28),0.0242763 # DEPENDENCYPART_SIBL
(22,5),(22,29),0.00333514 # DEPENDENCYPART_SIBL
(22,6),(22,7),0.136287 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.0959798 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.148864 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.560068 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.609651 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.140968 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.140248 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.0211809 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.573574 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0745553 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.146589 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.716044 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.246885 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.0763847 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.196384 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.0767648 # DEPENDENCYPART_SIBL
(22,6),(22,25),0.0466189 # DEPENDENCYPART_SIBL
