# _root_ La velocitat màxima calculada és d' entre 30 i 60 quilòmetres per hora , de_forma_que el trajecte entre la frontera i Escaldes-Engordany podria fer -se entre 22 i 29 minuts , incloent -hi la durada de les parades .
#goldHeads=2,5,2,2,0,5,8,11,8,8,6,11,12,24,24,17,24,17,20,18,20,20,24,5,24,24,30,27,27,26,32,24,32,35,32,35,38,36,5,
#predictedHeads=2,5,2,2,0,5,8,11,8,8,6,11,12,5,5,17,24,17,20,18,20,20,24,5,24,24,30,27,27,26,32,24,32,35,32,35,38,36,5,
(11,21),(11,30),0.575047 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.00186123 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.0157715 # DEPENDENCYPART_SIBL
(11,22),(11,27),0.0322487 # DEPENDENCYPART_SIBL
(11,22),(11,29),0.0277431 # DEPENDENCYPART_SIBL
(11,22),(11,30),-0.0136796 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.0684617 # DEPENDENCYPART_SIBL
(11,23),(11,27),0.00610304 # DEPENDENCYPART_SIBL
(11,23),(11,29),0.00618924 # DEPENDENCYPART_SIBL
(11,23),(11,30),0.0105897 # DEPENDENCYPART_SIBL
(11,24),(11,27),0.0301136 # DEPENDENCYPART_SIBL
(11,24),(11,29),0.0301998 # DEPENDENCYPART_SIBL
(11,24),(11,30),0.022741 # DEPENDENCYPART_SIBL
(11,27),(11,29),0.000735791 # DEPENDENCYPART_SIBL
(11,27),(11,30),-0.0133701 # DEPENDENCYPART_SIBL
(11,29),(11,30),-0.0145437 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0650462 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.180703 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0194868 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0632958 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.128389 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.178697 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0375804 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.15073 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0329047 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.025347 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0910423 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0343749 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.086361 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.100587 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0257394 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00650314 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0231385 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0081547 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00206374 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.20077 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.000702976 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0623198 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.000656508 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0109686 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0219653 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00817003 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.111475 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.00953079 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0908431 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.00957726 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.130865 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.340458 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.115922 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.34175 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.250268 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.342011 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.257194 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0851386 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.25785 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.182096 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.25801 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0870877 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.018653 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0247322 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0184434 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0394099 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.171159 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0391081 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0174115 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0128382 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.639098 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.545649 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.255719 # DEPENDENCYPART_SIBL
(15,14),(15,28),0.159953 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.110617 # DEPENDENCYPART_SIBL
(15,17),(15,28),0.231011 # DEPENDENCYPART_SIBL
(15,18),(15,28),0.0333619 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.187878 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0810223 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0294348 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.026461 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.325953 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.375355 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0757134 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.034863 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0257366 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.005696 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0256715 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.104114 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.0664361 # DEPENDENCYPART_SIBL
(17,5),(17,26),-0.034863 # DEPENDENCYPART_SIBL
(17,5),(17,30),-0.0328907 # DEPENDENCYPART_SIBL
(17,5),(17,35),-0.0252699 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0572745 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0278967 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.124054 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.19666 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.150783 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.00173281 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0159522 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0196028 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.0160086 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.0319623 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.017756 # DEPENDENCYPART_SIBL
(17,6),(17,26),0.00173281 # DEPENDENCYPART_SIBL
(17,6),(17,30),0.0108029 # DEPENDENCYPART_SIBL
(17,6),(17,35),0.0160058 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0447569 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0454621 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.214673 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0770565 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0266276 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.112536 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.468818 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.112593 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.0367507 # DEPENDENCYPART_SIBL
(17,7),(17,24),0.0872569 # DEPENDENCYPART_SIBL
(17,7),(17,26),0.0266276 # DEPENDENCYPART_SIBL
(17,7),(17,30),0.107229 # DEPENDENCYPART_SIBL
(17,7),(17,35),0.112743 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0526358 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.218218 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.100704 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.041074 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0603528 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0519861 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0604143 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0115543 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0461706 # DEPENDENCYPART_SIBL
(17,12),(17,26),0.041074 # DEPENDENCYPART_SIBL
(17,12),(17,30),0.0550113 # DEPENDENCYPART_SIBL
(17,12),(17,35),0.0605642 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.486149 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0272247 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00178115 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0595149 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0332745 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.054793 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0864443 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.132295 # DEPENDENCYPART_SIBL
(17,14),(17,26),0.00178115 # DEPENDENCYPART_SIBL
(17,14),(17,30),-0.0463766 # DEPENDENCYPART_SIBL
(17,14),(17,35),-0.0479035 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0755855 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0742265 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0321793 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00318081 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0321002 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0375225 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.0129865 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0742265 # DEPENDENCYPART_SIBL
(17,15),(17,30),-0.0377357 # DEPENDENCYPART_SIBL
(17,15),(17,35),-0.0319564 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.211758 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.307052 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0180712 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.30723 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0428457 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0847584 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.211758 # DEPENDENCYPART_SIBL
(17,16),(17,30),0.291255 # DEPENDENCYPART_SIBL
(17,16),(17,35),0.310217 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0293419 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.174311 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.02904 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0704017 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0820772 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.0728706 # DEPENDENCYPART_SIBL
(17,18),(17,30),-0.0467201 # DEPENDENCYPART_SIBL
(17,18),(17,35),-0.0309895 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0250959 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00248633 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.00886902 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0227793 # DEPENDENCYPART_SIBL
(17,20),(17,26),0.122296 # DEPENDENCYPART_SIBL
(17,20),(17,30),-0.0241538 # DEPENDENCYPART_SIBL
(17,20),(17,35),-0.00727942 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.579208 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0710941 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.00980245 # DEPENDENCYPART_SIBL
(17,21),(17,26),0.197844 # DEPENDENCYPART_SIBL
(17,21),(17,30),0.55886 # DEPENDENCYPART_SIBL
(17,21),(17,35),0.575128 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.00882807 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0227384 # DEPENDENCYPART_SIBL
(17,22),(17,26),0.122384 # DEPENDENCYPART_SIBL
(17,22),(17,30),-0.0241187 # DEPENDENCYPART_SIBL
(17,22),(17,35),-0.00724428 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0687898 # DEPENDENCYPART_SIBL
(17,23),(17,26),0.106871 # DEPENDENCYPART_SIBL
(17,23),(17,30),0.00894248 # DEPENDENCYPART_SIBL
(17,23),(17,35),0.0181329 # DEPENDENCYPART_SIBL
(17,24),(17,26),0.160414 # DEPENDENCYPART_SIBL
(17,24),(17,30),0.0210938 # DEPENDENCYPART_SIBL
(17,24),(17,35),0.0302843 # DEPENDENCYPART_SIBL
(17,26),(17,30),-0.0467201 # DEPENDENCYPART_SIBL
(17,26),(17,35),-0.0309895 # DEPENDENCYPART_SIBL
(17,30),(17,35),-0.0271209 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0121087 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0502542 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0361058 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0558488 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0143949 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0410598 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.129878 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0361058 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0261744 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0518331 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0261504 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.101071 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.115602 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0199872 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.0518331 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.233239 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.626273 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.361899 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.374472 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.0300843 # DEPENDENCYPART_SIBL
(18,20),(18,28),0.233239 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.486685 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.312591 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.244443 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.834882 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.233701 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.361441 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.374014 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0305894 # DEPENDENCYPART_SIBL
(18,22),(18,28),0.233712 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.314413 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.0347009 # DEPENDENCYPART_SIBL
(18,23),(18,28),0.164192 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.00874563 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.133113 # DEPENDENCYPART_SIBL
(18,26),(18,28),0.0860239 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.344747 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.84628 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0403428 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.330575 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0339841 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.09362 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.220065 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.0213485 # DEPENDENCYPART_SIBL
(20,16),(20,29),0.0211759 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.315678 # DEPENDENCYPART_SIBL
(20,16),(20,32),0.0343665 # DEPENDENCYPART_SIBL
(20,16),(20,35),0.333561 # DEPENDENCYPART_SIBL
(20,16),(20,36),0.430358 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.000797529 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0982173 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0301614 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.180684 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.218051 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0216715 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.0215109 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.0831469 # DEPENDENCYPART_SIBL
(20,19),(20,32),0.0976744 # DEPENDENCYPART_SIBL
(20,19),(20,35),0.0998369 # DEPENDENCYPART_SIBL
(20,19),(20,36),0.202437 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.619645 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0812053 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.000308794 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.201477 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.307848 # DEPENDENCYPART_SIBL
(20,21),(20,29),0.305493 # DEPENDENCYPART_SIBL
(20,21),(20,30),0.600792 # DEPENDENCYPART_SIBL
(20,21),(20,32),0.101922 # DEPENDENCYPART_SIBL
(20,21),(20,35),0.615565 # DEPENDENCYPART_SIBL
(20,21),(20,36),0.245018 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.00429766 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0182079 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.120351 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0323886 # DEPENDENCYPART_SIBL
(20,22),(20,29),0.027883 # DEPENDENCYPART_SIBL
(20,22),(20,30),0.000198691 # DEPENDENCYPART_SIBL
(20,22),(20,32),0.0090555 # DEPENDENCYPART_SIBL
(20,22),(20,35),0.0153626 # DEPENDENCYPART_SIBL
(20,22),(20,36),0.0477816 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0719619 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.0967325 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.00491755 # DEPENDENCYPART_SIBL
(20,23),(20,29),0.00500375 # DEPENDENCYPART_SIBL
(20,23),(20,30),0.0230459 # DEPENDENCYPART_SIBL
(20,23),(20,32),-0.0592571 # DEPENDENCYPART_SIBL
(20,23),(20,35),0.0311677 # DEPENDENCYPART_SIBL
(20,23),(20,36),0.0425677 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.150276 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0289281 # DEPENDENCYPART_SIBL
(20,24),(20,29),0.0290143 # DEPENDENCYPART_SIBL
(20,24),(20,30),0.0351972 # DEPENDENCYPART_SIBL
(20,24),(20,32),-0.0254484 # DEPENDENCYPART_SIBL
(20,24),(20,35),0.0433191 # DEPENDENCYPART_SIBL
(20,24),(20,36),0.109738 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0236543 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.0277347 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.041774 # DEPENDENCYPART_SIBL
(20,26),(20,32),-0.0434679 # DEPENDENCYPART_SIBL
(20,26),(20,35),-0.0271121 # DEPENDENCYPART_SIBL
(20,26),(20,36),-0.0564244 # DEPENDENCYPART_SIBL
(20,27),(20,29),0.00074257 # DEPENDENCYPART_SIBL
(20,27),(20,30),0.000276706 # DEPENDENCYPART_SIBL
(20,27),(20,32),0.00734023 # DEPENDENCYPART_SIBL
(20,27),(20,35),0.00850444 # DEPENDENCYPART_SIBL
(20,27),(20,36),-0.0276044 # DEPENDENCYPART_SIBL
(20,29),(20,30),-0.000896837 # DEPENDENCYPART_SIBL
(20,29),(20,32),0.00517816 # DEPENDENCYPART_SIBL
(20,29),(20,35),0.0073309 # DEPENDENCYPART_SIBL
(20,29),(20,36),-0.0406406 # DEPENDENCYPART_SIBL
(20,30),(20,32),-0.00711029 # DEPENDENCYPART_SIBL
(20,30),(20,35),-0.00387143 # DEPENDENCYPART_SIBL
(20,30),(20,36),0.0429794 # DEPENDENCYPART_SIBL
(20,32),(20,35),0.0403685 # DEPENDENCYPART_SIBL
(20,32),(20,36),0.0522139 # DEPENDENCYPART_SIBL
(20,35),(20,36),0.0410401 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0192338 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.177544 # DEPENDENCYPART_SIBL
(23,2),(23,5),-0.0478839 # DEPENDENCYPART_SIBL
(23,2),(23,11),-0.742126 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.0455251 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.737857 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0589707 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.739669 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0338964 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.738547 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.0436207 # DEPENDENCYPART_SIBL
(23,2),(23,26),-0.05324 # DEPENDENCYPART_SIBL
(23,2),(23,27),-0.0645912 # DEPENDENCYPART_SIBL
(23,2),(23,28),0.00259612 # DEPENDENCYPART_SIBL
(23,2),(23,29),-0.0546795 # DEPENDENCYPART_SIBL
(23,2),(23,30),-0.0281541 # DEPENDENCYPART_SIBL
(23,2),(23,31),-0.060155 # DEPENDENCYPART_SIBL
(23,2),(23,32),-0.0240955 # DEPENDENCYPART_SIBL
(23,2),(23,35),-0.0417067 # DEPENDENCYPART_SIBL
(23,2),(23,39),-0.0271503 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.0454238 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0319053 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0258387 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0288359 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0229314 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0306478 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.113794 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0295259 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0145618 # DEPENDENCYPART_SIBL
(23,4),(23,26),-0.106506 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0199895 # DEPENDENCYPART_SIBL
(23,4),(23,28),-0.0120861 # DEPENDENCYPART_SIBL
(23,4),(23,29),-0.0131373 # DEPENDENCYPART_SIBL
(23,4),(23,30),-0.0373041 # DEPENDENCYPART_SIBL
(23,4),(23,31),-0.026071 # DEPENDENCYPART_SIBL
(23,4),(23,32),-0.0110918 # DEPENDENCYPART_SIBL
(23,4),(23,35),-0.0339187 # DEPENDENCYPART_SIBL
(23,4),(23,39),-0.025099 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.0369585 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.068012 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.0338784 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.150044 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0357006 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.0064374 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.0345639 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0672446 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.0259409 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.0830712 # DEPENDENCYPART_SIBL
(23,5),(23,28),-0.0628071 # DEPENDENCYPART_SIBL
(23,5),(23,29),-0.070829 # DEPENDENCYPART_SIBL
(23,5),(23,30),-0.098635 # DEPENDENCYPART_SIBL
(23,5),(23,31),-0.0700472 # DEPENDENCYPART_SIBL
(23,5),(23,32),-0.0502104 # DEPENDENCYPART_SIBL
(23,5),(23,35),-0.0899374 # DEPENDENCYPART_SIBL
(23,5),(23,39),0.00610561 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.0495569 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.741892 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.0623234 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.743704 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0379254 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.742582 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0408207 # DEPENDENCYPART_SIBL
(23,11),(23,26),-0.0512643 # DEPENDENCYPART_SIBL
(23,11),(23,27),-0.0636277 # DEPENDENCYPART_SIBL
(23,11),(23,28),0.00871295 # DEPENDENCYPART_SIBL
(23,11),(23,29),-0.053716 # DEPENDENCYPART_SIBL
(23,11),(23,30),-0.0284801 # DEPENDENCYPART_SIBL
(23,11),(23,31),-0.0665472 # DEPENDENCYPART_SIBL
(23,11),(23,32),-0.0212955 # DEPENDENCYPART_SIBL
(23,11),(23,35),-0.0420327 # DEPENDENCYPART_SIBL
(23,11),(23,39),-0.0409228 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0763138 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0526862 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0729444 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.264192 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.076276 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.030161 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.0404989 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.0149295 # DEPENDENCYPART_SIBL
(23,15),(23,28),0.0637501 # DEPENDENCYPART_SIBL
(23,15),(23,29),0.023505 # DEPENDENCYPART_SIBL
(23,15),(23,30),-0.0116544 # DEPENDENCYPART_SIBL
(23,15),(23,31),0.143196 # DEPENDENCYPART_SIBL
(23,15),(23,32),0.00626585 # DEPENDENCYPART_SIBL
(23,15),(23,35),-0.00724642 # DEPENDENCYPART_SIBL
(23,15),(23,39),-0.0846963 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0584024 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.741292 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0340037 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.74017 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0339834 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0426441 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0549316 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.0234072 # DEPENDENCYPART_SIBL
(23,17),(23,29),-0.04502 # DEPENDENCYPART_SIBL
(23,17),(23,30),-0.00629848 # DEPENDENCYPART_SIBL
(23,17),(23,31),-0.0555911 # DEPENDENCYPART_SIBL
(23,17),(23,32),-0.0144472 # DEPENDENCYPART_SIBL
(23,17),(23,35),-0.0191485 # DEPENDENCYPART_SIBL
(23,17),(23,39),-0.0188175 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0505579 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.145647 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0494287 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0190876 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.197334 # DEPENDENCYPART_SIBL
