# _root_ hala , aznarri " doluminik sentituena " helarazi dio chiracek , eta jauregiren senide eta lagunei " frantziaren laguntasuna " helarazteko eskaera egin dio .
#goldHeads=0,3,8,3,8,5,6,12,8,8,10,0,14,15,21,15,16,19,21,19,22,23,12,23,24,
#predictedHeads=0,3,8,3,6,8,6,12,8,8,10,0,14,15,23,15,16,19,21,19,22,23,12,23,24,
(21,1),-1.7291 # DEPENDENCYPART_ARC
(21,2),-1.92412 # DEPENDENCYPART_ARC
(21,3),-1.3423 # DEPENDENCYPART_ARC
(21,4),-1.88157 # DEPENDENCYPART_ARC
(21,5),-0.972512 # DEPENDENCYPART_ARC
(21,6),-1.35439 # DEPENDENCYPART_ARC
(21,7),-1.95087 # DEPENDENCYPART_ARC
(21,8),-1.08229 # DEPENDENCYPART_ARC
(21,9),-1.54658 # DEPENDENCYPART_ARC
(21,10),-1.26283 # DEPENDENCYPART_ARC
(21,11),-1.72001 # DEPENDENCYPART_ARC
(21,12),-0.138859 # DEPENDENCYPART_ARC
(21,13),-1.19074 # DEPENDENCYPART_ARC
(21,14),-1.07392 # DEPENDENCYPART_ARC
(21,15),-0.116526 # DEPENDENCYPART_ARC
(21,16),-0.43122 # DEPENDENCYPART_ARC
(21,17),-1.27129 # DEPENDENCYPART_ARC
(21,18),-0.0296432 # DEPENDENCYPART_ARC
(21,19),1.24735 # DEPENDENCYPART_ARC
(21,20),-0.405141 # DEPENDENCYPART_ARC
(21,22),-0.856653 # DEPENDENCYPART_ARC
(21,23),-1.06906 # DEPENDENCYPART_ARC
(21,24),-1.80024 # DEPENDENCYPART_ARC
(21,25),-1.21169 # DEPENDENCYPART_ARC
(22,1),-0.934729 # DEPENDENCYPART_ARC
(22,2),-1.4247 # DEPENDENCYPART_ARC
(22,3),-5.12839 # DEPENDENCYPART_ARC
(22,4),-1.5452 # DEPENDENCYPART_ARC
(22,5),-2.72887 # DEPENDENCYPART_ARC
(22,6),-2.82754 # DEPENDENCYPART_ARC
(22,7),-1.61302 # DEPENDENCYPART_ARC
(22,8),-1.78151 # DEPENDENCYPART_ARC
(22,9),-2.80217 # DEPENDENCYPART_ARC
(22,10),-3.97586 # DEPENDENCYPART_ARC
(22,11),-1.33751 # DEPENDENCYPART_ARC
(22,12),-0.756341 # DEPENDENCYPART_ARC
(22,13),-0.635352 # DEPENDENCYPART_ARC
(22,14),-1.05513 # DEPENDENCYPART_ARC
(22,15),-0.273901 # DEPENDENCYPART_ARC
(22,16),-2.52863 # DEPENDENCYPART_ARC
(22,17),-1.12352 # DEPENDENCYPART_ARC
(22,18),0.24969 # DEPENDENCYPART_ARC
(22,19),-2.00376 # DEPENDENCYPART_ARC
(22,20),-0.489191 # DEPENDENCYPART_ARC
(22,21),2.73261 # DEPENDENCYPART_ARC
(22,23),-0.375822 # DEPENDENCYPART_ARC
(22,24),-0.262955 # DEPENDENCYPART_ARC
(22,25),0.0125818 # DEPENDENCYPART_ARC
(23,1),-1.64907 # DEPENDENCYPART_ARC
(23,2),-2.51789 # DEPENDENCYPART_ARC
(23,3),-2.00186 # DEPENDENCYPART_ARC
(23,4),-2.05291 # DEPENDENCYPART_ARC
(23,5),-2.16389 # DEPENDENCYPART_ARC
(23,6),-0.490929 # DEPENDENCYPART_ARC
(23,7),-1.84974 # DEPENDENCYPART_ARC
(23,8),-0.348614 # DEPENDENCYPART_ARC
(23,9),-0.925716 # DEPENDENCYPART_ARC
(23,10),-0.750906 # DEPENDENCYPART_ARC
(23,11),-2.03744 # DEPENDENCYPART_ARC
(23,12),-0.2441 # DEPENDENCYPART_ARC
(23,13),-1.71236 # DEPENDENCYPART_ARC
(23,14),-1.07619 # DEPENDENCYPART_ARC
(23,15),0.398905 # DEPENDENCYPART_ARC
(23,16),-0.390333 # DEPENDENCYPART_ARC
(23,17),-1.52412 # DEPENDENCYPART_ARC
(23,18),-0.609873 # DEPENDENCYPART_ARC
(23,19),0.392662 # DEPENDENCYPART_ARC
(23,20),-1.07326 # DEPENDENCYPART_ARC
(23,21),0.210578 # DEPENDENCYPART_ARC
(23,22),2.38208 # DEPENDENCYPART_ARC
(23,24),2.05163 # DEPENDENCYPART_ARC
(23,25),-0.0719457 # DEPENDENCYPART_ARC
(24,1),-2.03722 # DEPENDENCYPART_ARC
(24,2),-2.14101 # DEPENDENCYPART_ARC
(24,3),-2.76444 # DEPENDENCYPART_ARC
(24,4),-1.71073 # DEPENDENCYPART_ARC
(24,5),-1.49975 # DEPENDENCYPART_ARC
(24,6),-1.59537 # DEPENDENCYPART_ARC
(24,7),-1.65709 # DEPENDENCYPART_ARC
(24,8),-1.8722 # DEPENDENCYPART_ARC
(24,9),-1.1213 # DEPENDENCYPART_ARC
(24,10),-1.5243 # DEPENDENCYPART_ARC
(24,11),-1.58616 # DEPENDENCYPART_ARC
(24,12),-0.983156 # DEPENDENCYPART_ARC
(24,13),-2.04573 # DEPENDENCYPART_ARC
(24,14),-0.927503 # DEPENDENCYPART_ARC
(24,15),-0.922371 # DEPENDENCYPART_ARC
(24,16),-1.75281 # DEPENDENCYPART_ARC
(24,17),-1.31323 # DEPENDENCYPART_ARC
(24,18),-1.70631 # DEPENDENCYPART_ARC
(24,19),-0.914883 # DEPENDENCYPART_ARC
(24,20),-1.08514 # DEPENDENCYPART_ARC
(24,21),-0.369067 # DEPENDENCYPART_ARC
(24,22),-0.283285 # DEPENDENCYPART_ARC
(24,23),-1.14674 # DEPENDENCYPART_ARC
(24,25),1.71141 # DEPENDENCYPART_ARC
(25,1),-1.74017 # DEPENDENCYPART_ARC
(25,2),-1.89581 # DEPENDENCYPART_ARC
(25,3),-2.25537 # DEPENDENCYPART_ARC
(25,4),-2.00975 # DEPENDENCYPART_ARC
(25,5),-1.56303 # DEPENDENCYPART_ARC
(25,6),-2.01881 # DEPENDENCYPART_ARC
(25,7),-1.67363 # DEPENDENCYPART_ARC
(25,8),-1.77777 # DEPENDENCYPART_ARC
(25,9),-1.35125 # DEPENDENCYPART_ARC
(25,10),-1.83208 # DEPENDENCYPART_ARC
(25,11),-1.59381 # DEPENDENCYPART_ARC
(25,12),-1.02661 # DEPENDENCYPART_ARC
(25,13),-1.42693 # DEPENDENCYPART_ARC
(25,14),-1.34031 # DEPENDENCYPART_ARC
(25,15),-1.09493 # DEPENDENCYPART_ARC
(25,16),-1.6542 # DEPENDENCYPART_ARC
(25,17),-1.47186 # DEPENDENCYPART_ARC
(25,18),-1.00485 # DEPENDENCYPART_ARC
(25,19),-1.0927 # DEPENDENCYPART_ARC
(25,20),-1.44963 # DEPENDENCYPART_ARC
(25,21),-1.06568 # DEPENDENCYPART_ARC
(25,22),-0.389664 # DEPENDENCYPART_ARC
(25,23),-0.809361 # DEPENDENCYPART_ARC
(25,24),-0.119876 # DEPENDENCYPART_ARC
