# _root_ jean_francois_lefort_koordinaketako kidearekin_batera eskainitako prentsaurrekoan , abuztuko polizi operazioak " porrot hutsa " izan direla esan zuen , eta " poliziaren azpijokoak porrot " egin duela .
#goldHeads=2,3,4,15,4,8,8,13,8,24,10,11,18,13,0,15,16,15,18,21,24,24,22,18,24,25,
#predictedHeads=2,3,4,13,4,7,8,13,8,13,10,11,15,13,18,15,16,0,18,21,24,24,22,18,24,25,
(20,3),-1.79119 # DEPENDENCYPART_ARC
(20,4),-4.57165 # DEPENDENCYPART_ARC
(20,5),-1.66436 # DEPENDENCYPART_ARC
(20,6),-2.16603 # DEPENDENCYPART_ARC
(20,7),-2.16144 # DEPENDENCYPART_ARC
(20,8),-3.62183 # DEPENDENCYPART_ARC
(20,9),-1.82528 # DEPENDENCYPART_ARC
(20,10),-1.3873 # DEPENDENCYPART_ARC
(20,11),-1.7425 # DEPENDENCYPART_ARC
(20,12),-1.78992 # DEPENDENCYPART_ARC
(20,13),-1.2292 # DEPENDENCYPART_ARC
(20,14),-1.87531 # DEPENDENCYPART_ARC
(20,15),-1.16574 # DEPENDENCYPART_ARC
(20,16),-1.45295 # DEPENDENCYPART_ARC
(20,17),-1.09151 # DEPENDENCYPART_ARC
(20,18),-0.481188 # DEPENDENCYPART_ARC
(20,19),0.0971538 # DEPENDENCYPART_ARC
(20,21),0.90266 # DEPENDENCYPART_ARC
(20,22),-0.178961 # DEPENDENCYPART_ARC
(20,23),-0.571507 # DEPENDENCYPART_ARC
(20,24),-2.33498 # DEPENDENCYPART_ARC
(20,25),-2.19695 # DEPENDENCYPART_ARC
(20,26),-0.989823 # DEPENDENCYPART_ARC
(21,1),-0.906836 # DEPENDENCYPART_ARC
(21,2),-3.47044 # DEPENDENCYPART_ARC
(21,3),-1.19789 # DEPENDENCYPART_ARC
(21,4),-4.7745 # DEPENDENCYPART_ARC
(21,5),-1.89034 # DEPENDENCYPART_ARC
(21,6),-1.09787 # DEPENDENCYPART_ARC
(21,7),-1.76169 # DEPENDENCYPART_ARC
(21,8),-3.38521 # DEPENDENCYPART_ARC
(21,9),-1.9701 # DEPENDENCYPART_ARC
(21,10),-1.41373 # DEPENDENCYPART_ARC
(21,11),-2.34472 # DEPENDENCYPART_ARC
(21,12),-1.85305 # DEPENDENCYPART_ARC
(21,13),-1.05504 # DEPENDENCYPART_ARC
(21,14),-2.27632 # DEPENDENCYPART_ARC
(21,15),-1.17456 # DEPENDENCYPART_ARC
(21,16),-1.87219 # DEPENDENCYPART_ARC
(21,17),-1.26875 # DEPENDENCYPART_ARC
(21,18),-0.395436 # DEPENDENCYPART_ARC
(21,19),-1.01873 # DEPENDENCYPART_ARC
(21,20),2.12984 # DEPENDENCYPART_ARC
(21,22),-0.140703 # DEPENDENCYPART_ARC
(21,23),-0.0940402 # DEPENDENCYPART_ARC
(21,24),-2.60938 # DEPENDENCYPART_ARC
(21,25),-3.33859 # DEPENDENCYPART_ARC
(21,26),-1.18821 # DEPENDENCYPART_ARC
(22,1),-1.73538 # DEPENDENCYPART_ARC
(22,2),-2.6197 # DEPENDENCYPART_ARC
(22,3),-2.06057 # DEPENDENCYPART_ARC
(22,4),-4.37891 # DEPENDENCYPART_ARC
(22,5),-1.98089 # DEPENDENCYPART_ARC
(22,6),-1.99579 # DEPENDENCYPART_ARC
(22,7),-2.10415 # DEPENDENCYPART_ARC
(22,8),-3.09335 # DEPENDENCYPART_ARC
(22,9),-1.9692 # DEPENDENCYPART_ARC
(22,10),-1.46009 # DEPENDENCYPART_ARC
(22,11),-3.03979 # DEPENDENCYPART_ARC
(22,12),-1.94155 # DEPENDENCYPART_ARC
(22,13),-1.81549 # DEPENDENCYPART_ARC
(22,14),-2.20288 # DEPENDENCYPART_ARC
(22,15),-1.8664 # DEPENDENCYPART_ARC
(22,16),-1.98173 # DEPENDENCYPART_ARC
(22,17),-1.51366 # DEPENDENCYPART_ARC
(22,18),-0.84326 # DEPENDENCYPART_ARC
(22,19),-1.44273 # DEPENDENCYPART_ARC
(22,20),0.653641 # DEPENDENCYPART_ARC
(22,21),0.507236 # DEPENDENCYPART_ARC
(22,23),2.14483 # DEPENDENCYPART_ARC
(22,24),-0.904917 # DEPENDENCYPART_ARC
(22,25),0.183956 # DEPENDENCYPART_ARC
(22,26),-0.303283 # DEPENDENCYPART_ARC
(23,1),-1.16624 # DEPENDENCYPART_ARC
(23,2),-1.14885 # DEPENDENCYPART_ARC
(23,3),-1.09436 # DEPENDENCYPART_ARC
(23,4),-1.14146 # DEPENDENCYPART_ARC
(23,5),-1.6443 # DEPENDENCYPART_ARC
(23,6),-0.950313 # DEPENDENCYPART_ARC
(23,7),-1.00867 # DEPENDENCYPART_ARC
(23,8),-1.30333 # DEPENDENCYPART_ARC
(23,9),-1.52582 # DEPENDENCYPART_ARC
(23,10),-1.07895 # DEPENDENCYPART_ARC
(23,11),-1.54029 # DEPENDENCYPART_ARC
(23,12),-1.48937 # DEPENDENCYPART_ARC
(23,13),-0.900577 # DEPENDENCYPART_ARC
(23,14),-0.978229 # DEPENDENCYPART_ARC
(23,15),-0.369739 # DEPENDENCYPART_ARC
(23,16),-0.761321 # DEPENDENCYPART_ARC
(23,17),-1.19277 # DEPENDENCYPART_ARC
(23,18),-0.821166 # DEPENDENCYPART_ARC
(23,19),-1.01323 # DEPENDENCYPART_ARC
(23,20),-0.466539 # DEPENDENCYPART_ARC
(23,21),-0.501163 # DEPENDENCYPART_ARC
(23,22),-0.19212 # DEPENDENCYPART_ARC
(23,24),-0.241571 # DEPENDENCYPART_ARC
(23,25),0.166127 # DEPENDENCYPART_ARC
(23,26),0.325574 # DEPENDENCYPART_ARC
(24,1),-1.85681 # DEPENDENCYPART_ARC
(24,2),-2.29404 # DEPENDENCYPART_ARC
(24,3),-1.65723 # DEPENDENCYPART_ARC
(24,4),-1.6055 # DEPENDENCYPART_ARC
(24,5),-1.72094 # DEPENDENCYPART_ARC
(24,6),-2.1847 # DEPENDENCYPART_ARC
(24,7),-2.19187 # DEPENDENCYPART_ARC
(24,8),-1.47024 # DEPENDENCYPART_ARC
(24,9),-1.44951 # DEPENDENCYPART_ARC
(24,10),-1.66809 # DEPENDENCYPART_ARC
(24,11),-1.33834 # DEPENDENCYPART_ARC
(24,12),-1.57602 # DEPENDENCYPART_ARC
(24,13),-0.26417 # DEPENDENCYPART_ARC
(24,14),-0.598684 # DEPENDENCYPART_ARC
(24,15),0.323509 # DEPENDENCYPART_ARC
(24,16),-0.585963 # DEPENDENCYPART_ARC
(24,17),-0.963074 # DEPENDENCYPART_ARC
(24,18),0.574405 # DEPENDENCYPART_ARC
(24,19),-1.29486 # DEPENDENCYPART_ARC
(24,20),-0.239224 # DEPENDENCYPART_ARC
(24,21),1.67062 # DEPENDENCYPART_ARC
(24,22),1.06632 # DEPENDENCYPART_ARC
(24,23),-0.259405 # DEPENDENCYPART_ARC
(24,25),1.51223 # DEPENDENCYPART_ARC
(24,26),-0.46257 # DEPENDENCYPART_ARC
(25,1),-2.44442 # DEPENDENCYPART_ARC
(25,2),-2.36547 # DEPENDENCYPART_ARC
(25,3),-1.44316 # DEPENDENCYPART_ARC
(25,4),-2.54216 # DEPENDENCYPART_ARC
(25,5),-2.04283 # DEPENDENCYPART_ARC
(25,6),-2.16933 # DEPENDENCYPART_ARC
(25,7),-1.96255 # DEPENDENCYPART_ARC
(25,8),-1.62032 # DEPENDENCYPART_ARC
(25,9),-1.87494 # DEPENDENCYPART_ARC
(25,10),-1.65546 # DEPENDENCYPART_ARC
(25,11),-1.89266 # DEPENDENCYPART_ARC
(25,12),-1.68544 # DEPENDENCYPART_ARC
(25,13),-1.7887 # DEPENDENCYPART_ARC
(25,14),-1.66268 # DEPENDENCYPART_ARC
(25,15),-1.81422 # DEPENDENCYPART_ARC
(25,16),-1.08531 # DEPENDENCYPART_ARC
(25,17),-1.54438 # DEPENDENCYPART_ARC
(25,18),-1.50888 # DEPENDENCYPART_ARC
(25,19),-1.46233 # DEPENDENCYPART_ARC
(25,20),-1.09746 # DEPENDENCYPART_ARC
(25,21),0.0473266 # DEPENDENCYPART_ARC
(25,22),-0.47903 # DEPENDENCYPART_ARC
(25,23),-0.995206 # DEPENDENCYPART_ARC
(25,24),-0.526999 # DEPENDENCYPART_ARC
(25,26),1.93047 # DEPENDENCYPART_ARC
(26,1),-2.10415 # DEPENDENCYPART_ARC
(26,2),-1.74922 # DEPENDENCYPART_ARC
(26,3),-2.25481 # DEPENDENCYPART_ARC
(26,4),-2.23244 # DEPENDENCYPART_ARC
(26,5),-1.90396 # DEPENDENCYPART_ARC
(26,6),-1.5869 # DEPENDENCYPART_ARC
(26,7),-1.40893 # DEPENDENCYPART_ARC
(26,8),-1.63951 # DEPENDENCYPART_ARC
(26,9),-1.77373 # DEPENDENCYPART_ARC
(26,10),-1.53162 # DEPENDENCYPART_ARC
(26,11),-1.74151 # DEPENDENCYPART_ARC
(26,12),-1.69812 # DEPENDENCYPART_ARC
(26,13),-1.83724 # DEPENDENCYPART_ARC
(26,14),-1.40779 # DEPENDENCYPART_ARC
(26,15),-1.33549 # DEPENDENCYPART_ARC
(26,16),-1.0607 # DEPENDENCYPART_ARC
(26,17),-1.49886 # DEPENDENCYPART_ARC
(26,18),-1.07582 # DEPENDENCYPART_ARC
(26,19),-1.45151 # DEPENDENCYPART_ARC
(26,20),-1.02142 # DEPENDENCYPART_ARC
(26,21),-0.731309 # DEPENDENCYPART_ARC
(26,22),-0.908893 # DEPENDENCYPART_ARC
(26,23),-1.11724 # DEPENDENCYPART_ARC
(26,24),-0.778301 # DEPENDENCYPART_ARC
(26,25),-0.148174 # DEPENDENCYPART_ARC
