# _root_ madrilek aurtengo finantzaketa osatzeko borondatea agertu arren , arazo sakonak konpondu gabe daudela uste_du : diru hori nondik etorriko den , zenbat izango den eta hobetuzen menpekotasuna forcem-ekiko .
#goldHeads=6,3,4,5,6,14,6,7,13,9,13,11,14,0,14,19,16,19,25,19,20,23,25,23,9,27,25,27,28,
#predictedHeads=14,3,4,5,6,25,6,7,11,9,13,11,14,0,14,19,16,19,25,19,20,23,25,23,14,27,25,26,28,
(21,4),-0.711572 # DEPENDENCYPART_ARC
(21,5),-0.5356 # DEPENDENCYPART_ARC
(21,6),-0.665002 # DEPENDENCYPART_ARC
(21,9),-0.549428 # DEPENDENCYPART_ARC
(21,10),-0.855861 # DEPENDENCYPART_ARC
(21,11),-0.467426 # DEPENDENCYPART_ARC
(21,13),-0.103468 # DEPENDENCYPART_ARC
(21,14),-0.425264 # DEPENDENCYPART_ARC
(21,16),-0.303122 # DEPENDENCYPART_ARC
(21,19),0.383622 # DEPENDENCYPART_ARC
(21,20),0.548978 # DEPENDENCYPART_ARC
(21,23),-0.379052 # DEPENDENCYPART_ARC
(21,24),-0.679263 # DEPENDENCYPART_ARC
(21,25),-0.652421 # DEPENDENCYPART_ARC
(21,26),-1.27748 # DEPENDENCYPART_ARC
(21,27),-1.41046 # DEPENDENCYPART_ARC
(22,3),-2.74327 # DEPENDENCYPART_ARC
(22,5),-1.97714 # DEPENDENCYPART_ARC
(22,8),-1.47997 # DEPENDENCYPART_ARC
(22,9),-2.16507 # DEPENDENCYPART_ARC
(22,12),-1.10683 # DEPENDENCYPART_ARC
(22,13),-0.979705 # DEPENDENCYPART_ARC
(22,16),-1.87128 # DEPENDENCYPART_ARC
(22,18),-0.808982 # DEPENDENCYPART_ARC
(22,21),0.0256873 # DEPENDENCYPART_ARC
(22,25),-0.304767 # DEPENDENCYPART_ARC
(22,27),-1.39301 # DEPENDENCYPART_ARC
(23,1),-0.263994 # DEPENDENCYPART_ARC
(23,2),-1.80929 # DEPENDENCYPART_ARC
(23,3),-0.992778 # DEPENDENCYPART_ARC
(23,4),-1.47536 # DEPENDENCYPART_ARC
(23,5),-0.846397 # DEPENDENCYPART_ARC
(23,6),-0.957412 # DEPENDENCYPART_ARC
(23,7),-1.44648 # DEPENDENCYPART_ARC
(23,8),-1.83788 # DEPENDENCYPART_ARC
(23,9),-0.683422 # DEPENDENCYPART_ARC
(23,10),-1.38555 # DEPENDENCYPART_ARC
(23,11),-0.425016 # DEPENDENCYPART_ARC
(23,12),-1.878 # DEPENDENCYPART_ARC
(23,13),-0.738312 # DEPENDENCYPART_ARC
(23,14),-1.95983 # DEPENDENCYPART_ARC
(23,15),-0.773222 # DEPENDENCYPART_ARC
(23,16),0.494364 # DEPENDENCYPART_ARC
(23,17),-0.383695 # DEPENDENCYPART_ARC
(23,18),-0.444164 # DEPENDENCYPART_ARC
(23,19),0.260098 # DEPENDENCYPART_ARC
(23,20),-0.495242 # DEPENDENCYPART_ARC
(23,21),-0.38755 # DEPENDENCYPART_ARC
(23,22),1.08464 # DEPENDENCYPART_ARC
(23,24),2.60036 # DEPENDENCYPART_ARC
(23,25),-0.328823 # DEPENDENCYPART_ARC
(23,26),-1.40291 # DEPENDENCYPART_ARC
(23,27),-0.506209 # DEPENDENCYPART_ARC
(23,28),-1.11963 # DEPENDENCYPART_ARC
(23,29),-1.02906 # DEPENDENCYPART_ARC
(24,1),-2.5767 # DEPENDENCYPART_ARC
(24,2),-1.76674 # DEPENDENCYPART_ARC
(24,3),-2.71609 # DEPENDENCYPART_ARC
(24,4),-0.946095 # DEPENDENCYPART_ARC
(24,5),-2.05909 # DEPENDENCYPART_ARC
(24,6),-1.84682 # DEPENDENCYPART_ARC
(24,7),-1.65773 # DEPENDENCYPART_ARC
(24,8),-1.87904 # DEPENDENCYPART_ARC
(24,9),-2.01043 # DEPENDENCYPART_ARC
(24,10),-1.56393 # DEPENDENCYPART_ARC
(24,11),-1.72872 # DEPENDENCYPART_ARC
(24,12),-1.43718 # DEPENDENCYPART_ARC
(24,13),-1.47678 # DEPENDENCYPART_ARC
(24,14),-1.30696 # DEPENDENCYPART_ARC
(24,15),-1.62596 # DEPENDENCYPART_ARC
(24,16),-1.45337 # DEPENDENCYPART_ARC
(24,17),-1.05156 # DEPENDENCYPART_ARC
(24,19),-2.0217 # DEPENDENCYPART_ARC
(24,20),-1.32863 # DEPENDENCYPART_ARC
(24,21),-1.11644 # DEPENDENCYPART_ARC
(24,23),-0.80538 # DEPENDENCYPART_ARC
(24,25),0.061187 # DEPENDENCYPART_ARC
(24,26),-2.09661 # DEPENDENCYPART_ARC
(24,27),-1.49532 # DEPENDENCYPART_ARC
(24,28),-1.87173 # DEPENDENCYPART_ARC
(24,29),-1.25069 # DEPENDENCYPART_ARC
(25,1),-2.18512 # DEPENDENCYPART_ARC
(25,2),-2.19763 # DEPENDENCYPART_ARC
(25,3),-2.04045 # DEPENDENCYPART_ARC
(25,4),-1.56727 # DEPENDENCYPART_ARC
(25,5),-1.62038 # DEPENDENCYPART_ARC
(25,6),0.667218 # DEPENDENCYPART_ARC
(25,8),-1.254 # DEPENDENCYPART_ARC
(25,9),-0.999443 # DEPENDENCYPART_ARC
(25,10),-1.54498 # DEPENDENCYPART_ARC
(25,11),-0.377782 # DEPENDENCYPART_ARC
(25,12),-0.305822 # DEPENDENCYPART_ARC
(25,13),-0.0391597 # DEPENDENCYPART_ARC
(25,14),0.727031 # DEPENDENCYPART_ARC
(25,16),-0.226185 # DEPENDENCYPART_ARC
(25,17),-0.598593 # DEPENDENCYPART_ARC
(25,18),-0.201389 # DEPENDENCYPART_ARC
(25,19),0.92276 # DEPENDENCYPART_ARC
(25,20),-0.48816 # DEPENDENCYPART_ARC
(25,21),-0.598037 # DEPENDENCYPART_ARC
(25,23),2.46229 # DEPENDENCYPART_ARC
(25,24),0.532456 # DEPENDENCYPART_ARC
(25,26),0.192244 # DEPENDENCYPART_ARC
(25,27),0.400154 # DEPENDENCYPART_ARC
(25,28),-0.269579 # DEPENDENCYPART_ARC
(25,29),-0.403954 # DEPENDENCYPART_ARC
(26,1),-7.57572 # DEPENDENCYPART_ARC
(26,2),-3.00883 # DEPENDENCYPART_ARC
(26,3),-6.21925 # DEPENDENCYPART_ARC
(26,4),-4.74571 # DEPENDENCYPART_ARC
(26,5),-6.55466 # DEPENDENCYPART_ARC
(26,6),-4.91754 # DEPENDENCYPART_ARC
(26,7),-3.42482 # DEPENDENCYPART_ARC
(26,8),-3.42751 # DEPENDENCYPART_ARC
(26,9),-4.09002 # DEPENDENCYPART_ARC
(26,10),-4.22337 # DEPENDENCYPART_ARC
(26,11),-4.64194 # DEPENDENCYPART_ARC
(26,12),-2.73042 # DEPENDENCYPART_ARC
(26,13),-6.6534 # DEPENDENCYPART_ARC
(26,14),-8.11498 # DEPENDENCYPART_ARC
(26,15),-3.41913 # DEPENDENCYPART_ARC
(26,16),-3.73721 # DEPENDENCYPART_ARC
(26,19),-4.41283 # DEPENDENCYPART_ARC
(26,21),-3.09316 # DEPENDENCYPART_ARC
(26,23),-3.46403 # DEPENDENCYPART_ARC
(26,27),-0.0411762 # DEPENDENCYPART_ARC
(26,28),0.333611 # DEPENDENCYPART_ARC
(26,29),-0.457358 # DEPENDENCYPART_ARC
(27,1),-3.70845 # DEPENDENCYPART_ARC
(27,2),-1.56736 # DEPENDENCYPART_ARC
(27,3),-3.9816 # DEPENDENCYPART_ARC
(27,4),-2.37484 # DEPENDENCYPART_ARC
(27,5),-3.4672 # DEPENDENCYPART_ARC
(27,6),-2.54264 # DEPENDENCYPART_ARC
(27,7),-1.65081 # DEPENDENCYPART_ARC
(27,8),-2.04248 # DEPENDENCYPART_ARC
(27,9),-1.72211 # DEPENDENCYPART_ARC
(27,10),-2.76213 # DEPENDENCYPART_ARC
(27,11),-2.1423 # DEPENDENCYPART_ARC
(27,12),-0.978117 # DEPENDENCYPART_ARC
(27,13),-3.13782 # DEPENDENCYPART_ARC
(27,14),-2.84489 # DEPENDENCYPART_ARC
(27,15),-1.91486 # DEPENDENCYPART_ARC
(27,16),-1.50577 # DEPENDENCYPART_ARC
(27,17),-3.51583 # DEPENDENCYPART_ARC
(27,19),-0.98957 # DEPENDENCYPART_ARC
(27,20),-2.21492 # DEPENDENCYPART_ARC
(27,21),-1.60658 # DEPENDENCYPART_ARC
(27,22),-2.12017 # DEPENDENCYPART_ARC
(27,23),-0.367735 # DEPENDENCYPART_ARC
(27,24),-1.70896 # DEPENDENCYPART_ARC
(27,25),-0.274337 # DEPENDENCYPART_ARC
(27,26),2.65381 # DEPENDENCYPART_ARC
(27,28),0.265046 # DEPENDENCYPART_ARC
(27,29),-0.356302 # DEPENDENCYPART_ARC
(28,1),-7.45184 # DEPENDENCYPART_ARC
(28,2),-2.39277 # DEPENDENCYPART_ARC
(28,3),-5.55949 # DEPENDENCYPART_ARC
(28,4),-3.67587 # DEPENDENCYPART_ARC
(28,5),-6.33992 # DEPENDENCYPART_ARC
(28,6),-4.13159 # DEPENDENCYPART_ARC
(28,8),-2.78704 # DEPENDENCYPART_ARC
(28,9),-3.0756 # DEPENDENCYPART_ARC
(28,10),-3.41432 # DEPENDENCYPART_ARC
(28,11),-3.71951 # DEPENDENCYPART_ARC
(28,12),-1.6041 # DEPENDENCYPART_ARC
(28,13),-5.73244 # DEPENDENCYPART_ARC
(28,15),-2.59594 # DEPENDENCYPART_ARC
(28,16),-2.9514 # DEPENDENCYPART_ARC
(28,17),-5.26128 # DEPENDENCYPART_ARC
(28,19),-3.27989 # DEPENDENCYPART_ARC
(28,21),-2.40263 # DEPENDENCYPART_ARC
(28,23),-2.8222 # DEPENDENCYPART_ARC
(28,25),-1.10167 # DEPENDENCYPART_ARC
(28,26),-1.50913 # DEPENDENCYPART_ARC
(28,27),-1.39919 # DEPENDENCYPART_ARC
(28,29),1.62789 # DEPENDENCYPART_ARC
(29,1),-2.54249 # DEPENDENCYPART_ARC
(29,3),-2.19206 # DEPENDENCYPART_ARC
(29,4),-2.34204 # DEPENDENCYPART_ARC
(29,5),-2.04581 # DEPENDENCYPART_ARC
(29,6),-2.25283 # DEPENDENCYPART_ARC
(29,8),-1.86701 # DEPENDENCYPART_ARC
(29,9),-1.84885 # DEPENDENCYPART_ARC
(29,11),-1.92784 # DEPENDENCYPART_ARC
(29,16),-1.62493 # DEPENDENCYPART_ARC
(29,19),-1.60223 # DEPENDENCYPART_ARC
(29,21),-1.45048 # DEPENDENCYPART_ARC
(29,23),-1.4181 # DEPENDENCYPART_ARC
(29,25),-0.899926 # DEPENDENCYPART_ARC
(29,27),-0.89671 # DEPENDENCYPART_ARC
(29,28),-0.669011 # DEPENDENCYPART_ARC
