# _root_ gasteizek onartu egingo luke eaeko kuotetara iristen ez den diru kopuru bat , kontuan_hartuz forcem_espainiako langileen prestakuntzarako erakundeak ere eaen jarduten duela , hobetuzekin_batera .
#goldHeads=2,0,2,2,6,7,10,7,7,2,10,10,12,2,16,17,18,21,0,21,0,14,22,21,24,
#predictedHeads=2,3,0,2,6,7,10,7,7,14,10,11,12,21,16,17,18,21,0,21,2,21,22,23,24,
(20,25),-0.880618 # DEPENDENCYPART_ARC
(21,1),-0.220284 # DEPENDENCYPART_ARC
(21,2),-1.42091 # DEPENDENCYPART_ARC
(21,3),-1.30461 # DEPENDENCYPART_ARC
(21,4),-0.779133 # DEPENDENCYPART_ARC
(21,5),-1.68945 # DEPENDENCYPART_ARC
(21,6),-0.293723 # DEPENDENCYPART_ARC
(21,7),-0.39138 # DEPENDENCYPART_ARC
(21,8),0.0861635 # DEPENDENCYPART_ARC
(21,9),-0.162519 # DEPENDENCYPART_ARC
(21,10),0.0875337 # DEPENDENCYPART_ARC
(21,11),0.12548 # DEPENDENCYPART_ARC
(21,12),-0.610371 # DEPENDENCYPART_ARC
(21,13),-1.82859 # DEPENDENCYPART_ARC
(21,14),0.238518 # DEPENDENCYPART_ARC
(21,15),-0.673685 # DEPENDENCYPART_ARC
(21,16),-0.543612 # DEPENDENCYPART_ARC
(21,17),-0.316279 # DEPENDENCYPART_ARC
(21,18),1.31373 # DEPENDENCYPART_ARC
(21,19),0.304014 # DEPENDENCYPART_ARC
(21,20),2.28977 # DEPENDENCYPART_ARC
(21,22),2.15701 # DEPENDENCYPART_ARC
(21,23),-0.457112 # DEPENDENCYPART_ARC
(21,24),-0.574452 # DEPENDENCYPART_ARC
(21,25),-0.721504 # DEPENDENCYPART_ARC
(22,1),-1.51702 # DEPENDENCYPART_ARC
(22,2),-1.71136 # DEPENDENCYPART_ARC
(22,3),-1.96723 # DEPENDENCYPART_ARC
(22,4),-1.27175 # DEPENDENCYPART_ARC
(22,5),-1.71879 # DEPENDENCYPART_ARC
(22,6),-2.16418 # DEPENDENCYPART_ARC
(22,7),-1.6797 # DEPENDENCYPART_ARC
(22,8),-1.33642 # DEPENDENCYPART_ARC
(22,9),-1.47736 # DEPENDENCYPART_ARC
(22,10),-1.67366 # DEPENDENCYPART_ARC
(22,11),-1.65631 # DEPENDENCYPART_ARC
(22,12),-1.41928 # DEPENDENCYPART_ARC
(22,13),-1.6827 # DEPENDENCYPART_ARC
(22,14),-1.56458 # DEPENDENCYPART_ARC
(22,15),-0.748716 # DEPENDENCYPART_ARC
(22,16),-1.26997 # DEPENDENCYPART_ARC
(22,17),-0.690042 # DEPENDENCYPART_ARC
(22,18),0.0570478 # DEPENDENCYPART_ARC
(22,19),-1.07096 # DEPENDENCYPART_ARC
(22,20),-0.25779 # DEPENDENCYPART_ARC
(22,21),-0.714186 # DEPENDENCYPART_ARC
(22,23),1.69207 # DEPENDENCYPART_ARC
(22,24),-1.83275 # DEPENDENCYPART_ARC
(22,25),-0.303169 # DEPENDENCYPART_ARC
(23,1),-1.06693 # DEPENDENCYPART_ARC
(23,2),-0.568051 # DEPENDENCYPART_ARC
(23,3),-0.867878 # DEPENDENCYPART_ARC
(23,4),-1.12909 # DEPENDENCYPART_ARC
(23,5),-0.787123 # DEPENDENCYPART_ARC
(23,6),-0.793546 # DEPENDENCYPART_ARC
(23,7),-1.04014 # DEPENDENCYPART_ARC
(23,8),-1.25587 # DEPENDENCYPART_ARC
(23,9),-1.2093 # DEPENDENCYPART_ARC
(23,10),-0.706565 # DEPENDENCYPART_ARC
(23,11),-0.933829 # DEPENDENCYPART_ARC
(23,12),-1.77736 # DEPENDENCYPART_ARC
(23,13),-1.52633 # DEPENDENCYPART_ARC
(23,14),-0.649841 # DEPENDENCYPART_ARC
(23,15),-0.514142 # DEPENDENCYPART_ARC
(23,16),-0.554397 # DEPENDENCYPART_ARC
(23,17),-0.546217 # DEPENDENCYPART_ARC
(23,18),-0.624579 # DEPENDENCYPART_ARC
(23,19),-0.590066 # DEPENDENCYPART_ARC
(23,20),-0.215419 # DEPENDENCYPART_ARC
(23,21),-0.151691 # DEPENDENCYPART_ARC
(23,22),0.316043 # DEPENDENCYPART_ARC
(23,24),-0.450321 # DEPENDENCYPART_ARC
(23,25),0.0810504 # DEPENDENCYPART_ARC
(24,1),-6.94886 # DEPENDENCYPART_ARC
(24,2),-3.71092 # DEPENDENCYPART_ARC
(24,3),-3.98767 # DEPENDENCYPART_ARC
(24,4),-3.04417 # DEPENDENCYPART_ARC
(24,5),-3.14165 # DEPENDENCYPART_ARC
(24,6),-4.99671 # DEPENDENCYPART_ARC
(24,7),-3.45968 # DEPENDENCYPART_ARC
(24,8),-1.82004 # DEPENDENCYPART_ARC
(24,9),-2.81319 # DEPENDENCYPART_ARC
(24,10),-3.40083 # DEPENDENCYPART_ARC
(24,11),-3.30407 # DEPENDENCYPART_ARC
(24,12),-5.88868 # DEPENDENCYPART_ARC
(24,13),-2.32062 # DEPENDENCYPART_ARC
(24,14),-5.04316 # DEPENDENCYPART_ARC
(24,15),-3.3845 # DEPENDENCYPART_ARC
(24,16),-2.42025 # DEPENDENCYPART_ARC
(24,17),-1.78691 # DEPENDENCYPART_ARC
(24,18),-5.32166 # DEPENDENCYPART_ARC
(24,19),-1.31152 # DEPENDENCYPART_ARC
(24,20),-4.28531 # DEPENDENCYPART_ARC
(24,21),-1.94602 # DEPENDENCYPART_ARC
(24,22),-1.69676 # DEPENDENCYPART_ARC
(24,23),-0.493799 # DEPENDENCYPART_ARC
(24,25),2.72311 # DEPENDENCYPART_ARC
(25,1),-2.06431 # DEPENDENCYPART_ARC
(25,2),-1.44565 # DEPENDENCYPART_ARC
(25,3),-1.93865 # DEPENDENCYPART_ARC
(25,4),-1.80304 # DEPENDENCYPART_ARC
(25,5),-1.72861 # DEPENDENCYPART_ARC
(25,6),-1.7317 # DEPENDENCYPART_ARC
(25,7),-1.80849 # DEPENDENCYPART_ARC
(25,8),-1.78886 # DEPENDENCYPART_ARC
(25,9),-1.682 # DEPENDENCYPART_ARC
(25,10),-1.68603 # DEPENDENCYPART_ARC
(25,11),-1.78935 # DEPENDENCYPART_ARC
(25,12),-2.05595 # DEPENDENCYPART_ARC
(25,13),-1.62254 # DEPENDENCYPART_ARC
(25,14),-1.65692 # DEPENDENCYPART_ARC
(25,15),-1.42577 # DEPENDENCYPART_ARC
(25,16),-1.44494 # DEPENDENCYPART_ARC
(25,17),-1.32476 # DEPENDENCYPART_ARC
(25,18),-1.38362 # DEPENDENCYPART_ARC
(25,19),-1.1828 # DEPENDENCYPART_ARC
(25,20),-1.19824 # DEPENDENCYPART_ARC
(25,21),-1.24851 # DEPENDENCYPART_ARC
(25,22),-0.892801 # DEPENDENCYPART_ARC
(25,23),-1.30194 # DEPENDENCYPART_ARC
(25,24),-0.541615 # DEPENDENCYPART_ARC
