# _root_ aparicio ez zen atzoko bileran izan , haren menpeko juan chozas_lan idazkaria baizik , eta chozasek auzia bideratu beharra dagoela onartu du .
#goldHeads=6,6,6,5,6,13,6,9,12,12,10,13,15,13,0,21,18,19,20,21,15,21,22,
#predictedHeads=6,6,6,5,6,13,6,9,10,12,10,15,18,13,0,18,18,19,20,21,15,21,22,
(23,1),-2.09874 # DEPENDENCYPART_ARC
(23,2),-2.0859 # DEPENDENCYPART_ARC
(23,3),-1.80215 # DEPENDENCYPART_ARC
(23,4),-1.61211 # DEPENDENCYPART_ARC
(23,5),-1.69825 # DEPENDENCYPART_ARC
(23,6),-2.11595 # DEPENDENCYPART_ARC
(23,7),-1.72357 # DEPENDENCYPART_ARC
(23,8),-2.11187 # DEPENDENCYPART_ARC
(23,9),-1.57762 # DEPENDENCYPART_ARC
(23,10),-1.28744 # DEPENDENCYPART_ARC
(23,11),-1.33343 # DEPENDENCYPART_ARC
(23,12),-1.50918 # DEPENDENCYPART_ARC
(23,13),-1.32582 # DEPENDENCYPART_ARC
(23,14),-1.59796 # DEPENDENCYPART_ARC
(23,15),-0.853086 # DEPENDENCYPART_ARC
(23,16),-1.12022 # DEPENDENCYPART_ARC
(23,17),-0.845604 # DEPENDENCYPART_ARC
(23,18),-1.41922 # DEPENDENCYPART_ARC
(23,19),-0.880373 # DEPENDENCYPART_ARC
(23,20),-0.782494 # DEPENDENCYPART_ARC
(23,21),-0.893484 # DEPENDENCYPART_ARC
(23,22),-0.286596 # DEPENDENCYPART_ARC
