# _root_ gainera , ez da kasu honetan bakarrik ezagutzen zientziaren praktika , baina gutxi_batzuek bakarrik ezagutzen dituzte zientzia horren oinarri diren lege eta arauak .
#goldHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
#predictedHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
(21,23),-0.119513 # DEPENDENCYPART_ARC
(21,24),-0.141743 # DEPENDENCYPART_ARC
(22,1),-1.54659 # DEPENDENCYPART_ARC
(22,2),-2.30624 # DEPENDENCYPART_ARC
(22,3),-0.692588 # DEPENDENCYPART_ARC
(22,4),-2.07833 # DEPENDENCYPART_ARC
(22,5),-1.46174 # DEPENDENCYPART_ARC
(22,6),-1.62323 # DEPENDENCYPART_ARC
(22,7),-0.710141 # DEPENDENCYPART_ARC
(22,8),-1.55013 # DEPENDENCYPART_ARC
(22,9),-1.57737 # DEPENDENCYPART_ARC
(22,10),-1.17358 # DEPENDENCYPART_ARC
(22,11),-2.16413 # DEPENDENCYPART_ARC
(22,12),-0.410127 # DEPENDENCYPART_ARC
(22,13),-1.49982 # DEPENDENCYPART_ARC
(22,14),-0.681132 # DEPENDENCYPART_ARC
(22,15),-0.61177 # DEPENDENCYPART_ARC
(22,16),-1.05579 # DEPENDENCYPART_ARC
(22,17),-0.347392 # DEPENDENCYPART_ARC
(22,18),-0.960155 # DEPENDENCYPART_ARC
(22,19),0.292193 # DEPENDENCYPART_ARC
(22,20),0.519476 # DEPENDENCYPART_ARC
(22,21),2.15728 # DEPENDENCYPART_ARC
(22,23),2.48086 # DEPENDENCYPART_ARC
(22,24),-0.0768867 # DEPENDENCYPART_ARC
(23,1),-2.63884 # DEPENDENCYPART_ARC
(23,2),-3.42746 # DEPENDENCYPART_ARC
(23,3),-2.27512 # DEPENDENCYPART_ARC
(23,4),-3.4724 # DEPENDENCYPART_ARC
(23,5),-2.5885 # DEPENDENCYPART_ARC
(23,6),-3.90144 # DEPENDENCYPART_ARC
(23,7),-2.05158 # DEPENDENCYPART_ARC
(23,8),-2.44437 # DEPENDENCYPART_ARC
(23,9),-2.36062 # DEPENDENCYPART_ARC
(23,10),-3.75476 # DEPENDENCYPART_ARC
(23,11),-2.90968 # DEPENDENCYPART_ARC
(23,12),-2.65105 # DEPENDENCYPART_ARC
(23,13),-2.96639 # DEPENDENCYPART_ARC
(23,14),-2.07552 # DEPENDENCYPART_ARC
(23,15),-1.45926 # DEPENDENCYPART_ARC
(23,16),-3.14712 # DEPENDENCYPART_ARC
(23,17),-1.47168 # DEPENDENCYPART_ARC
(23,18),-1.72071 # DEPENDENCYPART_ARC
(23,19),-1.99603 # DEPENDENCYPART_ARC
(23,20),-0.358924 # DEPENDENCYPART_ARC
(23,21),-0.557432 # DEPENDENCYPART_ARC
(23,22),-0.179127 # DEPENDENCYPART_ARC
(23,24),1.84938 # DEPENDENCYPART_ARC
(24,1),-1.69171 # DEPENDENCYPART_ARC
(24,2),-1.72583 # DEPENDENCYPART_ARC
(24,3),-2.0187 # DEPENDENCYPART_ARC
(24,4),-1.48219 # DEPENDENCYPART_ARC
(24,5),-1.86643 # DEPENDENCYPART_ARC
(24,6),-2.07622 # DEPENDENCYPART_ARC
(24,7),-1.54556 # DEPENDENCYPART_ARC
(24,8),-1.81833 # DEPENDENCYPART_ARC
(24,9),-1.55498 # DEPENDENCYPART_ARC
(24,10),-1.99075 # DEPENDENCYPART_ARC
(24,11),-1.52123 # DEPENDENCYPART_ARC
(24,12),-1.29523 # DEPENDENCYPART_ARC
(24,13),-2.06996 # DEPENDENCYPART_ARC
(24,14),-1.46036 # DEPENDENCYPART_ARC
(24,15),-1.44438 # DEPENDENCYPART_ARC
(24,16),-1.28774 # DEPENDENCYPART_ARC
(24,17),-1.49158 # DEPENDENCYPART_ARC
(24,18),-1.78174 # DEPENDENCYPART_ARC
(24,19),-1.33918 # DEPENDENCYPART_ARC
(24,20),-0.750531 # DEPENDENCYPART_ARC
(24,21),-0.998935 # DEPENDENCYPART_ARC
(24,22),-0.963693 # DEPENDENCYPART_ARC
(24,23),-0.541156 # DEPENDENCYPART_ARC
