# _root_ jaurlaritzak prezioak hitzartzen dituztela irizten badio , europako_batzordera jotzeko asmoa du , hark azter dezan europako lehia askearen gaineko legedia betetzen den ala ez .
#goldHeads=5,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,20,17,18,21,23,21,14,21,24,
#predictedHeads=3,3,5,3,23,5,6,9,10,11,0,11,14,23,14,17,20,17,20,21,23,21,11,23,24,
(21,1),-0.826388 # DEPENDENCYPART_ARC
(21,2),-1.70293 # DEPENDENCYPART_ARC
(21,3),-1.27256 # DEPENDENCYPART_ARC
(21,4),-1.29104 # DEPENDENCYPART_ARC
(21,5),-1.33409 # DEPENDENCYPART_ARC
(21,6),-0.981252 # DEPENDENCYPART_ARC
(21,7),-1.9414 # DEPENDENCYPART_ARC
(21,8),-1.58883 # DEPENDENCYPART_ARC
(21,9),-0.901316 # DEPENDENCYPART_ARC
(21,10),-1.00617 # DEPENDENCYPART_ARC
(21,11),-1.1714 # DEPENDENCYPART_ARC
(21,12),-1.71514 # DEPENDENCYPART_ARC
(21,13),0.183113 # DEPENDENCYPART_ARC
(21,14),-0.0712351 # DEPENDENCYPART_ARC
(21,15),-0.3282 # DEPENDENCYPART_ARC
(21,16),-0.997513 # DEPENDENCYPART_ARC
(21,17),0.230745 # DEPENDENCYPART_ARC
(21,18),-0.95761 # DEPENDENCYPART_ARC
(21,19),-0.106126 # DEPENDENCYPART_ARC
(21,20),2.07984 # DEPENDENCYPART_ARC
(21,22),2.15677 # DEPENDENCYPART_ARC
(21,23),-0.309297 # DEPENDENCYPART_ARC
(21,24),-0.576177 # DEPENDENCYPART_ARC
(21,25),-1.14835 # DEPENDENCYPART_ARC
(22,1),-2.71963 # DEPENDENCYPART_ARC
(22,2),-2.25255 # DEPENDENCYPART_ARC
(22,3),-1.9511 # DEPENDENCYPART_ARC
(22,4),-1.80581 # DEPENDENCYPART_ARC
(22,5),-1.91083 # DEPENDENCYPART_ARC
(22,6),-1.88499 # DEPENDENCYPART_ARC
(22,7),-1.93023 # DEPENDENCYPART_ARC
(22,8),-1.97257 # DEPENDENCYPART_ARC
(22,9),-0.791763 # DEPENDENCYPART_ARC
(22,10),-1.53227 # DEPENDENCYPART_ARC
(22,11),-1.55975 # DEPENDENCYPART_ARC
(22,12),-1.73364 # DEPENDENCYPART_ARC
(22,13),-1.42468 # DEPENDENCYPART_ARC
(22,14),-1.65683 # DEPENDENCYPART_ARC
(22,15),-1.44663 # DEPENDENCYPART_ARC
(22,16),-1.23383 # DEPENDENCYPART_ARC
(22,17),-1.18872 # DEPENDENCYPART_ARC
(22,18),-1.55531 # DEPENDENCYPART_ARC
(22,19),-0.569986 # DEPENDENCYPART_ARC
(22,20),-0.0255184 # DEPENDENCYPART_ARC
(22,21),-0.793523 # DEPENDENCYPART_ARC
(22,23),-0.0568163 # DEPENDENCYPART_ARC
(22,24),-0.215763 # DEPENDENCYPART_ARC
(22,25),-0.430956 # DEPENDENCYPART_ARC
(23,1),-1.06134 # DEPENDENCYPART_ARC
(23,2),-0.553465 # DEPENDENCYPART_ARC
(23,3),0.102331 # DEPENDENCYPART_ARC
(23,4),0.147999 # DEPENDENCYPART_ARC
(23,5),0.0901384 # DEPENDENCYPART_ARC
(23,6),0.0634793 # DEPENDENCYPART_ARC
(23,7),-0.812775 # DEPENDENCYPART_ARC
(23,8),-0.381125 # DEPENDENCYPART_ARC
(23,9),-0.323027 # DEPENDENCYPART_ARC
(23,10),0.0836129 # DEPENDENCYPART_ARC
(23,11),-1.24298 # DEPENDENCYPART_ARC
(23,12),-0.687723 # DEPENDENCYPART_ARC
(23,13),-0.519483 # DEPENDENCYPART_ARC
(23,14),0.898843 # DEPENDENCYPART_ARC
(23,15),0.307161 # DEPENDENCYPART_ARC
(23,16),-0.00441595 # DEPENDENCYPART_ARC
(23,17),-0.054006 # DEPENDENCYPART_ARC
(23,18),-0.579754 # DEPENDENCYPART_ARC
(23,19),0.0785117 # DEPENDENCYPART_ARC
(23,20),0.79115 # DEPENDENCYPART_ARC
(23,21),1.64508 # DEPENDENCYPART_ARC
(23,22),1.01636 # DEPENDENCYPART_ARC
(23,24),1.64129 # DEPENDENCYPART_ARC
(23,25),0.630669 # DEPENDENCYPART_ARC
(24,1),-2.19064 # DEPENDENCYPART_ARC
(24,2),-2.40815 # DEPENDENCYPART_ARC
(24,3),-2.71522 # DEPENDENCYPART_ARC
(24,4),-2.33477 # DEPENDENCYPART_ARC
(24,5),-2.52868 # DEPENDENCYPART_ARC
(24,6),-2.35975 # DEPENDENCYPART_ARC
(24,7),-2.06395 # DEPENDENCYPART_ARC
(24,8),-2.05564 # DEPENDENCYPART_ARC
(24,9),-2.36731 # DEPENDENCYPART_ARC
(24,10),-2.24042 # DEPENDENCYPART_ARC
(24,11),-2.53082 # DEPENDENCYPART_ARC
(24,12),-2.02889 # DEPENDENCYPART_ARC
(24,13),-2.7596 # DEPENDENCYPART_ARC
(24,14),-2.23643 # DEPENDENCYPART_ARC
(24,15),-2.11449 # DEPENDENCYPART_ARC
(24,16),-1.98962 # DEPENDENCYPART_ARC
(24,17),-1.91852 # DEPENDENCYPART_ARC
(24,18),-2.3907 # DEPENDENCYPART_ARC
(24,19),-2.08795 # DEPENDENCYPART_ARC
(24,20),-2.00149 # DEPENDENCYPART_ARC
(24,21),-1.77144 # DEPENDENCYPART_ARC
(24,22),-1.58904 # DEPENDENCYPART_ARC
(24,23),-0.672308 # DEPENDENCYPART_ARC
(24,25),1.70516 # DEPENDENCYPART_ARC
(25,1),-1.8295 # DEPENDENCYPART_ARC
(25,2),-1.63984 # DEPENDENCYPART_ARC
(25,3),-2.18873 # DEPENDENCYPART_ARC
(25,4),-1.82607 # DEPENDENCYPART_ARC
(25,5),-1.86095 # DEPENDENCYPART_ARC
(25,6),-1.6492 # DEPENDENCYPART_ARC
(25,7),-1.7179 # DEPENDENCYPART_ARC
(25,8),-1.58563 # DEPENDENCYPART_ARC
(25,9),-1.87945 # DEPENDENCYPART_ARC
(25,10),-1.55611 # DEPENDENCYPART_ARC
(25,11),-1.49919 # DEPENDENCYPART_ARC
(25,12),-1.69732 # DEPENDENCYPART_ARC
(25,13),-2.15968 # DEPENDENCYPART_ARC
(25,14),-1.72898 # DEPENDENCYPART_ARC
(25,15),-1.42602 # DEPENDENCYPART_ARC
(25,16),-1.41384 # DEPENDENCYPART_ARC
(25,17),-1.33137 # DEPENDENCYPART_ARC
(25,18),-1.67821 # DEPENDENCYPART_ARC
(25,19),-1.21649 # DEPENDENCYPART_ARC
(25,20),-1.01697 # DEPENDENCYPART_ARC
(25,21),-1.42706 # DEPENDENCYPART_ARC
(25,22),-0.967869 # DEPENDENCYPART_ARC
(25,23),-1.12938 # DEPENDENCYPART_ARC
(25,24),-0.67445 # DEPENDENCYPART_ARC
