# _root_ eajko diputatu iñaki_anasagastik adierazi zuenez , bartzelonako_adierazpena " ez da fronte bat " , eta ciuk gobernuarekin izan dezakeen harremanak ez du oztopatzen hiru alderdien elkarlana .
#goldHeads=2,3,4,15,4,5,10,7,10,15,10,11,12,13,0,18,18,20,18,23,23,23,15,25,26,23,26,
#predictedHeads=2,4,2,15,4,5,15,7,10,15,10,11,12,13,0,18,18,20,18,23,23,23,25,25,26,10,26,
(21,13),-1.58793 # DEPENDENCYPART_ARC
(21,14),-1.52906 # DEPENDENCYPART_ARC
(21,15),-1.39724 # DEPENDENCYPART_ARC
(21,16),-1.76537 # DEPENDENCYPART_ARC
(21,17),-1.65993 # DEPENDENCYPART_ARC
(21,18),-1.4043 # DEPENDENCYPART_ARC
(21,20),-0.514666 # DEPENDENCYPART_ARC
(21,23),-0.757943 # DEPENDENCYPART_ARC
(21,25),-1.11144 # DEPENDENCYPART_ARC
(21,26),-1.26124 # DEPENDENCYPART_ARC
(21,27),-0.20963 # DEPENDENCYPART_ARC
(22,1),-2.14707 # DEPENDENCYPART_ARC
(22,2),-1.74109 # DEPENDENCYPART_ARC
(22,3),-2.13117 # DEPENDENCYPART_ARC
(22,5),-1.52361 # DEPENDENCYPART_ARC
(22,6),-2.02899 # DEPENDENCYPART_ARC
(22,7),-1.68943 # DEPENDENCYPART_ARC
(22,8),-1.87618 # DEPENDENCYPART_ARC
(22,9),-1.53015 # DEPENDENCYPART_ARC
(22,10),-2.08356 # DEPENDENCYPART_ARC
(22,11),-1.2151 # DEPENDENCYPART_ARC
(22,12),-1.1435 # DEPENDENCYPART_ARC
(22,13),-1.75034 # DEPENDENCYPART_ARC
(22,14),-1.6741 # DEPENDENCYPART_ARC
(22,15),-1.51433 # DEPENDENCYPART_ARC
(22,16),-1.00858 # DEPENDENCYPART_ARC
(22,17),-1.34219 # DEPENDENCYPART_ARC
(22,18),-1.79344 # DEPENDENCYPART_ARC
(22,19),-0.925119 # DEPENDENCYPART_ARC
(22,20),-0.911231 # DEPENDENCYPART_ARC
(22,21),-0.438465 # DEPENDENCYPART_ARC
(22,23),-0.640235 # DEPENDENCYPART_ARC
(22,24),-0.861452 # DEPENDENCYPART_ARC
(22,25),-1.05564 # DEPENDENCYPART_ARC
(22,26),-1.93052 # DEPENDENCYPART_ARC
(22,27),-0.704302 # DEPENDENCYPART_ARC
(23,1),-2.38658 # DEPENDENCYPART_ARC
(23,2),-2.19322 # DEPENDENCYPART_ARC
(23,3),-2.77647 # DEPENDENCYPART_ARC
(23,4),0.460313 # DEPENDENCYPART_ARC
(23,5),-1.37624 # DEPENDENCYPART_ARC
(23,6),-1.58381 # DEPENDENCYPART_ARC
(23,7),-2.23002 # DEPENDENCYPART_ARC
(23,8),-1.7335 # DEPENDENCYPART_ARC
(23,9),-0.314566 # DEPENDENCYPART_ARC
(23,10),-1.60102 # DEPENDENCYPART_ARC
(23,11),-1.08854 # DEPENDENCYPART_ARC
(23,12),-1.40237 # DEPENDENCYPART_ARC
(23,13),-1.79036 # DEPENDENCYPART_ARC
(23,14),-1.78503 # DEPENDENCYPART_ARC
(23,15),-1.06526 # DEPENDENCYPART_ARC
(23,16),0.12921 # DEPENDENCYPART_ARC
(23,17),-0.266733 # DEPENDENCYPART_ARC
(23,18),0.328736 # DEPENDENCYPART_ARC
(23,19),-0.604008 # DEPENDENCYPART_ARC
(23,20),1.20748 # DEPENDENCYPART_ARC
(23,21),1.14939 # DEPENDENCYPART_ARC
(23,22),0.891437 # DEPENDENCYPART_ARC
(23,24),0.585141 # DEPENDENCYPART_ARC
(23,25),-0.0924202 # DEPENDENCYPART_ARC
(23,26),0.616652 # DEPENDENCYPART_ARC
(23,27),-0.304627 # DEPENDENCYPART_ARC
(24,2),-3.1177 # DEPENDENCYPART_ARC
(24,6),-2.10005 # DEPENDENCYPART_ARC
(24,7),-2.85953 # DEPENDENCYPART_ARC
(24,8),-2.12052 # DEPENDENCYPART_ARC
(24,10),-2.45073 # DEPENDENCYPART_ARC
(24,11),-2.34739 # DEPENDENCYPART_ARC
(24,12),-2.37839 # DEPENDENCYPART_ARC
(24,13),-1.95818 # DEPENDENCYPART_ARC
(24,14),-1.82162 # DEPENDENCYPART_ARC
(24,15),-1.54609 # DEPENDENCYPART_ARC
(24,16),-2.16292 # DEPENDENCYPART_ARC
(24,17),-2.2388 # DEPENDENCYPART_ARC
(24,18),-2.24841 # DEPENDENCYPART_ARC
(24,20),-1.78987 # DEPENDENCYPART_ARC
(24,23),-0.523017 # DEPENDENCYPART_ARC
(24,25),0.0866421 # DEPENDENCYPART_ARC
(24,26),-0.748911 # DEPENDENCYPART_ARC
(24,27),-0.45208 # DEPENDENCYPART_ARC
(25,1),-1.63785 # DEPENDENCYPART_ARC
(25,2),-3.21745 # DEPENDENCYPART_ARC
(25,3),-3.9468 # DEPENDENCYPART_ARC
(25,4),-2.41648 # DEPENDENCYPART_ARC
(25,5),-2.14827 # DEPENDENCYPART_ARC
(25,6),-2.1411 # DEPENDENCYPART_ARC
(25,7),-2.2247 # DEPENDENCYPART_ARC
(25,8),-2.17208 # DEPENDENCYPART_ARC
(25,9),-1.18587 # DEPENDENCYPART_ARC
(25,10),-3.59419 # DEPENDENCYPART_ARC
(25,11),-1.27654 # DEPENDENCYPART_ARC
(25,12),-2.80736 # DEPENDENCYPART_ARC
(25,13),-2.05444 # DEPENDENCYPART_ARC
(25,14),-1.76848 # DEPENDENCYPART_ARC
(25,15),-0.531808 # DEPENDENCYPART_ARC
(25,16),-2.15946 # DEPENDENCYPART_ARC
(25,17),-2.31336 # DEPENDENCYPART_ARC
(25,18),-0.687294 # DEPENDENCYPART_ARC
(25,19),-1.81645 # DEPENDENCYPART_ARC
(25,20),-2.02946 # DEPENDENCYPART_ARC
(25,21),-0.558499 # DEPENDENCYPART_ARC
(25,22),-1.70259 # DEPENDENCYPART_ARC
(25,23),0.727508 # DEPENDENCYPART_ARC
(25,24),1.65861 # DEPENDENCYPART_ARC
(25,26),0.160542 # DEPENDENCYPART_ARC
(25,27),-0.130825 # DEPENDENCYPART_ARC
(26,1),-2.74189 # DEPENDENCYPART_ARC
(26,2),-2.80744 # DEPENDENCYPART_ARC
(26,3),-4.80573 # DEPENDENCYPART_ARC
(26,4),-3.21179 # DEPENDENCYPART_ARC
(26,5),-3.1192 # DEPENDENCYPART_ARC
(26,6),-2.3421 # DEPENDENCYPART_ARC
(26,7),-2.2738 # DEPENDENCYPART_ARC
(26,8),-2.22567 # DEPENDENCYPART_ARC
(26,9),-1.54576 # DEPENDENCYPART_ARC
(26,10),-4.51099 # DEPENDENCYPART_ARC
(26,11),-1.69689 # DEPENDENCYPART_ARC
(26,12),-3.31175 # DEPENDENCYPART_ARC
(26,13),-2.13388 # DEPENDENCYPART_ARC
(26,14),-1.9795 # DEPENDENCYPART_ARC
(26,15),-1.45323 # DEPENDENCYPART_ARC
(26,16),-3.57865 # DEPENDENCYPART_ARC
(26,17),-2.72772 # DEPENDENCYPART_ARC
(26,18),-1.26827 # DEPENDENCYPART_ARC
(26,19),-2.47898 # DEPENDENCYPART_ARC
(26,20),-3.13048 # DEPENDENCYPART_ARC
(26,21),-1.03775 # DEPENDENCYPART_ARC
(26,22),-2.91441 # DEPENDENCYPART_ARC
(26,23),-0.548783 # DEPENDENCYPART_ARC
(26,24),0.469136 # DEPENDENCYPART_ARC
(26,25),1.74774 # DEPENDENCYPART_ARC
(26,27),1.84374 # DEPENDENCYPART_ARC
(27,2),-2.27771 # DEPENDENCYPART_ARC
(27,6),-1.99814 # DEPENDENCYPART_ARC
(27,7),-2.30578 # DEPENDENCYPART_ARC
(27,8),-1.78032 # DEPENDENCYPART_ARC
(27,11),-1.92878 # DEPENDENCYPART_ARC
(27,13),-1.6907 # DEPENDENCYPART_ARC
(27,14),-1.50549 # DEPENDENCYPART_ARC
(27,15),-1.10498 # DEPENDENCYPART_ARC
(27,16),-1.49359 # DEPENDENCYPART_ARC
(27,17),-1.34562 # DEPENDENCYPART_ARC
(27,18),-1.63479 # DEPENDENCYPART_ARC
(27,20),-1.39139 # DEPENDENCYPART_ARC
(27,23),-1.16855 # DEPENDENCYPART_ARC
(27,25),-0.857594 # DEPENDENCYPART_ARC
(27,26),-0.632415 # DEPENDENCYPART_ARC
