# _root_ ( ... ) paulinok azken asaltoa bota zuela uste_zuen , baina heriotzaren aurre-salara ailegatzea besterik ez zuen egin , azken asaltoek beti heriotzaren kaudrilateroan jotzen bait dute amaierako kanpanilla .
#goldHeads=0,1,0,9,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,18,27,25,29,25,29,
#predictedHeads=0,1,0,7,6,7,9,7,11,9,0,13,14,11,14,15,18,11,18,21,25,25,24,25,18,25,26,29,25,29,
(21,25),-1.52361 # DEPENDENCYPART_ARC
(21,26),-1.97096 # DEPENDENCYPART_ARC
(21,27),-2.6623 # DEPENDENCYPART_ARC
(21,28),-2.18282 # DEPENDENCYPART_ARC
(21,29),-2.61074 # DEPENDENCYPART_ARC
(21,30),-1.08067 # DEPENDENCYPART_ARC
(22,1),-2.37402 # DEPENDENCYPART_ARC
(22,2),-2.0569 # DEPENDENCYPART_ARC
(22,3),-2.15076 # DEPENDENCYPART_ARC
(22,4),-1.46492 # DEPENDENCYPART_ARC
(22,5),-1.9161 # DEPENDENCYPART_ARC
(22,6),-1.58774 # DEPENDENCYPART_ARC
(22,7),-1.61111 # DEPENDENCYPART_ARC
(22,8),-1.90568 # DEPENDENCYPART_ARC
(22,9),-1.67678 # DEPENDENCYPART_ARC
(22,10),-2.07145 # DEPENDENCYPART_ARC
(22,11),-1.25733 # DEPENDENCYPART_ARC
(22,12),-1.53656 # DEPENDENCYPART_ARC
(22,13),-1.60538 # DEPENDENCYPART_ARC
(22,14),-1.55294 # DEPENDENCYPART_ARC
(22,15),-1.64412 # DEPENDENCYPART_ARC
(22,16),-1.57205 # DEPENDENCYPART_ARC
(22,17),-1.62421 # DEPENDENCYPART_ARC
(22,18),-1.40672 # DEPENDENCYPART_ARC
(22,19),-1.25753 # DEPENDENCYPART_ARC
(22,20),-0.937301 # DEPENDENCYPART_ARC
(22,21),-0.310815 # DEPENDENCYPART_ARC
(22,23),-0.186859 # DEPENDENCYPART_ARC
(22,24),-0.965536 # DEPENDENCYPART_ARC
(22,25),-1.29628 # DEPENDENCYPART_ARC
(22,27),-1.20216 # DEPENDENCYPART_ARC
(22,28),-1.42666 # DEPENDENCYPART_ARC
(22,29),-1.39915 # DEPENDENCYPART_ARC
(22,30),-0.844125 # DEPENDENCYPART_ARC
(23,1),-2.81082 # DEPENDENCYPART_ARC
(23,2),-2.70621 # DEPENDENCYPART_ARC
(23,3),-2.28824 # DEPENDENCYPART_ARC
(23,4),-5.34874 # DEPENDENCYPART_ARC
(23,5),-1.80738 # DEPENDENCYPART_ARC
(23,6),-4.11132 # DEPENDENCYPART_ARC
(23,7),-3.29095 # DEPENDENCYPART_ARC
(23,8),-3.14997 # DEPENDENCYPART_ARC
(23,9),-4.28804 # DEPENDENCYPART_ARC
(23,10),-2.31434 # DEPENDENCYPART_ARC
(23,11),-1.9663 # DEPENDENCYPART_ARC
(23,12),-1.34936 # DEPENDENCYPART_ARC
(23,13),-3.3657 # DEPENDENCYPART_ARC
(23,14),-4.14574 # DEPENDENCYPART_ARC
(23,15),-2.41054 # DEPENDENCYPART_ARC
(23,16),-2.10854 # DEPENDENCYPART_ARC
(23,17),-2.88507 # DEPENDENCYPART_ARC
(23,18),-2.50493 # DEPENDENCYPART_ARC
(23,19),-1.88076 # DEPENDENCYPART_ARC
(23,20),-0.697526 # DEPENDENCYPART_ARC
(23,21),-2.27758 # DEPENDENCYPART_ARC
(23,22),-0.489291 # DEPENDENCYPART_ARC
(23,24),0.938096 # DEPENDENCYPART_ARC
(23,25),-0.943825 # DEPENDENCYPART_ARC
(23,26),-1.81653 # DEPENDENCYPART_ARC
(23,27),-2.17264 # DEPENDENCYPART_ARC
(23,28),-0.719532 # DEPENDENCYPART_ARC
(23,29),-2.13075 # DEPENDENCYPART_ARC
(23,30),-0.739078 # DEPENDENCYPART_ARC
(24,1),-2.34754 # DEPENDENCYPART_ARC
(24,2),-2.3195 # DEPENDENCYPART_ARC
(24,3),-2.24983 # DEPENDENCYPART_ARC
(24,4),-3.46035 # DEPENDENCYPART_ARC
(24,5),-1.57739 # DEPENDENCYPART_ARC
(24,6),-3.90022 # DEPENDENCYPART_ARC
(24,7),-2.28205 # DEPENDENCYPART_ARC
(24,8),-1.7809 # DEPENDENCYPART_ARC
(24,9),-2.82229 # DEPENDENCYPART_ARC
(24,10),-2.00998 # DEPENDENCYPART_ARC
(24,11),-1.31341 # DEPENDENCYPART_ARC
(24,12),-1.05844 # DEPENDENCYPART_ARC
(24,13),-2.31526 # DEPENDENCYPART_ARC
(24,14),-2.93336 # DEPENDENCYPART_ARC
(24,15),-1.99425 # DEPENDENCYPART_ARC
(24,16),-0.903367 # DEPENDENCYPART_ARC
(24,17),-1.84838 # DEPENDENCYPART_ARC
(24,18),-1.87741 # DEPENDENCYPART_ARC
(24,19),-1.62322 # DEPENDENCYPART_ARC
(24,20),-0.721886 # DEPENDENCYPART_ARC
(24,21),-1.89783 # DEPENDENCYPART_ARC
(24,22),-0.364201 # DEPENDENCYPART_ARC
(24,23),2.17622 # DEPENDENCYPART_ARC
(24,25),-0.121346 # DEPENDENCYPART_ARC
(24,26),-1.19035 # DEPENDENCYPART_ARC
(24,27),-2.29069 # DEPENDENCYPART_ARC
(24,28),-1.99668 # DEPENDENCYPART_ARC
(24,29),-2.20897 # DEPENDENCYPART_ARC
(24,30),-0.812787 # DEPENDENCYPART_ARC
(25,1),-1.79208 # DEPENDENCYPART_ARC
(25,2),-2.40553 # DEPENDENCYPART_ARC
(25,3),-2.07866 # DEPENDENCYPART_ARC
(25,4),-0.821824 # DEPENDENCYPART_ARC
(25,5),-1.35723 # DEPENDENCYPART_ARC
(25,6),-1.06557 # DEPENDENCYPART_ARC
(25,7),-1.04204 # DEPENDENCYPART_ARC
(25,8),-1.34831 # DEPENDENCYPART_ARC
(25,9),-2.29656 # DEPENDENCYPART_ARC
(25,10),-2.11968 # DEPENDENCYPART_ARC
(25,11),-0.912244 # DEPENDENCYPART_ARC
(25,12),-1.59633 # DEPENDENCYPART_ARC
(25,13),-0.0903296 # DEPENDENCYPART_ARC
(25,14),-0.73227 # DEPENDENCYPART_ARC
(25,15),-0.767774 # DEPENDENCYPART_ARC
(25,16),0.224243 # DEPENDENCYPART_ARC
(25,17),-0.510767 # DEPENDENCYPART_ARC
(25,18),-1.18227 # DEPENDENCYPART_ARC
(25,19),-1.58885 # DEPENDENCYPART_ARC
(25,20),-0.349001 # DEPENDENCYPART_ARC
(25,21),1.04263 # DEPENDENCYPART_ARC
(25,22),0.671287 # DEPENDENCYPART_ARC
(25,23),-0.110684 # DEPENDENCYPART_ARC
(25,24),2.20128 # DEPENDENCYPART_ARC
(25,26),2.09455 # DEPENDENCYPART_ARC
(25,27),0.868186 # DEPENDENCYPART_ARC
(25,28),-0.140966 # DEPENDENCYPART_ARC
(25,29),0.696828 # DEPENDENCYPART_ARC
(25,30),-0.282012 # DEPENDENCYPART_ARC
(26,1),-1.37899 # DEPENDENCYPART_ARC
(26,3),-1.32684 # DEPENDENCYPART_ARC
(26,6),-0.626178 # DEPENDENCYPART_ARC
(26,7),-0.895926 # DEPENDENCYPART_ARC
(26,8),0.626151 # DEPENDENCYPART_ARC
(26,10),-1.10312 # DEPENDENCYPART_ARC
(26,11),-0.971708 # DEPENDENCYPART_ARC
(26,12),-1.13807 # DEPENDENCYPART_ARC
(26,13),-0.992759 # DEPENDENCYPART_ARC
(26,14),-0.843744 # DEPENDENCYPART_ARC
(26,17),0.841718 # DEPENDENCYPART_ARC
(26,18),-0.63991 # DEPENDENCYPART_ARC
(26,19),-0.84767 # DEPENDENCYPART_ARC
(26,21),-0.548531 # DEPENDENCYPART_ARC
(26,23),-0.336247 # DEPENDENCYPART_ARC
(26,24),0.229369 # DEPENDENCYPART_ARC
(26,25),0.315196 # DEPENDENCYPART_ARC
(26,27),1.6546 # DEPENDENCYPART_ARC
(26,28),-0.0842028 # DEPENDENCYPART_ARC
(26,29),-0.228077 # DEPENDENCYPART_ARC
(26,30),-0.0253842 # DEPENDENCYPART_ARC
(27,1),-2.28498 # DEPENDENCYPART_ARC
(27,2),-2.33753 # DEPENDENCYPART_ARC
(27,3),-2.26582 # DEPENDENCYPART_ARC
(27,4),-1.96693 # DEPENDENCYPART_ARC
(27,6),-1.33115 # DEPENDENCYPART_ARC
(27,7),-2.05463 # DEPENDENCYPART_ARC
(27,8),-1.73983 # DEPENDENCYPART_ARC
(27,9),-1.6917 # DEPENDENCYPART_ARC
(27,10),-2.09385 # DEPENDENCYPART_ARC
(27,11),-1.82396 # DEPENDENCYPART_ARC
(27,12),-1.46761 # DEPENDENCYPART_ARC
(27,13),-1.47817 # DEPENDENCYPART_ARC
(27,14),-1.32965 # DEPENDENCYPART_ARC
(27,16),-1.68475 # DEPENDENCYPART_ARC
(27,17),-1.4789 # DEPENDENCYPART_ARC
(27,18),-2.08261 # DEPENDENCYPART_ARC
(27,19),-1.73604 # DEPENDENCYPART_ARC
(27,21),-1.2847 # DEPENDENCYPART_ARC
(27,22),-1.25414 # DEPENDENCYPART_ARC
(27,23),-1.01339 # DEPENDENCYPART_ARC
(27,24),-0.607405 # DEPENDENCYPART_ARC
(27,25),-1.69941 # DEPENDENCYPART_ARC
(27,26),0.66917 # DEPENDENCYPART_ARC
(27,28),-1.68876 # DEPENDENCYPART_ARC
(27,29),-2.23147 # DEPENDENCYPART_ARC
(27,30),-0.93088 # DEPENDENCYPART_ARC
(28,1),-2.49835 # DEPENDENCYPART_ARC
(28,2),-2.39553 # DEPENDENCYPART_ARC
(28,3),-2.30346 # DEPENDENCYPART_ARC
(28,4),-6.52685 # DEPENDENCYPART_ARC
(28,5),-1.98755 # DEPENDENCYPART_ARC
(28,6),-4.45499 # DEPENDENCYPART_ARC
(28,7),-2.79359 # DEPENDENCYPART_ARC
(28,8),-2.96697 # DEPENDENCYPART_ARC
(28,9),-3.9009 # DEPENDENCYPART_ARC
(28,10),-2.1465 # DEPENDENCYPART_ARC
(28,11),-1.62893 # DEPENDENCYPART_ARC
(28,12),-2.31684 # DEPENDENCYPART_ARC
(28,13),-4.16584 # DEPENDENCYPART_ARC
(28,14),-3.64094 # DEPENDENCYPART_ARC
(28,15),-2.45033 # DEPENDENCYPART_ARC
(28,16),-1.88113 # DEPENDENCYPART_ARC
(28,17),-2.9266 # DEPENDENCYPART_ARC
(28,18),-2.30924 # DEPENDENCYPART_ARC
(28,19),-1.94794 # DEPENDENCYPART_ARC
(28,20),-1.19345 # DEPENDENCYPART_ARC
(28,21),-3.93307 # DEPENDENCYPART_ARC
(28,22),-1.59674 # DEPENDENCYPART_ARC
(28,23),-1.3739 # DEPENDENCYPART_ARC
(28,24),-3.31981 # DEPENDENCYPART_ARC
(28,25),-0.534286 # DEPENDENCYPART_ARC
(28,26),-0.368744 # DEPENDENCYPART_ARC
(28,27),-1.44048 # DEPENDENCYPART_ARC
(28,29),-1.01211 # DEPENDENCYPART_ARC
(28,30),-0.450344 # DEPENDENCYPART_ARC
(29,1),-2.59652 # DEPENDENCYPART_ARC
(29,2),-2.53577 # DEPENDENCYPART_ARC
(29,3),-2.47456 # DEPENDENCYPART_ARC
(29,4),-4.15077 # DEPENDENCYPART_ARC
(29,5),-2.1288 # DEPENDENCYPART_ARC
(29,6),-4.41745 # DEPENDENCYPART_ARC
(29,7),-2.6125 # DEPENDENCYPART_ARC
(29,8),-2.73981 # DEPENDENCYPART_ARC
(29,9),-2.65711 # DEPENDENCYPART_ARC
(29,10),-2.36442 # DEPENDENCYPART_ARC
(29,11),-1.51758 # DEPENDENCYPART_ARC
(29,12),-1.46508 # DEPENDENCYPART_ARC
(29,13),-3.13268 # DEPENDENCYPART_ARC
(29,14),-2.84415 # DEPENDENCYPART_ARC
(29,15),-2.63152 # DEPENDENCYPART_ARC
(29,16),-1.19938 # DEPENDENCYPART_ARC
(29,17),-2.7171 # DEPENDENCYPART_ARC
(29,18),-2.13124 # DEPENDENCYPART_ARC
(29,19),-2.07615 # DEPENDENCYPART_ARC
(29,20),-1.44175 # DEPENDENCYPART_ARC
(29,21),-2.89455 # DEPENDENCYPART_ARC
(29,22),-1.49308 # DEPENDENCYPART_ARC
(29,23),-0.33374 # DEPENDENCYPART_ARC
(29,24),-2.76912 # DEPENDENCYPART_ARC
(29,25),-0.57541 # DEPENDENCYPART_ARC
(29,26),-0.932517 # DEPENDENCYPART_ARC
(29,27),-1.64722 # DEPENDENCYPART_ARC
(29,28),1.68388 # DEPENDENCYPART_ARC
(29,30),1.64788 # DEPENDENCYPART_ARC
(30,1),-2.05851 # DEPENDENCYPART_ARC
(30,3),-2.00142 # DEPENDENCYPART_ARC
(30,6),-1.9896 # DEPENDENCYPART_ARC
(30,7),-2.30112 # DEPENDENCYPART_ARC
(30,10),-1.6622 # DEPENDENCYPART_ARC
(30,11),-1.25939 # DEPENDENCYPART_ARC
(30,12),-1.71959 # DEPENDENCYPART_ARC
(30,13),-1.69461 # DEPENDENCYPART_ARC
(30,14),-1.98294 # DEPENDENCYPART_ARC
(30,18),-1.99002 # DEPENDENCYPART_ARC
(30,19),-1.57445 # DEPENDENCYPART_ARC
(30,21),-1.64936 # DEPENDENCYPART_ARC
(30,23),-1.4303 # DEPENDENCYPART_ARC
(30,24),-1.31799 # DEPENDENCYPART_ARC
(30,25),-1.5137 # DEPENDENCYPART_ARC
(30,28),-0.896492 # DEPENDENCYPART_ARC
(30,29),-0.676115 # DEPENDENCYPART_ARC
