# _root_ proposamenak pse , pp eta uaren babesa jaso zuen ; eajk eta eak kontra bozkatu zuten , eta iu-eb abstenitu egin zen .
#goldHeads=8,5,2,5,15,7,8,0,8,9,12,15,12,15,18,15,16,0,20,18,20,21,22,
#predictedHeads=8,5,2,5,8,7,8,18,8,9,12,15,12,15,18,15,16,0,20,18,20,20,22,
(23,1),-1.80874 # DEPENDENCYPART_ARC
(23,2),-1.89363 # DEPENDENCYPART_ARC
(23,3),-1.63989 # DEPENDENCYPART_ARC
(23,4),-1.5135 # DEPENDENCYPART_ARC
(23,5),-1.17107 # DEPENDENCYPART_ARC
(23,6),-1.28118 # DEPENDENCYPART_ARC
(23,7),-1.04988 # DEPENDENCYPART_ARC
(23,8),-1.83421 # DEPENDENCYPART_ARC
(23,9),-1.29249 # DEPENDENCYPART_ARC
(23,10),-1.62158 # DEPENDENCYPART_ARC
(23,11),-1.32377 # DEPENDENCYPART_ARC
(23,12),-1.19714 # DEPENDENCYPART_ARC
(23,13),-1.15482 # DEPENDENCYPART_ARC
(23,14),-1.5131 # DEPENDENCYPART_ARC
(23,15),-1.47766 # DEPENDENCYPART_ARC
(23,16),-1.11334 # DEPENDENCYPART_ARC
(23,17),-1.46466 # DEPENDENCYPART_ARC
(23,18),-0.741803 # DEPENDENCYPART_ARC
(23,19),-0.675641 # DEPENDENCYPART_ARC
(23,20),-1.01829 # DEPENDENCYPART_ARC
(23,21),-0.87377 # DEPENDENCYPART_ARC
(23,22),-0.222114 # DEPENDENCYPART_ARC
