# _root_ azkenik , agiri " nazionala " zein den ere zalantzan jarri zuen , " epaigelako bi banderen_artean ere bakoitzak bat hartzen baitu bere naziokotzat " .
#goldHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
#predictedHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,3,13,21,24,21,24,25,
(20,4),-1.93429 # DEPENDENCYPART_ARC
(20,5),-2.98898 # DEPENDENCYPART_ARC
(20,6),-1.82696 # DEPENDENCYPART_ARC
(20,7),-1.43527 # DEPENDENCYPART_ARC
(20,8),-1.89394 # DEPENDENCYPART_ARC
(20,9),-1.35373 # DEPENDENCYPART_ARC
(20,10),-1.18081 # DEPENDENCYPART_ARC
(20,11),-1.76998 # DEPENDENCYPART_ARC
(20,12),-1.8218 # DEPENDENCYPART_ARC
(20,13),-1.52012 # DEPENDENCYPART_ARC
(20,14),-1.55127 # DEPENDENCYPART_ARC
(20,15),-1.43094 # DEPENDENCYPART_ARC
(20,16),-1.02026 # DEPENDENCYPART_ARC
(20,17),-0.502005 # DEPENDENCYPART_ARC
(20,18),-0.434825 # DEPENDENCYPART_ARC
(20,19),-1.24627 # DEPENDENCYPART_ARC
(20,21),-0.904617 # DEPENDENCYPART_ARC
(20,22),-1.35702 # DEPENDENCYPART_ARC
(20,23),-1.13292 # DEPENDENCYPART_ARC
(20,24),-1.45144 # DEPENDENCYPART_ARC
(20,25),-0.500852 # DEPENDENCYPART_ARC
(20,26),-0.622107 # DEPENDENCYPART_ARC
(21,1),-0.340348 # DEPENDENCYPART_ARC
(21,2),-1.0024 # DEPENDENCYPART_ARC
(21,3),-1.27069 # DEPENDENCYPART_ARC
(21,4),-1.20367 # DEPENDENCYPART_ARC
(21,5),-1.1044 # DEPENDENCYPART_ARC
(21,6),-1.19372 # DEPENDENCYPART_ARC
(21,7),-0.618395 # DEPENDENCYPART_ARC
(21,8),-0.137793 # DEPENDENCYPART_ARC
(21,9),-1.47347 # DEPENDENCYPART_ARC
(21,10),-0.270164 # DEPENDENCYPART_ARC
(21,11),-0.33908 # DEPENDENCYPART_ARC
(21,12),-0.617033 # DEPENDENCYPART_ARC
(21,13),-0.903402 # DEPENDENCYPART_ARC
(21,14),-1.25963 # DEPENDENCYPART_ARC
(21,15),0.475203 # DEPENDENCYPART_ARC
(21,16),-0.245955 # DEPENDENCYPART_ARC
(21,17),0.749983 # DEPENDENCYPART_ARC
(21,18),-0.207852 # DEPENDENCYPART_ARC
(21,19),0.759989 # DEPENDENCYPART_ARC
(21,20),0.549768 # DEPENDENCYPART_ARC
(21,22),2.40921 # DEPENDENCYPART_ARC
(21,23),-0.0300798 # DEPENDENCYPART_ARC
(21,24),0.895766 # DEPENDENCYPART_ARC
(21,25),-0.16682 # DEPENDENCYPART_ARC
(21,26),-0.432789 # DEPENDENCYPART_ARC
(22,1),-1.41054 # DEPENDENCYPART_ARC
(22,2),-1.85347 # DEPENDENCYPART_ARC
(22,3),-1.62058 # DEPENDENCYPART_ARC
(22,4),-1.70735 # DEPENDENCYPART_ARC
(22,5),-2.43229 # DEPENDENCYPART_ARC
(22,6),-1.73057 # DEPENDENCYPART_ARC
(22,7),-1.5837 # DEPENDENCYPART_ARC
(22,8),-1.53539 # DEPENDENCYPART_ARC
(22,9),-1.71754 # DEPENDENCYPART_ARC
(22,10),-1.16546 # DEPENDENCYPART_ARC
(22,11),-1.8812 # DEPENDENCYPART_ARC
(22,12),-0.951334 # DEPENDENCYPART_ARC
(22,13),-1.58431 # DEPENDENCYPART_ARC
(22,14),-1.4566 # DEPENDENCYPART_ARC
(22,15),-1.17725 # DEPENDENCYPART_ARC
(22,16),-1.18793 # DEPENDENCYPART_ARC
(22,17),-1.05237 # DEPENDENCYPART_ARC
(22,18),-1.29844 # DEPENDENCYPART_ARC
(22,19),-1.48866 # DEPENDENCYPART_ARC
(22,20),-0.655052 # DEPENDENCYPART_ARC
(22,21),-0.594938 # DEPENDENCYPART_ARC
(22,23),-0.250061 # DEPENDENCYPART_ARC
(22,24),-1.00648 # DEPENDENCYPART_ARC
(22,25),-0.346424 # DEPENDENCYPART_ARC
(22,26),-0.680439 # DEPENDENCYPART_ARC
(23,1),-1.7386 # DEPENDENCYPART_ARC
(23,2),-2.07608 # DEPENDENCYPART_ARC
(23,3),-2.45499 # DEPENDENCYPART_ARC
(23,4),-2.02037 # DEPENDENCYPART_ARC
(23,5),-2.73377 # DEPENDENCYPART_ARC
(23,6),-1.87205 # DEPENDENCYPART_ARC
(23,7),-2.17167 # DEPENDENCYPART_ARC
(23,8),-2.61528 # DEPENDENCYPART_ARC
(23,9),-1.45038 # DEPENDENCYPART_ARC
(23,10),-1.30389 # DEPENDENCYPART_ARC
(23,11),-2.22027 # DEPENDENCYPART_ARC
(23,12),-1.96799 # DEPENDENCYPART_ARC
(23,13),-1.61076 # DEPENDENCYPART_ARC
(23,14),-1.70253 # DEPENDENCYPART_ARC
(23,15),-1.81931 # DEPENDENCYPART_ARC
(23,16),-1.50198 # DEPENDENCYPART_ARC
(23,17),-1.46008 # DEPENDENCYPART_ARC
(23,18),-0.952582 # DEPENDENCYPART_ARC
(23,19),-2.3145 # DEPENDENCYPART_ARC
(23,20),-1.06597 # DEPENDENCYPART_ARC
(23,21),-0.535421 # DEPENDENCYPART_ARC
(23,22),-0.552809 # DEPENDENCYPART_ARC
(23,24),-0.414561 # DEPENDENCYPART_ARC
(23,25),-0.227039 # DEPENDENCYPART_ARC
(23,26),-0.712882 # DEPENDENCYPART_ARC
(24,1),-1.36329 # DEPENDENCYPART_ARC
(24,2),-2.44942 # DEPENDENCYPART_ARC
(24,3),-2.467 # DEPENDENCYPART_ARC
(24,4),-2.26042 # DEPENDENCYPART_ARC
(24,5),-2.53132 # DEPENDENCYPART_ARC
(24,6),-2.28783 # DEPENDENCYPART_ARC
(24,7),-1.57783 # DEPENDENCYPART_ARC
(24,8),-2.97304 # DEPENDENCYPART_ARC
(24,9),-1.49095 # DEPENDENCYPART_ARC
(24,10),-1.06594 # DEPENDENCYPART_ARC
(24,11),-2.45751 # DEPENDENCYPART_ARC
(24,12),-1.94348 # DEPENDENCYPART_ARC
(24,13),-2.12922 # DEPENDENCYPART_ARC
(24,14),-2.01155 # DEPENDENCYPART_ARC
(24,15),-0.988002 # DEPENDENCYPART_ARC
(24,16),-0.175981 # DEPENDENCYPART_ARC
(24,17),-0.9871 # DEPENDENCYPART_ARC
(24,18),-0.866092 # DEPENDENCYPART_ARC
(24,19),-2.2175 # DEPENDENCYPART_ARC
(24,20),-1.28612 # DEPENDENCYPART_ARC
(24,21),-0.881247 # DEPENDENCYPART_ARC
(24,22),-0.89394 # DEPENDENCYPART_ARC
(24,23),1.55185 # DEPENDENCYPART_ARC
(24,25),2.07856 # DEPENDENCYPART_ARC
(24,26),0.576274 # DEPENDENCYPART_ARC
(25,1),-2.16246 # DEPENDENCYPART_ARC
(25,2),-2.54852 # DEPENDENCYPART_ARC
(25,3),-2.29163 # DEPENDENCYPART_ARC
(25,4),-2.42274 # DEPENDENCYPART_ARC
(25,5),-2.22589 # DEPENDENCYPART_ARC
(25,6),-2.18454 # DEPENDENCYPART_ARC
(25,7),-2.27639 # DEPENDENCYPART_ARC
(25,8),-1.50788 # DEPENDENCYPART_ARC
(25,9),-1.74359 # DEPENDENCYPART_ARC
(25,10),-1.77888 # DEPENDENCYPART_ARC
(25,11),-1.61336 # DEPENDENCYPART_ARC
(25,12),-1.53606 # DEPENDENCYPART_ARC
(25,13),-2.17143 # DEPENDENCYPART_ARC
(25,14),-2.07013 # DEPENDENCYPART_ARC
(25,15),-1.67939 # DEPENDENCYPART_ARC
(25,16),-2.11324 # DEPENDENCYPART_ARC
(25,17),-1.61233 # DEPENDENCYPART_ARC
(25,18),-1.40717 # DEPENDENCYPART_ARC
(25,19),-1.87301 # DEPENDENCYPART_ARC
(25,20),-1.95986 # DEPENDENCYPART_ARC
(25,21),-0.965668 # DEPENDENCYPART_ARC
(25,22),-1.09784 # DEPENDENCYPART_ARC
(25,23),-1.55238 # DEPENDENCYPART_ARC
(25,24),-0.848287 # DEPENDENCYPART_ARC
(25,26),2.03818 # DEPENDENCYPART_ARC
(26,1),-1.8135 # DEPENDENCYPART_ARC
(26,2),-1.82593 # DEPENDENCYPART_ARC
(26,3),-2.21636 # DEPENDENCYPART_ARC
(26,4),-1.8922 # DEPENDENCYPART_ARC
(26,5),-1.99387 # DEPENDENCYPART_ARC
(26,6),-1.61173 # DEPENDENCYPART_ARC
(26,7),-1.95565 # DEPENDENCYPART_ARC
(26,8),-1.3063 # DEPENDENCYPART_ARC
(26,9),-1.26232 # DEPENDENCYPART_ARC
(26,10),-1.45947 # DEPENDENCYPART_ARC
(26,11),-1.88729 # DEPENDENCYPART_ARC
(26,12),-1.16596 # DEPENDENCYPART_ARC
(26,13),-1.48819 # DEPENDENCYPART_ARC
(26,14),-1.57374 # DEPENDENCYPART_ARC
(26,15),-1.39162 # DEPENDENCYPART_ARC
(26,16),-1.70682 # DEPENDENCYPART_ARC
(26,17),-1.21163 # DEPENDENCYPART_ARC
(26,18),-0.971338 # DEPENDENCYPART_ARC
(26,19),-1.46808 # DEPENDENCYPART_ARC
(26,20),-1.57416 # DEPENDENCYPART_ARC
(26,21),-1.23082 # DEPENDENCYPART_ARC
(26,22),-0.88263 # DEPENDENCYPART_ARC
(26,23),-1.20328 # DEPENDENCYPART_ARC
(26,24),-0.873072 # DEPENDENCYPART_ARC
(26,25),-0.43307 # DEPENDENCYPART_ARC
