# _root_ ildo horretan , ppk eta pse-eek ere " joko bikoitza " egiten dutela esan du , eta euren testua ehren babesa lortzeko aldatzea leporatu die .
#goldHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,23,21,22,23,24,17,24,25,
#predictedHeads=14,1,2,5,22,5,0,7,12,9,10,14,12,17,14,15,0,19,22,21,22,23,24,17,24,25,
(20,5),-1.65335 # DEPENDENCYPART_ARC
(20,6),-6.63893 # DEPENDENCYPART_ARC
(20,7),-1.97202 # DEPENDENCYPART_ARC
(20,8),-2.68241 # DEPENDENCYPART_ARC
(20,9),-2.74984 # DEPENDENCYPART_ARC
(20,10),-3.62716 # DEPENDENCYPART_ARC
(20,11),-2.43855 # DEPENDENCYPART_ARC
(20,12),-2.08295 # DEPENDENCYPART_ARC
(20,13),-2.06944 # DEPENDENCYPART_ARC
(20,14),-3.10453 # DEPENDENCYPART_ARC
(20,15),-2.72401 # DEPENDENCYPART_ARC
(20,16),-1.82198 # DEPENDENCYPART_ARC
(20,17),-1.25267 # DEPENDENCYPART_ARC
(20,18),0.611976 # DEPENDENCYPART_ARC
(20,19),-3.4206 # DEPENDENCYPART_ARC
(20,21),-0.480396 # DEPENDENCYPART_ARC
(20,22),-2.80436 # DEPENDENCYPART_ARC
(20,23),-2.30649 # DEPENDENCYPART_ARC
(20,24),-3.68354 # DEPENDENCYPART_ARC
(20,25),-1.90708 # DEPENDENCYPART_ARC
(20,26),-1.13423 # DEPENDENCYPART_ARC
(21,1),-2.42014 # DEPENDENCYPART_ARC
(21,2),-4.29081 # DEPENDENCYPART_ARC
(21,3),-1.91672 # DEPENDENCYPART_ARC
(21,4),-4.28248 # DEPENDENCYPART_ARC
(21,5),-1.13028 # DEPENDENCYPART_ARC
(21,6),-4.20201 # DEPENDENCYPART_ARC
(21,7),-1.56518 # DEPENDENCYPART_ARC
(21,8),-2.12358 # DEPENDENCYPART_ARC
(21,9),-1.52188 # DEPENDENCYPART_ARC
(21,10),-2.8074 # DEPENDENCYPART_ARC
(21,11),-1.90885 # DEPENDENCYPART_ARC
(21,12),-0.862203 # DEPENDENCYPART_ARC
(21,13),-2.38782 # DEPENDENCYPART_ARC
(21,14),-1.38759 # DEPENDENCYPART_ARC
(21,15),-2.68537 # DEPENDENCYPART_ARC
(21,16),-1.48548 # DEPENDENCYPART_ARC
(21,17),-0.943401 # DEPENDENCYPART_ARC
(21,18),0.999919 # DEPENDENCYPART_ARC
(21,19),-1.71074 # DEPENDENCYPART_ARC
(21,20),1.91851 # DEPENDENCYPART_ARC
(21,22),0.288755 # DEPENDENCYPART_ARC
(21,23),-0.871191 # DEPENDENCYPART_ARC
(21,24),-2.61749 # DEPENDENCYPART_ARC
(21,25),-1.41653 # DEPENDENCYPART_ARC
(21,26),-1.07195 # DEPENDENCYPART_ARC
(22,1),-1.13386 # DEPENDENCYPART_ARC
(22,2),-0.641526 # DEPENDENCYPART_ARC
(22,3),-2.02971 # DEPENDENCYPART_ARC
(22,4),-2.04714 # DEPENDENCYPART_ARC
(22,5),0.433889 # DEPENDENCYPART_ARC
(22,6),-2.57351 # DEPENDENCYPART_ARC
(22,7),-0.947306 # DEPENDENCYPART_ARC
(22,8),-1.81619 # DEPENDENCYPART_ARC
(22,9),-1.17728 # DEPENDENCYPART_ARC
(22,10),-2.03509 # DEPENDENCYPART_ARC
(22,11),-1.79708 # DEPENDENCYPART_ARC
(22,12),-0.648904 # DEPENDENCYPART_ARC
(22,13),-1.53425 # DEPENDENCYPART_ARC
(22,14),-0.666715 # DEPENDENCYPART_ARC
(22,15),-1.0351 # DEPENDENCYPART_ARC
(22,16),-1.45042 # DEPENDENCYPART_ARC
(22,17),0.424762 # DEPENDENCYPART_ARC
(22,18),-0.399498 # DEPENDENCYPART_ARC
(22,19),1.42183 # DEPENDENCYPART_ARC
(22,20),1.28353 # DEPENDENCYPART_ARC
(22,21),2.78593 # DEPENDENCYPART_ARC
(22,23),-0.0129933 # DEPENDENCYPART_ARC
(22,24),-1.91945 # DEPENDENCYPART_ARC
(22,25),-3.30775 # DEPENDENCYPART_ARC
(22,26),-1.222 # DEPENDENCYPART_ARC
(23,1),-0.107913 # DEPENDENCYPART_ARC
(23,2),-1.24266 # DEPENDENCYPART_ARC
(23,3),-1.94363 # DEPENDENCYPART_ARC
(23,4),-1.65721 # DEPENDENCYPART_ARC
(23,5),-0.460315 # DEPENDENCYPART_ARC
(23,6),-2.22317 # DEPENDENCYPART_ARC
(23,7),-1.65276 # DEPENDENCYPART_ARC
(23,8),-1.7481 # DEPENDENCYPART_ARC
(23,9),-1.18945 # DEPENDENCYPART_ARC
(23,10),-1.19535 # DEPENDENCYPART_ARC
(23,11),-1.74108 # DEPENDENCYPART_ARC
(23,12),-0.898099 # DEPENDENCYPART_ARC
(23,13),-1.08741 # DEPENDENCYPART_ARC
(23,14),-0.380682 # DEPENDENCYPART_ARC
(23,15),-0.896657 # DEPENDENCYPART_ARC
(23,16),-1.46601 # DEPENDENCYPART_ARC
(23,17),0.0254123 # DEPENDENCYPART_ARC
(23,18),-0.071491 # DEPENDENCYPART_ARC
(23,19),1.25948 # DEPENDENCYPART_ARC
(23,20),0.776507 # DEPENDENCYPART_ARC
(23,21),1.73602 # DEPENDENCYPART_ARC
(23,22),2.55383 # DEPENDENCYPART_ARC
(23,24),-0.611915 # DEPENDENCYPART_ARC
(23,25),-1.53186 # DEPENDENCYPART_ARC
(23,26),-0.772647 # DEPENDENCYPART_ARC
(24,1),0.650731 # DEPENDENCYPART_ARC
(24,2),-0.688574 # DEPENDENCYPART_ARC
(24,3),-2.69068 # DEPENDENCYPART_ARC
(24,4),-0.203652 # DEPENDENCYPART_ARC
(24,5),-0.75152 # DEPENDENCYPART_ARC
(24,6),-0.982407 # DEPENDENCYPART_ARC
(24,7),-1.86492 # DEPENDENCYPART_ARC
(24,8),-1.92784 # DEPENDENCYPART_ARC
(24,9),-1.44759 # DEPENDENCYPART_ARC
(24,10),-1.54971 # DEPENDENCYPART_ARC
(24,11),-1.70619 # DEPENDENCYPART_ARC
(24,12),-0.57317 # DEPENDENCYPART_ARC
(24,13),-1.40405 # DEPENDENCYPART_ARC
(24,14),0.177215 # DEPENDENCYPART_ARC
(24,15),-0.518657 # DEPENDENCYPART_ARC
(24,16),-1.5754 # DEPENDENCYPART_ARC
(24,17),0.106854 # DEPENDENCYPART_ARC
(24,18),-0.773008 # DEPENDENCYPART_ARC
(24,19),0.897364 # DEPENDENCYPART_ARC
(24,20),0.917755 # DEPENDENCYPART_ARC
(24,21),0.464361 # DEPENDENCYPART_ARC
(24,22),1.1922 # DEPENDENCYPART_ARC
(24,23),1.51365 # DEPENDENCYPART_ARC
(24,25),1.79839 # DEPENDENCYPART_ARC
(24,26),0.0477764 # DEPENDENCYPART_ARC
(25,1),-2.00656 # DEPENDENCYPART_ARC
(25,2),-1.63512 # DEPENDENCYPART_ARC
(25,3),-2.41371 # DEPENDENCYPART_ARC
(25,4),-2.14677 # DEPENDENCYPART_ARC
(25,5),-1.35807 # DEPENDENCYPART_ARC
(25,6),-1.66436 # DEPENDENCYPART_ARC
(25,7),-1.78303 # DEPENDENCYPART_ARC
(25,8),-1.99197 # DEPENDENCYPART_ARC
(25,9),-1.34225 # DEPENDENCYPART_ARC
(25,10),-2.51981 # DEPENDENCYPART_ARC
(25,11),-1.90475 # DEPENDENCYPART_ARC
(25,12),-2.57597 # DEPENDENCYPART_ARC
(25,13),-1.53609 # DEPENDENCYPART_ARC
(25,14),-2.76551 # DEPENDENCYPART_ARC
(25,15),-1.33807 # DEPENDENCYPART_ARC
(25,16),-1.80697 # DEPENDENCYPART_ARC
(25,17),-1.35946 # DEPENDENCYPART_ARC
(25,18),-1.07329 # DEPENDENCYPART_ARC
(25,19),-1.44336 # DEPENDENCYPART_ARC
(25,20),-1.92973 # DEPENDENCYPART_ARC
(25,21),-1.18482 # DEPENDENCYPART_ARC
(25,22),-1.78066 # DEPENDENCYPART_ARC
(25,23),-1.00157 # DEPENDENCYPART_ARC
(25,24),-1.5921 # DEPENDENCYPART_ARC
(25,26),1.86486 # DEPENDENCYPART_ARC
(26,1),-1.9342 # DEPENDENCYPART_ARC
(26,2),-2.22373 # DEPENDENCYPART_ARC
(26,3),-1.88891 # DEPENDENCYPART_ARC
(26,4),-1.68983 # DEPENDENCYPART_ARC
(26,5),-1.36035 # DEPENDENCYPART_ARC
(26,6),-1.37134 # DEPENDENCYPART_ARC
(26,7),-1.36627 # DEPENDENCYPART_ARC
(26,8),-1.65722 # DEPENDENCYPART_ARC
(26,9),-1.23481 # DEPENDENCYPART_ARC
(26,10),-1.74598 # DEPENDENCYPART_ARC
(26,11),-1.62249 # DEPENDENCYPART_ARC
(26,12),-1.62876 # DEPENDENCYPART_ARC
(26,13),-1.23356 # DEPENDENCYPART_ARC
(26,14),-1.1116 # DEPENDENCYPART_ARC
(26,15),-1.19277 # DEPENDENCYPART_ARC
(26,16),-1.43955 # DEPENDENCYPART_ARC
(26,17),-0.62406 # DEPENDENCYPART_ARC
(26,18),-1.38638 # DEPENDENCYPART_ARC
(26,19),-0.85012 # DEPENDENCYPART_ARC
(26,20),-0.580193 # DEPENDENCYPART_ARC
(26,21),-0.482205 # DEPENDENCYPART_ARC
(26,22),-1.10754 # DEPENDENCYPART_ARC
(26,23),-0.917294 # DEPENDENCYPART_ARC
(26,24),-0.817602 # DEPENDENCYPART_ARC
(26,25),-0.0857551 # DEPENDENCYPART_ARC
