# _root_ psnk uste du hori ez dela bidezkoa eta upn kritikatu du , enpresa pribatuetan hori bultzatzen ari_den bitartean , publikoetan ez duelako oraindik ezarri .
#goldHeads=2,8,2,6,6,2,6,0,10,8,10,11,16,13,16,17,24,17,18,24,24,24,24,10,24,
#predictedHeads=2,6,2,6,6,8,6,10,10,0,10,11,16,13,13,17,18,24,18,24,24,24,24,10,24,
(21,1),-1.70743 # DEPENDENCYPART_ARC
(21,2),-1.66717 # DEPENDENCYPART_ARC
(21,3),-1.80313 # DEPENDENCYPART_ARC
(21,4),-2.41326 # DEPENDENCYPART_ARC
(21,5),-1.67785 # DEPENDENCYPART_ARC
(21,6),-2.22418 # DEPENDENCYPART_ARC
(21,7),-2.21759 # DEPENDENCYPART_ARC
(21,8),-1.55128 # DEPENDENCYPART_ARC
(21,9),-1.62201 # DEPENDENCYPART_ARC
(21,10),-1.98664 # DEPENDENCYPART_ARC
(21,11),-1.63153 # DEPENDENCYPART_ARC
(21,12),-1.48204 # DEPENDENCYPART_ARC
(21,13),-1.39278 # DEPENDENCYPART_ARC
(21,14),-1.99893 # DEPENDENCYPART_ARC
(21,15),-2.0747 # DEPENDENCYPART_ARC
(21,16),-1.69813 # DEPENDENCYPART_ARC
(21,17),-1.68737 # DEPENDENCYPART_ARC
(21,18),-1.18696 # DEPENDENCYPART_ARC
(21,19),-0.956569 # DEPENDENCYPART_ARC
(21,20),-0.524585 # DEPENDENCYPART_ARC
(21,22),-0.802424 # DEPENDENCYPART_ARC
(21,23),-0.962933 # DEPENDENCYPART_ARC
(21,24),-0.894633 # DEPENDENCYPART_ARC
(21,25),-0.35083 # DEPENDENCYPART_ARC
(22,1),-1.75455 # DEPENDENCYPART_ARC
(22,2),-1.57702 # DEPENDENCYPART_ARC
(22,3),-1.13323 # DEPENDENCYPART_ARC
(22,4),-0.912771 # DEPENDENCYPART_ARC
(22,5),-1.40502 # DEPENDENCYPART_ARC
(22,6),-1.64271 # DEPENDENCYPART_ARC
(22,7),-1.80978 # DEPENDENCYPART_ARC
(22,8),-1.52511 # DEPENDENCYPART_ARC
(22,9),-0.949372 # DEPENDENCYPART_ARC
(22,10),-1.86754 # DEPENDENCYPART_ARC
(22,11),-1.05183 # DEPENDENCYPART_ARC
(22,12),-1.64391 # DEPENDENCYPART_ARC
(22,13),-1.43003 # DEPENDENCYPART_ARC
(22,14),-2.28549 # DEPENDENCYPART_ARC
(22,15),-0.656751 # DEPENDENCYPART_ARC
(22,16),-1.73752 # DEPENDENCYPART_ARC
(22,17),-0.72021 # DEPENDENCYPART_ARC
(22,18),-1.27803 # DEPENDENCYPART_ARC
(22,19),-1.04305 # DEPENDENCYPART_ARC
(22,20),-1.49884 # DEPENDENCYPART_ARC
(22,21),-0.150339 # DEPENDENCYPART_ARC
(22,23),0.234755 # DEPENDENCYPART_ARC
(22,24),-1.10838 # DEPENDENCYPART_ARC
(22,25),-0.331363 # DEPENDENCYPART_ARC
(23,1),-1.61059 # DEPENDENCYPART_ARC
(23,2),-1.3817 # DEPENDENCYPART_ARC
(23,3),-1.554 # DEPENDENCYPART_ARC
(23,4),-1.48753 # DEPENDENCYPART_ARC
(23,5),-1.46141 # DEPENDENCYPART_ARC
(23,6),-1.6565 # DEPENDENCYPART_ARC
(23,7),-1.90419 # DEPENDENCYPART_ARC
(23,8),-0.759914 # DEPENDENCYPART_ARC
(23,9),-1.23077 # DEPENDENCYPART_ARC
(23,10),-1.21039 # DEPENDENCYPART_ARC
(23,11),-1.54115 # DEPENDENCYPART_ARC
(23,12),-1.68259 # DEPENDENCYPART_ARC
(23,13),-1.18948 # DEPENDENCYPART_ARC
(23,14),-1.74283 # DEPENDENCYPART_ARC
(23,15),-1.18512 # DEPENDENCYPART_ARC
(23,16),-1.2385 # DEPENDENCYPART_ARC
(23,17),-1.17769 # DEPENDENCYPART_ARC
(23,18),-1.1059 # DEPENDENCYPART_ARC
(23,19),-1.03519 # DEPENDENCYPART_ARC
(23,20),-1.13358 # DEPENDENCYPART_ARC
(23,21),-0.77408 # DEPENDENCYPART_ARC
(23,22),-0.211742 # DEPENDENCYPART_ARC
(23,24),-0.468957 # DEPENDENCYPART_ARC
(23,25),-0.145939 # DEPENDENCYPART_ARC
(24,1),-0.125881 # DEPENDENCYPART_ARC
(24,2),-0.645139 # DEPENDENCYPART_ARC
(24,3),-0.813739 # DEPENDENCYPART_ARC
(24,4),-0.906613 # DEPENDENCYPART_ARC
(24,5),-0.257989 # DEPENDENCYPART_ARC
(24,6),-0.759852 # DEPENDENCYPART_ARC
(24,7),-0.575774 # DEPENDENCYPART_ARC
(24,8),0.026612 # DEPENDENCYPART_ARC
(24,9),0.686926 # DEPENDENCYPART_ARC
(24,10),-0.3809 # DEPENDENCYPART_ARC
(24,11),-0.474256 # DEPENDENCYPART_ARC
(24,12),-1.17806 # DEPENDENCYPART_ARC
(24,13),0.374386 # DEPENDENCYPART_ARC
(24,14),-0.295165 # DEPENDENCYPART_ARC
(24,15),-0.724787 # DEPENDENCYPART_ARC
(24,16),-0.0225828 # DEPENDENCYPART_ARC
(24,17),-0.431328 # DEPENDENCYPART_ARC
(24,18),0.594874 # DEPENDENCYPART_ARC
(24,19),-0.688281 # DEPENDENCYPART_ARC
(24,20),0.433394 # DEPENDENCYPART_ARC
(24,21),1.45759 # DEPENDENCYPART_ARC
(24,22),1.06287 # DEPENDENCYPART_ARC
(24,23),1.62742 # DEPENDENCYPART_ARC
(24,25),2.15772 # DEPENDENCYPART_ARC
(25,1),-1.99393 # DEPENDENCYPART_ARC
(25,2),-1.8613 # DEPENDENCYPART_ARC
(25,3),-1.62082 # DEPENDENCYPART_ARC
(25,4),-2.41779 # DEPENDENCYPART_ARC
(25,5),-1.84808 # DEPENDENCYPART_ARC
(25,6),-1.73751 # DEPENDENCYPART_ARC
(25,7),-1.9917 # DEPENDENCYPART_ARC
(25,8),-1.14559 # DEPENDENCYPART_ARC
(25,9),-1.48469 # DEPENDENCYPART_ARC
(25,10),-1.9638 # DEPENDENCYPART_ARC
(25,11),-1.39231 # DEPENDENCYPART_ARC
(25,12),-1.7028 # DEPENDENCYPART_ARC
(25,13),-1.55614 # DEPENDENCYPART_ARC
(25,14),-1.91984 # DEPENDENCYPART_ARC
(25,15),-1.96527 # DEPENDENCYPART_ARC
(25,16),-1.67775 # DEPENDENCYPART_ARC
(25,17),-1.64613 # DEPENDENCYPART_ARC
(25,18),-1.49038 # DEPENDENCYPART_ARC
(25,19),-1.51484 # DEPENDENCYPART_ARC
(25,20),-1.61094 # DEPENDENCYPART_ARC
(25,21),-1.36669 # DEPENDENCYPART_ARC
(25,22),-0.947496 # DEPENDENCYPART_ARC
(25,23),-1.27165 # DEPENDENCYPART_ARC
(25,24),-0.419306 # DEPENDENCYPART_ARC
