# _root_ haren iritziz , irtenbide onena " hemengo jendea lortzea da " ; eta hori erdietsi ezean , kanpotik ekartzeko aukera ez du baztertzen .
#goldHeads=10,1,2,10,4,5,8,9,10,13,10,11,0,15,23,15,16,19,20,23,23,23,13,23,
#predictedHeads=2,10,2,10,4,5,8,9,10,13,10,11,0,15,0,15,16,19,20,23,23,23,13,23,
(23,21),1.67941 # DEPENDENCYPART_ARC
(23,22),1.43104 # DEPENDENCYPART_ARC
(23,24),2.39927 # DEPENDENCYPART_ARC
(24,2),-2.67901 # DEPENDENCYPART_ARC
(24,3),-2.17797 # DEPENDENCYPART_ARC
(24,4),-2.08234 # DEPENDENCYPART_ARC
(24,6),-1.87254 # DEPENDENCYPART_ARC
(24,8),-1.84861 # DEPENDENCYPART_ARC
(24,9),-2.19174 # DEPENDENCYPART_ARC
(24,11),-1.80995 # DEPENDENCYPART_ARC
(24,13),-1.13814 # DEPENDENCYPART_ARC
(24,15),-1.71946 # DEPENDENCYPART_ARC
(24,16),-1.72255 # DEPENDENCYPART_ARC
(24,17),-1.56784 # DEPENDENCYPART_ARC
(24,18),-1.24222 # DEPENDENCYPART_ARC
(24,19),-1.56465 # DEPENDENCYPART_ARC
(24,20),-1.11851 # DEPENDENCYPART_ARC
(24,23),-0.512525 # DEPENDENCYPART_ARC
