# _root_ g. ganbelu baten hezur bat eclipta prastata landarearen uretan sartzen da , gero erre , eta hortik ateratzen den margogaia ganbelu hezurrez egindako kutxa batean gordetzen da .
#goldHeads=0,22,2,10,4,9,6,6,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
#predictedHeads=2,10,2,10,4,7,8,9,10,16,10,11,14,16,14,0,18,20,18,21,22,23,24,26,24,16,26,27,
(19,4),-2.32886 # DEPENDENCYPART_ARC
(19,5),-1.85737 # DEPENDENCYPART_ARC
(19,6),-2.06556 # DEPENDENCYPART_ARC
(19,7),-2.04858 # DEPENDENCYPART_ARC
(19,8),-1.79672 # DEPENDENCYPART_ARC
(19,9),-2.12851 # DEPENDENCYPART_ARC
(19,10),-2.32237 # DEPENDENCYPART_ARC
(19,11),-1.10532 # DEPENDENCYPART_ARC
(19,12),-1.59033 # DEPENDENCYPART_ARC
(19,13),-1.29993 # DEPENDENCYPART_ARC
(19,14),-1.79094 # DEPENDENCYPART_ARC
(19,15),-1.4012 # DEPENDENCYPART_ARC
(19,16),-1.25002 # DEPENDENCYPART_ARC
(19,17),-0.789587 # DEPENDENCYPART_ARC
(19,18),-0.841324 # DEPENDENCYPART_ARC
(19,20),-0.746816 # DEPENDENCYPART_ARC
(19,21),-1.12577 # DEPENDENCYPART_ARC
(19,22),-0.880042 # DEPENDENCYPART_ARC
(19,23),-1.26695 # DEPENDENCYPART_ARC
(19,24),-1.60845 # DEPENDENCYPART_ARC
(19,25),-0.715108 # DEPENDENCYPART_ARC
(19,26),-1.76604 # DEPENDENCYPART_ARC
(19,27),-1.46797 # DEPENDENCYPART_ARC
(19,28),-0.958813 # DEPENDENCYPART_ARC
(20,1),-3.17009 # DEPENDENCYPART_ARC
(20,2),-1.87338 # DEPENDENCYPART_ARC
(20,3),-1.71706 # DEPENDENCYPART_ARC
(20,4),-1.90646 # DEPENDENCYPART_ARC
(20,5),-3.17261 # DEPENDENCYPART_ARC
(20,6),-1.902 # DEPENDENCYPART_ARC
(20,7),-1.75242 # DEPENDENCYPART_ARC
(20,8),-1.17723 # DEPENDENCYPART_ARC
(20,9),-2.78269 # DEPENDENCYPART_ARC
(20,10),-1.11606 # DEPENDENCYPART_ARC
(20,11),-2.12787 # DEPENDENCYPART_ARC
(20,12),-1.34942 # DEPENDENCYPART_ARC
(20,13),-1.21351 # DEPENDENCYPART_ARC
(20,14),-0.976797 # DEPENDENCYPART_ARC
(20,15),-1.2432 # DEPENDENCYPART_ARC
(20,16),-0.781029 # DEPENDENCYPART_ARC
(20,17),-0.952105 # DEPENDENCYPART_ARC
(20,18),0.835825 # DEPENDENCYPART_ARC
(20,19),-0.69958 # DEPENDENCYPART_ARC
(20,21),0.325055 # DEPENDENCYPART_ARC
(20,22),-0.846587 # DEPENDENCYPART_ARC
(20,23),-1.80958 # DEPENDENCYPART_ARC
(20,24),-1.91816 # DEPENDENCYPART_ARC
(20,25),-0.760356 # DEPENDENCYPART_ARC
(20,26),-2.28278 # DEPENDENCYPART_ARC
(20,27),-2.45538 # DEPENDENCYPART_ARC
(20,28),-1.4749 # DEPENDENCYPART_ARC
(21,1),-2.34907 # DEPENDENCYPART_ARC
(21,2),-2.70193 # DEPENDENCYPART_ARC
(21,3),-2.46802 # DEPENDENCYPART_ARC
(21,4),-2.71537 # DEPENDENCYPART_ARC
(21,5),-2.19166 # DEPENDENCYPART_ARC
(21,6),-2.38703 # DEPENDENCYPART_ARC
(21,7),-2.14299 # DEPENDENCYPART_ARC
(21,8),-1.9614 # DEPENDENCYPART_ARC
(21,9),-2.19026 # DEPENDENCYPART_ARC
(21,10),-2.11644 # DEPENDENCYPART_ARC
(21,11),-1.95463 # DEPENDENCYPART_ARC
(21,12),-2.06916 # DEPENDENCYPART_ARC
(21,13),-1.67519 # DEPENDENCYPART_ARC
(21,14),-1.78686 # DEPENDENCYPART_ARC
(21,15),-1.92761 # DEPENDENCYPART_ARC
(21,16),-1.2724 # DEPENDENCYPART_ARC
(21,17),-1.39901 # DEPENDENCYPART_ARC
(21,18),-0.296627 # DEPENDENCYPART_ARC
(21,19),-0.985588 # DEPENDENCYPART_ARC
(21,20),1.0404 # DEPENDENCYPART_ARC
(21,22),0.963913 # DEPENDENCYPART_ARC
(21,23),-0.400867 # DEPENDENCYPART_ARC
(21,24),-0.790655 # DEPENDENCYPART_ARC
(21,25),-0.395706 # DEPENDENCYPART_ARC
(21,26),-1.26202 # DEPENDENCYPART_ARC
(21,27),-1.13981 # DEPENDENCYPART_ARC
(21,28),-0.834586 # DEPENDENCYPART_ARC
(22,1),-4.37405 # DEPENDENCYPART_ARC
(22,2),-2.35419 # DEPENDENCYPART_ARC
(22,3),-2.5886 # DEPENDENCYPART_ARC
(22,4),-2.42285 # DEPENDENCYPART_ARC
(22,5),-3.47476 # DEPENDENCYPART_ARC
(22,6),-2.38242 # DEPENDENCYPART_ARC
(22,7),-2.26098 # DEPENDENCYPART_ARC
(22,8),-1.93412 # DEPENDENCYPART_ARC
(22,9),-3.29714 # DEPENDENCYPART_ARC
(22,10),-2.44892 # DEPENDENCYPART_ARC
(22,11),-2.64709 # DEPENDENCYPART_ARC
(22,12),-1.83484 # DEPENDENCYPART_ARC
(22,13),-1.49596 # DEPENDENCYPART_ARC
(22,14),-1.86903 # DEPENDENCYPART_ARC
(22,15),-1.72377 # DEPENDENCYPART_ARC
(22,16),-1.17861 # DEPENDENCYPART_ARC
(22,17),-1.18323 # DEPENDENCYPART_ARC
(22,18),-0.755192 # DEPENDENCYPART_ARC
(22,19),-1.84111 # DEPENDENCYPART_ARC
(22,20),-0.893836 # DEPENDENCYPART_ARC
(22,21),1.36793 # DEPENDENCYPART_ARC
(22,23),0.339107 # DEPENDENCYPART_ARC
(22,24),-0.253803 # DEPENDENCYPART_ARC
(22,25),-0.376373 # DEPENDENCYPART_ARC
(22,26),-1.98957 # DEPENDENCYPART_ARC
(22,27),-1.32009 # DEPENDENCYPART_ARC
(22,28),-0.682669 # DEPENDENCYPART_ARC
(23,1),-2.05628 # DEPENDENCYPART_ARC
(23,2),-2.26723 # DEPENDENCYPART_ARC
(23,3),-1.70863 # DEPENDENCYPART_ARC
(23,4),-2.18918 # DEPENDENCYPART_ARC
(23,5),-1.79567 # DEPENDENCYPART_ARC
(23,6),-2.31265 # DEPENDENCYPART_ARC
(23,7),-2.34644 # DEPENDENCYPART_ARC
(23,8),-3.16085 # DEPENDENCYPART_ARC
(23,9),-1.88743 # DEPENDENCYPART_ARC
(23,10),-1.48292 # DEPENDENCYPART_ARC
(23,11),-1.38009 # DEPENDENCYPART_ARC
(23,12),-2.11791 # DEPENDENCYPART_ARC
(23,13),-0.679406 # DEPENDENCYPART_ARC
(23,14),-1.22271 # DEPENDENCYPART_ARC
(23,15),-1.98506 # DEPENDENCYPART_ARC
(23,16),-1.08731 # DEPENDENCYPART_ARC
(23,17),0.0940869 # DEPENDENCYPART_ARC
(23,18),-0.84969 # DEPENDENCYPART_ARC
(23,19),-0.772901 # DEPENDENCYPART_ARC
(23,20),0.679105 # DEPENDENCYPART_ARC
(23,21),0.545159 # DEPENDENCYPART_ARC
(23,22),1.99749 # DEPENDENCYPART_ARC
(23,24),-0.578301 # DEPENDENCYPART_ARC
(23,25),-1.4631 # DEPENDENCYPART_ARC
(23,26),-1.42469 # DEPENDENCYPART_ARC
(23,27),-0.716711 # DEPENDENCYPART_ARC
(23,28),-1.34791 # DEPENDENCYPART_ARC
(24,1),-3.93192 # DEPENDENCYPART_ARC
(24,2),-2.79634 # DEPENDENCYPART_ARC
(24,3),-2.79952 # DEPENDENCYPART_ARC
(24,4),-2.32731 # DEPENDENCYPART_ARC
(24,5),-3.17147 # DEPENDENCYPART_ARC
(24,6),-2.1776 # DEPENDENCYPART_ARC
(24,7),-2.23849 # DEPENDENCYPART_ARC
(24,8),-2.15325 # DEPENDENCYPART_ARC
(24,9),-2.7951 # DEPENDENCYPART_ARC
(24,10),-1.97041 # DEPENDENCYPART_ARC
(24,11),-1.93457 # DEPENDENCYPART_ARC
(24,12),-1.81006 # DEPENDENCYPART_ARC
(24,13),-1.25531 # DEPENDENCYPART_ARC
(24,14),-1.66121 # DEPENDENCYPART_ARC
(24,15),-1.67186 # DEPENDENCYPART_ARC
(24,16),-0.971054 # DEPENDENCYPART_ARC
(24,17),-1.07504 # DEPENDENCYPART_ARC
(24,18),-0.834207 # DEPENDENCYPART_ARC
(24,19),-1.60808 # DEPENDENCYPART_ARC
(24,20),-1.53756 # DEPENDENCYPART_ARC
(24,21),-0.315294 # DEPENDENCYPART_ARC
(24,22),-0.37481 # DEPENDENCYPART_ARC
(24,23),1.69664 # DEPENDENCYPART_ARC
(24,25),3.17228 # DEPENDENCYPART_ARC
(24,26),-0.587983 # DEPENDENCYPART_ARC
(24,27),-0.834416 # DEPENDENCYPART_ARC
(24,28),-0.566127 # DEPENDENCYPART_ARC
(25,1),-2.84097 # DEPENDENCYPART_ARC
(25,2),-3.02426 # DEPENDENCYPART_ARC
(25,3),-1.82909 # DEPENDENCYPART_ARC
(25,4),-3.32473 # DEPENDENCYPART_ARC
(25,5),-1.76817 # DEPENDENCYPART_ARC
(25,6),-2.62462 # DEPENDENCYPART_ARC
(25,7),-2.63539 # DEPENDENCYPART_ARC
(25,8),-1.82175 # DEPENDENCYPART_ARC
(25,9),-2.84072 # DEPENDENCYPART_ARC
(25,10),-2.3788 # DEPENDENCYPART_ARC
(25,12),-1.75329 # DEPENDENCYPART_ARC
(25,13),-1.26891 # DEPENDENCYPART_ARC
(25,14),-2.19449 # DEPENDENCYPART_ARC
(25,15),-1.70998 # DEPENDENCYPART_ARC
(25,16),-1.16465 # DEPENDENCYPART_ARC
(25,17),-1.19704 # DEPENDENCYPART_ARC
(25,18),-1.96998 # DEPENDENCYPART_ARC
(25,20),-2.30405 # DEPENDENCYPART_ARC
(25,21),-1.72657 # DEPENDENCYPART_ARC
(25,22),-1.70689 # DEPENDENCYPART_ARC
(25,23),-0.0795409 # DEPENDENCYPART_ARC
(25,24),-0.571152 # DEPENDENCYPART_ARC
(25,26),-0.913306 # DEPENDENCYPART_ARC
(25,28),-0.708132 # DEPENDENCYPART_ARC
(26,1),-0.894649 # DEPENDENCYPART_ARC
(26,2),-1.43993 # DEPENDENCYPART_ARC
(26,3),-1.71176 # DEPENDENCYPART_ARC
(26,4),-1.36643 # DEPENDENCYPART_ARC
(26,5),-1.11156 # DEPENDENCYPART_ARC
(26,6),-1.44328 # DEPENDENCYPART_ARC
(26,7),-1.68049 # DEPENDENCYPART_ARC
(26,8),-2.45997 # DEPENDENCYPART_ARC
(26,9),-1.52335 # DEPENDENCYPART_ARC
(26,10),-0.737695 # DEPENDENCYPART_ARC
(26,11),-0.810075 # DEPENDENCYPART_ARC
(26,12),-1.60995 # DEPENDENCYPART_ARC
(26,13),-0.51406 # DEPENDENCYPART_ARC
(26,14),-0.998372 # DEPENDENCYPART_ARC
(26,15),-1.77957 # DEPENDENCYPART_ARC
(26,16),-0.198167 # DEPENDENCYPART_ARC
(26,17),0.244245 # DEPENDENCYPART_ARC
(26,18),-0.108458 # DEPENDENCYPART_ARC
(26,19),-0.422053 # DEPENDENCYPART_ARC
(26,20),0.658627 # DEPENDENCYPART_ARC
(26,21),0.308167 # DEPENDENCYPART_ARC
(26,22),0.993146 # DEPENDENCYPART_ARC
(26,23),0.00258356 # DEPENDENCYPART_ARC
(26,24),1.72304 # DEPENDENCYPART_ARC
(26,25),1.01743 # DEPENDENCYPART_ARC
(26,27),2.23701 # DEPENDENCYPART_ARC
(26,28),0.276297 # DEPENDENCYPART_ARC
(27,1),-0.999659 # DEPENDENCYPART_ARC
(27,2),-1.24121 # DEPENDENCYPART_ARC
(27,3),-1.49757 # DEPENDENCYPART_ARC
(27,4),-1.06635 # DEPENDENCYPART_ARC
(27,5),-1.37252 # DEPENDENCYPART_ARC
(27,6),-1.30377 # DEPENDENCYPART_ARC
(27,7),-1.13567 # DEPENDENCYPART_ARC
(27,8),-1.2952 # DEPENDENCYPART_ARC
(27,9),-1.47232 # DEPENDENCYPART_ARC
(27,10),-2.17497 # DEPENDENCYPART_ARC
(27,11),-1.53665 # DEPENDENCYPART_ARC
(27,12),-2.07252 # DEPENDENCYPART_ARC
(27,13),-1.94701 # DEPENDENCYPART_ARC
(27,14),-1.71388 # DEPENDENCYPART_ARC
(27,15),-2.04306 # DEPENDENCYPART_ARC
(27,16),-1.03194 # DEPENDENCYPART_ARC
(27,17),-1.73193 # DEPENDENCYPART_ARC
(27,18),-2.20151 # DEPENDENCYPART_ARC
(27,19),-1.27947 # DEPENDENCYPART_ARC
(27,20),-0.732403 # DEPENDENCYPART_ARC
(27,21),-1.04355 # DEPENDENCYPART_ARC
(27,22),-0.889549 # DEPENDENCYPART_ARC
(27,23),-1.74155 # DEPENDENCYPART_ARC
(27,24),-0.528335 # DEPENDENCYPART_ARC
(27,25),-0.32952 # DEPENDENCYPART_ARC
(27,26),-1.00217 # DEPENDENCYPART_ARC
(27,28),1.67069 # DEPENDENCYPART_ARC
(28,1),-2.18757 # DEPENDENCYPART_ARC
(28,2),-2.05662 # DEPENDENCYPART_ARC
(28,4),-2.10406 # DEPENDENCYPART_ARC
(28,6),-1.94752 # DEPENDENCYPART_ARC
(28,7),-1.73048 # DEPENDENCYPART_ARC
(28,8),-1.39257 # DEPENDENCYPART_ARC
(28,9),-1.40341 # DEPENDENCYPART_ARC
(28,10),-2.12775 # DEPENDENCYPART_ARC
(28,12),-1.70344 # DEPENDENCYPART_ARC
(28,14),-1.99612 # DEPENDENCYPART_ARC
(28,15),-1.59143 # DEPENDENCYPART_ARC
(28,16),-1.11593 # DEPENDENCYPART_ARC
(28,18),-1.71048 # DEPENDENCYPART_ARC
(28,20),-1.31422 # DEPENDENCYPART_ARC
(28,21),-1.09746 # DEPENDENCYPART_ARC
(28,22),-1.01069 # DEPENDENCYPART_ARC
(28,23),-1.52835 # DEPENDENCYPART_ARC
(28,24),-1.06305 # DEPENDENCYPART_ARC
(28,26),-0.982162 # DEPENDENCYPART_ARC
