# _root_ beraz , koazerbatuek materiaren antolamenduaren nolabaiteko hastapen-forma eskaintzen digutela ikusten dugu , nahiz_eta antolamendu hau oraindik oso primitiboa eta erabat ezegonkorra izan .
#goldHeads=10,3,8,5,7,7,8,10,8,0,10,11,10,22,14,22,0,19,22,21,19,10,22,
#predictedHeads=0,3,8,5,7,7,8,10,8,0,10,11,0,22,14,18,18,19,22,21,22,10,22,
(22,20),0.809359 # DEPENDENCYPART_ARC
(22,21),1.35058 # DEPENDENCYPART_ARC
(22,23),2.27267 # DEPENDENCYPART_ARC
(23,1),-1.72817 # DEPENDENCYPART_ARC
(23,2),-1.78447 # DEPENDENCYPART_ARC
(23,3),-1.56622 # DEPENDENCYPART_ARC
(23,4),-1.51973 # DEPENDENCYPART_ARC
(23,5),-1.47589 # DEPENDENCYPART_ARC
(23,6),-1.69652 # DEPENDENCYPART_ARC
(23,7),-1.46455 # DEPENDENCYPART_ARC
(23,8),-1.95889 # DEPENDENCYPART_ARC
(23,9),-1.53961 # DEPENDENCYPART_ARC
(23,10),-1.69734 # DEPENDENCYPART_ARC
(23,11),-1.54731 # DEPENDENCYPART_ARC
(23,12),-1.64586 # DEPENDENCYPART_ARC
(23,13),-1.00794 # DEPENDENCYPART_ARC
(23,14),-1.51781 # DEPENDENCYPART_ARC
(23,15),-1.87185 # DEPENDENCYPART_ARC
(23,16),-1.53743 # DEPENDENCYPART_ARC
(23,17),-1.50635 # DEPENDENCYPART_ARC
(23,18),-1.57681 # DEPENDENCYPART_ARC
(23,19),-0.860068 # DEPENDENCYPART_ARC
(23,20),-1.16899 # DEPENDENCYPART_ARC
(23,21),-1.13073 # DEPENDENCYPART_ARC
(23,22),-0.509644 # DEPENDENCYPART_ARC
