# _root_ Their debt will be well under the $ 1 million limit -- on borrowing to acquire , build , or improve a home -- that qualifies for mortgage-interest deductions .
#goldHeads=2,3,0,3,6,4,11,11,8,8,6,13,11,13,20,20,20,20,20,14,20,23,20,13,26,11,26,29,27,3,
#predictedHeads=2,3,0,3,4,4,11,11,8,8,6,4,4,13,16,14,20,20,20,4,20,23,21,23,26,23,26,29,27,3,
(11,11),(11,15),-0.460633 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,16),-0.269963 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,17),-0.909222 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,19),-0.534604 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,20),-0.186193 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,23),-0.485672 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,31),-0.353622 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-0.57846 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-0.307888 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,15),-0.630727 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,16),-0.428516 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,17),-0.569818 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,19),-0.644529 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,20),-0.110579 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,23),-0.528214 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,31),-0.565054 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-0.512332 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,15),-0.544162 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,16),-0.508858 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,17),-0.278286 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,19),-0.322174 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,20),-0.599438 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,23),-0.644786 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,31),-0.437731 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,15),-0.985213 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,16),-1.08737 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,17),-0.443175 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,19),-0.495422 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,20),-1.15481 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,23),-0.849792 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,31),-0.722247 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,16),-0.938073 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,17),-0.69512 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,19),-0.698944 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,20),-0.796409 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,23),-0.803798 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,31),-0.675219 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,16),(11,17),-0.520269 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,19),-0.562072 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,20),-1.12394 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,23),-0.813661 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,31),-0.900796 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,17),(11,19),-1.12967 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,20),-0.650395 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,23),-0.896486 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,31),-1.17987 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,19),(11,20),-0.585392 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,23),-0.978856 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,31),-0.721907 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,20),(11,23),-0.705594 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,31),-0.293138 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,23),(11,31),-0.32705 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.736264 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-0.31888 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-0.220733 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,7),-0.453966 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,6),-0.388802 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,5),-0.237942 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,2),-0.3155 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,1),-0.404843 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.425682 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.546492 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,8),-0.884243 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,7),-0.802302 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,6),-1.13401 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,5),-0.974154 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,2),-0.93221 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,1),-0.856448 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),-0.895483 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,9),(11,8),-0.576946 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,7),-0.697269 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,6),-1.05514 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,5),-0.962522 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,2),-1.00468 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,1),-0.919879 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,-1),-0.707991 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,8),(11,7),0.0407343 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,6),-0.558396 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,5),-0.558716 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,2),-0.557373 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,1),-0.687929 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,-1),-0.860856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,7),(11,6),-0.515591 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,5),-0.56556 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,2),-0.985307 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,1),-0.959222 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,-1),-0.128693 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,6),(11,5),-0.374703 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,2),-1.03845 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,1),-1.06347 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,-1),-0.62702 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,5),(11,2),-0.748507 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,1),-0.870623 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,-1),-0.465725 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,2),(11,1),-0.401732 # DEPENDENCYPART_NEXTSIBL
(11,2),(11,-1),-0.340098 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,1),(11,-1),0.0269774 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,16),-0.343523 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,21),-0.43138 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,31),-0.27958 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,16),(12,21),-0.979892 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,31),-0.95275 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,21),(12,31),-0.992762 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,6),-0.481193 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.285725 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,6),(12,-1),-0.695499 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-0.394161 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),-0.484943 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-0.253025 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-1.11288 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.0716748 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,20),-0.100461 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,21),-0.340911 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,23),-0.190797 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),-1.02579 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,26),-0.487276 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,27),-0.611244 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,30),-0.968102 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,31),-0.835825 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.988404 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-1.14932 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-0.543095 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-1.11575 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,20),-1.18671 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,21),-0.96596 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-0.859505 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-0.474633 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,26),-1.00463 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,27),-0.909158 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,30),-0.547723 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,31),-0.75172 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-0.944372 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-0.781976 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-0.954385 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,20),-0.811404 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,21),-0.812874 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,23),-0.768525 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,24),-0.794027 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,26),-0.765214 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,27),-1.02705 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,30),-0.70002 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,31),-0.720452 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-0.628516 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-0.968754 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,20),-1.16478 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,21),-0.954923 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,23),-0.832134 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,24),-0.466587 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,26),-0.873865 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,27),-0.828802 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,30),-0.588943 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,31),-0.954425 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.218195 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,20),-0.844071 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,21),-0.756505 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-1.16197 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-1.004 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,26),-0.567525 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,27),-1.44257 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,30),-1.09776 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,31),-1.19315 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,20),-0.87424 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,21),-0.649986 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,23),-0.641235 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.238413 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,26),-0.647193 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,27),-0.544292 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,30),-0.127782 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,31),-1.0722 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,20),(13,21),-0.616556 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,23),-0.744246 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,24),-0.266608 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,26),-0.527154 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,27),-0.651579 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,30),-0.555603 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,31),-0.289336 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,21),(13,23),-0.594128 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,24),-0.332393 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,26),-0.816726 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,27),-0.651329 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,30),0.115963 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,31),-0.994469 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,23),(13,24),-0.608408 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,26),-0.708403 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,27),-0.803107 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,30),-0.485412 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,31),-0.0719851 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,24),(13,26),-0.164553 # DEPENDENCYPART_NEXTSIBL
(13,24),(13,27),-0.586612 # DEPENDENCYPART_NEXTSIBL
(13,24),(13,30),-0.789273 # DEPENDENCYPART_NEXTSIBL
(13,24),(13,31),-0.943997 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,26),(13,27),-0.715783 # DEPENDENCYPART_NEXTSIBL
(13,26),(13,30),-0.0954128 # DEPENDENCYPART_NEXTSIBL
(13,26),(13,31),-0.675186 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,27),(13,30),-0.456496 # DEPENDENCYPART_NEXTSIBL
(13,27),(13,31),-0.672013 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,30),(13,31),-2.27512 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.750846 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-0.219981 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.186357 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),-0.68415 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-0.374821 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,-1),-0.721169 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.528158 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),-0.32348 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),-0.994636 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,18),-0.149003 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),-0.620018 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,20),0.0197712 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,21),-0.423763 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,23),-0.221053 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,24),-1.05883 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,26),-0.567479 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,30),-1.08241 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,31),-0.6537 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,16),-0.978431 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,17),-0.703949 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,18),-0.988251 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,19),-0.707773 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,20),-0.747971 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,21),-0.8514 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,23),-0.752783 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,24),-0.792318 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,26),-0.797219 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,30),-0.651547 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,31),-0.583888 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,16),(14,17),-0.713555 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,18),-1.00212 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,19),-0.755358 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,20),-1.12988 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,21),-0.989243 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,23),-0.843817 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,24),-0.514285 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,26),-0.904977 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,30),-0.641851 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,31),-0.880745 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,18),-0.237497 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,19),-1.21211 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,20),-0.818897 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,21),-0.771379 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,23),-1.21316 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,24),-1.00076 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,26),-0.581495 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,30),-1.08215 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,31),-1.32322 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,18),(14,19),-0.36663 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,20),-0.839004 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,21),-0.683641 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,23),-0.65272 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,24),-0.290621 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,26),-0.67764 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,30),-0.174836 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,31),-0.995314 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,19),(14,20),-0.753895 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,21),-0.595532 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,23),-1.29553 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,24),-1.1469 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,26),-0.723333 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,30),-1.35957 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,31),-0.865257 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,20),(14,21),-0.565601 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,23),-0.64391 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,24),-0.216108 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,26),-0.473608 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,30),-0.542388 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,31),-0.307655 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,21),(14,23),-0.606303 # DEPENDENCYPART_NEXTSIBL
(14,21),(14,24),-0.385306 # DEPENDENCYPART_NEXTSIBL
(14,21),(14,26),-0.847765 # DEPENDENCYPART_NEXTSIBL
(14,21),(14,30),0.061361 # DEPENDENCYPART_NEXTSIBL
(14,21),(14,31),-0.912128 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,23),(14,24),-0.628813 # DEPENDENCYPART_NEXTSIBL
(14,23),(14,26),-0.703578 # DEPENDENCYPART_NEXTSIBL
(14,23),(14,30),-0.42218 # DEPENDENCYPART_NEXTSIBL
(14,23),(14,31),-0.290525 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,24),(14,26),-0.163978 # DEPENDENCYPART_NEXTSIBL
(14,24),(14,30),-0.799071 # DEPENDENCYPART_NEXTSIBL
(14,24),(14,31),-0.95562 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,26),(14,30),-0.14581 # DEPENDENCYPART_NEXTSIBL
(14,26),(14,31),-0.591472 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,30),(14,31),-2.16635 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),-0.772818 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,11),-0.0192788 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,6),-0.473232 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.639625 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,11),-0.811825 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,6),-1.08512 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,-1),-0.63046 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,11),(14,6),-0.651401 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,-1),-0.739781 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,6),(14,-1),-0.632872 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),-0.410419 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.230826 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,20),-0.0714033 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,31),-0.721813 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,18),-1.05465 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,20),-1.18404 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,31),-1.00883 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,20),-0.893741 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,31),-1.12665 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,20),(15,31),-0.306172 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,-1),-0.268027 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,16),(16,17),-0.981591 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),-0.1459 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-0.606974 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,20),0.0224463 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,21),-0.420659 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,23),-0.223821 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,24),-1.06002 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,26),-0.564376 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,27),-0.626846 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,29),-0.410084 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,30),-1.08424 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,31),-0.65123 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-0.22469 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,19),-1.20602 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,20),-0.816162 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,21),-0.758573 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,23),-1.21279 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,24),-0.998904 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,26),-0.568689 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,27),-1.31538 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,29),-1.35325 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,30),-1.08099 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,31),-1.32108 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,18),(16,19),-0.360447 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,20),-0.836167 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,21),-0.677361 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,23),-0.652177 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,24),-0.288665 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,26),-0.67136 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,27),-0.536888 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,29),-0.58921 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,30),-0.173535 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,31),-0.985803 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,20),-0.751159 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,21),-0.582726 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,23),-1.29516 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,24),-1.14504 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,26),-0.710526 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,27),-1.3686 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,29),-1.43429 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,30),-1.3584 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,31),-0.863116 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
