# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,3,6,8,12,12,9,3,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(5,13),(5,27),0.11142 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0979881 # DEPENDENCYPART_SIBL
(5,14),(5,27),0.0433343 # DEPENDENCYPART_SIBL
(5,17),(5,27),0.0150522 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.261975 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.00882966 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.432818 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0136728 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.063263 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.158214 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.149387 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0666306 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.120339 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0950031 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.063263 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0529344 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0463909 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.101625 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.118557 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.106435 # DEPENDENCYPART_SIBL
(6,1),(6,26),-0.0860577 # DEPENDENCYPART_SIBL
(6,1),(6,27),-0.169048 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0519883 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.372208 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0725686 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00347817 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.10278 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.060858 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0133708 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.077206 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0260755 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00347817 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0511678 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0182062 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0755577 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0347948 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0115235 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.017129 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.010183 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.14758 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0203663 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.035897 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0868056 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0119451 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0127086 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0217761 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0266435 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.035897 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.049236 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0435826 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0573913 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0154028 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0334148 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.0227084 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.0131253 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.297637 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0277933 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.163042 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00399048 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0437676 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0160284 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0399691 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0277933 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.138441 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.000757541 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.200069 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0383654 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.198212 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.00763917 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.106513 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0694205 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0446388 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0556554 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00970777 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0499762 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0170027 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0694205 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0643094 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0255697 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0762452 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0489001 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0554644 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0249025 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.00133023 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.429939 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.305207 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.309315 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.283029 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.663075 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0170043 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.62769 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.504048 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.481902 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.543421 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.168434 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.628783 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0486557 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0492941 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0433249 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0389166 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00455301 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.203435 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0215317 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0189702 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0174746 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.103056 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.102368 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.0114649 # DEPENDENCYPART_SIBL
(6,8),(6,27),0.0247347 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0488494 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0160644 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0156534 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0320775 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0642002 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.016531 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0405155 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0102623 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0759302 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0100362 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.0209157 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0791715 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00768725 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0598675 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0507486 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0610701 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0610471 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0150784 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.156274 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.0174636 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.123427 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0171352 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0263898 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0248265 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.00937459 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.06275 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0354732 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0280521 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.0104472 # DEPENDENCYPART_SIBL
(6,11),(6,27),-0.029378 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.111293 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0615143 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0710774 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0988474 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0939117 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0188875 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.229365 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.0370437 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.62769 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.504048 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.481902 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.543421 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.168434 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.628783 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.0486557 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0234467 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0549932 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.023081 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.00466374 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.00041099 # DEPENDENCYPART_SIBL
(6,14),(6,27),0.0525759 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0682849 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0498585 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0421055 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.0238479 # DEPENDENCYPART_SIBL
(6,16),(6,27),0.00882082 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0215375 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0274097 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.01337 # DEPENDENCYPART_SIBL
(6,17),(6,27),0.0282402 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0796642 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.126758 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0115978 # DEPENDENCYPART_SIBL
(6,22),(6,26),0.0675586 # DEPENDENCYPART_SIBL
(6,22),(6,27),-0.0208563 # DEPENDENCYPART_SIBL
(6,26),(6,27),-0.050212 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.033503 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0188117 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.208045 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0267853 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0601257 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0297202 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0099084 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0244236 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0281911 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0574269 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0352427 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.028199 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0263837 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0282351 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0110499 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0838872 # DEPENDENCYPART_SIBL
(8,2),(8,27),0.180931 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.04165 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00755851 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.121404 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.226141 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0285974 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0151957 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0430685 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0144363 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0436126 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0591957 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.010251 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0618688 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0152163 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.113168 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0309172 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.261016 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00972479 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0361235 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0259189 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0231436 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0506284 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0263193 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0271681 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0905482 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0476517 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.159861 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0193804 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.037335 # DEPENDENCYPART_SIBL
(8,4),(8,27),-0.0612501 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0399036 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.194144 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0554023 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0284526 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0782816 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0163874 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0885427 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0524495 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0103601 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0857613 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0537975 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0809047 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.022557 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0456829 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0711581 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0105275 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0367007 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0205645 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0417742 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0586971 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0128063 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00975788 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.00403646 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0962632 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.098895 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00939456 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00346289 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0562356 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0512137 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0188623 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0416691 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0229045 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0251433 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0218521 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.031606 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.126742 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.063548 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.122834 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.209624 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0506672 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0614953 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.166204 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.136916 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.164433 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0887309 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0491223 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0607282 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.130641 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0806001 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0316556 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.129652 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0512472 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.122518 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.119209 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0412152 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.178012 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0204202 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.030765 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0845286 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0954162 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.171456 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.00397217 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.00596434 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00461073 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0209686 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0883582 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0531348 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.157118 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0744335 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.126746 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.560092 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.155784 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.313654 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.186146 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.185584 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0745913 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.135462 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.1429 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.175573 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.085178 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.0204069 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.074433 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.1345 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0435383 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.0559273 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.205686 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0816247 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.0027292 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0650354 # DEPENDENCYPART_SIBL
(8,21),(8,27),0.0106423 # DEPENDENCYPART_SIBL
(8,22),(8,27),-0.0391559 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00845925 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00179344 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0555627 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0654378 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.142287 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0901709 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0230496 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0159601 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.126446 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0419422 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.095754 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0464866 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0009299 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.057003 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.598145 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0531436 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.000665595 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0499441 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.0793699 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0338496 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0483186 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0350626 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.061047 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0402878 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0335251 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.02352 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.0815143 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.233937 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.402745 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0383808 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0411445 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.322928 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.45873 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.147328 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.466708 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0078842 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00170805 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.273204 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.489477 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0788787 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.133592 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0781139 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.480671 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.670862 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.118322 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.701493 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.149077 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.182029 # DEPENDENCYPART_SIBL
(9,13),(9,27),0.150421 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.116786 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.287524 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.0888775 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.579425 # DEPENDENCYPART_SIBL
(9,16),(9,27),-0.0480719 # DEPENDENCYPART_SIBL
(9,17),(9,27),0.241397 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0360471 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.129484 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0460745 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.384214 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0685925 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.00683847 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0251399 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0709027 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.139609 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0254262 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0195684 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0063135 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.000632536 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.000945241 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0444922 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0200246 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0172509 # DEPENDENCYPART_SIBL
(12,2),(12,26),-0.0284302 # DEPENDENCYPART_SIBL
(12,2),(12,27),0.00361585 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.154208 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.021718 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.142563 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.34006 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0175179 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.00131598 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0659718 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0161723 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.00944961 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0298152 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0298152 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0227833 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.00313611 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.00970841 # DEPENDENCYPART_SIBL
(12,3),(12,26),-0.030516 # DEPENDENCYPART_SIBL
(12,3),(12,27),0.0303926 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.345554 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.102855 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.223546 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.356323 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.421524 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.270127 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0501294 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.128458 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0185532 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0185563 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.311599 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0420782 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.225729 # DEPENDENCYPART_SIBL
