# _root_ By the market 's close , volume on the New York exchange totaled more than 416 million , the fourth highest on record .
#goldHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,20,22,13,
#predictedHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,21,22,13,
(5,14),(5,20),0.0476482 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0524772 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.046217 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0518167 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0234766 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.157672 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.00448522 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.00355851 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.0321231 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0379436 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0125139 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0631539 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0614274 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.041526 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.0603398 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0226282 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0464292 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.0493592 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.489035 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.514759 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.298251 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.717788 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.0161865 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.0202258 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.0130313 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.03345 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.0539086 # DEPENDENCYPART_SIBL
(5,21),(5,22),0.0845026 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.0155244 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0196546 # DEPENDENCYPART_SIBL
(5,22),(5,23),0.0871688 # DEPENDENCYPART_SIBL
(5,22),(5,24),0.143521 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.038188 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.134417 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.121808 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0263692 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0869744 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.216234 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.108636 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0994416 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0774192 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0710972 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0553552 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0586641 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0111416 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.00557823 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0140326 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0026857 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0874388 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.00471738 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.108636 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.0713593 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.0536944 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.214017 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0153302 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.172574 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.209216 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0893084 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.129066 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0178968 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0272456 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0714876 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.162871 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.200768 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.20738 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.175806 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.174742 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0269682 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0754022 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0893084 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0874151 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.169836 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0203741 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0650563 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.234007 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0687098 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0518369 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0736183 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0639146 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0117564 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0085485 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0460015 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0812631 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0164475 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0292687 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0239143 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0744378 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0687098 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.00581173 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.00417623 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0915265 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.298364 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0193228 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.052582 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0479794 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0497965 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0726564 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0471102 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0370487 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0651133 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0577827 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.07236 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0614429 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.00360643 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0193228 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0691722 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.199418 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.21343 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0211109 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0608706 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0781527 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0717169 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0194994 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.022528 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0465433 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.066252 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0930381 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.100668 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0101179 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0558576 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0211109 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.00200584 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.00185101 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0655433 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.086697 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0821583 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0597143 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0688391 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0292828 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0625328 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0193104 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.072069 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0809768 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0463349 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.00798008 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0655433 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0817507 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.042562 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0135984 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.112877 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0902531 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0415254 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0299996 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0398264 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.148076 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0661028 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0695046 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.02279 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0535138 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.0450336 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0541885 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.14773 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.101487 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.109768 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.109199 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0966858 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.100066 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.130043 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0398233 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0287246 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0584237 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0227885 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0958767 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.106987 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.193474 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.156281 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.112708 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0565915 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0395456 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.084448 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0208888 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0225431 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0288662 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0221473 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0738702 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.110755 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0507954 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.11019 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0550505 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.038826 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0606577 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0204049 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0220592 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.111731 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0184073 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0545434 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.108237 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0592901 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0742264 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0230922 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0610558 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0502501 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0665426 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0310685 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0212794 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0612306 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.139766 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.0351382 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0224786 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0282274 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.00108101 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0148763 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.289557 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0299418 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0139301 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0326665 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.0364557 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0167261 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.166704 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.167182 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0431221 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0505591 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.050099 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.073389 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.012195 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0863753 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.100293 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.00676853 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.00253027 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0319986 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0480997 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0628958 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.082927 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0470417 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0537373 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.00630979 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.00991151 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.0572301 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0593749 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0552344 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0147865 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.0128252 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0565894 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.462197 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.253376 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.657042 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.00261477 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.00619007 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0535661 # DEPENDENCYPART_SIBL
(7,20),(7,24),-0.0411956 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0541885 # DEPENDENCYPART_SIBL
(7,22),(7,24),0.14773 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.0331917 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0318205 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.244911 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.119818 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0892511 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.106638 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0170904 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0458651 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.126136 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00215804 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0123615 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0148979 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0937677 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.038354 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0591339 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0447928 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0493172 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.143368 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.132062 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0611189 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.121189 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0840122 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0729957 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.127414 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.143821 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.516612 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0476525 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0483326 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.110697 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0941161 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.111504 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0357096 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0359847 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.106703 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0508764 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0727112 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0916707 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0314479 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0338301 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0468109 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.363248 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.364708 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.560838 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.456461 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.18143 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0992505 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.275094 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.269339 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0541314 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.187198 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.109477 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.696963 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.830033 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.660225 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.315377 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.190907 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.459982 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.458758 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.152011 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.327713 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0828578 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.84239 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.672488 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.328308 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.183703 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.473052 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.471828 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0811047 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.340641 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.104952 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.688704 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.293744 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.105063 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.483594 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.497164 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0141888 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.355481 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.046317 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.103043 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.056707 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.226361 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.237292 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.116558 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.10267 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.318974 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0477027 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.103435 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.100089 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0398725 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.157133 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.0349207 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0499716 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.039675 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.00533006 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0521456 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.0179781 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.245384 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0375779 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.20359 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.03668 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.00261574 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.172128 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.00143523 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.130339 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.152733 # DEPENDENCYPART_SIBL
(8,21),(8,24),0.120385 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.023476 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.050474 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.159328 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0766915 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0289362 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0834757 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0529506 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.115984 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.115422 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0951105 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0367297 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.612539 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.144822 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.101679 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0422933 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0775942 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0230041 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0545089 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.00298638 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0975327 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0218071 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0151515 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.512245 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0923421 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0502269 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0112161 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0781348 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00799422 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0549779 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.050584 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.132004 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.113112 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.152857 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00455811 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0364193 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0244831 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0550416 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0149071 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0726668 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0737595 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.00612937 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.558934 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0810181 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0389923 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0130739 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0688082 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0515037 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0401993 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.00394121 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.176027 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.131222 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.112301 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.118393 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00357898 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0253122 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0348057 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.143524 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.292698 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.255384 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.12628 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.229115 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.279063 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.219256 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.164386 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.202465 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0718588 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0793483 # DEPENDENCYPART_SIBL
