# _root_ The next day , Mr. Schaeffer presented the couple with a check for $ 151,000 to help them build a new home in the same neighborhood .
#goldHeads=3,3,7,7,6,7,0,9,7,7,12,10,12,15,13,17,7,19,17,22,22,19,19,26,26,23,7,
#predictedHeads=3,3,7,7,6,7,0,9,7,7,12,10,12,15,13,17,12,19,17,22,22,19,22,26,26,23,7,
(10,11),(10,16),-0.959489 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,17),-0.935267 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,28),-1.32384 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,13),-0.647129 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,14),-1.02463 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,15),-0.97351 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,16),-0.795303 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,17),-0.934397 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,28),-0.387587 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,13),(10,14),-1.02966 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,15),-0.894243 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,16),-0.656971 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,17),-0.575679 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,28),-0.949899 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,14),(10,15),-1.27716 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,16),-1.09366 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,17),-1.0267 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,28),-1.07116 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,15),(10,16),-0.520479 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,17),-0.552715 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,28),-0.721158 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,16),(10,17),-0.909066 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,28),-0.756344 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,17),(10,28),-0.651257 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.333277 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.718854 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.193565 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.740612 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-0.831673 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,-1),-1.05482 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,13),-0.318794 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,28),-0.184228 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,13),(11,28),-0.87547 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,-1),-0.25888 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,12),(12,13),-0.124482 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.252622 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,15),-0.361588 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),-0.485972 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),-0.115736 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,19),0.081826 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,23),-0.304191 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,27),-0.916848 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,28),-0.385887 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-0.945796 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,15),-0.818519 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-0.529717 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),-0.472736 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,19),-0.463165 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,23),-0.794243 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,27),-0.533537 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,28),-0.761314 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,15),-1.24059 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,16),-1.07532 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,17),-0.99219 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,19),-1.08743 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,23),-1.16935 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,27),-0.881775 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,28),-1.10396 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,16),-0.491464 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,17),-0.52536 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,19),-0.639495 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,23),-0.623722 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,27),-0.718778 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,28),-0.716137 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-0.909243 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,19),-0.905925 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,23),-0.978006 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,27),-0.700298 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,28),-0.6632 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,19),-0.983065 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,23),-0.625768 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,27),-0.607344 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,28),-0.695871 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,19),(12,23),-0.522424 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,27),0.176003 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,28),-0.810754 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,23),(12,27),-0.418595 # DEPENDENCYPART_NEXTSIBL
(12,23),(12,28),-0.441864 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,27),(12,28),-1.86398 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),-0.704933 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,10),-0.313882 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,9),-0.253729 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,8),-0.58299 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,3),-0.512622 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.346363 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,10),-0.771156 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,9),-0.976611 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,8),-1.11386 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,3),-0.709306 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-0.676459 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,10),(12,9),-0.865346 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,8),-1.00254 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,3),-1.23483 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,-1),-0.695656 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,9),(12,8),-0.531356 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,3),-1.35328 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,-1),-0.73318 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,8),(12,3),-1.21637 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,-1),-0.617816 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,3),(12,-1),-0.456303 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-0.219068 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),-0.418665 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-0.51905 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-0.043328 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,19),0.152976 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,22),-0.0295351 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,28),-0.766224 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-1.27385 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-1.1129 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-1.04449 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,19),-1.14309 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,22),-1.38881 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,28),-1.0913 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-0.518165 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-0.545075 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,19),-0.662683 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,22),-0.682651 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,28),-0.679837 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-0.924723 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,19),-0.925522 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,22),-0.872426 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,28),-0.773781 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,19),-1.07941 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-0.880457 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,28),-0.673365 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,19),(13,22),-0.720196 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,28),-0.801195 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,28),-0.437333 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.46543 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-0.77882 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,9),-0.347435 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.21953 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),-0.49176 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,9),-1.43646 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-0.663005 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,9),-1.22903 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-1.05418 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,9),(13,-1),-0.85915 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.488246 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),-0.14611 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),0.0175771 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,22),-0.312169 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,23),-0.467823 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,26),-0.0646317 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,27),-1.11217 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,28),-0.321467 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,17),-0.509454 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,19),-0.657503 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,22),-0.680038 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,23),-0.62378 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,26),-0.695458 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,27),-0.809956 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,28),-0.732152 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,19),-1.09323 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,22),-0.890281 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,23),-0.66697 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,26),-0.827155 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,27),-0.561518 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,28),-0.657288 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,19),(14,22),-0.748931 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,23),-0.586102 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,26),-0.667883 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,27),0.195559 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,28),-0.833755 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,22),(14,23),-0.482644 # DEPENDENCYPART_NEXTSIBL
(14,22),(14,26),-1.26056 # DEPENDENCYPART_NEXTSIBL
(14,22),(14,27),-0.742776 # DEPENDENCYPART_NEXTSIBL
(14,22),(14,28),-0.647244 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,23),(14,26),-0.845975 # DEPENDENCYPART_NEXTSIBL
(14,23),(14,27),-0.52494 # DEPENDENCYPART_NEXTSIBL
(14,23),(14,28),-0.530227 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,26),(14,27),-0.662656 # DEPENDENCYPART_NEXTSIBL
(14,26),(14,28),-0.309601 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,27),(14,28),-2.04918 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),-0.280584 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,12),-0.457442 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,11),-0.814199 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,10),-0.225178 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,8),-0.630809 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.264194 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,12),-0.757303 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,11),-1.01585 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,10),-1.10833 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,8),-1.30693 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,-1),-0.941861 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,12),(14,11),-0.471234 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,10),-0.54988 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,8),-1.11229 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,-1),-0.64941 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,11),(14,10),-0.856286 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,8),-1.37817 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,-1),-1.00704 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,10),(14,8),-1.01325 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,-1),-0.727203 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,8),(14,-1),-0.874784 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),-0.574489 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),-0.138102 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),0.0409349 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,22),-0.283949 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,23),-0.363605 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,26),-0.0364086 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,27),-1.09031 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,28),-0.305868 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-0.925216 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-0.931583 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,22),-0.914917 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,23),-0.999779 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,26),-0.814403 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,27),-0.762691 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,28),-0.692513 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,19),-1.07827 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,22),-0.895778 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,23),-0.635521 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,26),-0.832649 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,27),-0.549783 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,28),-0.684631 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,22),-0.741071 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,23),-0.541295 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,26),-0.66002 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,27),0.220651 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,28),-0.826874 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,22),(15,23),-0.491116 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,26),-1.27161 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,27),-0.732904 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,28),-0.618116 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,23),(15,26),-0.822112 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,27),-0.496197 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,28),-0.39869 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,26),(15,27),-0.652781 # DEPENDENCYPART_NEXTSIBL
(15,26),(15,28),-0.280463 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,27),(15,28),-2.00337 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),0.102602 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-0.393051 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,12),-0.49427 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),-0.751504 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),-0.34844 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.412207 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.490112 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,12),-0.573996 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,11),-0.68496 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,10),-0.880419 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-0.732063 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,12),-0.826202 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,11),-1.02681 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,10),-1.21018 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-0.941003 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,12),(15,11),-0.478328 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,10),-0.605468 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,-1),-0.610101 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,11),(15,10),-0.861574 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,-1),-0.983539 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,10),(15,-1),-0.741177 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-0.194372 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-0.0204743 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,22),-0.0647494 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,28),-0.728991 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,19),-1.17218 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,22),-0.916756 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,28),-0.764235 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,22),-0.765459 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,28),-0.915342 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,22),(16,28),-0.447021 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.505184 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,13),-0.346156 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.256973 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,13),-1.0286 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),-0.773696 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,13),(16,-1),-0.896345 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),-0.370139 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),0.0917092 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,20),-0.874981 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,22),-0.166786 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,23),-0.447558 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,26),0.0686848 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,27),-1.27337 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,28),-0.658536 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),-0.50087 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,20),-0.789268 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,22),-0.71492 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,23),-0.981131 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,26),-0.82363 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,27),-0.978302 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,28),-0.653039 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,20),-0.896555 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,22),-0.752012 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,23),-0.549772 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,26),-0.675851 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,27),0.189919 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,28),-0.732946 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,20),(17,22),-0.869476 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,23),-0.958817 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,26),-1.04712 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,27),-1.02325 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,28),-0.969501 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,22),(17,23),-0.470213 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,26),-1.16877 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,27),-0.715978 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,28),-0.632247 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,23),(17,26),-0.775537 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,27),-0.431619 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,28),-0.347736 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,26),(17,27),-0.640577 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,28),-0.292095 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,27),(17,28),-1.96016 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-0.188251 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,15),-0.451732 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,14),-0.0600073 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,13),-0.375596 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,12),-0.293732 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,10),-0.434109 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,9),-0.178358 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,6),-0.14426 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,4),-1.1496 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,3),-0.476509 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.606557 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,15),0.0334633 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,14),-0.629294 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,13),-0.904792 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,12),-0.726635 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,10),-1.13256 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,9),-0.540841 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,6),-0.429022 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,4),-1.15996 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,3),-0.415144 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.637329 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,15),(17,14),-0.516385 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,13),-0.994451 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,12),-1.24834 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,10),-1.26182 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,9),-1.33875 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,6),-1.34324 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,4),-1.18098 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,3),-1.41463 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,-1),-0.826103 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,14),(17,13),-0.491912 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,12),-0.700419 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,10),-0.93364 # DEPENDENCYPART_NEXTSIBL
