# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,19,19,19,15,19,20,21,21,25,23,25,29,29,26,19,21,34,34,31,3,
(14,17),(14,19),-0.311399 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.319971 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.205594 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.336354 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.341011 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.141494 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.58191 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.371101 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.278959 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0755487 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0436059 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.155265 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.155253 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.157329 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.220259 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.163438 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0218093 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.276745 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0508472 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.193913 # DEPENDENCYPART_SIBL
(15,11),(15,30),-0.0436059 # DEPENDENCYPART_SIBL
(15,11),(15,34),-0.0431964 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0219289 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0948499 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0654173 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0269995 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0853743 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0405728 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0192241 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0805263 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.04905 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.0650186 # DEPENDENCYPART_SIBL
(15,12),(15,30),-0.0219289 # DEPENDENCYPART_SIBL
(15,12),(15,34),-0.0429351 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0758269 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0686992 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.148192 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.181566 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.17981 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0160329 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.106866 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.435643 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.0402447 # DEPENDENCYPART_SIBL
(15,16),(15,30),0.678921 # DEPENDENCYPART_SIBL
(15,16),(15,34),0.43559 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0564281 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0504455 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0633126 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0437977 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0211945 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0657781 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.00227385 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.0849734 # DEPENDENCYPART_SIBL
(15,17),(15,30),-0.0402168 # DEPENDENCYPART_SIBL
(15,17),(15,34),0.00222283 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00423372 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.00928802 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0971194 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.075654 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0292947 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0267675 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0118217 # DEPENDENCYPART_SIBL
(15,18),(15,30),0.00770857 # DEPENDENCYPART_SIBL
(15,18),(15,34),0.0267165 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.118245 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0323348 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.254782 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0346375 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0419014 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.0508938 # DEPENDENCYPART_SIBL
(15,19),(15,30),0.0800152 # DEPENDENCYPART_SIBL
(15,19),(15,34),0.0418492 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0549959 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.14968 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0112279 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0296562 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.0202995 # DEPENDENCYPART_SIBL
(15,20),(15,30),0.054276 # DEPENDENCYPART_SIBL
(15,20),(15,34),0.0295965 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0899233 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0181259 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.00702188 # DEPENDENCYPART_SIBL
(15,21),(15,26),-0.0362392 # DEPENDENCYPART_SIBL
(15,21),(15,30),0.0643566 # DEPENDENCYPART_SIBL
(15,21),(15,34),0.00696123 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.420677 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.698327 # DEPENDENCYPART_SIBL
(15,22),(15,26),0.109191 # DEPENDENCYPART_SIBL
(15,22),(15,30),-0.00390006 # DEPENDENCYPART_SIBL
(15,22),(15,34),0.697976 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.00159893 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.126842 # DEPENDENCYPART_SIBL
(15,23),(15,30),0.0158517 # DEPENDENCYPART_SIBL
(15,23),(15,34),-0.000165745 # DEPENDENCYPART_SIBL
(15,25),(15,26),-0.0569121 # DEPENDENCYPART_SIBL
(15,25),(15,30),-0.010818 # DEPENDENCYPART_SIBL
(15,25),(15,34),-0.212588 # DEPENDENCYPART_SIBL
(15,26),(15,30),-0.128081 # DEPENDENCYPART_SIBL
(15,26),(15,34),0.0263423 # DEPENDENCYPART_SIBL
(15,30),(15,34),0.43559 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0501494 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0228487 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0125706 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0126005 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0123205 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0207275 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0181955 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0283091 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.00913577 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0445218 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.02556 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.070885 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0917638 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.0348995 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0812751 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0147558 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0514413 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.0256688 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0291684 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0791747 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.0279331 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.00685076 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.16287 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.0361203 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.112755 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.105796 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.109811 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0198482 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.533346 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0179007 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.133568 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.132765 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.525265 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0350403 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.507753 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0508477 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.206406 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.243765 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0723862 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.00569286 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0733269 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.00324677 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.0489061 # DEPENDENCYPART_SIBL
(19,2),(19,26),-0.0616266 # DEPENDENCYPART_SIBL
(19,2),(19,29),-0.0506838 # DEPENDENCYPART_SIBL
(19,2),(19,30),0.0135828 # DEPENDENCYPART_SIBL
(19,2),(19,35),-0.0100033 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.0475009 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0451869 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0862787 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0933275 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.0256697 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0493814 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0327438 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0784711 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.253826 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0656421 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0346737 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.147695 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0615776 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0472209 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0310269 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.020643 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0374012 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.0805151 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.0840739 # DEPENDENCYPART_SIBL
(19,3),(19,29),-0.0821426 # DEPENDENCYPART_SIBL
(19,3),(19,30),-0.0233114 # DEPENDENCYPART_SIBL
(19,3),(19,35),0.0424489 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.000746292 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0479346 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.113639 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0435985 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.043331 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0345579 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.101484 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.235978 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.07587 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0662054 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0996386 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0308854 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.00422818 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0759315 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0658488 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0542534 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0735626 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.112851 # DEPENDENCYPART_SIBL
(19,4),(19,29),-0.0752442 # DEPENDENCYPART_SIBL
(19,4),(19,30),-0.0590228 # DEPENDENCYPART_SIBL
(19,4),(19,35),-0.0258971 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0464072 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.108816 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0460071 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0426863 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0339372 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0966609 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.252215 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.071047 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0668866 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0990129 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0299474 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.00481419 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.075569 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0339513 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.00842423 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.0685838 # DEPENDENCYPART_SIBL
(19,5),(19,26),-0.0401887 # DEPENDENCYPART_SIBL
(19,5),(19,29),-0.0702654 # DEPENDENCYPART_SIBL
(19,5),(19,30),-0.0582999 # DEPENDENCYPART_SIBL
(19,5),(19,35),-0.0108294 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0851475 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0215783 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.00676008 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0177178 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0824745 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.312898 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0668631 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0415213 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.191799 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0700117 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.037254 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.032175 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0585692 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0313741 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0959736 # DEPENDENCYPART_SIBL
(19,6),(19,26),-0.0796617 # DEPENDENCYPART_SIBL
(19,6),(19,29),-0.0976697 # DEPENDENCYPART_SIBL
(19,6),(19,30),-0.0114444 # DEPENDENCYPART_SIBL
(19,6),(19,35),0.0190188 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.104876 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.210744 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.237603 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.989402 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.145161 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.972579 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.136287 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.420734 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.629504 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.125635 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0436102 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.00205584 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.0307034 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.0955876 # DEPENDENCYPART_SIBL
(19,7),(19,26),-0.0563191 # DEPENDENCYPART_SIBL
(19,7),(19,29),-0.0973109 # DEPENDENCYPART_SIBL
(19,7),(19,30),0.0302468 # DEPENDENCYPART_SIBL
(19,7),(19,35),0.0113773 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0591008 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0364183 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.112345 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.431439 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0912987 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.079517 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0921479 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0695022 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0218998 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0132415 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.113294 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0295857 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.070157 # DEPENDENCYPART_SIBL
(19,8),(19,26),-0.0664503 # DEPENDENCYPART_SIBL
(19,8),(19,29),-0.0717839 # DEPENDENCYPART_SIBL
(19,8),(19,30),-0.0108684 # DEPENDENCYPART_SIBL
(19,8),(19,35),0.00607874 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0137167 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.11998 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.143519 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.104264 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0257548 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.106687 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0973012 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0334892 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0290294 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.146813 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0435143 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.068171 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.0363497 # DEPENDENCYPART_SIBL
(19,9),(19,29),-0.0702084 # DEPENDENCYPART_SIBL
(19,9),(19,30),-0.00285775 # DEPENDENCYPART_SIBL
(19,9),(19,35),0.0179801 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.252223 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.00946344 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.236535 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.00202713 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.126488 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0758409 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0533622 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0930539 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0212516 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0837924 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0751697 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0698426 # DEPENDENCYPART_SIBL
(19,11),(19,29),-0.0767971 # DEPENDENCYPART_SIBL
(19,11),(19,30),-0.00667806 # DEPENDENCYPART_SIBL
(19,11),(19,35),-0.113682 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.026788 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.935391 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.103341 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.381506 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.590408 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.128003 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0246042 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0583363 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0288409 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.0802465 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.040747 # DEPENDENCYPART_SIBL
(19,12),(19,29),-0.0819698 # DEPENDENCYPART_SIBL
(19,12),(19,30),0.0264619 # DEPENDENCYPART_SIBL
(19,12),(19,35),0.0157411 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.00717479 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0502066 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.290103 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0663348 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0975771 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0261316 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0917534 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0189428 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0916089 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0681589 # DEPENDENCYPART_SIBL
(19,13),(19,29),-0.0886712 # DEPENDENCYPART_SIBL
(19,13),(19,30),0.0021884 # DEPENDENCYPART_SIBL
(19,13),(19,35),0.068563 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.123434 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.401599 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.610502 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.111621 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0122537 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0322303 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0273559 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0987399 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0485943 # DEPENDENCYPART_SIBL
(19,15),(19,29),-0.100463 # DEPENDENCYPART_SIBL
(19,15),(19,30),0.0165528 # DEPENDENCYPART_SIBL
(19,15),(19,35),0.0268793 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00761877 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0611025 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0275247 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0773974 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0631046 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.033518 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.118956 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0737625 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.120583 # DEPENDENCYPART_SIBL
(19,16),(19,30),1.71015 # DEPENDENCYPART_SIBL
(19,16),(19,35),-0.0191004 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.163246 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0728681 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0968588 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00449304 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.141613 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.180195 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0395656 # DEPENDENCYPART_SIBL
(19,17),(19,29),0.178568 # DEPENDENCYPART_SIBL
(19,17),(19,30),0.0846766 # DEPENDENCYPART_SIBL
(19,17),(19,35),-0.410888 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.182078 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0578829 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0378614 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0714364 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.175444 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.11278 # DEPENDENCYPART_SIBL
(19,18),(19,29),-0.179327 # DEPENDENCYPART_SIBL
(19,18),(19,30),0.0707294 # DEPENDENCYPART_SIBL
(19,18),(19,35),0.0470478 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0887494 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0698612 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.00572182 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.150863 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0954863 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.156897 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.0158003 # DEPENDENCYPART_SIBL
(19,20),(19,35),0.0145067 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0765479 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0965867 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.229841 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.176638 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.235875 # DEPENDENCYPART_SIBL
(19,21),(19,30),-0.0543422 # DEPENDENCYPART_SIBL
(19,21),(19,35),-0.0126581 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.383835 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0140401 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.145345 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.00712163 # DEPENDENCYPART_SIBL
(19,22),(19,30),-0.0881603 # DEPENDENCYPART_SIBL
(19,22),(19,35),-0.068891 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.193702 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.282193 # DEPENDENCYPART_SIBL
(19,23),(19,29),-0.199737 # DEPENDENCYPART_SIBL
(19,23),(19,30),-0.0023519 # DEPENDENCYPART_SIBL
(19,23),(19,35),-0.0147638 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0797099 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.437043 # DEPENDENCYPART_SIBL
(19,25),(19,30),-0.0763483 # DEPENDENCYPART_SIBL
(19,25),(19,35),-0.0806165 # DEPENDENCYPART_SIBL
(19,26),(19,29),-0.0881583 # DEPENDENCYPART_SIBL
(19,26),(19,30),-0.0372769 # DEPENDENCYPART_SIBL
(19,26),(19,35),-0.0960858 # DEPENDENCYPART_SIBL
(19,29),(19,30),-0.0781008 # DEPENDENCYPART_SIBL
(19,29),(19,35),-0.0847772 # DEPENDENCYPART_SIBL
(19,30),(19,35),0.00431112 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.64624 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.199282 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.266213 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.270492 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.10513 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.510141 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.188907 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.344207 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.262927 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.531841 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.118636 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.34795 # DEPENDENCYPART_SIBL
