# _root_ Ten minutes later , the Dow hit bottom - down 63.52 points , another 2.5 % .
#goldHeads=2,3,7,7,6,7,0,7,7,7,12,10,12,16,14,12,7,
#predictedHeads=2,3,7,7,6,7,0,7,8,7,12,10,12,16,16,10,7,
(7,4),(7,14),0.0370096 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0263334 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0166119 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.253471 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.149963 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.241165 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0693084 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.180163 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0837249 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.135482 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0779277 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.207945 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.223405 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0301471 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0940755 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0207156 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0232317 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.09627 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0710982 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.015705 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.114311 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0776937 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0369016 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.103518 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.151675 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.379803 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0159901 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0411933 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.159231 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0186324 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0106929 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0787267 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00535906 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.119825 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00666832 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0334846 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.126123 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.194097 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.14894 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0329733 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0643501 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.199121 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0572853 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.305719 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0237291 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0467173 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.194765 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0605935 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0220002 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0196422 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.109006 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0351392 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0313802 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0408859 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.00214091 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.166626 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0280357 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0324005 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.063099 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0194314 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0407966 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.414463 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.159216 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.100769 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.000380645 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0286287 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00822882 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.00508115 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0464306 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0295695 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00836407 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0390654 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0170122 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0680718 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.104333 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.222493 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.103579 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0248356 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0591308 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0344678 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0428146 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0414903 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0108147 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.00302541 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0432931 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0595737 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0906369 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.157303 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.132239 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0149622 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.064102 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0887381 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0494927 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0964476 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0703321 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0516843 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0989447 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.096508 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.146451 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0478829 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0837926 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0563744 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0813502 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.093764 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00832905 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0595158 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0648446 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0210801 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0031389 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0599276 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0540477 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0626688 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.140501 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.178075 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0853942 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0763777 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0829163 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0246276 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.18651 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0865114 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0836932 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0460553 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0670547 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.120963 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0225716 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0594354 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0398775 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0198194 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0299526 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0160423 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0383269 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0626655 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00355237 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0148848 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0334427 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00488351 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00250968 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.073615 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.000705236 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00496764 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0145926 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.123794 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.124679 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.17334 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.376692 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.133696 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.170781 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.173299 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.479619 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.231589 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0229901 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.120293 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0919031 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0280689 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.023044 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00689911 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0487629 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0832905 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.100142 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00944883 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0132821 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0141993 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0515403 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00384033 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.064436 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0432385 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.073377 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0449903 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.27203 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.387023 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.578361 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0298291 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0250725 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0790626 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.100625 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0161455 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0617785 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0290801 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0205607 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.129351 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0989902 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0230976 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0440812 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0359633 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0520384 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0694058 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0430155 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0379816 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0370429 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0125519 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0122914 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.000238703 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00897102 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00477602 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.041103 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0313368 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0632122 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0420659 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.171685 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0787096 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00393873 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0496106 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.105149 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0351985 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.000143993 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0216519 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0376089 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00739193 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0669604 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.202583 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00171032 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00407904 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0167612 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0377343 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.220956 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0594984 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0177054 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0589422 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0684359 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0787874 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00977031 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0513304 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00691443 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.044032 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0285837 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.116204 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0891729 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0425987 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.197189 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0252355 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.041933 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0391553 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0697371 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0883844 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0505058 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.129116 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.161836 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00718993 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.225692 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.188251 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.140577 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.129645 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0376045 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0274861 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.421739 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0224371 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0449737 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.158241 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.113047 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0129932 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0432412 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.038946 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0409539 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.121873 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0655085 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0246701 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0886467 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0423638 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00626018 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0732848 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0348859 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.107487 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00185648 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.14233 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.102584 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0258499 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.034443 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.193299 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.041914 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.013525 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0368351 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0089448 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0937117 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0800234 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.114621 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0501873 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0540811 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0193596 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.038583 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0993686 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.017018 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0294601 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0433864 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.053884 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.025564 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0520953 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.134899 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00926809 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0364045 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.46831 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.111232 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0352037 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0758031 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.333546 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.214424 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.135287 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0725922 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0402923 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.00758393 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0574748 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.123014 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0318307 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.00674526 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0295554 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0830427 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.00239165 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.16773 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.213035 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0624733 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0740665 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.00847957 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0289281 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0490589 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0899427 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0377143 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.013688 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0387637 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0144821 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0396292 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.108252 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.125781 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0326392 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0613374 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0728158 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.026683 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.037808 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0356273 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0222091 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0350909 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.026541 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0642648 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0550307 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.193438 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0786234 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0752051 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0817181 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0226231 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0365171 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.00986618 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0716033 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.00706593 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0217885 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.038137 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.111358 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.00807046 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.104354 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0543619 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0259439 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0661396 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.133268 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0639338 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0560166 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0232408 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0954927 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.10701 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0444571 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0050385 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0224043 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0293612 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0459695 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0776104 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0365975 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0363525 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.01373 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0526604 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0502679 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0410982 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0382412 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0192527 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0345944 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.028453 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0267555 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0270833 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0223806 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00854523 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0517228 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.107266 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0891666 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0293064 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00686501 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0223283 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0178312 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00106946 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0231726 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.130223 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0438469 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0138883 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00975436 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0971997 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.190044 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0328705 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0503217 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.100013 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0100107 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0220319 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.112409 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0170555 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0215205 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.015307 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0978176 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.318552 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.310465 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.385096 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0843929 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0332016 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0353721 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0781965 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.00114089 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00101769 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0585473 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0134312 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0848631 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0237709 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0214233 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0742145 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0360998 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0199399 # DEPENDENCYPART_SIBL
