# _root_ Asked what he would do differently on the morrow , Craig allowed that he might play his outfielders deeper , `` maybe on the other side of the fence . ''
#goldHeads=12,5,4,1,4,5,5,9,7,12,12,0,15,15,12,15,18,16,16,16,16,16,16,26,26,23,26,29,27,12,12,
#predictedHeads=12,5,4,1,4,5,5,9,7,12,12,0,15,15,12,15,18,16,16,16,16,23,16,26,26,23,26,29,27,12,12,
(15,13),(13,18),-0.385022 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.147961 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),0.495116 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.410154 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.135006 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.203148 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.554448 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.43167 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.1017 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.0582628 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.183128 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.966018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.354082 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.196901 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.455654 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.348387 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.231415 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.310531 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.218593 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.0416348 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),0.077807 # DEPENDENCYPART_GRANDPAR
(15,16),(16,29),-0.0954626 # DEPENDENCYPART_GRANDPAR
(15,16),(16,30),-0.364229 # DEPENDENCYPART_GRANDPAR
(15,16),(16,31),0.255703 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.254219 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.0932598 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.240775 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.439406 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.338078 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.177002 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.299201 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.108779 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.0482705 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),0.0213074 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.0997293 # DEPENDENCYPART_GRANDPAR
(15,18),(18,31),0.193401 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.594857 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.174805 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.00807056 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.18869 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.0278714 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.149543 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.0177978 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.000702866 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.165766 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),0.073908 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.217554 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.0440146 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.100564 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.0516066 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),0.0194976 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.111475 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),0.0437689 # DEPENDENCYPART_GRANDPAR
(15,23),(23,29),-0.165099 # DEPENDENCYPART_GRANDPAR
(15,23),(23,30),-0.409326 # DEPENDENCYPART_GRANDPAR
(15,23),(23,31),0.150504 # DEPENDENCYPART_GRANDPAR
(15,30),(30,27),-0.179622 # DEPENDENCYPART_GRANDPAR
(15,30),(30,29),-0.362398 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.037355 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.0372638 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.239969 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.0283889 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0176437 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.0743099 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.16904 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.0607253 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.0167437 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.0227156 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.936549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,20),-0.254247 # DEPENDENCYPART_GRANDPAR
(16,4),(4,30),-0.781044 # DEPENDENCYPART_GRANDPAR
(16,4),(4,31),-0.333334 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.0767246 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.231607 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.153554 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0661941 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.038272 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.250471 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.290594 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.0431569 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.282696 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.109308 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.0409635 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.928601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,20),-0.283109 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-0.219909 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),0.0864373 # DEPENDENCYPART_GRANDPAR
(16,5),(5,23),0.221265 # DEPENDENCYPART_GRANDPAR
(16,5),(5,30),-0.77175 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.145745 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.0408548 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.235466 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.217372 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.121791 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.209623 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.0606636 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.0180605 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),0.169382 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),0.182247 # DEPENDENCYPART_GRANDPAR
(16,7),(7,23),0.395355 # DEPENDENCYPART_GRANDPAR
(16,7),(7,30),-0.697826 # DEPENDENCYPART_GRANDPAR
(16,7),(7,31),-0.253377 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.0373769 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0193069 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.115459 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0432148 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0468672 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.207546 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.126559 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.0284767 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.787065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),0.261379 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.0913999 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.149242 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.0597504 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.25187 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.130206 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.061561 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.112436 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.10701 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.00116697 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0623579 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.131656 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.057726 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.494984 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0733004 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0444177 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.940093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.0191415 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.288391 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.225488 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),0.0810584 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),0.221387 # DEPENDENCYPART_GRANDPAR
(16,12),(12,30),-0.777362 # DEPENDENCYPART_GRANDPAR
(16,12),(12,31),-0.337906 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.214653 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.83021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),0.0616851 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),0.162986 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.797568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,1),-0.0503368 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.0205298 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.247329 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.0555969 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),0.0219097 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),0.137585 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),0.143763 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.0171478 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.021588 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.103954 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0168057 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.00923347 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.446531 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.131883 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.928463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),0.0262583 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.252482 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),0.0952125 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),0.246063 # DEPENDENCYPART_GRANDPAR
(16,15),(15,30),-0.779416 # DEPENDENCYPART_GRANDPAR
(16,15),(15,31),-0.332469 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.437735 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),0.407847 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.666931 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.550031 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.411696 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.334841 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.565867 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.47392 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),0.32254 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),0.0274897 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),0.0911718 # DEPENDENCYPART_GRANDPAR
(16,18),(18,31),0.251048 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.590624 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.607105 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.531026 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.0924523 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.694413 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),0.29902 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.586562 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.270252 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.268271 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.526623 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.0665166 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.0353851 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),0.25317 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),0.0873014 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),0.0219969 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.178018 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.525294 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.0603177 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.0864491 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),0.402455 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),0.232709 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),0.154168 # DEPENDENCYPART_GRANDPAR
(16,23),(23,30),-0.287607 # DEPENDENCYPART_GRANDPAR
(16,23),(23,31),0.309624 # DEPENDENCYPART_GRANDPAR
(16,26),(26,17),0.661407 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),0.519288 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),0.439947 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.296093 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),0.491217 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.0455086 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.038295 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),0.0293922 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.400342 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),0.0897064 # DEPENDENCYPART_GRANDPAR
(16,26),(26,30),-0.249993 # DEPENDENCYPART_GRANDPAR
(16,26),(26,31),0.251771 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.301227 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.462019 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),0.0622572 # DEPENDENCYPART_GRANDPAR
(16,27),(27,31),0.204006 # DEPENDENCYPART_GRANDPAR
(16,29),(29,21),0.298493 # DEPENDENCYPART_GRANDPAR
(16,29),(29,24),-0.0462222 # DEPENDENCYPART_GRANDPAR
(16,29),(29,25),-0.0357449 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-0.389986 # DEPENDENCYPART_GRANDPAR
(16,29),(29,30),-0.252737 # DEPENDENCYPART_GRANDPAR
(16,29),(29,31),0.24902 # DEPENDENCYPART_GRANDPAR
(16,30),(30,27),-0.112396 # DEPENDENCYPART_GRANDPAR
(16,30),(30,29),-0.152396 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.490718 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.84476 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.532145 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.358859 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.351373 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.549755 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.275645 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.277524 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),-0.177083 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),-0.0754959 # DEPENDENCYPART_GRANDPAR
(18,1),(1,20),-0.520544 # DEPENDENCYPART_GRANDPAR
(18,1),(1,23),-0.549997 # DEPENDENCYPART_GRANDPAR
(18,1),(1,30),-0.869539 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0422848 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.00116577 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.35202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.138714 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.681303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,22),0.242018 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.163819 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),0.0569579 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-1.04595 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.731344 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.68134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),0.129329 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.116982 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.163602 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.132171 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.124354 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.040518 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.0555142 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.242425 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.0624135 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.233253 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.132545 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.163663 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.0384701 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),0.0776036 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.169335 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.249818 # DEPENDENCYPART_GRANDPAR
(18,23),(23,31),0.10666 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.479405 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.685035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,20),0.180547 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),0.0998265 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),0.221448 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),0.108216 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),0.262404 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.047471 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.378962 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.223834 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.171433 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.00349259 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.00811213 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.229527 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.0571621 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),0.148247 # DEPENDENCYPART_GRANDPAR
(18,29),(29,21),0.101992 # DEPENDENCYPART_GRANDPAR
(18,29),(29,24),0.107269 # DEPENDENCYPART_GRANDPAR
(18,29),(29,25),0.264443 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.0903002 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.170359 # DEPENDENCYPART_GRANDPAR
(18,29),(29,31),-0.00242647 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.050371 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.201654 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.184493 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.11805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.0437888 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.138338 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.098822 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.196653 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.314111 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.264026 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-0.251676 # DEPENDENCYPART_GRANDPAR
(19,18),(18,31),-0.333103 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-0.510463 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.183349 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.351172 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.54636 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.282238 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.114153 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.211948 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.110145 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),0.0203461 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),0.0632089 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),0.0825512 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.21112 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.285476 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.200529 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.186835 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.121104 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.134228 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),0.181473 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.0806713 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),0.16178 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.012853 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),0.247027 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),0.302711 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),0.185493 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),0.00774969 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),0.0493641 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.154615 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.155217 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.251524 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.0938435 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.0346078 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),0.00307413 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.057843 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),0.0645601 # DEPENDENCYPART_GRANDPAR
(22,9),(9,18),0.167222 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),0.184143 # DEPENDENCYPART_GRANDPAR
(22,9),(9,20),0.0444554 # DEPENDENCYPART_GRANDPAR
(22,9),(9,23),-0.271911 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.0989534 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.0445764 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.00865624 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),0.149251 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),-0.210541 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.0376373 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.149995 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.184143 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.0451965 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.106057 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.36083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.271911 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.459997 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.431268 # DEPENDENCYPART_GRANDPAR
(22,18),(18,29),-0.419262 # DEPENDENCYPART_GRANDPAR
(22,18),(18,31),-0.498557 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.32811 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.979066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.0725003 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.022686 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.0292522 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.0390829 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),0.0094169 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.263482 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.00633543 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0285841 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.0576474 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.326926 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.960668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),0.165527 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.132919 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.0282569 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-0.394468 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-0.315912 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.537224 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.337938 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.949374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,24),0.259436 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.0958292 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.0934153 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.0357097 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),0.0263951 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.178195 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),0.00573471 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.150344 # DEPENDENCYPART_GRANDPAR
