# _root_ FAST-FOOD chicken chains , faced with a worsening business slump , are struggling to hatch some new marketing strategies .
#goldHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
#predictedHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
(8,10),(8,11),-0.0227942 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0769376 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.015614 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0151734 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.323433 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.304287 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.784636 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0752244 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0967253 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0231123 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.110524 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.164409 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0954529 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.226744 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.21628 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.522709 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0104619 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.300878 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0395023 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0298628 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.019425 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.115517 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.040091 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0158675 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.311224 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.013832 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0353958 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0295254 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0439184 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0273985 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0714576 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0494463 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.077159 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.190796 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0308 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.00876512 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0179072 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.177289 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0182282 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0361185 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0883916 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0362032 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0537963 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0495055 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.151066 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.294472 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00559158 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0791265 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0370855 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00912667 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0124678 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0287915 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0164135 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0872999 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0118474 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0731714 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0339981 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0892842 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0694577 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0153011 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.165625 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0376553 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0271673 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.496407 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.302853 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.052264 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00471206 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.363258 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.16205 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.00776525 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0189991 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.100003 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0544778 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00857151 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0277636 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0307895 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0180256 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0126746 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0976623 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0555505 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0111808 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.222018 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0129373 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0625799 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.418992 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.553085 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.14941 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.629687 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.00228751 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0183296 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0123459 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0391618 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.103186 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0141414 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0544103 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.037282 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0565967 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0235232 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0186314 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.407784 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.639147 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0535907 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.140626 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0973927 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.338665 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0923098 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.432334 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.408274 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0535907 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0531849 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.07622 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.102956 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0113543 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0613481 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.00136634 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.021203 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.639147 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0536004 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.140626 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0973933 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.338665 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0923098 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.432016 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.407956 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0536004 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0525898 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0802222 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.101411 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0113602 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0613308 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0038691 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0181392 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.028025 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.141414 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.098949 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.347577 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.151965 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.41941 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.414342 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.028025 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0192473 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0454358 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0746066 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0207165 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0403981 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.124452 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0264344 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.180694 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0321379 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0449291 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.134397 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.016596 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0251306 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.00749562 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0711971 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.159498 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0761377 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0347567 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.00719593 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0870011 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0905751 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0538618 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.063896 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0467795 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00224123 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0164513 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.446148 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0614079 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.108923 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0926651 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0124796 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0270944 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.017007 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.110664 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0212617 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.00910306 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.00871117 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0323652 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.39699 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0610339 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.226518 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0972581 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0138737 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0256373 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.023968 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0322213 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0647526 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.226551 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.247865 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.132988 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0376262 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.103838 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.133994 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0482438 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0462989 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00483155 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0725387 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.06537 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0632327 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.467028 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0291825 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.16023 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0832612 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0204366 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0259119 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0237376 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0324581 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.398439 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0690746 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0524002 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.135909 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.12848 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0225269 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0748898 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0223647 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0400898 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.037019 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0509403 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0807984 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.102009 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0119345 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0619356 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.00445387 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0182223 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0711971 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.159498 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0761377 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0347567 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00719593 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0870011 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0905751 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.260234 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.227819 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.26573 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.301643 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.377938 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0320042 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.192863 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.16226 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.189844 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.244313 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0431083 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.217616 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.242664 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.264566 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0345855 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0510852 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0562589 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0314408 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.222084 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00653455 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0220127 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.026241 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0301417 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0340327 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.116368 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.109896 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.020785 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0206476 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0327468 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.031604 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.011509 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.00466862 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0534619 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.103183 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0193975 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0271223 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0267283 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00574598 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0546841 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00944705 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0389 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.00069566 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0208206 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0942143 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.067087 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0394875 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0261591 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0851329 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.103474 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0693087 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0675327 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0748587 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0919568 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0296414 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0277809 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0529845 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0240249 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0319931 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0106226 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0324149 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0123175 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0132086 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.01485 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0119242 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0289711 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0378283 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0126847 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0219434 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0112245 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0251185 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.000372588 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.064074 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0553118 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0168913 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0384005 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0241964 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00534233 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0464719 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0954778 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0407476 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.144455 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.162479 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.199797 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.056212 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0714061 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.131459 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.19697 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.165009 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0452989 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.000370433 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0475176 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0629474 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0134235 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.141717 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.180517 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.014403 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.327002 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.032792 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0539598 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.190055 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.259009 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0270856 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0708418 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0194325 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0631531 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0238848 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.313033 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.010772 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0323086 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00180591 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0128914 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.00318236 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.15256 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00244193 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00381749 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0972148 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0798127 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0365578 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0662665 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0454177 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0305824 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.331931 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.684181 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.125782 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.308382 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0867178 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.110463 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0539426 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.00956348 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0334138 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.132177 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0539426 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0216554 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0589701 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0575855 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0387558 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.124683 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.103413 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0735806 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.051901 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.00788611 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0409599 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0512539 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0654787 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0742821 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.205322 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.149534 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0166555 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.21022 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0760846 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0809831 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0574249 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0336244 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0767865 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0224178 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.215195 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0929062 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0403696 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0794657 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0835134 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0416833 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.13769 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0815719 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0602283 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.00297628 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0395655 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00422211 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0409599 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0512539 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0654787 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0742821 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.205322 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.026963 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.138284 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.117344 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0451659 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.246724 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.229438 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0526406 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.415836 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0698642 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0143925 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0881698 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00469693 # DEPENDENCYPART_SIBL
