# _root_ While profitable , it `` was n't growing and was n't providing a satisfactory return on invested capital , '' he says .
#goldHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,6,6,22,0,22,
#predictedHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,22,22,22,0,22,
(10,17),(10,23),0.0111244 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0561858 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.0382684 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.129625 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0516484 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0223068 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0615398 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.124877 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.0375835 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0041776 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0133424 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.0575916 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0590334 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0643914 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.131535 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.00601618 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0933044 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0722912 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0370687 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.048671 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.184679 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0493156 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0827566 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0649923 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0239781 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0493156 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0827566 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0288833 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.00610554 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0161278 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0801825 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.00458673 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0165385 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.174109 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.00539948 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0477035 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0470361 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.0664542 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0297702 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0172066 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0543295 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0215093 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0216741 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0172066 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0543295 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00525383 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0655343 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0247097 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0783094 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0292361 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0289396 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0568387 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.022639 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0870172 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0599641 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0256407 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0376038 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.116254 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0376309 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.116473 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0376038 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.116254 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0181506 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0826069 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0711892 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.119232 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0948224 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0654298 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0207266 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0729895 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.107015 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.13009 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.0877204 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.046789 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.00336307 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0743874 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0875136 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.046789 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.014413 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0237229 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0117324 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0256003 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00403797 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0190947 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0176614 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0189754 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0230683 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0651332 # DEPENDENCYPART_SIBL
(12,6),(12,23),0.0396311 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0246486 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.066313 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0139056 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0455403 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0247015 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0418708 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.100268 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.16595 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0295117 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0815852 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0668944 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0119029 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0632173 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0727276 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.035799 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.170766 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0177682 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0239074 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0171296 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0251933 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0518237 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0149091 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00946868 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0436675 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0492022 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00137327 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0242727 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0487981 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0213643 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0204133 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0530456 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0843799 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0579395 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0776176 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.033078 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.00576189 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.074123 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0760148 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00306766 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0255472 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0429255 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0138459 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.046789 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.014413 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0237229 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0117324 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0256003 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00403797 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0190947 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0176614 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0189754 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0230683 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0651332 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0396311 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0247015 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0418708 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.100268 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.16595 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0295117 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0815852 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0668944 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0119029 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0632173 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0727276 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.035799 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0754893 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.105669 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0532548 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0290523 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0996771 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.069348 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0900328 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0441331 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0754626 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0540856 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.116507 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0739099 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00381994 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.108415 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0188625 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0533568 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0266901 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0567021 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0136355 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00107565 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.034599 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.236238 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0572659 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.00493905 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0641345 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.110189 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.03743 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.123469 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.135779 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0235859 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0534974 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.18785 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.136694 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0251967 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.371101 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0697436 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00240082 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.165561 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.163868 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0183856 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0235194 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0191713 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0511363 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0959022 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0606095 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.165887 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.000689709 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0900333 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.0388729 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.053184 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0556453 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0999782 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.082203 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0669119 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.0851924 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.337995 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.209575 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0182019 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0663921 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.335944 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0252028 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.246838 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.164107 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.126311 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0767372 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.126311 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0224082 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.221522 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0634705 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0355893 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0103643 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0249254 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.00947941 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0588825 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0519002 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0750121 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.025178 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.144915 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.023176 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0556845 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.023176 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0163132 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0217293 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.123529 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0166826 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0124877 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.051759 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0285986 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.00194773 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.066699 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.161595 # DEPENDENCYPART_SIBL
(15,3),(15,23),0.0303703 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0456491 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.00537029 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0456491 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0224248 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.00500565 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.154709 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0799955 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0946247 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0330993 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0543094 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.728131 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0492278 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0740866 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.169812 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.129749 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0808832 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0794729 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0715495 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0288036 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0763623 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0307685 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0924819 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0544146 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0198657 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0892345 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0344588 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0262179 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0209017 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0305802 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0382136 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.097456 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.217314 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0579371 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00499778 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0544698 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.09512 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0357307 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0988085 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0402423 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0794729 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0715495 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0288036 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0763623 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0307685 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0924819 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0544146 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0198657 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0892345 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0344588 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0262179 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0437539 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0300411 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00298798 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00461811 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0358572 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0392449 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0172452 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0295211 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0265119 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0158851 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.148287 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.284775 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.548451 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0989995 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0814704 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.163541 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.113568 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.416748 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0840279 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00827016 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0242499 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0356882 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00173878 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0422829 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0682639 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0584983 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0368643 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00735469 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0568149 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.111181 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.060119 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0221675 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0025791 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.136399 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.121851 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.239304 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.147657 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0104581 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0156098 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0508206 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0136519 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0257577 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0604551 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0778425 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0614996 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.368707 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.166716 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.303009 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0383496 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.042462 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0321806 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0807074 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0956282 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.12809 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0922384 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0386012 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0261685 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0234211 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0759605 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.151487 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0330417 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.595681 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0713931 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.126656 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.167395 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.392185 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0744435 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.105903 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.346443 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.638039 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.129594 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0222714 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0503607 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.116532 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.347734 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.552462 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0149255 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0231234 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0767725 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00515554 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0841713 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0422493 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.155191 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0764716 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0569793 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0712387 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0711125 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.10209 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0340959 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0104633 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.049671 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0594754 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.103379 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.00920402 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.197329 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0579803 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0858055 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0505187 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0723124 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0294059 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0107497 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0562816 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0143664 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0736468 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.047937 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.013883 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0183962 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.149754 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0959182 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0336967 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.110858 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.067085 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.712781 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0594628 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0839171 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0566433 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0534295 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0080162 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.00288662 # DEPENDENCYPART_SIBL
