# _root_ Perhaps the shock would have been less if they 'd fixed to another low-tax , deregulated , supply-side economy .
#goldHeads=4,3,4,0,4,5,6,10,10,6,10,11,19,19,19,19,19,19,12,4,
#predictedHeads=4,3,4,0,4,5,6,10,10,7,10,11,14,12,6,19,19,19,6,4,
(10,8),(8,3),0.00987248 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.00809206 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0717768 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.896215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.263566 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.232388 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.328499 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.26629 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.569959 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.221221 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.291217 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.570493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.231511 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.136042 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.326756 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.46709 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.476522 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.353778 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.16723 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.333688 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.336407 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),0.370175 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.220253 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.383303 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.331756 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.218444 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.409635 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.270674 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.291236 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.508453 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),0.530996 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.18234 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.785956 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0728587 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.256842 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.366047 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.576742 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.252736 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.120657 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.258857 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.301117 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),0.20653 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.569953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),0.250632 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0536861 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.119497 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.248314 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.362766 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.175944 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.363206 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.317608 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.0710289 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.160759 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.172786 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.193103 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.238419 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.144193 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.397114 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.65591 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.283803 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.0562146 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.290507 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.446001 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0919819 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.0447633 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.100667 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.475698 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.159038 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.182108 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.0938083 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.0494267 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.0478113 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),0.335547 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.00574999 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.160187 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0191835 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.242652 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.100432 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.995968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.314167 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.270073 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.20786 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.198239 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),8.92983e-05 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.071392 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0642391 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0612883 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.801315 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.00369512 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.10793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.246646 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.219411 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.351461 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.458001 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.157932 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.505841 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.524336 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.617677 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.843199 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),0.252652 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.396182 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.423288 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.192846 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.145006 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.163689 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.299582 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.153246 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.293088 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),0.412622 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.497917 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.492489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.616972 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.430336 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.226141 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.358559 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.178301 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0320625 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.0134109 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.331018 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),0.096119 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.537424 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.785845 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.22147 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.1626 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.101462 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.268574 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.00725522 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0844537 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.366451 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.61435 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.212218 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.100668 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0509869 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.411913 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.193703 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.261233 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.420549 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.213392 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0894812 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.320408 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.211697 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.237388 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.189482 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.111915 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0400887 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0251829 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.00914395 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.106432 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.20558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),0.197311 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.513225 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.15505 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.33892 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.418736 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.40008 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.896617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.868543 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.636133 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.232964 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.378619 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.063407 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.0114323 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.115408 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.865847 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.687027 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.609186 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.191554 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.351673 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0993532 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.119097 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.112579 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0156846 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.109607 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.742296 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.688018 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.578869 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.974028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.210114 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0371224 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.101071 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.100608 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.228897 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.268474 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.561374 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.305481 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.128058 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.07541 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0888253 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.301538 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.14608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,14),-1.06852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,3),-0.452088 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0394398 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.111148 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0245184 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.293093 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.305432 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.26297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.168313 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.475221 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.339844 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.402543 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.65558 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.413223 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.183365 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.239545 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.15091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.0276284 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.199159 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.54773 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.298604 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.0175469 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.299778 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.90363 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.702687 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.472212 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.252791 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.582112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.412223 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.352987 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.216784 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.193917 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.16492 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.321377 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.569436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,17),0.243875 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.261659 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.238225 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.4748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.532681 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.35216 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.36115 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.317295 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.297201 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.193365 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.15105 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0275849 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.468029 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.533993 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.361226 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.222346 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.286413 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.270366 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.568702 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.0457895 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.306715 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.118328 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.344387 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.490235 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.494155 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.106522 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.300292 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.169387 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.322779 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.512022 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.207268 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.19905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.167617 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.48544 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.549229 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.78066 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.244885 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.273537 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.447584 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.314304 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.114262 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.576056 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.765387 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.296492 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.12773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,8),0.165266 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.101352 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.207421 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.289837 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.271199 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.393255 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.04348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.146265 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.420196 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.271225 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.681016 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.579321 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.86395 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.438893 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0243683 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.706694 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.743383 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.328905 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.608649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.558158 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0419271 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.247829 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.82673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),-0.197433 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.117739 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.0768239 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.350862 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.370071 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.202799 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.0133018 # DEPENDENCYPART_GRANDPAR
(18,12),(12,19),-0.225133 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.42576 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.111951 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.0230552 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.252828 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0256036 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.323103 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.201975 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.192371 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0141265 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.54158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.136943 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.463835 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.794785 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.734974 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.722522 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.692112 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.506421 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.04719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0352464 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.53217 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.175327 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.15699 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),0.00984656 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.191339 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.108866 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0924886 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.641424 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.26802 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.647886 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.617507 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.41183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.300631 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),0.078206 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.215841 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.169235 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0231352 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.363648 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.611742 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.5155 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.378185 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.56896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.348917 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.0417078 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.437911 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.710755 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.41512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,16),-0.375392 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.000410642 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.944439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,8),-0.0389822 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.237487 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.324707 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.286784 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.130421 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.364446 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.319592 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.230478 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.205245 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.15292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,12),-0.285151 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.145588 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.297759 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.236157 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.334648 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.203081 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.393257 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.123939 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.312099 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.21144 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.15859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0420946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0515855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0454831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),0.00903766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,8),-0.0476275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
