# _root_ New Jersey Turnpike Authority 's 7.20 % issue of 2018 was off 3\/4 at 98 1\/2 bid , yielding 7.32 % , up 0.07 percentage point from late Friday .
#goldHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
#predictedHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
(13,10),(13,16),0.0302837 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.293804 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0928723 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0518074 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.533288 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0928723 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.000773002 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0353873 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.035598 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.08506 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0153358 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0185401 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0771101 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0153358 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0795238 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0957123 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.131036 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.176958 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.104415 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0261751 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.176958 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00929625 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0093599 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0593585 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0666573 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0205802 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0593585 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0125677 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0432075 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0674258 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0251064 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0432075 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.11684 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.00471113 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0541854 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.11684 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.655946 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.490721 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.339316 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0744518 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.148832 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0955277 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.000863388 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0988623 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.100948 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0324279 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.128048 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0714948 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.143473 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.128048 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.165565 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0988623 # DEPENDENCYPART_SIBL
(14,12),(14,27),-0.0770775 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0385767 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0476814 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0242611 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.024354 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0486806 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0627176 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.024354 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0510676 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0385261 # DEPENDENCYPART_SIBL
(14,13),(14,27),-0.0520088 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.422877 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.61594 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.123839 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.503667 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.624427 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.123839 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.129841 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.410322 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.148651 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.608861 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.126319 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.493879 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.618662 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.126319 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.12091 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.404703 # DEPENDENCYPART_SIBL
(14,16),(14,27),-0.147109 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.134995 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.552499 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.817737 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.134995 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0572488 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.44445 # DEPENDENCYPART_SIBL
(14,17),(14,27),0.0252184 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.148844 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.159407 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0589584 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.601734 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0281372 # DEPENDENCYPART_SIBL
(14,18),(14,27),0.247068 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.605477 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0719398 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0782704 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.315042 # DEPENDENCYPART_SIBL
(14,19),(14,27),-0.0794052 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.169478 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.0949972 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.313469 # DEPENDENCYPART_SIBL
(14,21),(14,27),0.284292 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.601734 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0281372 # DEPENDENCYPART_SIBL
(14,22),(14,27),0.247068 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.234372 # DEPENDENCYPART_SIBL
(14,23),(14,27),0.0765403 # DEPENDENCYPART_SIBL
(14,24),(14,27),-0.147765 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.169113 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0017233 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.250342 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0280439 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0232369 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.472257 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0210101 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0127145 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0521391 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0285626 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0909726 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0118606 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0176448 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0712947 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0236681 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0924336 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00777217 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0518151 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.619737 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.468053 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0728953 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0205446 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0456671 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0377549 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.202245 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0407484 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0618742 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0947876 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0280301 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.00879108 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.224061 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.123001 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.166335 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0896403 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.22135 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0217854 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0377842 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.46197 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0120949 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00220133 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00563441 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0632551 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00795971 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0235042 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0632012 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.143082 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0542111 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.240482 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0184284 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0335978 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.512068 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0462785 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0196563 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0691391 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0346184 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0793137 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.224134 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0417901 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0163058 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.451782 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0742451 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00780708 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0606583 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.648688 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.473747 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0757244 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.196163 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0762134 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.155894 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.00522235 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0892192 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.00189179 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.201989 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0504098 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0799292 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0629299 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.221158 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0626229 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0938314 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0347852 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.221158 # DEPENDENCYPART_SIBL
(17,1),(17,23),0.0432378 # DEPENDENCYPART_SIBL
(17,1),(17,24),0.0938668 # DEPENDENCYPART_SIBL
(17,1),(17,25),0.0276181 # DEPENDENCYPART_SIBL
(17,1),(17,26),0.00219074 # DEPENDENCYPART_SIBL
(17,1),(17,27),-0.00846069 # DEPENDENCYPART_SIBL
(17,1),(17,28),-0.0177379 # DEPENDENCYPART_SIBL
(17,1),(17,29),0.118873 # DEPENDENCYPART_SIBL
(17,1),(17,30),0.0385749 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0158424 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0743529 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0294716 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.029401 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.000208193 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.142186 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.00956208 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0201214 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.00381748 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0374475 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0269573 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.00785004 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0390726 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.0374475 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.018916 # DEPENDENCYPART_SIBL
(17,4),(17,24),0.00788755 # DEPENDENCYPART_SIBL
(17,4),(17,25),0.0225685 # DEPENDENCYPART_SIBL
(17,4),(17,26),-0.00290529 # DEPENDENCYPART_SIBL
(17,4),(17,27),-0.0462676 # DEPENDENCYPART_SIBL
(17,4),(17,28),-0.0813859 # DEPENDENCYPART_SIBL
(17,4),(17,29),-0.00145126 # DEPENDENCYPART_SIBL
(17,4),(17,30),-0.0189778 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0956625 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0443243 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0216523 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0766797 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.129243 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0431481 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.032686 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0377048 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.00774683 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.025242 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.031949 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0707466 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.00774683 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.0344827 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0319308 # DEPENDENCYPART_SIBL
(17,6),(17,25),-0.00975462 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.0499259 # DEPENDENCYPART_SIBL
(17,6),(17,27),-0.0951977 # DEPENDENCYPART_SIBL
(17,6),(17,28),-0.0638023 # DEPENDENCYPART_SIBL
(17,6),(17,29),-0.0491515 # DEPENDENCYPART_SIBL
(17,6),(17,30),-0.0030559 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0209559 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.00478891 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.109694 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.143165 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0126295 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.000788771 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0328397 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0690593 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0336298 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0694011 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0308827 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0690593 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.000630216 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0693834 # DEPENDENCYPART_SIBL
(17,8),(17,25),-0.0183663 # DEPENDENCYPART_SIBL
(17,8),(17,26),-0.0482041 # DEPENDENCYPART_SIBL
(17,8),(17,27),-0.0611988 # DEPENDENCYPART_SIBL
(17,8),(17,28),-0.086126 # DEPENDENCYPART_SIBL
(17,8),(17,29),0.0431309 # DEPENDENCYPART_SIBL
(17,8),(17,30),-0.0326424 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0513135 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.158545 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0327098 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.246766 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0620882 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0966245 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0523305 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0504228 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.00590491 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.102113 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0523305 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.116807 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.00588027 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.0503578 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.0770807 # DEPENDENCYPART_SIBL
(17,9),(17,27),-0.0823466 # DEPENDENCYPART_SIBL
(17,9),(17,28),-0.110615 # DEPENDENCYPART_SIBL
(17,9),(17,29),-0.0792624 # DEPENDENCYPART_SIBL
(17,9),(17,30),0.0112072 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0772139 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.129772 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0426066 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0321571 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0371759 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0123365 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.00624287 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0127797 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0895115 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0123365 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0149501 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0127615 # DEPENDENCYPART_SIBL
(17,10),(17,25),0.00911277 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.0310564 # DEPENDENCYPART_SIBL
(17,10),(17,27),-0.0413518 # DEPENDENCYPART_SIBL
(17,10),(17,28),-0.0448722 # DEPENDENCYPART_SIBL
(17,10),(17,29),-0.0302214 # DEPENDENCYPART_SIBL
(17,10),(17,30),0.0156751 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0227564 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.106158 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.104181 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.109833 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0520689 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.00517527 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.056537 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.115688 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0520689 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.118242 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0565194 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.00430288 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.0243134 # DEPENDENCYPART_SIBL
(17,12),(17,27),-0.0327603 # DEPENDENCYPART_SIBL
(17,12),(17,28),-0.100655 # DEPENDENCYPART_SIBL
(17,12),(17,29),-0.0454489 # DEPENDENCYPART_SIBL
(17,12),(17,30),-0.0411928 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0526963 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0461283 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0513919 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0981753 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0499748 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0285956 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.259868 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0981753 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.025535 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0286138 # DEPENDENCYPART_SIBL
(17,13),(17,25),0.119119 # DEPENDENCYPART_SIBL
(17,13),(17,26),0.0789229 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.0255933 # DEPENDENCYPART_SIBL
(17,13),(17,28),0.0310198 # DEPENDENCYPART_SIBL
(17,13),(17,29),0.0218626 # DEPENDENCYPART_SIBL
(17,13),(17,30),0.0697162 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00847513 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0449566 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0613583 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0323645 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0167253 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00346481 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0613583 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0518525 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0167546 # DEPENDENCYPART_SIBL
(17,14),(17,25),0.031892 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.00102679 # DEPENDENCYPART_SIBL
(17,14),(17,27),0.00421791 # DEPENDENCYPART_SIBL
(17,14),(17,28),-0.054947 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.0701894 # DEPENDENCYPART_SIBL
(17,14),(17,30),0.0516541 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0486626 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.025013 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0134079 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.018537 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0956805 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.025013 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.03542 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0185188 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.0152313 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.028215 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.048245 # DEPENDENCYPART_SIBL
(17,15),(17,28),-0.0504707 # DEPENDENCYPART_SIBL
(17,15),(17,29),-0.035925 # DEPENDENCYPART_SIBL
(17,15),(17,30),0.0104539 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0564505 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0210268 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00151017 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0813954 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0564505 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.00488187 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0014914 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.012296 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0286713 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.0206396 # DEPENDENCYPART_SIBL
(17,16),(17,28),-0.0162354 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.0172355 # DEPENDENCYPART_SIBL
(17,16),(17,30),0.0341295 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.552102 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.361882 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.593106 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.186669 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.416381 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.361898 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.763367 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.678642 # DEPENDENCYPART_SIBL
(17,18),(17,27),0.214175 # DEPENDENCYPART_SIBL
(17,18),(17,28),0.431453 # DEPENDENCYPART_SIBL
(17,18),(17,29),0.624391 # DEPENDENCYPART_SIBL
(17,18),(17,30),0.0323744 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0169173 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0565987 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.148562 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0947618 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.01691 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0360382 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0684757 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.0046225 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.070186 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.033108 # DEPENDENCYPART_SIBL
(17,19),(17,30),0.0745062 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0120615 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0667384 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0370875 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0156946 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.0254173 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.0117889 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.0479687 # DEPENDENCYPART_SIBL
(17,20),(17,28),-0.0653858 # DEPENDENCYPART_SIBL
(17,20),(17,29),0.0231831 # DEPENDENCYPART_SIBL
(17,20),(17,30),-0.0347058 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0198153 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.117663 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0733989 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0382807 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.067189 # DEPENDENCYPART_SIBL
(17,21),(17,27),0.0658315 # DEPENDENCYPART_SIBL
(17,21),(17,28),-0.0570577 # DEPENDENCYPART_SIBL
(17,21),(17,29),-0.0236076 # DEPENDENCYPART_SIBL
(17,21),(17,30),0.0476533 # DEPENDENCYPART_SIBL
