# _root_ Excluding the $ 2 billion provision and allowing for the taxes Morgan paid , earnings were about 65 cents a share , Mr. Salem said .
#goldHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
#predictedHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
(13,19),(13,25),-0.106455 # DEPENDENCYPART_SIBL
(13,19),(13,26),-0.0458128 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0301076 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.159079 # DEPENDENCYPART_SIBL
(13,21),(13,25),-0.117469 # DEPENDENCYPART_SIBL
(13,21),(13,26),-0.0939034 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.0911877 # DEPENDENCYPART_SIBL
(13,22),(13,25),0.0376903 # DEPENDENCYPART_SIBL
(13,22),(13,26),-0.0713976 # DEPENDENCYPART_SIBL
(13,24),(13,25),-0.0133678 # DEPENDENCYPART_SIBL
(13,24),(13,26),0.0704213 # DEPENDENCYPART_SIBL
(13,25),(13,26),0.0214174 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0232017 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0294905 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0481986 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0954904 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0374233 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.127873 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00656273 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0305233 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0168732 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0287852 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.00514912 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00309744 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.145757 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.218216 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0171242 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0328851 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0403468 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.025015 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0406515 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0109079 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0130843 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0669615 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00450883 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0994012 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.110691 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0192583 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0160478 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0130752 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.00411121 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0757672 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.357046 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0461907 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0248903 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00382704 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.000721624 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.011879 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0563372 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.031662 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0310976 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0341065 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0460025 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0421381 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0733433 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0447129 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.197442 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0594499 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0499329 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0523391 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0562673 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0222729 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.395953 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.00339505 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0191169 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0582342 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0531606 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0616418 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.108402 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0236746 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0155509 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.024731 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.000507028 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0433804 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0692793 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0677437 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0716153 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.00509491 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0492913 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0322748 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0114422 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0057332 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.00253289 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0291832 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0167974 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0492913 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0210337 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.00556253 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.00452128 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.609803 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.01831 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0592225 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0778047 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0116906 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0117812 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.174511 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.055637 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.0761304 # DEPENDENCYPART_SIBL
(16,1),(16,26),0.0349379 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0719265 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.143743 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.159287 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.293428 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.154415 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0628864 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.585756 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.264313 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.205387 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.111305 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0713632 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.229645 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.24565 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.228392 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.114481 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.181732 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.154913 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.218488 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.159433 # DEPENDENCYPART_SIBL
(16,2),(16,26),-0.224223 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0707218 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.134644 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.121302 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0461703 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.00995565 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.197773 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.203819 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0730855 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0237897 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.00999666 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.203558 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0435395 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0231404 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0138453 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0153294 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.0726292 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0311214 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0377492 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.0245573 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.17587 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0411974 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0522698 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.048636 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.29131 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.246928 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.114763 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0629858 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.103042 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.237704 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.129652 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0557545 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0289875 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.00669003 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.031177 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0325592 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0621935 # DEPENDENCYPART_SIBL
(16,5),(16,26),-0.00592838 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.255612 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0951096 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0275102 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.414149 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.532133 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.339504 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.157126 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.02925 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.521073 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.168445 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0934145 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0214442 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0933632 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0170258 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.060921 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0649477 # DEPENDENCYPART_SIBL
(16,6),(16,26),-0.0282961 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0313263 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0977181 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.201159 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.00552913 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0619245 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.129666 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.259416 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.00341794 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.14908 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.101346 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0645053 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0878394 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0765415 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.111188 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0752997 # DEPENDENCYPART_SIBL
(16,7),(16,26),0.0717915 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0172293 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.100267 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.104996 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0267906 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0356947 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.51926 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0813345 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0838469 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0955844 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.00257226 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0409635 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.146982 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.073899 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0836647 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.00990256 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0780669 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0583131 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0499391 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0336769 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.461429 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.081263 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.10268 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0996667 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.027957 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.107989 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.111235 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0844254 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0668808 # DEPENDENCYPART_SIBL
(16,9),(16,26),0.0218395 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.264313 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.205387 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.111305 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0713632 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.229645 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.24565 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.228392 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.114481 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.181732 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.154913 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.218488 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.159433 # DEPENDENCYPART_SIBL
(16,10),(16,26),-0.224223 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.583727 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.254501 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.124621 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.927075 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.138773 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0412701 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0618635 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0300866 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.00240451 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0578428 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0763977 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.000509944 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.159508 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0989734 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.394486 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0535846 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00781662 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0184896 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0835595 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0311023 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0443631 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0288557 # DEPENDENCYPART_SIBL
(16,12),(16,26),-0.00226702 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.371466 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.01952 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0352039 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0230237 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0013836 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0276222 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.132818 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0768767 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0209299 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.136147 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.079395 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0201071 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.10306 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.012466 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.103514 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0366146 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0380314 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.100037 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.055833 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0960458 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0533574 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0918107 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0215919 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0205712 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0675606 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.110686 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0111239 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.174407 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.243368 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.350737 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.133508 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.166289 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.177917 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.110484 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.277449 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.150739 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0192377 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.111519 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0594919 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.0865915 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.227842 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0483203 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.150055 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.163196 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0271281 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0337329 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.207764 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.172424 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.175 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0222647 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0676076 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.00167636 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0699099 # DEPENDENCYPART_SIBL
(16,24),(16,26),0.0159965 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.0119003 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.157335 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0145933 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.00519343 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0277586 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0286191 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0620007 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.119646 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0435882 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0874042 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.118021 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0869506 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.116495 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.215219 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.177211 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0884115 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0440918 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0422684 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.00526052 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.076285 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0265314 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0556858 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0109979 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0296028 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0877072 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.011374 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0356504 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0171977 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0054565 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0300672 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.102674 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.101984 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0188968 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0464831 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.031204 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0960972 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0364454 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0399211 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.283169 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0760315 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.133075 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.123192 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0345796 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.042839 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.113777 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0150172 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.0138444 # DEPENDENCYPART_SIBL
(19,1),(19,25),-0.0445091 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.246233 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.087492 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0117413 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.034334 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0110143 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.121385 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0750516 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0244052 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0235333 # DEPENDENCYPART_SIBL
(19,3),(19,25),0.00202285 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0796094 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.126773 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0262184 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0198485 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0696322 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0870114 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.031281 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.026784 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.0341555 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0132844 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.129998 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00318488 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.175786 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0446695 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.00914116 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0109581 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.013384 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.171253 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00136533 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.164895 # DEPENDENCYPART_SIBL
(19,17),(19,22),5.36413e-05 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.00893411 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0145998 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0147054 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.136237 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.236526 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0188382 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.124256 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.126225 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0952331 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00521061 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0295347 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0683836 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0677372 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0651074 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0843251 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0813805 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0807277 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0835476 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.502004 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.53172 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.323886 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.101171 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0442889 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0433654 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0703935 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.00447023 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.332698 # DEPENDENCYPART_SIBL
