# _root_ `` I do n't think anyone is now immune from takeover , '' said Robert Schneider of Duff & Phelps Inc. , Chicago .
#goldHeads=14,3,14,3,3,7,5,7,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
#predictedHeads=14,3,14,3,3,7,5,9,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
(21,21),(21,22),-0.178677 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-1.25965 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-0.651991 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.276879 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),0.0451818 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,24),-0.753642 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-1.04677 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,24),-0.482483 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,25),-0.611363 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,24),(21,25),-1.63214 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,20),-0.280061 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,19),0.304061 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,18),-0.192171 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,16),-0.201009 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,15),-0.0597359 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.424828 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,19),-0.628391 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,18),-0.888718 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,16),-1.17794 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,15),-1.0423 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,-1),-0.800749 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,19),(21,18),-0.247503 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,16),-0.436307 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,15),-0.336854 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,-1),-0.656442 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,18),(21,16),-0.989881 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,15),-1.08485 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,-1),-0.506522 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,16),(21,15),-0.599677 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,-1),-0.786519 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,15),(21,-1),-0.805134 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,25),-0.0927381 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,22),(22,-1),-0.185202 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,23),(23,24),-0.652153 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),-0.250475 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-1.63622 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),-0.663503 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,21),0.021804 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,20),-0.377466 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,19),0.297138 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,18),-0.289576 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,15),-0.157141 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.331648 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,21),-0.242222 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,20),-0.712136 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,19),-0.453019 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,18),-0.735722 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,15),-0.628745 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-1.41178 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,21),(23,20),-0.264347 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,19),-0.208948 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,18),-0.823547 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,15),-0.928328 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,-1),-0.748999 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,20),(23,19),-0.68828 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,18),-1.01684 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,15),-1.17042 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,-1),-0.923296 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,19),(23,18),-0.307747 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,15),-0.397097 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,-1),-0.661766 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,18),(23,15),-1.21297 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,-1),-0.629069 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,15),(23,-1),-0.927681 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,25),-0.354808 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,24),(24,-1),-0.0112447 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,3),(3,1),0.870807 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.226035 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.110166 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.354421 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0994303 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.436867 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.119524 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0471968 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.284558 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.107107 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.242857 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.37229 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.426324 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-1.0257 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.0825714 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),2.39705 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.880396 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.248232 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.422441 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.112075 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.00204813 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.415862 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.0444554 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.00962726 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.205432 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.204489 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.20246 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.351018 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.386963 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.162009 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-1.09953 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.122968 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),2.34443 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.946336 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.190506 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.484562 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.128423 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.226813 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.414558 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.219735 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.202919 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.329316 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0520247 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.388017 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.545824 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.536082 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.919538 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.0625879 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),2.65777 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.85248 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.107064 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.321543 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.207314 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.0673601 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.331806 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.221905 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.104596 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.317057 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.479845 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.533894 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.37168 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.521754 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.22714 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.0437012 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.308355 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.582635 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-1.09489 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.38826 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.161712 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.251275 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),2.474 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.64914 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.298047 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.404759 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.267839 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.551347 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.305962 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.404038 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-1.10192 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.0701716 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.215223 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.12602 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.0464839 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),2.26297 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.203187 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.713133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0848115 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0368689 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0934813 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0955713 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.00725412 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.237688 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0286 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.258391 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.155742 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.206544 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.238418 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.460871 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.361941 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.437568 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.202779 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.711396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.299616 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0790606 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.121808 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0620294 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0111625 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.232306 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.039659 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.286718 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.149287 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.185133 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.218814 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.476785 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.464863 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.355486 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.431617 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.795365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.114326 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.00721015 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.500117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.126494 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0935728 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.232996 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.080789 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0894993 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.145781 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.458636 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.210994 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.00367989 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.54284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0746212 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0708803 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.313092 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.266728 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0656691 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0368929 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.29532 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.62538 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.0602661 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.110505 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.648994 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),0.0477181 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),0.51656 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.741863 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.161755 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.0374559 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.350954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.116489 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.346285 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.281888 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.163375 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0511166 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.22388 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.734286 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.273388 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.0721429 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.425826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.0821383 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.263172 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.139618 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.30648 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0732092 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0293117 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.241577 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.626555 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.0361175 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.154589 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),0.122027 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),0.517735 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.682274 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.178967 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.103899 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.358915 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0431703 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.125548 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.421257 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.377941 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.193518 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.838222 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.120162 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0351481 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0936413 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.216477 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.417582 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.429533 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0148115 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.161006 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.909726 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.0866765 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.825299 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.112394 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.101223 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.149493 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.22768 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.573508 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.0591776 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.129329 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.585084 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.666227 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),0.0177863 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.689465 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.52919 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.161675 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.37153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,6),-0.0953892 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0571984 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0577585 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.204885 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.483915 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.0293001 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.147964 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.821017 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.727847 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.868756 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.863331 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),0.375095 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.640986 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.73243 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.223915 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.0155172 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.600391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.0235173 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.0914085 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.207114 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.281966 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.0402257 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.209113 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.17576 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.575994 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.41611 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.300216 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.740953 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.643449 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.794543 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.760361 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),0.0920535 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.763942 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),0.636894 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.58372 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-0.638149 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.281946 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.0572308 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.508725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.0972073 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),0.196767 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.0308439 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),0.389577 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),0.0456809 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.113765 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.117393 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.397692 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),0.515132 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.14472 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.151436 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.874183 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.766982 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.929814 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.878366 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.858424 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.750813 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),0.326815 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.566831 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.762739 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.258323 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.458624 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.297437 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.328224 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.4899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.523632 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.756176 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.830567 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.679765 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.819418 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.741914 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.917285 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.755875 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.875784 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.905767 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.04647 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.00498 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-1.20103 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.70634 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.724688 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.678454 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.0386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.374308 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.477261 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.237226 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.472879 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.358196 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.536104 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.408413 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.489327 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.54265 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.920153 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.63855 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.657514 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.861463 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.69099 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.717191 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.659558 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.12049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.031456 # DEPENDENCYPART_GRANDPAR
